Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,target
30.1,71.8,6.7,24.3,28.7,12.4,1.34,6.9,571.0,Moderate
24.8,84.3,1.0,9.2,24.8,2.7,1.64,9.2,614.0,Moderate
34.0,104.3,25.9,44.1,41.7,15.9,2.35,7.1,676.0,Hazardous
32.7,64.6,12.6,18.9,30.5,9.5,1.65,7.2,505.0,Moderate
32.4,62.5,28.9,38.3,31.0,7.0,1.64,5.1,688.0,Moderate
28.4,79.6,21.5,37.8,21.6,11.1,1.68,5.6,655.0,Moderate
22.5,67.5,4.9,8.1,24.6,3.6,0.97,14.2,471.0,Good
28.8,44.8,4.2,8.8,12.1,3.9,0.92,14.0,298.0,Good
30.1,56.7,7.9,25.2,26.4,11.4,1.39,7.0,662.0,Moderate
24.2,80.6,3.3,13.0,23.6,14.5,1.22,6.1,367.0,Moderate
29.7,82.0,20.8,30.1,26.9,11.6,1.39,7.2,424.0,Moderate
34.1,65.4,49.1,56.2,23.1,10.2,1.49,7.9,385.0,Moderate
24.0,46.1,0.0,2.2,15.1,6.8,1.13,10.8,465.0,Good
29.1,93.5,9.8,30.2,29.3,13.4,1.54,5.4,402.0,Poor
37.7,73.8,16.9,36.9,40.0,25.8,2.3,5.1,451.0,Poor
25.6,46.0,9.2,14.7,17.1,1.3,0.88,10.2,333.0,Good
24.7,38.8,16.9,24.5,16.6,3.4,1.06,11.2,485.0,Good
40.5,106.5,61.9,84.7,37.6,19.6,3.03,4.5,625.0,Hazardous
36.6,90.5,21.9,33.1,30.7,19.9,2.3,7.2,443.0,Poor
24.6,90.1,45.9,52.9,19.0,10.9,1.79,6.7,550.0,Moderate
29.6,76.8,33.8,40.2,13.1,3.6,1.16,12.6,326.0,Good
31.5,66.1,1.5,9.5,23.4,8.2,1.39,6.6,691.0,Moderate
22.3,50.9,11.1,18.3,19.5,5.1,1.02,11.6,287.0,Good
32.9,56.0,6.0,15.9,21.0,12.3,1.78,6.4,434.0,Moderate
28.1,83.5,11.8,24.0,28.6,9.0,1.07,9.0,690.0,Moderate
25.2,46.0,3.9,8.2,22.8,0.2,1.17,10.4,392.0,Good
29.5,68.8,1.2,7.0,13.6,6.1,0.98,11.1,368.0,Good
24.2,89.0,22.8,31.7,34.3,10.9,1.46,5.8,623.0,Moderate
26.8,91.8,5.1,10.5,28.3,7.2,1.31,9.6,376.0,Moderate
20.2,52.4,11.0,14.6,12.2,4.4,0.95,18.7,418.0,Good
23.2,39.6,0.8,7.3,21.7,5.8,0.91,10.9,438.0,Good
25.8,56.2,8.5,16.8,29.4,10.3,1.3,5.0,414.0,Moderate
33.3,59.2,9.5,25.1,38.2,19.9,1.69,4.9,450.0,Poor
25.2,69.1,75.3,89.9,30.1,10.8,2.18,8.4,483.0,Poor
27.5,62.3,1.1,6.0,14.1,5.6,1.04,10.9,533.0,Good
26.0,76.0,1.0,4.5,13.1,2.7,1.09,10.2,248.0,Good
38.2,95.1,15.8,31.3,26.2,11.0,2.43,5.5,616.0,Poor
41.4,82.4,12.6,27.3,41.2,9.1,1.91,4.3,471.0,Poor
22.2,76.9,2.5,5.7,20.6,6.0,0.92,11.3,339.0,Good
28.2,49.3,40.9,48.4,21.3,8.8,1.64,11.6,617.0,Moderate
27.3,48.7,18.1,24.7,12.8,4.6,1.05,10.8,224.0,Good
22.6,41.7,5.7,12.1,21.5,6.1,0.85,10.3,407.0,Good
48.6,88.7,37.5,64.1,34.3,5.6,1.75,6.2,592.0,Poor
36.0,95.2,7.0,21.6,36.2,13.8,1.75,4.5,564.0,Poor
21.2,59.5,6.5,9.8,22.9,5.0,1.09,10.5,595.0,Good
25.8,55.8,18.9,26.4,19.9,7.3,1.0,12.0,579.0,Good
37.1,100.9,3.5,19.9,46.0,18.4,2.08,6.6,473.0,Poor
21.5,47.3,10.6,18.8,15.6,6.2,1.0,11.4,271.0,Good
27.8,66.9,12.1,14.6,25.5,4.5,1.06,13.9,442.0,Good
23.6,73.0,10.5,13.8,17.1,6.3,1.03,10.4,571.0,Good
33.5,68.3,54.1,72.7,30.6,25.1,1.52,7.2,570.0,Poor
21.2,75.1,25.1,31.7,26.0,10.3,1.48,6.9,666.0,Moderate
28.4,76.2,16.8,28.7,30.0,8.2,1.64,5.7,644.0,Moderate
31.7,51.8,30.9,45.9,21.7,7.4,1.08,6.9,460.0,Moderate
28.4,62.8,24.6,35.1,23.5,12.3,1.53,5.4,543.0,Moderate
27.7,58.8,39.1,50.7,33.0,9.8,1.43,7.9,408.0,Moderate
24.7,78.7,0.1,6.4,13.0,4.7,0.97,10.8,193.0,Good
32.5,74.8,53.5,65.2,22.0,11.4,1.54,5.4,399.0,Moderate
27.5,83.2,6.7,16.6,24.2,10.1,1.63,9.3,566.0,Moderate
24.2,75.7,29.5,34.0,17.0,5.9,1.06,10.3,483.0,Good
48.4,109.0,103.3,114.9,48.6,25.6,2.23,5.9,863.0,Hazardous
24.7,69.8,5.7,8.5,26.4,2.9,1.15,12.4,443.0,Good
26.8,64.3,10.7,15.9,26.5,3.8,1.3,12.8,451.0,Good
27.3,72.1,20.4,25.9,24.7,2.8,0.83,10.7,238.0,Good
23.1,45.4,4.6,14.4,20.0,7.8,1.09,10.4,310.0,Good
25.2,77.3,2.2,4.3,12.2,1.8,0.87,10.2,547.0,Good
19.1,50.6,4.8,18.4,33.6,5.9,1.98,6.6,648.0,Moderate
27.9,41.1,24.9,29.8,23.5,6.1,1.08,10.8,294.0,Good
23.8,68.8,21.8,29.6,14.6,5.3,0.89,10.9,583.0,Good
29.0,42.8,2.0,2.3,20.5,5.9,1.03,10.1,428.0,Good
24.2,46.4,2.2,7.6,20.9,3.6,1.04,10.9,365.0,Good
44.7,78.8,87.4,113.0,37.8,16.0,2.07,3.4,549.0,Poor
47.0,63.5,82.5,101.4,41.3,24.7,2.46,2.9,582.0,Hazardous
32.2,59.9,29.3,38.6,32.9,18.3,2.14,6.0,563.0,Poor
29.3,72.3,113.9,126.4,36.9,13.2,1.53,5.2,630.0,Moderate
40.4,59.6,5.1,17.0,30.5,11.7,1.35,8.9,673.0,Moderate
24.0,60.3,1.5,8.1,22.2,6.0,1.14,11.1,301.0,Good
21.8,88.6,1.7,13.9,29.4,10.8,1.66,6.2,541.0,Moderate
24.4,57.1,1.6,5.3,16.7,7.9,1.02,16.4,228.0,Good
24.9,79.2,5.5,12.2,21.3,4.6,1.0,11.9,225.0,Good
25.6,68.2,8.0,21.8,27.9,9.9,1.6,5.2,579.0,Moderate
28.7,93.1,24.5,32.8,20.5,7.7,1.46,5.5,300.0,Moderate
52.3,84.7,21.2,36.4,26.8,15.6,2.27,2.7,647.0,Hazardous
22.1,83.0,0.7,9.3,32.5,11.4,1.6,6.3,512.0,Moderate
28.7,84.0,79.8,86.5,24.0,6.7,1.2,9.6,423.0,Moderate
22.4,58.6,8.1,12.7,12.4,4.0,1.1,10.2,591.0,Good
35.0,60.9,3.3,8.2,27.0,15.3,1.41,7.0,684.0,Moderate
35.5,100.3,3.2,22.2,38.7,16.2,1.74,7.9,717.0,Poor
32.6,54.3,5.7,19.6,25.9,11.8,1.35,7.0,649.0,Moderate
27.9,39.7,2.3,8.1,22.2,6.3,1.0,10.2,430.0,Good
26.5,78.8,0.1,14.2,38.2,3.5,1.14,7.9,589.0,Moderate
36.8,105.9,106.8,117.2,44.6,16.0,2.34,7.6,716.0,Hazardous
27.7,66.3,12.1,16.9,23.3,6.2,1.06,10.7,287.0,Good
26.7,42.5,1.4,4.7,21.1,5.6,1.07,10.2,484.0,Good
34.4,65.9,44.9,62.7,50.5,9.1,2.37,4.5,574.0,Hazardous
20.7,59.2,8.8,14.1,23.1,1.9,0.99,10.7,346.0,Good
25.1,57.2,11.5,16.7,13.4,3.6,0.88,10.8,548.0,Good
27.6,52.8,39.5,54.9,28.7,7.3,1.37,5.5,382.0,Moderate
31.1,59.2,31.2,46.1,32.8,10.5,1.48,6.5,450.0,Moderate
32.6,87.7,59.1,82.6,33.7,9.4,1.7,5.1,634.0,Poor
44.0,70.6,23.0,42.3,35.2,17.2,1.79,3.5,726.0,Poor
24.1,81.4,80.4,93.2,19.7,12.8,1.66,9.5,400.0,Moderate
22.2,65.9,7.9,13.5,14.3,5.0,0.89,11.0,390.0,Good
36.4,77.4,39.3,62.4,25.9,10.8,2.37,4.8,774.0,Poor
26.2,54.4,21.0,22.0,26.8,6.1,0.88,10.4,377.0,Good
33.3,59.8,53.4,57.2,34.9,14.6,1.81,15.8,629.0,Poor
32.6,67.2,45.4,61.4,27.4,5.2,1.43,7.2,470.0,Moderate
22.5,43.3,3.3,8.3,26.3,5.6,0.97,10.4,434.0,Good
24.4,59.2,1.2,9.1,20.1,7.2,0.89,12.2,600.0,Good
20.6,80.8,14.4,21.1,22.5,5.0,0.96,12.0,584.0,Good
25.7,78.9,47.3,61.1,32.0,8.7,1.23,7.4,530.0,Moderate
30.9,51.6,0.6,5.3,20.0,6.9,1.02,13.0,484.0,Good
25.2,51.0,2.5,6.8,22.8,7.1,1.17,12.8,500.0,Good
36.5,68.3,4.4,19.3,32.0,14.8,2.18,8.2,771.0,Poor
24.6,76.5,13.9,21.6,20.0,5.9,1.11,10.8,414.0,Good
27.6,78.7,4.8,8.5,24.4,5.1,1.0,10.9,513.0,Good
29.8,91.3,3.6,10.8,34.6,14.0,1.09,7.0,649.0,Moderate
24.4,44.8,7.4,8.4,24.9,4.9,1.02,10.0,541.0,Good
37.2,80.5,35.6,44.6,34.2,24.1,2.17,6.3,607.0,Poor
35.0,81.6,52.5,65.4,32.5,5.0,1.59,8.2,624.0,Moderate
42.1,83.5,14.7,36.2,42.8,0.1,2.31,3.4,797.0,Poor
35.5,97.4,12.8,37.3,24.7,13.0,1.75,12.4,513.0,Poor
41.0,67.4,11.3,26.7,28.3,21.9,2.04,5.5,493.0,Poor
24.6,89.2,4.1,16.2,32.0,2.6,1.83,3.9,480.0,Poor
19.1,46.7,3.8,7.0,20.0,6.6,0.88,11.1,395.0,Good
27.2,62.6,8.5,13.2,27.2,6.6,0.95,10.2,505.0,Good
30.4,77.7,27.8,37.1,19.9,8.1,1.98,10.4,693.0,Moderate
28.4,80.6,7.8,11.7,14.7,4.8,0.76,10.6,366.0,Good
36.1,79.0,19.0,27.4,20.5,13.8,1.49,6.9,604.0,Moderate
17.0,77.2,19.0,26.3,19.7,8.1,1.0,11.1,217.0,Good
46.6,81.9,6.6,31.9,54.9,11.8,2.19,2.8,734.0,Hazardous
32.3,65.9,28.5,38.8,26.4,4.1,1.63,7.5,662.0,Moderate
21.3,53.4,16.1,22.3,19.3,3.7,0.98,11.8,314.0,Good
24.0,57.7,1.7,7.6,13.1,5.4,0.83,10.3,449.0,Good
25.7,86.6,4.4,16.6,18.2,10.9,1.37,5.6,594.0,Moderate
27.1,66.8,0.1,5.2,23.1,6.4,0.99,12.7,417.0,Good
41.1,110.2,26.6,42.7,26.8,9.0,2.4,8.7,814.0,Poor
41.6,105.2,62.8,89.8,42.7,21.8,2.47,4.7,677.0,Hazardous
42.8,61.5,13.8,22.2,31.0,9.1,1.97,5.5,637.0,Poor
27.8,61.2,16.3,24.1,10.6,6.8,1.19,11.1,365.0,Good
23.8,51.1,8.8,12.7,14.1,4.3,0.94,13.6,425.0,Good
27.4,67.4,3.6,10.7,28.0,3.1,1.06,12.5,424.0,Good
22.2,53.1,10.4,11.7,11.8,4.9,1.0,10.1,300.0,Good
26.5,93.2,18.4,18.5,28.5,2.2,1.17,8.4,506.0,Moderate
32.5,89.5,40.5,56.8,31.3,18.7,1.86,8.1,630.0,Poor
50.4,102.2,51.6,74.0,36.4,37.6,2.3,3.3,671.0,Hazardous
28.4,75.9,17.2,27.6,15.5,7.1,1.15,11.1,338.0,Good
27.5,56.7,7.0,15.8,18.5,0.8,1.09,18.1,406.0,Good
24.3,78.1,0.5,5.2,24.3,2.6,1.0,12.0,517.0,Good
16.1,69.8,14.1,19.9,14.4,9.7,0.98,11.0,498.0,Good
30.7,93.7,135.1,144.6,36.7,20.0,2.12,4.1,531.0,Poor
35.5,95.0,31.6,52.5,24.3,13.6,2.34,4.3,478.0,Poor
41.1,68.2,14.3,22.6,32.7,13.6,1.86,5.4,453.0,Moderate
24.4,79.8,10.9,29.8,19.6,6.9,1.47,8.2,593.0,Moderate
35.5,69.0,22.0,38.7,35.0,9.9,2.1,6.1,490.0,Poor
25.0,55.9,15.9,22.9,16.0,8.3,1.07,10.6,329.0,Good
25.1,61.0,17.5,36.0,27.6,17.5,1.51,6.6,458.0,Moderate
32.5,79.2,2.8,15.5,24.4,9.0,1.57,5.0,479.0,Moderate
32.8,89.1,18.0,32.4,44.1,16.1,1.64,4.3,734.0,Poor
25.8,56.3,5.0,9.5,20.9,2.5,0.98,14.1,410.0,Good
27.3,103.2,38.7,45.3,29.0,11.5,1.37,11.8,477.0,Poor
32.0,63.1,21.3,36.9,33.6,24.0,2.03,4.0,746.0,Poor
26.6,45.9,14.2,20.1,23.5,3.2,1.23,14.0,454.0,Good
24.8,41.0,4.7,11.8,13.7,2.5,0.94,13.5,538.0,Good
26.2,46.4,34.2,40.9,26.1,7.2,1.13,12.5,358.0,Good
30.7,53.5,4.9,11.5,22.9,8.8,0.98,13.7,429.0,Good
18.0,66.7,3.3,6.1,11.3,5.3,0.82,14.6,517.0,Good
38.5,103.0,12.2,37.4,40.5,19.5,1.89,7.2,527.0,Poor
23.6,84.3,8.8,20.2,33.2,9.2,1.23,9.1,477.0,Moderate
35.0,55.8,12.9,17.8,26.2,13.8,1.65,6.2,313.0,Moderate
30.8,62.2,11.8,37.1,29.1,17.0,1.91,4.4,629.0,Poor
31.2,99.0,29.4,59.3,38.7,18.5,1.79,11.0,639.0,Hazardous
22.7,76.8,12.9,15.2,21.9,4.9,0.99,18.6,410.0,Good
38.2,67.7,5.3,19.4,29.2,10.6,2.25,6.1,514.0,Poor
28.0,63.6,2.8,6.3,27.8,7.9,0.91,11.8,344.0,Good
33.5,90.8,7.0,14.0,31.1,9.1,1.77,6.9,672.0,Poor
24.0,86.1,27.9,40.8,17.3,7.3,1.36,9.9,491.0,Moderate
40.3,120.5,9.7,27.6,47.8,10.1,2.58,2.5,799.0,Hazardous
30.1,80.9,4.6,15.3,29.6,9.6,1.71,5.2,332.0,Moderate
32.2,58.5,2.2,19.5,27.8,7.9,1.77,7.8,356.0,Moderate
27.9,47.4,9.0,14.2,19.9,9.0,1.06,10.5,428.0,Good
47.0,74.1,8.6,24.1,29.1,14.0,0.99,9.0,643.0,Poor
25.2,76.3,0.9,6.0,22.9,5.5,0.88,18.6,590.0,Good
31.8,59.8,25.6,30.9,18.7,4.6,1.09,10.1,326.0,Good
25.1,47.4,1.9,6.0,24.0,8.4,1.0,10.9,265.0,Good
18.8,72.3,8.8,12.2,18.7,3.2,0.85,13.1,498.0,Good
26.1,60.2,7.8,18.9,22.7,11.4,1.63,11.4,551.0,Moderate
30.8,66.5,15.7,21.5,23.8,0.7,1.54,6.6,528.0,Moderate
18.9,51.4,7.2,17.2,18.5,5.8,1.44,5.7,321.0,Moderate
42.0,63.2,36.7,69.0,39.7,11.9,2.49,3.4,798.0,Hazardous
31.0,50.1,6.8,20.9,17.7,12.8,1.7,5.1,328.0,Moderate
31.6,61.9,46.9,46.9,17.9,4.0,1.46,5.4,339.0,Moderate
23.5,51.9,5.2,15.0,14.4,0.5,1.41,5.9,475.0,Moderate
21.9,80.0,1.1,6.0,21.8,11.4,1.77,6.5,642.0,Moderate
30.7,79.1,23.2,25.8,13.5,5.5,0.98,10.1,456.0,Good
19.2,66.2,16.4,44.9,18.8,7.1,2.25,4.4,799.0,Poor
23.0,53.6,0.3,4.9,24.6,4.8,1.02,10.3,581.0,Good
21.5,83.1,19.3,25.4,12.9,3.2,1.13,10.5,335.0,Good
29.4,60.4,10.7,14.9,11.2,2.4,1.03,11.2,363.0,Good
30.0,78.1,38.4,55.7,30.8,16.4,1.45,5.9,739.0,Poor
22.1,79.6,1.6,4.1,20.1,3.8,1.02,14.7,376.0,Good
23.7,67.7,23.3,31.0,21.2,5.1,1.04,10.3,514.0,Good
28.0,52.1,54.3,60.1,14.7,9.3,1.03,13.8,268.0,Good
22.3,51.5,2.8,8.6,26.9,8.4,0.96,10.5,370.0,Good
28.6,50.0,2.4,8.1,24.5,4.3,1.71,7.3,337.0,Moderate
27.3,71.6,30.3,35.3,27.8,6.6,1.03,11.2,237.0,Good
28.9,62.3,5.1,10.3,14.3,5.8,0.82,14.5,368.0,Good
29.3,86.7,18.2,32.5,29.2,12.9,1.4,5.5,552.0,Moderate
40.5,76.1,52.1,80.9,35.7,10.5,2.88,7.3,640.0,Hazardous
30.7,75.8,37.3,50.0,26.0,13.6,1.34,5.9,415.0,Moderate
29.4,61.4,29.6,50.2,37.0,11.4,1.89,4.7,497.0,Poor
21.2,52.0,0.2,3.9,17.9,4.5,0.95,10.5,278.0,Good
36.1,69.4,8.3,18.9,21.2,16.6,1.1,5.1,602.0,Moderate
25.6,51.5,35.5,40.7,32.2,-1.7,1.35,7.3,378.0,Moderate
24.9,58.5,2.6,7.2,11.8,8.0,0.98,10.8,299.0,Good
31.1,68.6,32.4,43.0,22.2,14.1,2.06,3.9,417.0,Poor
37.4,51.2,75.2,85.4,25.4,8.6,1.66,5.3,450.0,Moderate
28.9,67.0,2.1,5.9,18.9,5.9,1.08,11.4,416.0,Good
36.2,83.2,64.0,75.6,28.3,12.1,2.28,8.0,732.0,Poor
33.3,76.1,2.6,10.2,24.8,9.9,1.35,6.7,321.0,Moderate
26.8,63.4,52.9,63.6,26.9,9.0,1.39,5.6,324.0,Moderate
48.3,95.4,68.6,89.2,51.8,20.4,3.36,3.3,685.0,Hazardous
27.7,59.6,6.5,10.3,15.1,6.5,1.0,11.5,314.0,Good
26.1,68.6,8.8,14.4,16.9,1.3,1.06,11.3,424.0,Good
27.2,51.0,4.2,8.7,11.4,6.1,1.01,10.2,469.0,Good
26.3,69.2,84.0,93.8,21.7,4.8,1.46,6.5,404.0,Moderate
24.7,46.6,22.0,28.7,14.5,5.4,1.18,11.2,463.0,Good
33.6,74.3,16.1,36.2,40.1,18.0,2.24,3.4,655.0,Poor
33.2,66.6,0.0,8.7,33.6,2.4,1.79,5.6,535.0,Moderate
20.0,48.7,1.9,10.8,24.1,4.0,1.13,10.9,448.0,Good
20.2,59.0,11.5,16.7,19.3,7.2,0.99,10.4,393.0,Good
31.1,66.0,4.5,6.0,24.2,7.7,1.57,6.4,694.0,Moderate
22.4,59.7,0.6,8.0,19.9,4.5,0.99,11.1,484.0,Good
36.5,89.2,40.9,61.0,25.0,1.8,1.85,3.5,687.0,Poor
22.4,50.7,13.6,19.0,17.9,8.7,1.12,11.1,265.0,Good
36.0,71.3,5.3,25.4,33.0,14.6,1.73,5.2,677.0,Moderate
29.7,72.5,1.6,14.0,33.4,9.4,1.72,6.6,315.0,Moderate
30.4,80.4,2.7,21.0,38.4,14.3,3.11,3.3,856.0,Hazardous
35.3,92.3,13.3,24.1,32.6,10.4,1.87,4.0,623.0,Poor
18.0,81.6,20.5,23.8,25.4,17.4,1.67,10.3,551.0,Moderate
40.5,69.4,26.4,34.8,33.4,25.1,1.62,5.0,501.0,Poor
24.5,68.7,2.6,8.3,18.2,7.2,0.77,10.4,253.0,Good
36.4,97.3,10.8,33.1,38.8,13.1,2.07,4.1,556.0,Poor
39.1,59.5,47.6,57.2,30.6,16.8,1.89,3.8,450.0,Poor
34.7,81.2,9.6,29.2,29.5,14.5,2.26,2.5,803.0,Hazardous
34.9,71.7,9.3,19.4,34.4,7.3,1.57,6.4,577.0,Moderate
36.2,128.1,28.3,47.0,46.8,23.3,1.99,3.0,485.0,Hazardous
33.7,108.8,45.3,66.0,34.5,20.1,2.29,4.6,897.0,Hazardous
39.3,64.7,22.6,34.4,38.1,12.2,1.77,3.4,406.0,Poor
38.9,80.0,53.4,66.4,42.4,23.0,2.19,5.6,695.0,Poor
28.6,50.1,3.2,15.6,26.6,4.9,1.6,5.5,566.0,Moderate
20.2,54.7,25.8,33.6,21.1,6.7,1.06,10.4,598.0,Good
33.1,72.0,30.3,48.8,30.8,11.8,1.12,6.2,341.0,Moderate
41.0,80.9,27.8,56.5,43.4,23.8,2.95,8.4,556.0,Hazardous
28.5,50.7,27.0,32.5,18.0,5.1,1.04,10.3,396.0,Good
20.2,55.1,13.6,10.7,23.6,5.0,0.99,12.0,585.0,Good
29.4,68.1,6.8,22.0,19.5,15.0,1.4,5.2,361.0,Moderate
23.5,75.6,9.5,14.1,25.4,6.2,1.03,11.0,239.0,Good
41.1,105.0,6.9,30.9,37.1,16.4,2.45,3.4,750.0,Hazardous
33.2,101.3,14.7,20.5,36.6,14.2,1.53,8.4,509.0,Poor
27.5,40.4,9.0,14.2,15.8,4.5,1.16,10.3,373.0,Good
29.9,48.7,16.4,18.6,16.7,5.8,1.1,13.6,471.0,Good
25.0,54.9,3.4,8.8,22.1,5.1,0.85,11.1,465.0,Good
30.0,76.4,16.2,18.9,15.9,6.3,1.05,12.3,315.0,Good
23.3,49.1,1.6,6.7,16.1,3.8,1.06,10.3,222.0,Good
35.1,60.9,5.0,12.2,19.3,20.0,1.5,5.9,576.0,Moderate
24.7,65.1,1.2,4.0,23.4,3.1,1.03,11.1,461.0,Good
23.5,50.8,5.5,10.7,26.4,4.1,0.8,11.3,383.0,Good
27.7,68.1,11.0,19.6,21.2,9.0,1.33,5.7,420.0,Moderate
39.8,63.6,5.0,19.4,25.1,7.4,2.27,4.5,681.0,Poor
43.1,69.1,2.4,16.6,30.0,12.2,2.08,5.9,657.0,Poor
31.0,65.1,7.6,8.9,23.4,4.2,1.11,13.7,580.0,Good
23.5,74.6,0.3,6.6,16.8,3.9,1.22,13.1,491.0,Good
40.7,64.4,4.0,16.3,30.0,11.1,1.55,6.8,504.0,Moderate
47.0,98.2,104.7,108.8,43.9,31.4,3.08,7.7,494.0,Hazardous
27.6,83.3,128.5,138.4,27.9,4.9,1.17,5.1,571.0,Moderate
34.9,68.1,14.5,27.0,31.2,19.5,2.11,4.4,726.0,Poor
27.7,62.4,0.2,4.6,15.3,5.7,1.06,13.3,239.0,Good
36.0,51.6,59.9,82.8,30.5,18.0,1.98,5.3,784.0,Poor
28.9,48.1,2.2,5.6,23.1,5.9,1.09,10.6,465.0,Good
30.2,62.7,3.8,11.4,13.6,7.5,1.02,15.0,270.0,Good
22.6,61.0,18.8,25.7,15.0,2.2,1.02,14.7,298.0,Good
32.2,95.9,3.0,12.3,32.2,5.5,1.38,6.6,485.0,Poor
32.6,92.5,5.4,10.9,26.2,12.9,1.32,5.6,377.0,Moderate
35.4,68.8,29.2,40.7,32.6,8.8,1.74,5.6,650.0,Moderate
23.6,40.4,10.7,14.1,26.6,7.4,1.03,14.7,319.0,Good
24.9,82.9,3.7,17.6,36.7,29.1,1.72,6.9,536.0,Poor
29.0,79.7,92.7,112.4,33.2,6.9,1.84,14.0,785.0,Poor
32.2,79.5,52.1,54.7,20.3,9.3,1.67,8.5,448.0,Moderate
39.5,94.4,32.6,51.0,37.1,28.6,1.8,4.4,654.0,Poor
31.6,59.5,9.4,14.6,29.8,10.6,1.31,6.3,344.0,Moderate
29.1,68.0,37.5,47.0,30.1,7.9,1.63,7.1,516.0,Moderate
25.9,76.7,13.8,17.9,17.4,5.0,1.2,10.3,251.0,Good
20.9,42.5,1.8,5.2,13.0,5.8,1.01,10.7,297.0,Good
36.5,102.2,115.9,128.0,27.8,30.8,2.22,4.9,510.0,Poor
32.3,96.1,52.9,67.1,29.6,9.2,2.44,3.9,534.0,Poor
35.0,58.7,0.6,7.1,19.9,13.2,1.58,5.1,361.0,Moderate
28.3,71.1,16.1,19.8,19.0,3.2,0.97,10.1,256.0,Good
20.5,62.5,5.4,8.9,25.7,8.0,1.12,10.7,463.0,Good
26.8,45.7,2.3,8.2,17.9,5.6,0.88,15.4,440.0,Good
17.2,64.4,42.7,48.7,20.8,5.9,1.08,12.6,569.0,Good
26.8,48.9,32.6,34.3,17.4,5.7,0.92,10.6,233.0,Good
33.5,96.2,22.1,41.0,41.6,15.7,2.17,4.4,596.0,Poor
31.4,76.6,2.3,7.9,24.4,7.6,1.01,13.1,570.0,Good
37.2,69.3,120.7,129.3,43.4,12.5,1.93,9.0,529.0,Poor
45.9,56.9,59.1,79.3,46.9,4.4,1.94,2.8,763.0,Hazardous
28.1,67.8,2.0,6.9,21.5,1.1,0.85,11.0,344.0,Good
23.1,67.0,2.3,8.1,18.7,7.7,1.13,10.7,543.0,Good
30.3,51.2,7.3,18.8,26.3,14.1,1.39,5.2,624.0,Moderate
45.7,100.1,2.0,21.9,31.0,10.0,2.0,4.3,477.0,Poor
16.4,40.9,25.0,28.3,19.1,4.0,1.15,12.5,459.0,Good
24.5,50.7,1.4,8.1,15.3,2.4,1.02,10.6,258.0,Good
27.8,99.6,27.2,34.4,40.4,18.4,2.06,4.7,611.0,Poor
26.8,72.5,20.7,35.2,18.5,13.2,1.72,5.4,662.0,Moderate
41.1,86.1,15.8,34.3,34.9,17.5,1.88,5.0,716.0,Poor
29.1,71.8,1.6,3.0,23.7,5.6,1.05,12.2,514.0,Good
31.0,74.1,11.1,14.5,20.9,9.9,0.86,14.4,353.0,Good
35.2,71.9,0.7,5.3,26.6,5.2,0.98,11.2,442.0,Good
25.4,74.2,7.8,13.0,28.0,9.8,0.97,12.3,308.0,Good
26.6,63.6,8.9,13.5,30.8,7.9,1.0,13.5,221.0,Good
24.4,79.3,12.9,18.3,26.1,5.6,1.2,21.7,449.0,Good
42.9,94.8,37.2,58.6,25.6,12.3,1.95,6.7,490.0,Poor
40.4,65.1,33.1,55.6,35.3,17.9,1.82,5.3,440.0,Poor
37.5,87.0,43.4,58.7,43.7,21.8,1.79,8.2,484.0,Poor
26.5,60.4,14.5,17.0,23.4,8.0,1.13,12.5,396.0,Good
27.6,73.5,18.0,24.3,24.2,5.3,0.8,17.7,311.0,Good
21.0,54.3,7.5,11.7,19.5,4.4,1.05,10.1,569.0,Good
44.1,89.4,18.7,39.9,29.3,18.1,1.87,4.2,450.0,Poor
27.5,69.5,2.4,10.0,22.2,5.8,0.99,11.1,462.0,Good
34.5,45.9,2.7,8.0,28.5,4.4,0.94,12.3,384.0,Good
24.7,78.0,9.3,13.9,19.3,2.4,0.92,10.7,599.0,Good
20.9,68.0,3.9,11.2,19.7,5.9,1.05,14.3,416.0,Good
17.8,57.7,1.2,6.8,27.1,3.0,0.95,10.9,453.0,Good
35.1,75.6,2.8,21.0,31.9,5.9,2.06,5.5,766.0,Poor
43.6,104.2,64.7,85.9,38.6,4.5,2.72,5.8,676.0,Hazardous
23.9,70.2,4.1,6.0,24.0,1.8,1.03,12.2,458.0,Good
48.8,101.3,25.5,50.1,37.5,38.7,2.87,3.0,544.0,Hazardous
25.4,50.5,19.2,26.3,13.7,7.8,0.99,12.0,317.0,Good
29.4,51.6,29.3,40.2,27.9,11.2,1.72,5.8,591.0,Moderate
30.6,61.9,1.1,5.2,21.0,7.4,0.93,10.5,406.0,Good
26.9,63.4,4.7,10.2,19.4,7.5,1.03,11.0,368.0,Good
28.6,59.7,26.2,52.2,32.7,7.1,2.04,4.0,769.0,Poor
31.4,70.0,19.8,30.5,28.6,13.3,1.86,14.6,364.0,Moderate
43.7,83.8,14.1,54.0,41.9,20.5,2.47,2.9,914.0,Hazardous
29.9,96.2,16.2,29.3,35.5,18.2,1.85,3.4,444.0,Poor
24.7,65.4,0.0,2.3,21.9,3.9,0.99,13.7,410.0,Good
23.9,69.1,18.2,24.0,21.1,2.1,0.94,10.1,373.0,Good
42.1,80.6,30.9,41.8,36.9,12.0,2.09,4.3,437.0,Poor
