credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,target
606.0,France,Male,32.0,6.0,0.0,2.0,0.0,1.0,36540.63,No
849.0,Germany,Female,49.0,9.0,132934.89,1.0,1.0,0.0,171056.65,Yes
537.0,France,Male,59.0,9.0,0.0,2.0,0.0,0.0,103799.77,Yes
589.0,Germany,Female,36.0,9.0,140355.56,2.0,1.0,0.0,136329.96,No
716.0,France,Female,40.0,3.0,0.0,2.0,0.0,1.0,167636.15,No
769.0,Spain,Male,39.0,9.0,0.0,1.0,1.0,1.0,47722.79,No
585.0,France,Male,56.0,4.0,138227.19,2.0,1.0,1.0,55287.84,No
742.0,Germany,Male,55.0,5.0,155196.17,1.0,0.0,1.0,121207.66,Yes
607.0,Germany,Male,36.0,8.0,143421.74,1.0,1.0,0.0,97879.02,No
733.0,France,Male,36.0,5.0,0.0,2.0,1.0,1.0,109127.54,No
469.0,Germany,Male,38.0,9.0,113599.42,1.0,0.0,0.0,11950.29,No
601.0,France,Female,41.0,1.0,0.0,2.0,0.0,1.0,160607.06,No
613.0,Germany,Male,40.0,1.0,147856.82,3.0,0.0,0.0,107961.11,Yes
698.0,France,Male,31.0,1.0,156111.24,1.0,0.0,0.0,134790.74,No
623.0,France,Male,45.0,0.0,0.0,1.0,1.0,0.0,196533.72,Yes
684.0,Spain,Female,24.0,9.0,79263.9,1.0,0.0,1.0,196574.48,No
522.0,Germany,Male,25.0,1.0,111432.13,1.0,1.0,1.0,168683.57,No
564.0,France,Female,53.0,2.0,45472.28,1.0,1.0,1.0,41055.71,Yes
660.0,France,Male,41.0,3.0,0.0,2.0,1.0,1.0,108665.89,No
560.0,France,Female,35.0,1.0,0.0,2.0,1.0,0.0,3701.63,No
620.0,Germany,Female,25.0,1.0,137712.01,1.0,1.0,1.0,76197.05,No
623.0,Germany,Male,33.0,8.0,96759.42,1.0,1.0,1.0,174777.98,No
743.0,Germany,Male,59.0,5.0,108585.35,1.0,1.0,1.0,192127.22,Yes
692.0,France,Male,28.0,5.0,61581.97,1.0,1.0,1.0,70179.91,No
681.0,France,Male,25.0,5.0,0.0,1.0,0.0,1.0,90860.97,No
524.0,Germany,Male,29.0,9.0,144287.6,2.0,1.0,0.0,32063.3,No
590.0,France,Male,47.0,0.0,117879.32,1.0,1.0,1.0,8214.46,No
606.0,France,Male,40.0,5.0,0.0,2.0,1.0,1.0,70899.27,No
540.0,France,Male,48.0,0.0,148116.48,1.0,0.0,0.0,116973.48,No
687.0,Spain,Female,39.0,2.0,0.0,3.0,0.0,0.0,188150.6,Yes
600.0,Spain,Female,27.0,6.0,0.0,2.0,1.0,1.0,172031.22,No
526.0,Spain,Male,30.0,8.0,0.0,1.0,1.0,0.0,36251.0,No
747.0,Spain,Male,37.0,1.0,0.0,2.0,0.0,1.0,180551.76,No
529.0,France,Male,46.0,8.0,0.0,1.0,0.0,0.0,126511.94,Yes
679.0,France,Female,39.0,4.0,0.0,1.0,0.0,0.0,172939.3,Yes
456.0,France,Female,63.0,1.0,165350.61,2.0,0.0,0.0,140758.07,Yes
418.0,France,Female,39.0,2.0,0.0,2.0,0.0,0.0,9041.71,No
645.0,France,Female,37.0,1.0,0.0,2.0,1.0,1.0,68987.55,No
694.0,Germany,Male,33.0,4.0,124067.32,1.0,1.0,1.0,77906.87,No
850.0,Spain,Male,49.0,8.0,0.0,1.0,0.0,0.0,25867.67,Yes
758.0,Spain,Female,43.0,10.0,0.0,2.0,1.0,1.0,55313.44,No
487.0,France,Male,24.0,7.0,133628.09,2.0,1.0,1.0,98570.01,No
538.0,Germany,Female,42.0,1.0,98548.62,2.0,0.0,1.0,94047.75,No
809.0,France,Male,38.0,3.0,0.0,2.0,1.0,1.0,80061.31,No
561.0,France,Female,49.0,8.0,0.0,2.0,1.0,1.0,12513.07,No
629.0,Germany,Male,28.0,8.0,108601.0,1.0,1.0,1.0,119647.7,No
526.0,Spain,Female,43.0,3.0,0.0,2.0,1.0,0.0,31705.19,No
754.0,Germany,Male,27.0,7.0,117578.35,2.0,0.0,1.0,87908.01,No
694.0,France,Male,30.0,2.0,0.0,3.0,0.0,1.0,15039.41,No
520.0,Spain,Female,63.0,5.0,162278.32,1.0,1.0,1.0,34765.33,No
784.0,Germany,Male,28.0,2.0,109960.06,2.0,1.0,1.0,170829.87,No
850.0,Germany,Male,28.0,2.0,101100.22,2.0,1.0,1.0,35337.31,No
575.0,Spain,Male,43.0,3.0,0.0,1.0,1.0,0.0,83594.51,No
566.0,France,Male,42.0,3.0,108010.78,1.0,1.0,1.0,157486.1,No
789.0,Germany,Male,43.0,8.0,119654.44,2.0,0.0,1.0,148412.24,Yes
666.0,Germany,Female,44.0,2.0,122314.5,1.0,0.0,0.0,68574.88,Yes
767.0,Germany,Female,35.0,6.0,132253.22,1.0,1.0,0.0,115566.57,Yes
702.0,France,Male,45.0,0.0,80793.58,1.0,1.0,1.0,27474.81,No
459.0,Germany,Male,48.0,4.0,133994.52,1.0,1.0,1.0,19287.06,Yes
718.0,France,Female,44.0,1.0,133866.22,1.0,0.0,1.0,139049.24,No
662.0,Spain,Male,37.0,5.0,94901.09,1.0,1.0,1.0,48233.75,No
649.0,France,Female,41.0,3.0,130931.83,1.0,1.0,1.0,144808.37,No
514.0,Germany,Female,45.0,3.0,109032.23,1.0,0.0,1.0,155407.21,Yes
535.0,France,Male,30.0,6.0,103804.97,1.0,1.0,1.0,125710.53,No
750.0,France,Female,38.0,1.0,0.0,2.0,1.0,0.0,47764.99,No
696.0,France,Male,34.0,9.0,150856.79,1.0,0.0,1.0,8236.78,No
635.0,Germany,Female,37.0,9.0,146748.07,1.0,0.0,1.0,11407.58,No
617.0,Spain,Female,46.0,3.0,106521.49,1.0,0.0,1.0,86587.37,No
650.0,France,Female,27.0,6.0,0.0,2.0,1.0,0.0,1002.39,No
577.0,Germany,Female,31.0,4.0,61211.18,1.0,1.0,1.0,145250.43,No
755.0,France,Female,28.0,7.0,124540.28,1.0,0.0,1.0,188850.89,No
637.0,France,Male,32.0,3.0,0.0,2.0,1.0,1.0,197827.06,No
656.0,Spain,Male,69.0,6.0,163975.09,1.0,1.0,1.0,36108.5,No
850.0,Spain,Male,41.0,8.0,132838.07,1.0,1.0,1.0,175347.28,No
654.0,Germany,Male,43.0,9.0,84673.17,2.0,0.0,1.0,82081.35,No
574.0,Germany,Male,33.0,3.0,129834.67,1.0,1.0,0.0,193131.42,No
743.0,Spain,Female,48.0,5.0,118207.69,2.0,0.0,0.0,186489.14,Yes
632.0,Germany,Female,38.0,6.0,86569.76,2.0,1.0,0.0,98090.91,No
515.0,Germany,Male,60.0,9.0,113715.36,1.0,1.0,0.0,18424.24,Yes
608.0,Germany,Male,28.0,4.0,96679.71,1.0,1.0,1.0,49133.45,No
637.0,Spain,Female,34.0,9.0,0.0,2.0,0.0,0.0,26057.08,No
629.0,France,Male,31.0,6.0,0.0,2.0,1.0,0.0,93881.75,No
665.0,France,Male,25.0,7.0,90920.75,1.0,0.0,1.0,112256.57,No
469.0,France,Female,48.0,5.0,0.0,1.0,1.0,0.0,160529.71,Yes
754.0,Spain,Female,19.0,9.0,0.0,1.0,1.0,0.0,189641.11,No
673.0,France,Male,37.0,2.0,0.0,1.0,1.0,1.0,13624.02,No
731.0,Germany,Female,43.0,9.0,79120.27,1.0,0.0,0.0,548.52,Yes
668.0,France,Male,42.0,8.0,187534.79,1.0,1.0,1.0,32900.41,Yes
677.0,Germany,Female,26.0,3.0,102395.79,1.0,1.0,0.0,119368.99,No
595.0,Germany,Female,41.0,9.0,150463.11,2.0,0.0,1.0,81548.38,No
498.0,Germany,Male,35.0,2.0,121968.11,2.0,0.0,1.0,188343.05,No
748.0,France,Male,34.0,5.0,84009.47,1.0,1.0,1.0,137001.1,No
606.0,Spain,Female,53.0,1.0,109330.06,1.0,1.0,1.0,75860.01,No
739.0,France,Female,30.0,6.0,0.0,1.0,0.0,0.0,122604.44,No
771.0,Spain,Female,33.0,5.0,0.0,2.0,1.0,0.0,8673.43,No
595.0,France,Male,31.0,4.0,0.0,2.0,1.0,0.0,189995.86,No
701.0,France,Male,41.0,10.0,0.0,2.0,1.0,1.0,146257.77,No
572.0,France,Female,36.0,8.0,68348.18,2.0,0.0,1.0,50400.32,No
523.0,France,Male,30.0,1.0,83181.29,1.0,1.0,1.0,138176.78,No
764.0,France,Female,24.0,7.0,0.0,2.0,1.0,0.0,186105.99,No
767.0,France,Male,36.0,3.0,0.0,1.0,0.0,0.0,65147.27,No
720.0,France,Male,44.0,4.0,0.0,2.0,1.0,0.0,163471.01,No
765.0,Spain,Female,32.0,9.0,178095.55,1.0,0.0,0.0,47247.56,No
615.0,France,Male,30.0,7.0,0.0,2.0,1.0,1.0,156346.84,No
582.0,Germany,Male,33.0,2.0,122394.0,1.0,1.0,1.0,22113.93,No
447.0,France,Male,41.0,3.0,0.0,4.0,1.0,1.0,197490.39,Yes
592.0,Spain,Male,37.0,9.0,0.0,3.0,1.0,1.0,10656.89,No
833.0,Spain,Male,32.0,6.0,0.0,1.0,1.0,1.0,44323.22,Yes
771.0,Spain,Male,45.0,0.0,139825.56,1.0,0.0,0.0,170984.97,Yes
594.0,Spain,Female,24.0,0.0,97378.54,1.0,1.0,1.0,71405.17,No
537.0,Spain,Male,42.0,1.0,190569.23,1.0,0.0,1.0,127154.8,No
567.0,Spain,Male,44.0,9.0,0.0,2.0,1.0,0.0,87677.15,No
663.0,Germany,Female,46.0,2.0,141726.88,1.0,1.0,1.0,58257.23,No
558.0,Spain,Female,31.0,7.0,0.0,2.0,1.0,0.0,166720.28,No
739.0,Germany,Female,25.0,5.0,113113.12,1.0,1.0,0.0,129181.27,No
525.0,Spain,Female,47.0,6.0,118560.0,1.0,1.0,0.0,82522.61,Yes
498.0,France,Male,34.0,5.0,0.0,2.0,1.0,1.0,91711.66,No
562.0,France,Male,30.0,3.0,111099.79,2.0,0.0,0.0,140650.19,No
615.0,France,Female,30.0,9.0,0.0,1.0,1.0,0.0,87347.82,No
590.0,Germany,Female,27.0,8.0,123599.49,2.0,1.0,0.0,1676.92,No
635.0,France,Female,47.0,2.0,125724.95,2.0,1.0,0.0,63236.97,No
661.0,Germany,Male,35.0,8.0,124098.54,1.0,1.0,0.0,86678.48,No
554.0,Spain,Male,30.0,6.0,135370.12,1.0,1.0,1.0,179689.05,Yes
624.0,Spain,Female,28.0,2.0,0.0,2.0,0.0,1.0,104353.26,No
569.0,France,Female,43.0,7.0,0.0,2.0,1.0,1.0,77703.19,No
511.0,Spain,Female,66.0,4.0,0.0,1.0,1.0,0.0,1643.11,Yes
685.0,France,Male,35.0,9.0,0.0,1.0,1.0,0.0,167033.83,No
755.0,Germany,Female,37.0,0.0,113865.23,2.0,1.0,1.0,117396.25,No
549.0,France,Male,29.0,3.0,0.0,2.0,1.0,0.0,146090.38,No
639.0,France,Male,77.0,6.0,80926.02,2.0,1.0,1.0,55829.25,No
597.0,Spain,Female,66.0,3.0,0.0,1.0,1.0,1.0,70532.53,No
740.0,Germany,Female,57.0,3.0,113386.36,2.0,1.0,1.0,65121.63,Yes
659.0,France,Female,44.0,9.0,23503.31,1.0,0.0,1.0,169862.01,Yes
802.0,France,Male,33.0,8.0,0.0,2.0,1.0,0.0,143706.18,No
726.0,Germany,Male,50.0,9.0,94504.35,1.0,0.0,1.0,5078.9,No
797.0,France,Female,55.0,10.0,0.0,4.0,1.0,1.0,49418.87,Yes
702.0,France,Male,40.0,7.0,145536.9,1.0,0.0,1.0,135334.24,No
593.0,Spain,Female,38.0,4.0,88736.44,2.0,1.0,0.0,67020.03,No
686.0,France,Male,35.0,4.0,0.0,1.0,1.0,0.0,8816.37,No
688.0,Germany,Female,46.0,0.0,74458.25,1.0,0.0,1.0,6866.31,No
714.0,France,Male,34.0,5.0,141173.03,1.0,0.0,1.0,98896.06,No
522.0,Germany,Female,25.0,5.0,94049.92,2.0,1.0,0.0,103269.0,No
623.0,Germany,Female,48.0,1.0,108076.33,1.0,1.0,0.0,118855.26,Yes
529.0,France,Male,42.0,1.0,157498.9,1.0,1.0,1.0,82276.62,No
682.0,France,Male,42.0,0.0,0.0,1.0,1.0,1.0,160828.98,No
701.0,Spain,Female,35.0,9.0,0.0,2.0,0.0,0.0,170996.86,No
679.0,France,Male,45.0,3.0,146758.24,1.0,1.0,0.0,48466.89,No
777.0,France,Female,30.0,4.0,137851.31,1.0,1.0,0.0,5008.23,Yes
592.0,France,Male,37.0,3.0,96651.03,1.0,1.0,1.0,3232.82,No
521.0,France,Female,32.0,2.0,136555.01,2.0,1.0,1.0,129353.21,No
545.0,France,Male,38.0,1.0,88293.13,2.0,1.0,1.0,24302.95,No
666.0,Germany,Female,50.0,7.0,109062.28,1.0,1.0,1.0,140136.1,Yes
676.0,France,Male,35.0,5.0,106836.67,2.0,1.0,0.0,84199.78,No
579.0,France,Male,31.0,6.0,0.0,2.0,1.0,0.0,26149.25,No
617.0,France,Female,26.0,2.0,165947.99,2.0,0.0,1.0,168834.38,No
786.0,Germany,Female,32.0,2.0,104336.43,2.0,0.0,0.0,59559.81,No
701.0,Germany,Male,38.0,3.0,125385.49,2.0,0.0,1.0,52044.66,No
765.0,Germany,Female,46.0,8.0,119492.88,2.0,0.0,1.0,166896.01,Yes
794.0,France,Male,24.0,10.0,146126.75,1.0,1.0,1.0,88992.05,No
661.0,France,Male,39.0,5.0,0.0,2.0,0.0,0.0,181461.46,No
698.0,France,Female,57.0,9.0,111359.55,2.0,1.0,0.0,105715.01,No
681.0,France,Male,47.0,9.0,97023.21,1.0,1.0,1.0,2168.13,No
563.0,Spain,Female,36.0,4.0,143680.47,2.0,1.0,1.0,63531.19,No
639.0,France,Male,66.0,0.0,0.0,2.0,0.0,1.0,42240.54,No
614.0,Spain,Female,40.0,3.0,113348.5,1.0,1.0,1.0,77789.01,No
711.0,France,Male,51.0,7.0,0.0,3.0,1.0,0.0,38409.79,Yes
427.0,Spain,Male,40.0,8.0,0.0,2.0,1.0,1.0,82870.75,No
619.0,France,Female,30.0,7.0,70729.17,1.0,1.0,1.0,160948.87,No
713.0,France,Male,38.0,9.0,72286.84,2.0,1.0,1.0,26136.89,No
645.0,Germany,Male,33.0,8.0,149564.61,1.0,0.0,0.0,149913.84,No
605.0,Spain,Male,41.0,5.0,103154.66,1.0,0.0,0.0,143203.78,No
709.0,Germany,Male,45.0,4.0,122917.71,1.0,1.0,1.0,11.58,Yes
526.0,Spain,Male,49.0,2.0,0.0,1.0,1.0,0.0,114539.67,Yes
619.0,France,Female,35.0,4.0,90413.12,1.0,1.0,1.0,20555.21,No
626.0,Germany,Male,39.0,10.0,132287.92,3.0,1.0,1.0,51467.92,Yes
524.0,France,Male,29.0,7.0,0.0,2.0,1.0,1.0,105448.74,No
612.0,Germany,Female,62.0,8.0,140745.33,1.0,1.0,0.0,193437.89,Yes
775.0,France,Female,32.0,2.0,108698.96,2.0,1.0,1.0,161069.73,No
481.0,Spain,Male,39.0,1.0,111233.09,1.0,1.0,1.0,123995.15,No
820.0,France,Male,33.0,2.0,132150.26,2.0,1.0,0.0,23067.97,No
503.0,France,Male,42.0,8.0,104430.08,1.0,1.0,1.0,147557.71,No
700.0,France,Female,82.0,2.0,0.0,2.0,0.0,1.0,182055.36,No
763.0,France,Male,67.0,1.0,149436.73,2.0,0.0,1.0,106282.74,No
652.0,Spain,Female,40.0,7.0,100471.34,1.0,1.0,1.0,124550.88,No
623.0,France,Female,39.0,1.0,160903.2,1.0,0.0,0.0,78774.36,No
765.0,Germany,Male,43.0,4.0,148962.76,1.0,0.0,1.0,173878.87,Yes
573.0,France,Male,26.0,8.0,86270.93,2.0,1.0,1.0,90177.3,No
558.0,France,Male,40.0,6.0,0.0,2.0,1.0,0.0,173844.89,No
509.0,Spain,Female,25.0,3.0,108738.71,2.0,1.0,0.0,106920.57,No
688.0,France,Female,54.0,9.0,0.0,1.0,1.0,0.0,191212.63,Yes
709.0,France,Female,24.0,3.0,110949.41,1.0,1.0,1.0,168515.61,No
703.0,Spain,Male,73.0,5.0,137761.55,1.0,1.0,1.0,159677.46,No
565.0,Germany,Male,52.0,5.0,97720.35,2.0,1.0,0.0,175070.94,Yes
647.0,Germany,Female,35.0,3.0,166518.63,2.0,1.0,0.0,147930.46,No
640.0,France,Female,33.0,6.0,84719.13,2.0,1.0,1.0,113048.79,No
692.0,France,Female,30.0,7.0,0.0,2.0,1.0,1.0,18826.34,No
584.0,France,Female,39.0,2.0,112687.69,1.0,1.0,1.0,127749.61,No
665.0,Germany,Female,51.0,9.0,110610.41,2.0,0.0,1.0,1112.76,Yes
809.0,France,Female,38.0,2.0,154763.21,2.0,1.0,1.0,174800.31,No
657.0,France,Male,44.0,6.0,76495.04,1.0,1.0,0.0,79071.89,No
630.0,Germany,Female,31.0,2.0,112373.49,2.0,1.0,1.0,131167.98,No
710.0,France,Male,40.0,5.0,0.0,2.0,0.0,0.0,162878.96,No
537.0,France,Female,45.0,7.0,158621.04,1.0,1.0,0.0,120892.96,Yes
550.0,Germany,Female,45.0,8.0,111257.59,1.0,0.0,0.0,97623.42,Yes
836.0,Spain,Female,41.0,7.0,150302.84,1.0,1.0,1.0,156036.19,No
627.0,France,Male,27.0,1.0,62092.9,1.0,1.0,1.0,105887.04,No
644.0,France,Male,37.0,6.0,117271.8,2.0,1.0,0.0,104217.96,Yes
587.0,Germany,Female,39.0,6.0,101851.8,2.0,1.0,0.0,7103.71,No
630.0,France,Female,36.0,8.0,126598.99,2.0,1.0,1.0,134407.93,No
763.0,France,Female,35.0,7.0,115651.6,2.0,1.0,1.0,104706.29,No
732.0,France,Male,41.0,8.0,0.0,2.0,1.0,1.0,170886.17,No
503.0,Spain,Male,25.0,7.0,0.0,1.0,0.0,1.0,192841.13,No
595.0,France,Male,46.0,10.0,0.0,1.0,1.0,0.0,73489.15,Yes
663.0,France,Male,67.0,9.0,0.0,3.0,1.0,1.0,72318.77,No
841.0,France,Male,74.0,9.0,108131.53,1.0,0.0,1.0,60830.38,No
531.0,Germany,Female,64.0,2.0,175754.87,2.0,1.0,1.0,60721.4,No
534.0,Spain,Female,33.0,3.0,151233.62,1.0,0.0,0.0,199336.63,No
776.0,Germany,Female,37.0,1.0,93124.04,2.0,1.0,1.0,196079.32,No
700.0,France,Male,38.0,8.0,134811.3,1.0,1.0,0.0,1299.75,No
572.0,Spain,Male,23.0,2.0,126873.52,1.0,0.0,1.0,67040.12,No
514.0,Spain,Male,30.0,7.0,0.0,1.0,0.0,1.0,125010.24,No
626.0,France,Male,43.0,4.0,137638.69,1.0,1.0,0.0,130442.08,Yes
590.0,France,Male,47.0,3.0,0.0,2.0,1.0,0.0,171774.5,No
682.0,Spain,Female,47.0,10.0,134032.01,1.0,1.0,0.0,144290.97,No
456.0,Spain,Male,32.0,9.0,147506.25,1.0,1.0,1.0,135399.21,No
533.0,Spain,Male,38.0,1.0,135289.33,2.0,0.0,1.0,152956.33,No
625.0,Spain,Male,32.0,7.0,106957.28,1.0,1.0,1.0,134794.02,No
528.0,France,Male,34.0,1.0,125566.9,1.0,1.0,1.0,176763.27,No
624.0,Spain,Male,51.0,5.0,174397.21,2.0,1.0,1.0,172372.63,No
584.0,Spain,Female,59.0,1.0,0.0,1.0,0.0,1.0,130260.11,Yes
615.0,France,Male,39.0,4.0,133707.09,1.0,1.0,1.0,108152.75,No
555.0,Spain,Male,21.0,1.0,0.0,2.0,0.0,0.0,103901.35,No
500.0,Spain,Female,50.0,5.0,0.0,4.0,1.0,1.0,83866.35,Yes
838.0,Spain,Male,43.0,9.0,123105.88,2.0,1.0,0.0,145765.83,No
507.0,France,Male,41.0,3.0,58820.32,2.0,1.0,1.0,138536.09,No
591.0,France,Male,24.0,6.0,147360.0,1.0,1.0,1.0,25310.82,No
662.0,France,Male,44.0,8.0,0.0,2.0,1.0,1.0,175314.87,No
743.0,Spain,Male,43.0,2.0,161807.18,2.0,0.0,1.0,93228.86,Yes
604.0,France,Female,53.0,2.0,121389.78,1.0,1.0,1.0,48201.64,Yes
777.0,France,Male,37.0,1.0,0.0,1.0,1.0,1.0,126837.72,No
695.0,France,Female,42.0,5.0,0.0,1.0,0.0,1.0,72172.13,Yes
666.0,France,Male,39.0,10.0,0.0,2.0,1.0,0.0,102999.33,No
831.0,France,Female,34.0,2.0,0.0,2.0,0.0,0.0,165840.94,No
470.0,Spain,Male,31.0,4.0,55732.92,2.0,1.0,1.0,103792.53,No
608.0,France,Male,33.0,9.0,89968.69,1.0,1.0,0.0,68777.26,No
812.0,Spain,Male,38.0,3.0,127117.8,2.0,1.0,1.0,174822.74,No
705.0,France,Male,92.0,1.0,126076.24,2.0,1.0,1.0,34436.83,No
427.0,Spain,Female,39.0,9.0,0.0,2.0,1.0,0.0,28368.37,No
586.0,Spain,Female,28.0,2.0,0.0,2.0,1.0,1.0,92067.35,No
535.0,France,Male,47.0,0.0,160729.1,1.0,0.0,1.0,145986.35,No
753.0,France,Male,35.0,4.0,0.0,2.0,1.0,1.0,106303.4,No
617.0,France,Male,25.0,1.0,102585.88,2.0,1.0,1.0,115387.4,No
514.0,France,Male,32.0,8.0,0.0,2.0,1.0,0.0,95857.18,No
725.0,Germany,Male,39.0,1.0,50880.98,2.0,1.0,1.0,184023.54,No
644.0,Spain,Male,26.0,8.0,96659.64,2.0,1.0,1.0,138775.69,No
586.0,Spain,Male,42.0,6.0,0.0,2.0,1.0,1.0,123410.23,No
605.0,France,Male,52.0,1.0,63349.75,1.0,1.0,0.0,108887.44,No
558.0,France,Male,27.0,1.0,152283.39,1.0,1.0,0.0,183271.15,No
657.0,France,Male,38.0,7.0,0.0,2.0,1.0,0.0,185827.74,No
677.0,Spain,Male,18.0,8.0,134796.87,2.0,1.0,1.0,114858.9,No
502.0,France,Male,30.0,4.0,0.0,2.0,1.0,1.0,66263.87,No
595.0,Germany,Female,64.0,2.0,105736.32,1.0,1.0,1.0,89935.73,Yes
613.0,France,Male,36.0,9.0,131307.11,1.0,0.0,0.0,83343.73,No
705.0,Germany,Female,37.0,3.0,109974.22,1.0,1.0,1.0,36320.87,Yes
686.0,France,Male,34.0,6.0,146178.13,2.0,1.0,1.0,88837.11,No
548.0,Germany,Male,32.0,5.0,175214.71,1.0,1.0,1.0,155165.61,No
619.0,Germany,Female,41.0,8.0,142015.76,2.0,1.0,0.0,114323.66,No
606.0,France,Female,35.0,0.0,135984.15,2.0,1.0,0.0,186778.89,No
614.0,France,Male,51.0,4.0,40685.92,1.0,1.0,1.0,46775.28,No
666.0,Germany,Female,59.0,8.0,152614.51,2.0,1.0,1.0,188782.3,No
731.0,Germany,Female,21.0,8.0,132312.06,1.0,1.0,0.0,106663.46,Yes
680.0,France,Male,33.0,1.0,123082.08,1.0,1.0,0.0,134960.98,No
710.0,Spain,Female,30.0,10.0,0.0,2.0,1.0,0.0,19500.1,No
593.0,Germany,Female,62.0,3.0,118233.81,1.0,0.0,1.0,24765.53,Yes
807.0,France,Female,36.0,4.0,0.0,2.0,0.0,1.0,147007.33,No
640.0,Spain,Male,29.0,5.0,197200.04,2.0,1.0,0.0,141453.62,No
743.0,France,Male,36.0,4.0,0.0,2.0,1.0,1.0,190911.02,No
788.0,France,Female,41.0,6.0,0.0,1.0,1.0,1.0,25571.37,No
735.0,France,Male,43.0,9.0,127806.91,1.0,1.0,1.0,73069.59,No
497.0,Spain,Male,44.0,2.0,121250.04,1.0,0.0,1.0,79691.4,No
516.0,France,Female,40.0,9.0,0.0,2.0,0.0,1.0,33266.29,No
629.0,France,Male,44.0,5.0,0.0,4.0,0.0,0.0,117572.59,Yes
555.0,France,Female,44.0,3.0,105770.7,3.0,1.0,0.0,60533.96,Yes
639.0,Spain,Female,54.0,2.0,0.0,2.0,1.0,1.0,53843.71,No
650.0,Spain,Male,71.0,0.0,0.0,1.0,1.0,1.0,175380.77,No
744.0,France,Male,29.0,1.0,0.0,1.0,0.0,0.0,82422.97,No
565.0,France,Female,40.0,2.0,0.0,2.0,1.0,1.0,129956.13,No
619.0,France,Female,28.0,3.0,0.0,2.0,1.0,0.0,53394.12,No
574.0,France,Male,34.0,1.0,112572.39,1.0,0.0,0.0,165626.6,No
720.0,France,Female,34.0,6.0,110717.38,1.0,1.0,1.0,9398.45,No
648.0,France,Female,39.0,6.0,130694.89,2.0,1.0,1.0,153955.38,Yes
612.0,Spain,Female,62.0,0.0,167026.61,2.0,1.0,1.0,192892.05,No
776.0,Germany,Male,33.0,8.0,115130.34,1.0,0.0,0.0,129525.5,Yes
686.0,Spain,Female,47.0,6.0,0.0,1.0,1.0,0.0,32080.69,Yes
654.0,Spain,Male,40.0,5.0,105683.63,1.0,1.0,0.0,173617.09,No
676.0,France,Female,43.0,2.0,0.0,1.0,1.0,1.0,55119.53,No
667.0,Germany,Male,33.0,9.0,124573.33,2.0,0.0,0.0,683.37,No
518.0,France,Female,45.0,9.0,105525.65,2.0,1.0,1.0,73418.29,No
700.0,France,Female,36.0,4.0,0.0,2.0,1.0,0.0,130789.15,No
710.0,France,Female,32.0,3.0,0.0,1.0,1.0,0.0,94790.34,No
528.0,Spain,Male,40.0,4.0,0.0,2.0,1.0,0.0,25399.7,No
748.0,Spain,Male,60.0,3.0,0.0,2.0,1.0,1.0,78194.37,No
663.0,Germany,Male,42.0,7.0,115930.87,1.0,1.0,0.0,19862.78,No
743.0,France,Male,43.0,5.0,0.0,2.0,0.0,0.0,113079.19,Yes
753.0,France,Female,38.0,6.0,142263.45,1.0,0.0,1.0,33730.43,No
542.0,Spain,Male,34.0,8.0,108653.93,1.0,0.0,1.0,144725.14,No
643.0,France,Female,45.0,4.0,45144.43,1.0,1.0,0.0,60917.24,Yes
734.0,Germany,Female,47.0,10.0,91522.04,2.0,1.0,1.0,138835.91,No
522.0,Spain,Male,30.0,3.0,0.0,2.0,1.0,0.0,145490.85,No
662.0,France,Male,34.0,2.0,117731.79,2.0,0.0,1.0,55120.79,No
603.0,France,Male,31.0,8.0,0.0,2.0,1.0,1.0,169915.02,No
550.0,France,Female,48.0,6.0,0.0,2.0,1.0,1.0,191870.28,No
706.0,Spain,Male,29.0,2.0,0.0,2.0,1.0,1.0,18255.51,No
628.0,Germany,Female,45.0,6.0,53667.44,1.0,1.0,0.0,115022.94,No
430.0,France,Male,35.0,1.0,118894.22,1.0,0.0,0.0,2923.61,No
516.0,France,Female,46.0,6.0,62212.29,1.0,0.0,1.0,171681.86,Yes
653.0,France,Male,51.0,3.0,0.0,1.0,1.0,0.0,170426.65,Yes
504.0,Germany,Male,56.0,9.0,104217.3,1.0,0.0,0.0,55857.48,Yes
816.0,Germany,Female,38.0,5.0,130878.75,3.0,1.0,0.0,71905.77,Yes
850.0,Germany,Male,32.0,3.0,137714.25,1.0,0.0,1.0,159403.68,No
850.0,France,Female,43.0,3.0,0.0,2.0,0.0,0.0,2465.8,No
709.0,Spain,Female,37.0,8.0,0.0,3.0,1.0,0.0,71738.56,No
602.0,Germany,Male,38.0,2.0,71667.97,2.0,0.0,0.0,137111.89,No
445.0,Spain,Male,62.0,1.0,64119.38,1.0,1.0,1.0,76569.64,Yes
507.0,Germany,Male,31.0,9.0,111589.67,1.0,1.0,0.0,150037.19,No
818.0,Germany,Male,43.0,10.0,105301.5,1.0,1.0,1.0,78941.59,No
744.0,France,Male,42.0,1.0,112419.92,1.0,1.0,1.0,83022.92,No
526.0,Spain,Female,36.0,5.0,91132.18,1.0,0.0,0.0,58111.71,No
675.0,France,Male,54.0,2.0,0.0,1.0,1.0,0.0,149583.67,Yes
676.0,France,Female,61.0,8.0,0.0,2.0,1.0,1.0,118522.73,No
579.0,Germany,Female,64.0,6.0,145215.43,1.0,1.0,1.0,164083.72,No
806.0,Spain,Female,37.0,2.0,137794.18,2.0,0.0,1.0,75232.02,No
