lineNo,assgNo,prevFixDur,firstfixDur,firstPassFixDur,nextFixDur,firstSaccLen,lastSaccLen,prevFixPos,landingPos,leavingPos,totalFixDur,meanFixDur,regressLen,regressDur,pupilDiamMax,pupilDiamLag,timePrtctg,titleNo,wordNo,target
9325.0,289.0,139.0,99.0,99.0,99.0,346.061,190.19,417.0432,64.5329,50.448,417.0,417.0,6363.0,4116.0,0.0827,0.1527,0.0201,4,3,0
6966.0,211.0,100.0,119.0,119.0,80.0,331.7356,101.5012,390.5855,57.413,48.8262,119.0,119.0,0.0,0.0,-0.1002,-0.1002,0.0612,5,1,1
815.0,24.0,80.0,99.0,99.0,80.0,258.2562,546.6736,152.0822,107.0946,104.9238,99.0,99.0,0.0,0.0,0.1796,0.1296,0.0109,8,8,0
5259.0,159.0,238.0,139.0,139.0,139.0,200.0531,135.3292,128.4134,87.9801,87.0919,139.0,139.0,0.0,0.0,0.0688,0.0988,0.0101,3,8,0
9785.0,301.0,80.0,99.0,99.0,159.0,1538.7094,124.2266,270.0,25.9856,13.2004,99.0,99.0,2445.0,0.0,0.06,0.1345,0.0114,10,7,0
1818.0,57.0,99.0,99.0,99.0,199.0,40.05,720.6837,106.0189,66.1853,64.2067,99.0,99.0,0.0,99.0,-0.0421,0.0259,0.011,8,9,0
2966.0,91.0,259.0,199.0,199.0,239.0,292.767,97.949,353.051,67.4129,62.0181,239.0,239.0,0.0,478.0,1.0896,1.1076,0.0213,1,2,0
9956.0,306.0,219.0,199.0,199.0,278.0,516.8861,91.3154,540.15,25.0,1.118,199.0,199.0,417.0,139.0,0.1755,0.2,0.0133,2,2,1
7698.0,237.0,199.0,139.0,139.0,199.0,209.0215,411.4903,141.7921,73.9138,80.5993,139.0,139.0,0.0,0.0,0.1991,0.4061,0.0714,3,4,1
4829.0,148.0,119.0,100.0,200.0,219.0,136.2736,102.6158,62.3618,76.3217,80.3648,199.0,199.0,0.0,199.0,0.1606,0.1621,0.0113,9,4,1
1821.0,57.0,99.0,99.0,99.0,219.0,43.2666,131.9185,110.7655,74.0422,67.1063,99.0,99.0,518.0,615.0,0.0259,0.0259,0.011,1,1,1
10500.0,321.0,80.0,99.0,99.0,80.0,51.58,232.0345,74.8131,23.0489,8.3217,99.0,99.0,0.0,278.0,-0.1303,0.3742,0.0099,5,3,1
8102.0,253.0,199.0,139.0,139.0,139.0,140.0,477.7682,64.5368,91.6788,84.7127,139.0,139.0,0.0,0.0,0.0559,0.0489,0.0255,2,4,0
5583.0,166.0,119.0,80.0,80.0,179.0,82.5303,186.6447,27.313,81.6165,85.4942,80.0,80.0,0.0,0.0,0.1805,0.275,0.006,8,5,1
3441.0,105.0,159.0,119.0,119.0,179.0,1067.1551,448.0137,94.541,1119.2213,44.0965,119.0,119.0,0.0,0.0,0.1348,0.1958,0.0271,9,1,0
10579.0,324.0,179.0,179.0,179.0,99.0,57.5608,165.4728,95.5877,52.8441,81.6241,119.0,119.0,934.0,0.0,0.0837,0.1637,0.0207,3,1,1
2362.0,74.0,180.0,259.0,259.0,219.0,320.8913,106.4061,360.1736,40.1123,54.8931,259.0,259.0,0.0,0.0,0.5427,1.4757,0.022,9,1,0
8379.0,263.0,119.0,239.0,378.0,199.0,247.8003,140.1749,312.2707,70.7107,35.0464,378.0,189.0,0.0,0.0,0.0682,0.2802,0.0845,2,1,0
6655.0,198.0,0.0,139.0,139.0,99.0,0.0,783.9547,0.0,356.806,347.9874,139.0,139.0,0.0,0.0,-0.0445,0.1746,0.0333,5,6,1
7435.0,227.0,80.0,99.0,99.0,139.0,91.1112,78.7544,105.9481,42.9942,30.4385,99.0,99.0,2701.0,0.0,0.2347,0.1487,0.0094,7,1,1
9214.0,288.0,80.0,99.0,99.0,80.0,106.6501,261.521,107.0701,113.01,85.2423,99.0,99.0,0.0,0.0,0.2302,0.2482,0.0142,10,1,1
4310.0,135.0,99.0,99.0,99.0,258.0,71.8923,307.1795,191.157,122.9837,130.0038,99.0,99.0,0.0,278.0,0.231,0.107,0.0061,8,1,0
5163.0,156.0,179.0,159.0,159.0,179.0,89.1866,224.3819,12.0,80.5761,105.8643,159.0,159.0,0.0,159.0,0.0638,0.1033,0.0329,2,4,1
96.0,3.0,159.0,99.0,179.0,258.0,223.1636,218.0166,182.3321,32.2374,33.6823,179.0,89.5,0.0,0.0,0.1945,0.3395,0.0316,8,4,0
9205.0,288.0,199.0,80.0,80.0,119.0,61.4919,618.0809,70.4557,12.3693,8.5147,80.0,80.0,0.0,0.0,0.0597,0.2302,0.0115,5,2,0
5322.0,160.0,239.0,179.0,179.0,139.0,211.1333,84.0907,141.9049,79.3757,94.9645,179.0,179.0,0.0,0.0,0.1487,0.3512,0.0441,2,3,0
4469.0,137.0,278.0,199.0,199.0,259.0,771.8654,756.6033,856.9726,90.7579,54.0093,497.0,248.5,0.0,696.0,0.1272,0.1602,0.062,2,1,1
3642.0,113.0,219.0,238.0,238.0,199.0,162.5831,129.0659,104.8475,98.1759,77.6305,238.0,238.0,0.0,0.0,0.081,0.164,0.0684,6,2,0
2212.0,70.0,219.0,279.0,279.0,179.0,109.7474,150.1441,165.1938,55.376,44.1616,279.0,279.0,0.0,279.0,1.2459,2.0074,0.0226,10,1,1
10796.0,332.0,159.0,119.0,119.0,159.0,120.0333,0.0,66.7533,48.1508,59.5252,119.0,119.0,0.0,0.0,0.522,0.522,0.0265,9,2,0
5354.0,161.0,159.0,139.0,576.0,358.0,566.7241,113.6101,664.5916,95.5314,230.5656,576.0,192.0,0.0,0.0,0.0477,0.1332,0.0693,5,1,1
10352.0,316.0,179.0,179.0,179.0,119.0,163.1962,134.5158,117.1537,58.809,54.4266,179.0,179.0,0.0,0.0,0.2733,0.3523,0.0332,1,3,1
1517.0,45.0,139.0,179.0,179.0,99.0,159.5188,219.8551,137.3062,64.2067,67.6794,179.0,179.0,0.0,358.0,0.0686,0.0766,0.0282,1,2,1
1430.0,44.0,139.0,139.0,139.0,278.0,128.6944,135.4862,152.1611,53.033,64.9173,139.0,139.0,219.0,695.0,0.0431,0.1446,0.0093,3,2,1
8251.0,257.0,179.0,139.0,139.0,179.0,82.1416,182.6561,111.9732,35.7806,39.5285,139.0,139.0,0.0,278.0,0.0089,0.4109,0.0333,2,1,1
1262.0,40.0,199.0,119.0,218.0,258.0,138.5442,463.2043,47.0106,107.28,111.1632,218.0,109.0,0.0,0.0,0.1187,0.1127,0.0627,1,4,0
9779.0,301.0,159.0,199.0,199.0,159.0,555.502,621.9518,437.0103,115.2128,102.6024,199.0,199.0,0.0,0.0,0.279,0.289,0.023,7,6,1
3815.0,122.0,99.0,298.0,298.0,139.0,278.6472,141.5883,345.9133,64.1892,61.565,298.0,298.0,0.0,0.0,-0.1552,0.1723,0.053,6,1,0
2628.0,79.0,239.0,199.0,199.0,379.0,119.0567,87.5014,57.3847,83.1865,101.1336,199.0,199.0,0.0,518.0,0.762,1.5165,0.0211,2,3,1
8257.0,257.0,139.0,179.0,378.0,179.0,121.7313,152.7416,124.0,14.5774,14.5086,159.0,159.0,0.0,696.0,0.4109,0.3964,0.0381,1,2,1
6496.0,192.0,99.0,179.0,318.0,298.0,153.1837,92.7793,153.4959,99.6255,55.084,318.0,159.0,0.0,0.0,-0.0956,0.2284,0.0843,3,1,0
1831.0,57.0,0.0,99.0,99.0,139.0,204.0055,45.9619,209.1937,11.5109,17.9513,219.0,219.0,318.0,497.0,0.0524,0.1729,0.0244,4,4,0
3728.0,117.0,119.0,80.0,80.0,119.0,303.5334,337.8113,283.5101,34.6771,27.0601,80.0,80.0,0.0,0.0,0.1651,0.1166,0.0228,7,4,0
2197.0,70.0,199.0,239.0,239.0,179.0,320.1265,388.6811,471.3438,123.6982,123.0498,20.0,20.0,179.0,239.0,0.5974,1.8894,0.0016,8,4,1
3790.0,121.0,119.0,139.0,139.0,99.0,145.1594,182.1929,226.2786,219.3245,211.0024,139.0,139.0,0.0,0.0,0.2908,0.2943,0.0419,3,1,1
5018.0,153.0,219.0,99.0,179.0,99.0,50.4009,204.0098,94.3398,41.0366,47.2784,179.0,89.5,0.0,0.0,0.0751,0.3651,0.0149,6,1,1
2189.0,70.0,299.0,239.0,239.0,219.0,110.8659,106.0212,109.6586,35.107,59.4811,239.0,239.0,0.0,0.0,-0.3571,0.5974,0.0194,7,3,0
9899.0,304.0,199.0,139.0,139.0,159.0,139.4794,394.5257,192.585,57.0789,57.2931,139.0,139.0,0.0,973.0,0.0915,0.1205,0.0112,3,1,0
9423.0,292.0,119.0,119.0,119.0,159.0,167.863,347.5921,251.8591,94.3663,82.887,119.0,119.0,0.0,0.0,0.1361,0.1531,0.0239,3,1,1
3596.0,111.0,119.0,199.0,199.0,298.0,261.1384,210.535,255.0,33.0492,40.0281,199.0,199.0,0.0,0.0,0.58,0.8115,0.0321,4,5,0
10146.0,309.0,99.0,99.0,99.0,179.0,44.7353,172.1918,68.2495,37.6198,46.7787,99.0,99.0,0.0,99.0,0.3242,0.3397,0.0117,8,2,0
4149.0,133.0,139.0,99.0,615.0,378.0,153.0033,829.0544,165.003,8.7321,198.8328,615.0,153.75,1034.0,615.0,0.0945,0.0395,0.044,3,7,0
8418.0,265.0,179.0,99.0,99.0,99.0,97.582,163.0192,84.4038,28.8487,26.9119,99.0,99.0,0.0,0.0,0.0342,0.2142,0.0208,1,4,1
6896.0,208.0,80.0,80.0,80.0,139.0,315.0571,521.6742,247.4773,73.8664,80.604,80.0,80.0,0.0,0.0,0.1123,0.6353,0.0387,2,5,0
2808.0,85.0,179.0,279.0,279.0,159.0,80.604,99.2837,23.0868,67.1193,82.1736,279.0,279.0,0.0,0.0,1.1912,1.9287,0.0253,10,3,1
6315.0,186.0,258.0,139.0,139.0,80.0,300.6996,335.0082,258.4357,46.1736,62.8351,139.0,139.0,0.0,0.0,0.289,0.3765,0.0707,2,3,1
3084.0,93.0,0.0,219.0,219.0,20.0,113.1106,208.9791,169.8499,77.6032,66.2514,20.0,20.0,0.0,40.0,0.7986,2.9916,0.0015,4,2,0
2524.0,78.0,179.0,219.0,219.0,399.0,188.0957,163.3065,165.0273,23.0489,18.868,219.0,219.0,0.0,0.0,0.9915,0.9915,0.0055,10,5,0
3706.0,116.0,159.0,139.0,139.0,139.0,149.1107,467.4497,32.5576,119.708,120.2206,139.0,139.0,0.0,0.0,0.2776,0.6371,0.0343,4,3,1
8875.0,280.0,139.0,80.0,80.0,99.0,77.7978,101.9804,91.9837,45.31,50.7001,80.0,80.0,99.0,0.0,0.1852,0.2297,0.0102,6,3,1
2728.0,83.0,239.0,379.0,379.0,20.0,147.8792,125.036,96.1353,86.4928,83.5539,379.0,379.0,0.0,0.0,0.194,0.19,0.0379,4,2,0
7845.0,241.0,219.0,159.0,159.0,179.0,75.3426,37.2726,115.434,80.5559,96.0469,159.0,159.0,0.0,0.0,0.2523,0.5383,0.0747,8,1,1
5951.0,177.0,179.0,358.0,358.0,159.0,166.7041,58.1055,113.5341,51.9086,21.2132,358.0,358.0,159.0,0.0,0.1816,0.1711,0.0559,3,3,0
383.0,11.0,139.0,159.0,159.0,199.0,129.6784,130.0548,207.6463,85.821,81.0555,159.0,159.0,0.0,318.0,0.0494,0.0854,0.0146,7,1,0
6640.0,197.0,159.0,99.0,199.0,139.0,330.276,152.8275,300.0017,39.5885,111.1227,318.0,106.0,4252.0,834.0,0.1795,0.1795,0.0597,3,4,0
488.0,15.0,239.0,99.0,99.0,258.0,353.958,772.1026,197.0913,159.227,164.6489,99.0,99.0,0.0,0.0,0.0088,0.1383,0.0105,2,5,1
6660.0,198.0,119.0,119.0,218.0,139.0,205.1195,111.8928,280.5156,71.4703,72.6395,218.0,109.0,0.0,218.0,0.1736,0.066,0.0522,2,4,1
9600.0,296.0,159.0,179.0,179.0,159.0,143.0079,109.11,245.1306,110.7362,99.505,199.0,199.0,0.0,577.0,0.0386,0.0621,0.0223,2,1,0
5621.0,167.0,338.0,80.0,199.0,199.0,367.6088,276.1309,427.6038,70.4716,136.1112,596.0,298.0,1708.0,1947.0,0.114,0.0825,0.04,2,1,1
5211.0,157.0,139.0,119.0,119.0,80.0,93.5481,114.0395,20.6155,79.712,91.5014,119.0,119.0,519.0,0.0,0.1753,0.3413,0.0123,8,2,1
7382.0,226.0,99.0,119.0,258.0,119.0,261.6223,352.2219,374.856,139.1483,46.9707,258.0,129.0,239.0,579.0,0.0578,0.0188,0.0315,1,1,1
1437.0,44.0,139.0,219.0,318.0,139.0,430.0814,92.5054,494.9828,73.9814,42.6058,318.0,159.0,0.0,1510.0,0.1386,0.2076,0.0213,5,1,0
1482.0,44.0,139.0,99.0,99.0,179.0,108.9036,222.2639,78.3135,37.6198,160.9534,358.0,179.0,616.0,2743.0,0.2366,0.2031,0.024,6,2,1
3286.0,100.0,99.0,219.0,219.0,99.0,109.1444,280.5539,162.3361,58.5875,58.1808,219.0,219.0,0.0,0.0,0.098,0.1785,0.0297,1,1,1
2784.0,85.0,199.0,179.0,179.0,239.0,86.8692,275.8754,19.4165,90.4489,89.0351,179.0,179.0,0.0,0.0,-0.0108,-0.0108,0.0162,4,4,1
38.0,2.0,99.0,199.0,199.0,318.0,119.3032,646.4491,21.2603,105.3055,107.557,199.0,199.0,0.0,0.0,0.092,0.092,0.0186,1,7,1
4196.0,134.0,457.0,258.0,258.0,139.0,212.9842,195.0519,246.6293,52.4238,75.0417,258.0,258.0,855.0,0.0,0.0705,0.1015,0.0133,2,1,1
1194.0,37.0,159.0,179.0,179.0,159.0,208.1952,165.1802,170.9883,39.7555,48.5,179.0,179.0,0.0,0.0,0.0158,0.0103,0.0222,6,3,0
8987.0,283.0,139.0,119.0,119.0,139.0,291.7795,180.6557,294.4096,20.025,18.554,119.0,119.0,0.0,0.0,0.0817,0.1052,0.0167,2,2,1
310.0,9.0,179.0,119.0,119.0,258.0,136.8804,315.7566,65.123,69.4586,67.1193,119.0,119.0,0.0,238.0,0.0429,0.1059,0.0153,8,6,1
10888.0,336.0,179.0,99.0,258.0,199.0,51.5388,177.1899,73.8241,25.632,35.7561,258.0,129.0,438.0,516.0,0.1315,0.1315,0.022,1,3,0
10019.0,306.0,159.0,179.0,179.0,219.0,170.5007,226.8816,138.4377,40.3887,41.3038,179.0,179.0,0.0,1432.0,0.1525,0.193,0.012,5,5,0
5890.0,175.0,139.0,258.0,258.0,298.0,581.9203,164.1714,594.138,17.8466,15.4434,258.0,258.0,0.0,0.0,0.1775,0.104,0.0427,3,2,0
10429.0,318.0,0.0,179.0,278.0,179.0,232.1557,142.1487,111.3059,123.199,124.95,159.0,159.0,914.0,338.0,0.1367,0.3022,0.0339,1,2,1
5136.0,155.0,119.0,199.0,199.0,100.0,131.6368,149.6103,89.5545,58.6686,81.1326,199.0,199.0,100.0,0.0,0.1538,0.3358,0.0179,7,7,0
3101.0,94.0,319.0,379.0,379.0,259.0,198.1161,78.6003,270.9336,99.6255,97.0824,379.0,379.0,0.0,0.0,0.8811,1.1616,0.0638,4,1,0
1045.0,31.0,159.0,219.0,219.0,80.0,142.486,145.6511,102.2595,31.6938,30.3356,219.0,219.0,0.0,0.0,0.1709,0.2389,0.0188,7,2,1
10836.0,334.0,199.0,199.0,199.0,139.0,110.2112,107.5186,49.7695,73.2547,86.5924,199.0,199.0,0.0,0.0,0.25,0.25,0.0329,1,4,0
6863.0,206.0,119.0,80.0,80.0,179.0,439.848,696.6208,388.3607,65.2323,51.12,80.0,80.0,0.0,0.0,-0.0406,-0.0406,0.0347,7,7,0
7358.0,225.0,179.0,238.0,238.0,298.0,135.0083,222.514,70.5195,87.7568,86.0523,238.0,238.0,0.0,0.0,0.1033,0.0513,0.0238,8,3,1
548.0,17.0,417.0,99.0,99.0,119.0,131.0467,424.5027,116.297,32.5346,27.0601,99.0,99.0,0.0,0.0,0.2083,0.0128,0.0214,8,2,0
5187.0,157.0,219.0,159.0,159.0,219.0,285.3769,165.7739,210.0381,74.4799,71.381,159.0,159.0,0.0,0.0,0.0353,0.0868,0.0164,3,6,1
1585.0,48.0,0.0,159.0,159.0,80.0,0.0,306.8355,0.0,70.5284,55.109,159.0,159.0,0.0,0.0,0.1656,0.2496,0.0327,3,3,0
10474.0,320.0,179.0,80.0,80.0,119.0,97.6281,154.5032,59.0762,42.0,59.5525,80.0,80.0,0.0,0.0,0.2667,0.0542,0.0247,2,2,1
3372.0,103.0,119.0,159.0,159.0,139.0,94.3835,271.3899,153.5839,51.0,48.3994,159.0,159.0,933.0,159.0,0.0845,0.248,0.0222,3,4,0
838.0,25.0,239.0,159.0,378.0,437.0,672.0314,320.3268,780.034,108.3421,111.325,378.0,189.0,2962.0,0.0,0.0611,0.1771,0.0647,7,1,1
4125.0,132.0,199.0,239.0,239.0,139.0,153.0033,146.7762,62.514,88.6143,76.1183,159.0,159.0,0.0,557.0,0.3335,0.55,0.0188,10,5,0
4692.0,145.0,159.0,179.0,179.0,258.0,37.8319,273.7417,74.6324,34.5579,45.7056,179.0,179.0,0.0,476.0,-0.0593,-0.0593,0.0216,4,1,0
3662.0,114.0,80.0,179.0,179.0,179.0,112.5389,83.0858,148.6607,36.8409,53.9189,179.0,179.0,0.0,179.0,0.29,0.5515,0.0559,4,1,1
888.0,27.0,318.0,159.0,159.0,179.0,161.9452,218.1656,207.6463,75.8568,73.5697,159.0,159.0,0.0,0.0,0.1054,0.5964,0.037,6,1,1
2780.0,85.0,0.0,100.0,100.0,359.0,70.0874,61.0512,29.5296,54.8293,51.2079,20.0,20.0,0.0,0.0,-0.2753,-0.0108,0.0018,3,2,0
4250.0,134.0,99.0,139.0,139.0,179.0,574.5885,169.7425,655.1923,91.4617,84.5991,139.0,139.0,0.0,0.0,0.0065,0.2625,0.0072,7,1,0
6761.0,203.0,80.0,80.0,80.0,99.0,29.4109,130.852,75.1665,74.0355,82.4197,80.0,80.0,655.0,0.0,0.1124,0.0984,0.0082,3,1,1
10137.0,309.0,139.0,80.0,199.0,139.0,153.5814,324.2241,105.6835,50.0025,107.5512,199.0,99.5,0.0,0.0,-0.1413,0.1872,0.0236,6,5,0
1571.0,47.0,100.0,258.0,258.0,119.0,515.369,78.5828,532.3101,19.6596,29.7069,258.0,258.0,0.0,0.0,0.0716,0.2206,0.0319,8,1,1
9483.0,293.0,159.0,219.0,299.0,99.0,115.1282,99.3202,185.9301,113.3986,106.0106,299.0,149.5,0.0,299.0,0.1361,0.1446,0.0208,8,6,0
6364.0,188.0,179.0,278.0,278.0,80.0,73.9814,234.8537,125.7179,47.3973,39.5127,278.0,278.0,0.0,0.0,0.0805,0.236,0.0663,2,1,1
4481.0,138.0,119.0,179.0,278.0,238.0,444.8508,368.5919,491.0438,48.013,45.722,278.0,139.0,0.0,278.0,0.2712,0.2902,0.0344,1,2,0
5510.0,165.0,298.0,239.0,378.0,199.0,253.0494,140.788,169.2395,95.6883,116.5204,179.0,179.0,816.0,179.0,0.05,0.062,0.0187,2,5,1
9911.0,304.0,99.0,239.0,338.0,179.0,199.4655,90.6035,196.8883,16.7705,27.6134,219.0,219.0,537.0,2132.0,0.1135,0.4325,0.0177,3,2,0
194.0,6.0,0.0,139.0,139.0,238.0,0.0,402.5102,0.0,71.1706,59.5399,139.0,139.0,0.0,0.0,-0.075,0.0115,0.0187,5,1,0
7335.0,225.0,199.0,99.0,99.0,99.0,425.15,169.833,377.3619,77.1767,57.2385,99.0,99.0,0.0,0.0,0.2008,0.2003,0.0099,2,5,1
3154.0,96.0,120.0,140.0,299.0,339.0,300.2732,73.7445,321.84,26.7675,42.0476,299.0,149.5,0.0,0.0,0.7396,1.6561,0.0385,6,1,1
4840.0,148.0,258.0,318.0,318.0,219.0,100.5796,482.2287,23.5372,75.015,74.3303,318.0,318.0,756.0,318.0,0.1916,0.1916,0.0181,1,5,1
7456.0,227.0,99.0,119.0,119.0,139.0,280.6622,466.623,213.0258,77.6209,73.2206,119.0,119.0,0.0,0.0,0.1602,0.1602,0.0113,2,5,1
5580.0,166.0,99.0,80.0,80.0,99.0,398.6289,130.6771,425.0706,27.2259,23.838,80.0,80.0,0.0,0.0,0.24,0.275,0.006,8,1,1
5473.0,164.0,159.0,99.0,99.0,99.0,136.2654,119.3367,128.5613,19.3132,33.2415,99.0,99.0,0.0,0.0,0.1437,0.3642,0.0084,7,2,0
7715.0,238.0,99.0,119.0,119.0,119.0,112.9889,155.9888,52.6972,65.4714,74.0152,119.0,119.0,0.0,0.0,0.0721,0.1816,0.0272,7,2,0
7226.0,221.0,119.0,99.0,99.0,139.0,219.8846,291.5017,108.3744,108.8726,116.7101,99.0,99.0,0.0,0.0,0.0756,0.1771,0.0223,5,2,0
4031.0,130.0,239.0,258.0,258.0,219.0,314.6824,145.2481,278.2104,34.3293,24.7032,258.0,258.0,0.0,0.0,0.1656,0.2936,0.0238,4,2,0
6056.0,179.0,238.0,199.0,199.0,258.0,107.0946,118.0519,79.1581,33.5336,33.1361,199.0,199.0,0.0,0.0,-0.0124,0.1016,0.0213,5,4,1
6032.0,178.0,80.0,139.0,278.0,80.0,848.1327,1551.7633,958.0188,106.5751,1175.3239,278.0,139.0,0.0,278.0,0.2561,0.3536,0.0207,10,1,0
8364.0,262.0,119.0,199.0,199.0,179.0,178.7358,30.7002,165.0515,25.045,43.6406,199.0,199.0,0.0,0.0,0.1847,0.4052,0.0848,2,2,0
1319.0,42.0,99.0,239.0,239.0,139.0,996.452,162.4815,1070.3616,79.5692,87.6955,239.0,239.0,0.0,0.0,0.0567,0.1102,0.0255,3,1,0
1119.0,34.0,239.0,119.0,119.0,139.0,176.0178,106.8,104.1729,66.7083,60.731,119.0,119.0,0.0,0.0,0.1398,0.3158,0.0154,1,4,1
2535.0,78.0,219.0,399.0,598.0,239.0,85.2115,119.877,73.1095,26.5424,34.5145,319.0,319.0,2650.0,0.0,1.748,0.7675,0.008,10,8,0
633.0,21.0,298.0,258.0,258.0,179.0,97.4936,75.3293,112.45,63.5472,69.6509,258.0,258.0,0.0,0.0,0.1611,0.1391,0.0239,5,1,1
8179.0,255.0,239.0,199.0,199.0,139.0,88.0227,87.6584,100.2397,51.5606,47.6707,199.0,199.0,0.0,0.0,0.2699,0.3394,0.0242,6,1,1
6701.0,200.0,119.0,80.0,80.0,99.0,321.5016,146.1249,267.8246,65.192,67.1193,80.0,80.0,0.0,0.0,0.0165,0.2751,0.0177,4,8,0
1236.0,38.0,99.0,80.0,80.0,139.0,64.9327,95.5955,55.7853,2.9155,16.0,80.0,80.0,0.0,0.0,0.0418,0.3878,0.0123,7,2,1
8758.0,277.0,199.0,139.0,139.0,99.0,244.4013,206.5387,209.0383,33.1097,29.0947,139.0,139.0,0.0,0.0,0.2088,0.1963,0.0147,10,3,1
264.0,8.0,179.0,219.0,219.0,139.0,59.5021,580.7075,37.7359,34.2381,41.14,219.0,219.0,0.0,0.0,0.0144,0.0959,0.0439,1,7,0
1955.0,61.0,179.0,219.0,219.0,179.0,221.0481,177.7301,133.3754,84.2882,71.1372,219.0,219.0,0.0,0.0,0.0169,0.1259,0.0176,6,2,0
1402.0,43.0,258.0,239.0,338.0,179.0,222.3044,312.5076,314.9254,131.9185,125.6234,80.0,80.0,834.0,0.0,0.2587,0.2322,0.0066,8,1,0
6675.0,198.0,119.0,80.0,80.0,139.0,369.4117,101.8982,408.8826,53.7448,35.7526,80.0,80.0,0.0,0.0,0.1855,0.304,0.0192,8,1,0
716.0,22.0,199.0,99.0,218.0,199.0,198.0227,138.5577,93.0,109.5,106.5751,218.0,109.0,0.0,872.0,0.0696,0.0696,0.0131,5,4,1
3237.0,98.0,219.0,140.0,140.0,160.0,71.0634,82.5015,21.095,41.6083,60.5743,140.0,140.0,0.0,0.0,0.3711,2.0166,0.0099,8,7,0
3828.0,122.0,139.0,119.0,119.0,139.0,398.0314,679.6918,303.5951,98.6015,105.7462,119.0,119.0,0.0,0.0,0.1218,0.1218,0.0212,1,3,1
4577.0,142.0,139.0,139.0,219.0,179.0,182.654,476.5315,100.1798,85.5716,40.8718,219.0,109.5,0.0,0.0,0.0487,0.2282,0.0157,7,2,0
7830.0,240.0,119.0,139.0,139.0,159.0,85.6052,400.7808,105.2093,102.3096,110.3925,99.0,99.0,0.0,476.0,-0.1074,0.3686,0.0094,1,1,1
1183.0,37.0,0.0,219.0,219.0,239.0,0.0,321.5603,0.0,71.318,89.0295,219.0,219.0,0.0,0.0,-0.0422,-0.0422,0.0271,5,1,0
7071.0,215.0,179.0,219.0,219.0,99.0,189.0238,309.1622,24.7588,162.6138,102.2399,437.0,109.25,0.0,656.0,0.2128,0.1968,0.0788,1,4,0
2962.0,91.0,199.0,239.0,239.0,140.0,230.5781,64.531,201.5589,49.8197,49.6614,239.0,239.0,0.0,0.0,0.9081,1.0896,0.0213,1,3,0
3199.0,98.0,319.0,20.0,20.0,199.0,89.9389,119.0851,131.5751,63.1862,71.0862,518.0,518.0,0.0,0.0,0.9836,0.9836,0.0365,1,3,0
5946.0,177.0,238.0,179.0,179.0,298.0,139.5323,278.5687,151.9079,22.8528,10.5948,179.0,179.0,0.0,0.0,0.2091,0.2091,0.028,1,4,1
7661.0,236.0,99.0,238.0,238.0,139.0,453.6722,248.3948,374.0214,76.5016,92.0869,238.0,238.0,0.0,139.0,0.2176,0.3791,0.0239,8,4,0
9331.0,289.0,179.0,99.0,99.0,278.0,425.9404,203.1711,361.0222,70.2638,48.0026,179.0,179.0,2087.0,735.0,0.1527,0.3212,0.0086,2,7,1
10006.0,306.0,199.0,139.0,139.0,99.0,196.5229,527.5341,338.7152,141.1427,144.0139,159.0,159.0,0.0,1431.0,0.143,0.1875,0.0106,1,2,0
9737.0,300.0,179.0,159.0,159.0,278.0,220.348,139.5036,261.0077,56.943,72.8097,159.0,159.0,0.0,0.0,0.0565,0.19,0.0497,2,1,0
10722.0,329.0,338.0,139.0,139.0,238.0,129.1908,129.3957,111.2879,8.544,13.6473,139.0,139.0,0.0,0.0,0.0825,0.3065,0.0245,6,4,0
2135.0,68.0,339.0,219.0,219.0,20.0,76.3806,209.1345,168.929,88.132,113.9923,219.0,219.0,0.0,0.0,1.0519,0.7454,0.0516,1,1,1
10044.0,307.0,80.0,119.0,119.0,139.0,510.0189,224.821,508.9489,5.7009,19.7294,119.0,119.0,0.0,0.0,0.1492,0.1477,0.0231,4,2,1
9842.0,303.0,100.0,139.0,139.0,179.0,1548.5591,1219.8796,685.7529,1120.5215,1117.8139,139.0,139.0,0.0,0.0,0.2325,0.328,0.0272,9,1,1
3731.0,118.0,0.0,199.0,199.0,238.0,0.0,82.0686,0.0,102.9393,109.5411,199.0,199.0,0.0,0.0,0.3093,0.3768,0.0618,2,1,0
3232.0,98.0,140.0,120.0,120.0,259.0,109.6016,387.3296,92.5419,31.5634,34.3402,120.0,120.0,0.0,0.0,0.0441,0.8376,0.0084,7,5,0
4373.0,136.0,139.0,238.0,397.0,219.0,133.5758,134.1808,140.2284,16.6208,94.2828,397.0,198.5,0.0,160.0,-0.0378,0.0942,0.0149,5,5,1
3692.0,115.0,119.0,99.0,99.0,358.0,168.4429,345.4917,81.6149,93.984,98.2344,99.0,99.0,0.0,0.0,0.117,0.3095,0.0202,10,2,0
5443.0,164.0,199.0,159.0,159.0,199.0,75.2629,247.5727,20.0998,57.4891,69.9518,159.0,159.0,0.0,0.0,-0.0188,0.1787,0.0135,1,4,1
8950.0,282.0,219.0,99.0,99.0,179.0,202.8084,287.9084,213.2159,28.7924,12.5897,99.0,99.0,715.0,0.0,0.1177,0.1757,0.0143,4,2,1
9488.0,293.0,99.0,99.0,99.0,139.0,137.1313,55.0114,148.1654,18.6078,15.4029,99.0,99.0,457.0,1112.0,0.1446,0.1306,0.0069,7,2,0
