CountryID,Gender,ageRDATE,p2sumstake,p2sumbet,p2sumday,p2intvday,p2bpd,p2net,p2bpd1m,p2stakeSD1m,p2totalactivedays1m,p2stakeSlope1m,target
276.0,1.0,26.0,1217.0002,631.0,60.0,558.0,10.51666667,250.2202,20.0,6.843685654,4.0,-0.269121411,0.0
276.0,1.0,20.0,208.91,96.0,34.0,342.0,2.823529412,-7.0,4.8,11.01949895,15.0,-0.242911004,0.0
756.0,1.0,35.0,29325.5592,673.0,138.0,327.0,4.876811594,3533.4201,1.416666667,135.4821737,12.0,-0.195693927,1.0
276.0,1.0,25.0,177.7,35.0,28.0,362.0,1.25,40.35,1.166666667,2.041241452,6.0,0.019804205,0.0
276.0,1.0,22.0,17.48,13.0,4.0,230.0,3.25,15.83,3.666666667,3.163879475,3.0,0.659542806,1.0
276.0,1.0,19.0,17672.4933,457.0,76.0,721.0,6.013157895,1497.7933,5.461538462,374.8759271,13.0,0.064522928,0.0
208.0,1.0,31.0,707.1551,319.0,36.0,305.0,8.861111111,45.8364,14.27777778,28.33567746,18.0,-0.079627237,0.0
276.0,1.0,23.0,11140.84,3772.0,221.0,604.0,17.0678733,528.17,25.42857143,12.46136888,7.0,0.026462335,0.0
300.0,1.0,29.0,7.64,7.0,4.0,89.0,1.75,0.88,1.666666667,1.194375709,3.0,-0.560867353,1.0
208.0,1.0,22.0,1276.7407,25.0,14.0,315.0,1.785714286,497.3882,1.333333333,264.2819565,3.0,1.007506986,1.0
276.0,1.0,22.0,1076.192,184.0,36.0,144.0,5.111111111,174.092,3.0,26.84250262,6.0,0.031497553,1.0
276.0,1.0,25.0,14487.6482,329.0,39.0,544.0,8.435897436,-126.1618,11.75,380.623647,4.0,1.206536574,0.0
616.0,1.0,24.0,486.2508,24.0,14.0,348.0,1.714285714,-23.0451,1.6,26.12667387,5.0,-0.628133116,0.0
616.0,1.0,20.0,178.6569,145.0,35.0,172.0,4.142857143,35.0844,6.066666667,4.625477174,15.0,0.033812737,1.0
276.0,1.0,47.0,733.51,271.0,51.0,258.0,5.31372549,114.61,5.571428571,15.21463653,14.0,0.191734811,1.0
578.0,1.0,38.0,6398.7618,421.0,42.0,350.0,10.02380952,2001.9016,20.41666667,92.10116916,12.0,-0.0831077,1.0
616.0,0.0,18.0,91.2733,90.0,22.0,363.0,4.090909091,-4.33,3.5,2.298379882,2.0,1.987768152,0.0
276.0,1.0,23.0,17.01,13.0,8.0,362.0,1.625,2.55,1.714285714,2.387267815,7.0,-0.009742131,0.0
276.0,1.0,27.0,9004.22,541.0,96.0,380.0,5.635416667,491.87,2.0,5.291502622,3.0,0.895879735,0.0
208.0,1.0,31.0,279.06,44.0,10.0,474.0,4.4,-51.53,6.6,52.58769314,5.0,-0.342900198,0.0
276.0,1.0,19.0,171502.31,5146.0,307.0,563.0,16.76221498,1298.4,24.96774194,276.8308411,31.0,0.070985658,0.0
300.0,1.0,32.0,28.33,6.0,4.0,42.0,1.5,28.33,1.666666667,9.800321423,3.0,1.497866137,0.0
792.0,1.0,24.0,1379.9475,271.0,32.0,127.0,8.46875,175.6724,8.043478261,41.19234205,23.0,-0.027475562,1.0
276.0,1.0,32.0,286.85,69.0,12.0,585.0,5.75,50.46,7.833333333,21.99812757,6.0,-0.505401052,0.0
792.0,1.0,18.0,83.3529,47.0,14.0,403.0,3.357142857,15.5059,2.571428571,5.691641769,7.0,-0.424245432,0.0
276.0,1.0,22.0,89.2,108.0,37.0,487.0,2.918918919,12.94,3.166666667,1.125462868,6.0,-0.053498941,0.0
470.0,1.0,23.0,3231.97,508.0,76.0,484.0,6.684210526,140.25,9.555555556,11.39906953,9.0,-0.050953111,0.0
792.0,1.0,29.0,81275.8073,830.0,118.0,322.0,7.033898305,10530.9155,1.5,31.5936724,2.0,-5.840358282,1.0
724.0,1.0,27.0,128857.53,1827.0,201.0,330.0,9.089552239,14059.61,5.176470588,59.19615604,17.0,-0.041868872,1.0
40.0,1.0,42.0,409.0,23.0,11.0,363.0,2.090909091,218.5,2.2,46.45236509,10.0,0.257042839,0.0
276.0,1.0,31.0,762.4,754.0,116.0,590.0,6.5,72.39,15.25,12.19926168,28.0,-0.057788974,0.0
196.0,1.0,22.0,299.79,225.0,31.0,101.0,7.258064516,16.68,8.842105263,12.92740258,19.0,0.035746241,1.0
276.0,1.0,27.0,77.27,114.0,19.0,53.0,6.0,4.58,6.5,5.342293444,12.0,-0.031889812,1.0
792.0,1.0,26.0,475.8722,54.0,11.0,389.0,4.909090909,45.2327,5.833333333,25.35739572,6.0,0.442747264,1.0
276.0,1.0,31.0,3050.54,110.0,18.0,152.0,6.111111111,334.0,12.0,242.5376259,2.0,-1.959781746,1.0
191.0,1.0,40.0,391628.331,2724.0,252.0,502.0,10.80952381,19886.281,8.833333333,885.4140533,30.0,-0.001497862,0.0
276.0,1.0,19.0,191.9,83.0,11.0,430.0,7.545454545,17.83,14.8,22.81819888,5.0,0.740234784,0.0
276.0,1.0,42.0,66.26,20.0,7.0,213.0,2.857142857,13.23,2.8,8.217542212,5.0,-0.853062853,0.0
276.0,1.0,21.0,5275.1109,1393.0,125.0,409.0,11.144,711.8209,26.0,20.30816741,12.0,0.036953853,1.0
616.0,1.0,18.0,48.9554,45.0,12.0,209.0,3.75,8.906,1.8,1.382035567,5.0,-0.049809457,1.0
300.0,1.0,29.0,1834.56,196.0,71.0,390.0,2.76056338,420.32,3.0,7.972458843,3.0,-0.385017109,1.0
380.0,1.0,22.0,22.3,15.0,11.0,271.0,1.363636364,12.32,1.4,0.707106781,5.0,0.057536414,0.0
616.0,1.0,22.0,5486.305,198.0,25.0,471.0,7.92,467.1087,11.88888889,121.8036127,9.0,0.145803759,1.0
380.0,1.0,46.0,11143.41,4103.0,396.0,647.0,10.36111111,1361.42,1.166666667,5.477225575,6.0,0.099021026,0.0
276.0,1.0,54.0,83.05,58.0,30.0,553.0,1.933333333,8.6,1.0,0.070710678,2.0,-0.051293294,0.0
276.0,1.0,32.0,2477.85,424.0,30.0,129.0,14.13333333,394.45,26.42857143,163.9512455,14.0,-0.114938499,1.0
276.0,1.0,26.0,53.0,13.0,4.0,50.0,3.25,15.4,5.0,14.8492424,2.0,-0.961411167,0.0
276.0,1.0,50.0,16303.1,3478.0,247.0,727.0,14.08097166,4083.75,23.36,53.20181102,25.0,0.029425911,0.0
616.0,1.0,23.0,24.5548,40.0,5.0,472.0,8.0,2.3224,10.66666667,3.227709264,3.0,0.147587775,0.0
705.0,1.0,32.0,19.0,8.0,5.0,40.0,1.6,-17.24,1.666666667,0.577350269,3.0,9.62e-18,1.0
250.0,1.0,31.0,75.49,35.0,10.0,319.0,3.5,23.36,5.6,3.309078422,5.0,-0.037469345,0.0
276.0,1.0,27.0,21.5,14.0,6.0,346.0,2.333333333,6.0,3.333333333,3.055050463,3.0,-0.549306144,1.0
276.0,1.0,30.0,163672.7945,10424.0,391.0,609.0,26.65984655,-3531.1655,15.36363636,39.21099644,11.0,-0.125536975,0.0
276.0,1.0,21.0,7115.75,446.0,55.0,712.0,8.109090909,717.61,2.428571429,41.47173449,7.0,-0.344831084,0.0
276.0,1.0,20.0,3155.52,535.0,85.0,483.0,6.294117647,257.99,6.4,14.68786347,10.0,0.057216986,0.0
276.0,1.0,40.0,53.15,46.0,15.0,715.0,3.066666667,4.65,3.555555556,4.403462022,9.0,-0.091741965,0.0
276.0,1.0,21.0,331.05,173.0,47.0,370.0,3.680851064,91.07,4.666666667,2.280757915,6.0,-0.229187595,0.0
276.0,1.0,28.0,110.51,30.0,16.0,119.0,1.875,-3.19,1.5,7.855956339,2.0,1.880228117,0.0
792.0,1.0,20.0,1285.1194,85.0,20.0,475.0,4.25,91.3967,1.25,1.422458912,4.0,-0.073398174,0.0
276.0,1.0,19.0,30473.75,1585.0,106.0,226.0,14.95283019,3011.15,8.571428571,27.897996,7.0,-0.008945283,1.0
752.0,1.0,30.0,279.5125,6.0,4.0,169.0,1.5,77.5948,1.0,55.24858627,2.0,1.260123115,0.0
792.0,1.0,26.0,121.3628,26.0,10.0,42.0,2.6,39.2934,2.285714286,6.774617541,7.0,-0.133937447,0.0
792.0,1.0,18.0,291.3986,80.0,37.0,170.0,2.162162162,13.0272,2.142857143,3.100304811,7.0,-0.033628357,0.0
250.0,1.0,28.0,220.15,37.0,14.0,77.0,2.642857143,9.5,2.666666667,18.60795815,6.0,0.299352488,0.0
276.0,1.0,37.0,24143.9,2399.0,192.0,456.0,12.49479167,2857.15,12.0,108.7460698,20.0,0.019504667,1.0
250.0,1.0,21.0,80.16,84.0,7.0,280.0,12.0,36.97,14.8,10.00538855,5.0,-0.307701677,0.0
276.0,1.0,20.0,770.73,227.0,30.0,354.0,7.566666667,157.42,9.727272727,10.23300649,11.0,-0.130290612,1.0
276.0,1.0,26.0,76.0,11.0,6.0,371.0,1.833333333,36.6,3.0,5.656854249,2.0,-0.310154928,0.0
276.0,1.0,37.0,1182.25,589.0,134.0,535.0,4.395522388,151.25,1.5,3.92640633,4.0,0.540386586,0.0
616.0,1.0,29.0,6571.0097,3380.0,321.0,551.0,10.52959502,383.1065,12.2,45.30362079,30.0,0.075870472,0.0
792.0,1.0,24.0,160.7257,14.0,5.0,260.0,2.8,105.5627,3.666666667,32.36962774,3.0,0.630566148,1.0
376.0,1.0,26.0,98766.4962,2251.0,265.0,665.0,8.494339623,6486.6665,6.413793103,122.3428822,29.0,-0.008406537,0.0
276.0,1.0,22.0,25261.6512,675.0,98.0,560.0,6.887755102,4104.9212,8.730769231,85.15565462,26.0,0.201796273,1.0
276.0,0.0,37.0,33177.3615,1040.0,89.0,682.0,11.68539326,4342.1915,8.666666667,241.2250791,3.0,1.731386592,0.0
276.0,1.0,29.0,109.0,78.0,10.0,32.0,7.8,65.53,8.555555556,9.679589064,9.0,-0.228392316,1.0
250.0,1.0,20.0,426.875,189.0,45.0,244.0,4.2,53.475,5.6875,13.58541497,16.0,-0.025147308,0.0
276.0,1.0,43.0,7258.84,3657.0,174.0,576.0,21.01724138,619.18,3.25,0.617791766,4.0,0.092665352,0.0
724.0,1.0,26.0,11025.39,234.0,53.0,447.0,4.41509434,-338.68,6.375,244.8694261,8.0,0.466634748,0.0
276.0,1.0,22.0,36827.37,5010.0,284.0,631.0,17.64084507,5988.45,16.36363636,142.6302033,11.0,-0.123714705,0.0
276.0,1.0,22.0,43486.14,4234.0,444.0,682.0,9.536036036,2716.6,5.0,2.094681758,4.0,-0.238162236,0.0
276.0,1.0,35.0,74964.3541,3858.0,275.0,686.0,14.02909091,3203.1441,10.03448276,185.2606591,29.0,-0.032933518,0.0
792.0,1.0,29.0,7251.8095,1628.0,139.0,537.0,11.71223022,669.0188,5.476190476,13.75427159,21.0,-0.014988872,0.0
276.0,1.0,34.0,76.0,32.0,11.0,46.0,2.909090909,41.3,3.111111111,4.126472801,9.0,-0.023754515,0.0
276.0,1.0,30.0,160.35,53.0,14.0,598.0,3.785714286,-0.33,4.0,7.43363495,7.0,0.164118021,0.0
276.0,1.0,22.0,1539.93,89.0,23.0,321.0,3.869565217,20.31,8.0,5.766281297,3.0,-0.464767979,1.0
276.0,1.0,30.0,160.0,26.0,9.0,199.0,2.888888889,14.15,1.875,6.041522987,8.0,0.088545751,0.0
250.0,1.0,26.0,25457.9767,862.0,98.0,634.0,8.795918367,1314.9767,19.0,76.6530895,5.0,-0.388720055,1.0
792.0,1.0,18.0,1264.6224,172.0,56.0,519.0,3.071428571,-82.6243,4.263157895,8.888190478,19.0,0.031443899,1.0
276.0,1.0,34.0,899.0,109.0,27.0,354.0,4.037037037,81.3,4.4,13.94632568,5.0,-0.601518107,0.0
276.0,1.0,24.0,11420.478,361.0,76.0,474.0,4.75,528.488,7.307692308,32.51041484,13.0,-0.175722703,0.0
724.0,1.0,24.0,1643.0,71.0,26.0,110.0,2.730769231,-355.36,2.777777778,25.31523476,9.0,0.097955623,0.0
276.0,0.0,29.0,175.0,9.0,5.0,464.0,1.8,14.0,1.0,10.60660172,2.0,-0.916290732,0.0
300.0,1.0,19.0,411.87,189.0,50.0,243.0,3.78,71.94,3.888888889,6.958370729,18.0,-0.084261458,0.0
276.0,1.0,46.0,1520.17,1111.0,92.0,260.0,12.07608696,246.2,1.583333333,2.241803251,12.0,-0.041681788,0.0
300.0,1.0,33.0,14131.09,265.0,86.0,212.0,3.081395349,-140.1,1.7,14.61012754,10.0,-0.137735127,0.0
250.0,1.0,24.0,447.1586,58.0,31.0,290.0,1.870967742,51.1586,2.666666667,18.78594473,9.0,-0.145584394,0.0
276.0,1.0,20.0,72.66,16.0,10.0,362.0,1.6,26.35,1.5,0.707106781,2.0,0.223143551,0.0
276.0,1.0,24.0,199.97,17.0,12.0,50.0,1.416666667,2.7,1.555555556,9.402627883,9.0,0.03722274,0.0
276.0,1.0,32.0,38.26,30.0,10.0,438.0,3.0,-1.43,4.75,3.650146116,4.0,-0.236909332,0.0
792.0,1.0,19.0,730.4579,471.0,93.0,574.0,5.064516129,16.0506,10.82608696,18.2176008,23.0,-0.137270995,1.0
276.0,0.0,40.0,24641.09,1979.0,246.0,621.0,8.044715447,2044.44,4.857142857,57.09437267,7.0,0.227086798,0.0
276.0,1.0,54.0,16946.7,8259.0,227.0,632.0,36.38325991,1586.26,27.33333333,14.16833324,6.0,0.308720206,0.0
276.0,1.0,28.0,27.49,10.0,9.0,293.0,1.111111111,27.49,1.0,2.291287847,3.0,0.693147181,0.0
276.0,1.0,34.0,411.62,381.0,53.0,400.0,7.188679245,-84.13,9.888888889,4.695727077,9.0,-0.046316879,0.0
276.0,1.0,19.0,16444.66,635.0,91.0,691.0,6.978021978,894.13,12.52173913,775.4012165,23.0,-0.162316378,1.0
276.0,1.0,46.0,427.9,276.0,40.0,96.0,6.9,108.01,8.444444444,16.31859683,18.0,0.030500163,1.0
276.0,1.0,32.0,71.15,31.0,14.0,478.0,2.214285714,25.31,2.857142857,4.388499581,7.0,-0.062790168,0.0
792.0,1.0,24.0,1345.2403,44.0,10.0,234.0,4.4,272.9647,2.0,7.304215983,3.0,-0.100775854,0.0
276.0,1.0,36.0,17797.75,757.0,144.0,613.0,5.256944444,2357.51,2.666666667,5.046450898,6.0,-0.192142458,0.0
792.0,0.0,24.0,133.6623,17.0,14.0,417.0,1.214285714,-57.4759,1.0,1.573620603,3.0,0.058452546,0.0
756.0,1.0,24.0,23640.2712,2211.0,273.0,617.0,8.098901099,4047.048,10.95652174,46.33898332,23.0,-0.040400684,0.0
752.0,1.0,21.0,19712.5512,251.0,58.0,645.0,4.327586207,506.2386,4.25,8.61556049,4.0,-0.221260004,0.0
276.0,1.0,22.0,4139.87,644.0,35.0,70.0,18.4,208.54,11.0,26.95065056,11.0,0.086262591,1.0
276.0,1.0,29.0,154.05,102.0,15.0,396.0,6.8,73.7,14.2,23.20679857,5.0,-0.033466618,0.0
276.0,1.0,24.0,6961.56,1083.0,133.0,695.0,8.142857143,1103.43,5.5,22.52135098,2.0,-2.312535424,0.0
40.0,1.0,30.0,5915.24,558.0,83.0,328.0,6.722891566,1330.19,12.75,59.67703879,4.0,-1.074613999,1.0
276.0,1.0,27.0,64071.9286,939.0,249.0,572.0,3.771084337,-152.8414,2.307692308,76.81905877,13.0,0.110233718,0.0
792.0,1.0,43.0,48.4344,31.0,19.0,47.0,1.631578947,-2.3165,1.909090909,2.200545654,11.0,0.120588349,1.0
724.0,1.0,29.0,15052.7173,639.0,75.0,707.0,8.52,380.7973,4.333333333,29.39954648,3.0,0.574952792,1.0
616.0,1.0,29.0,5348.4135,874.0,78.0,646.0,11.20512821,78.8837,11.34782609,77.21867549,23.0,0.151473716,1.0
276.0,1.0,32.0,3294.71,360.0,73.0,543.0,4.931506849,-25.1,4.45,50.99415885,20.0,-0.055963265,0.0
380.0,1.0,33.0,829.82,11.0,7.0,148.0,1.571428571,-231.34,1.6,105.8248195,5.0,0.264965452,0.0
276.0,1.0,24.0,3458.89,328.0,23.0,66.0,14.26086957,42.5,12.91666667,148.086759,12.0,0.103474949,0.0
276.0,1.0,32.0,814.55,229.0,28.0,77.0,8.178571429,148.29,11.44444444,26.95938657,18.0,0.023400547,0.0
276.0,1.0,18.0,1525.96,413.0,44.0,505.0,9.386363636,333.6,9.555555556,17.02921296,18.0,-0.044138661,1.0
792.0,1.0,24.0,96.2584,111.0,29.0,199.0,3.827586207,-1.6191,4.071428571,3.387987472,14.0,-0.082578867,1.0
276.0,1.0,21.0,144.92,32.0,8.0,154.0,4.0,6.42,3.5,11.65738214,4.0,0.668699893,1.0
724.0,1.0,26.0,161414.278,3276.0,309.0,481.0,10.60194175,7917.048,2.0,58.2373145,2.0,1.632763738,0.0
276.0,1.0,19.0,576.83,96.0,36.0,183.0,2.666666667,-38.99,3.125,8.520021518,16.0,-0.004152604,1.0
620.0,1.0,39.0,548.58,29.0,12.0,49.0,2.416666667,53.86,1.888888889,55.02142161,9.0,0.01575797,1.0
792.0,1.0,27.0,2599.0709,178.0,68.0,388.0,2.617647059,89.9604,3.615384615,11.78957487,13.0,-0.157883006,0.0
276.0,1.0,37.0,10380.422,871.0,148.0,306.0,5.885135135,1331.462,11.34615385,97.01358591,26.0,-0.053884269,1.0
276.0,1.0,37.0,72.88,36.0,16.0,373.0,2.25,8.42,3.0,9.899494937,2.0,-1.335001067,0.0
276.0,1.0,22.0,1173.46,41.0,20.0,373.0,2.05,-17.03,1.857142857,97.41334061,7.0,0.191388343,0.0
276.0,1.0,27.0,119.5,41.0,8.0,286.0,5.125,-3.79,5.333333333,10.34287194,6.0,-0.201522186,0.0
616.0,1.0,22.0,186.766,119.0,9.0,220.0,13.22222222,-30.4375,14.5,11.20444661,8.0,0.008032557,1.0
616.0,1.0,23.0,85.8018,131.0,19.0,50.0,6.894736842,5.1491,8.333333333,5.416920347,12.0,-0.170783314,0.0
276.0,0.0,22.0,18.01,19.0,11.0,171.0,1.727272727,0.33,1.25,0.258714772,4.0,-0.151412773,0.0
276.0,1.0,19.0,378.1,75.0,13.0,361.0,5.769230769,84.0,3.5,16.58165402,2.0,1.239966407,1.0
276.0,1.0,20.0,1690.97,101.0,41.0,358.0,2.463414634,2.85,4.2,83.67358406,15.0,-0.062890611,0.0
276.0,1.0,18.0,54224.75,2194.0,107.0,412.0,20.5046729,1294.66,27.15384615,668.7058278,26.0,0.125924713,1.0
276.0,1.0,22.0,5911.05,350.0,40.0,376.0,8.75,1043.2,3.666666667,95.21536261,9.0,-0.232023482,1.0
616.0,1.0,28.0,216.0194,270.0,38.0,97.0,7.105263158,19.6785,6.818181818,6.233043695,11.0,-0.082803799,1.0
208.0,1.0,22.0,217.5515,15.0,14.0,358.0,1.071428571,128.9171,1.0,1.928209482,2.0,1.346224664,0.0
250.0,0.0,47.0,12660.13,752.0,96.0,410.0,7.833333333,925.74,11.28571429,87.44606471,21.0,-0.048910436,0.0
276.0,1.0,19.0,84.41,47.0,17.0,326.0,2.764705882,23.4,2.5,10.99615281,6.0,-0.4616886,0.0
250.0,1.0,21.0,1247.6,1932.0,121.0,213.0,15.96694215,134.72,5.333333333,5.414950468,15.0,0.115890744,1.0
276.0,1.0,29.0,864.44,47.0,10.0,336.0,4.7,200.52,11.0,191.449161,2.0,4.113602379,0.0
276.0,1.0,22.0,544.01,138.0,16.0,162.0,8.625,154.76,8.666666667,77.23725806,3.0,1.405853569,0.0
380.0,1.0,32.0,37916.07,543.0,82.0,140.0,6.62195122,-46.64,5.529411765,690.1938975,17.0,0.42569151,1.0
276.0,1.0,18.0,1044.59,220.0,25.0,297.0,8.8,16.15,9.0,36.87327119,7.0,0.333805396,1.0
792.0,1.0,20.0,2191.8286,333.0,159.0,478.0,2.094339623,282.5122,1.857142857,19.0752002,14.0,0.126585978,0.0
756.0,0.0,62.0,1012.5148,719.0,210.0,316.0,3.423809524,290.7075,5.103448276,9.426033861,29.0,-0.053588944,0.0
276.0,1.0,18.0,172.72,106.0,26.0,572.0,4.076923077,15.91,4.75,1.985749229,4.0,-0.364442274,0.0
792.0,1.0,29.0,10063.2849,1588.0,87.0,265.0,18.25287356,494.6749,23.82758621,220.5643994,29.0,0.094164188,0.0
276.0,1.0,41.0,72.5,16.0,11.0,347.0,1.454545455,64.78,1.75,3.403429643,4.0,-0.277258872,0.0
276.0,1.0,32.0,3963.43,127.0,15.0,527.0,8.466666667,930.75,1.2,21.66377806,5.0,0.481461489,1.0
620.0,1.0,21.0,70754.4684,247.0,62.0,156.0,3.983870968,1368.8184,3.76,692.797608,25.0,0.063244693,1.0
620.0,1.0,23.0,30.49,14.0,7.0,141.0,2.0,17.14,2.4,5.049764351,5.0,0.211506872,0.0
616.0,1.0,27.0,833.0321,169.0,34.0,580.0,4.970588235,28.3532,2.0,8.99694629,6.0,-0.301988229,0.0
300.0,1.0,43.0,27659.02,2785.0,360.0,439.0,7.736111111,5916.64,7.347826087,65.54531918,23.0,0.042284119,0.0
276.0,1.0,29.0,2163.92,150.0,18.0,196.0,8.333333333,255.1,9.5,85.02251937,2.0,0.441094745,0.0
724.0,1.0,30.0,2199.38,74.0,22.0,41.0,3.363636364,345.78,3.555555556,97.94824897,18.0,0.014874962,1.0
276.0,1.0,17.0,109.89,74.0,10.0,266.0,7.4,16.77,8.111111111,10.37978257,9.0,0.136019093,0.0
250.0,1.0,21.0,19562.3387,356.0,141.0,370.0,2.524822695,1491.4387,1.538461538,61.57991075,13.0,0.033072475,1.0
276.0,1.0,41.0,4187.74,601.0,63.0,246.0,9.53968254,471.76,11.41176471,19.49358869,17.0,0.135049079,0.0
724.0,1.0,21.0,282.31,58.0,15.0,352.0,3.866666667,-2.48,4.125,38.79326009,8.0,0.226524566,0.0
276.0,1.0,37.0,49.0,25.0,17.0,550.0,1.470588235,39.2,2.25,2.160246899,4.0,0.123214368,0.0
276.0,1.0,25.0,1576.05,33.0,21.0,210.0,1.571428571,67.6,1.0,10.60660172,2.0,1.386294361,0.0
276.0,1.0,36.0,22.0,19.0,6.0,117.0,3.166666667,12.0,3.75,2.217355783,4.0,-0.106247324,0.0
300.0,1.0,19.0,336.72,76.0,6.0,299.0,12.66666667,176.03,21.0,113.4212213,3.0,1.151633582,0.0
208.0,0.0,41.0,12.2843,10.0,7.0,31.0,1.428571429,9.8035,1.428571429,1.22877135,7.0,0.01445515,0.0
380.0,1.0,34.0,82.67,39.0,12.0,83.0,3.25,12.04,4.375,9.246320407,8.0,-0.265514945,0.0
276.0,1.0,40.0,29.0,9.0,9.0,126.0,1.0,0.6,1.0,1.095445115,5.0,0.051082562,1.0
792.0,1.0,19.0,199.576,56.0,17.0,440.0,3.294117647,42.5139,4.5,19.0912957,10.0,-0.210163577,1.0
724.0,1.0,21.0,167.52,58.0,15.0,47.0,3.866666667,32.59,4.125,17.68051934,8.0,-0.102727044,0.0
276.0,0.0,35.0,327.01,125.0,50.0,424.0,2.5,97.13,1.333333333,3.605551275,3.0,-0.601986402,0.0
300.0,1.0,25.0,492.32,47.0,18.0,292.0,2.611111111,127.32,1.666666667,13.00820254,3.0,-0.668072289,1.0
276.0,1.0,18.0,16.62,18.0,10.0,387.0,1.8,4.45,1.833333333,0.975658752,6.0,-0.093782892,0.0
276.0,1.0,18.0,90.57,28.0,24.0,492.0,1.166666667,-17.56,1.2,3.974921383,5.0,0.320882549,0.0
208.0,1.0,60.0,72.5478,57.0,18.0,80.0,3.166666667,15.0701,3.5,2.455543605,12.0,-0.169142189,0.0
276.0,0.0,18.0,1562.59,61.0,10.0,216.0,6.1,103.4,4.333333333,109.3073719,6.0,0.240307518,1.0
250.0,1.0,29.0,1698.93,733.0,158.0,388.0,4.639240506,63.27,5.9375,29.89878046,16.0,0.089923241,1.0
705.0,1.0,56.0,9376.8019,365.0,129.0,489.0,2.829457364,691.8519,3.125,21.870675,16.0,-0.058832459,1.0
276.0,1.0,24.0,113.43,36.0,27.0,383.0,1.333333333,4.0,1.0,1.178683689,7.0,0.092963783,1.0
276.0,1.0,18.0,113606.3281,3270.0,323.0,708.0,10.12383901,878.2281,7.5,18.99751025,10.0,-0.289363161,1.0
276.0,1.0,33.0,218721.37,1868.0,175.0,549.0,10.67428571,19495.3,10.32142857,1086.082889,28.0,-0.006655956,0.0
724.0,1.0,23.0,2010.96,139.0,29.0,72.0,4.793103448,63.94,4.636363636,28.4386301,11.0,-0.120307588,0.0
276.0,1.0,46.0,196.0,201.0,50.0,235.0,4.02,54.08,5.423076923,4.910779791,26.0,-0.007147923,0.0
792.0,1.0,25.0,269.133,85.0,9.0,124.0,9.444444444,118.3404,13.6,36.50794415,5.0,0.252149145,0.0
578.0,1.0,31.0,4.6509,5.0,4.0,42.0,1.25,4.6509,1.333333333,0.929510421,3.0,-0.620906017,1.0
792.0,1.0,28.0,55.1044,50.0,5.0,58.0,10.0,25.234,15.0,12.91325475,2.0,-0.918763609,1.0
276.0,1.0,37.0,78.0,27.0,5.0,96.0,5.4,16.1,7.333333333,11.35781669,3.0,-0.063916686,1.0
276.0,1.0,23.0,1395.59,76.0,8.0,159.0,9.5,115.63,12.33333333,237.5499496,6.0,0.689538755,0.0
276.0,1.0,18.0,49971.48,2295.0,117.0,538.0,19.61538462,1722.97,8.181818182,56.20621075,11.0,0.161433655,0.0
380.0,1.0,25.0,42.86,34.0,10.0,187.0,3.4,7.63,3.333333333,2.788627699,9.0,-0.275861704,0.0
276.0,1.0,40.0,3457.79,5196.0,251.0,551.0,20.70119522,1173.36,39.05555556,30.1791106,18.0,-0.068550563,0.0
276.0,1.0,24.0,58.6,42.0,19.0,393.0,2.210526316,-1.26,2.2,2.138924964,5.0,-0.588610403,0.0
276.0,1.0,22.0,247.33,105.0,32.0,79.0,3.28125,39.77,3.5,8.793918827,12.0,-0.2719855,0.0
276.0,1.0,21.0,2751.1,68.0,13.0,346.0,5.230769231,212.84,5.5,346.4123771,6.0,-0.189930041,1.0
276.0,1.0,18.0,212.41,273.0,41.0,80.0,6.658536585,21.93,10.0,9.070551645,8.0,-0.215639104,1.0
705.0,1.0,27.0,327.4783,48.0,13.0,534.0,3.692307692,30.4183,1.666666667,13.48146876,3.0,0.030312311,0.0
276.0,0.0,22.0,1707.75,200.0,13.0,280.0,15.38461538,140.08,2.0,2.474873734,2.0,-1.504077397,0.0
276.0,1.0,29.0,9807.77,351.0,33.0,566.0,10.63636364,1204.42,11.0,843.0075549,9.0,0.411940694,1.0
208.0,1.0,39.0,52969.5029,3880.0,281.0,534.0,13.80782918,11630.8476,1.5,4.750838331,2.0,-0.405470069,0.0
276.0,1.0,18.0,46.3,72.0,38.0,322.0,1.894736842,1.95,2.133333333,1.274875157,15.0,-0.016142375,1.0
276.0,1.0,49.0,98563.48,1284.0,91.0,328.0,14.10989011,9775.74,7.0,53.77421935,4.0,-0.080158936,0.0
276.0,1.0,29.0,8542.61,934.0,106.0,730.0,8.811320755,350.23,24.44444444,62.64714135,9.0,0.100494597,0.0
756.0,1.0,24.0,216.0188,76.0,14.0,290.0,5.428571429,-18.4088,6.0,5.106801924,3.0,-0.09427646,1.0
276.0,0.0,46.0,135.88,95.0,30.0,141.0,3.166666667,53.6,3.222222222,4.23533942,9.0,-0.069277671,1.0
276.0,1.0,18.0,36.39,32.0,11.0,50.0,2.909090909,21.26,2.333333333,1.154700538,3.0,2.23e-17,0.0
276.0,1.0,33.0,60.0,7.0,6.0,267.0,1.166666667,-6.73,1.0,5.773502692,3.0,-1.01e-16,0.0
276.0,1.0,36.0,46416.335,8435.0,487.0,734.0,17.32032854,1205.635,9.833333333,7.527432033,18.0,0.054802123,0.0
276.0,1.0,40.0,3936.0,1158.0,138.0,585.0,8.391304348,1273.63,8.375,39.34569939,24.0,0.047951258,1.0
276.0,1.0,27.0,64.17,77.0,20.0,331.0,3.85,23.56,3.428571429,2.061074616,7.0,-0.126676129,0.0
