a1cx,a1cy,a1sx,a1sy,a1rho,a1pop,a2cx,a2cy,a2sx,a2sy,a2rho,a2pop,a3cx,a3cy,a3sx,a3sy,a3rho,a3pop,temp,b1x,b1y,b1call,b1eff,b2x,b2y,b2call,b2eff,b3x,b3y,b3call,b3eff,mxql,target
0.196861,-0.146131,1.551084,0.847288,-0.455594,1.597004,-0.12687,0.987681,1.726203,0.299276,0.105423,1.355893,-0.32732,0.838307,1.794448,2.567841,-0.290795,0.914798,0.84043,0.253272,0.023901,5.0,1.018578,-0.289655,-0.272938,2.0,1.373919,-0.479964,-0.637031,4.0,1.190776,6.0,P
-0.760971,0.855611,0.485601,0.118825,-0.443739,0.329467,-0.607499,0.773695,0.559695,0.963671,-0.170609,2.018463,-0.539832,0.658998,0.771586,0.18317,0.338085,9.050989,0.691298,-0.644996,-0.593278,6.0,0.631004,0.010838,-0.496353,3.0,1.149392,-0.545761,-0.698644,4.0,1.170618,9.0,N
0.251892,0.84454,0.924984,1.409497,-0.31708,3.096726,0.008674,0.479042,0.733007,3.454001,-0.00433,1.44546,0.4928,-0.779554,0.047326,1.43579,0.265232,2.854669,0.52413,-0.781715,-0.838633,5.0,0.920663,-0.90773,-0.230814,7.0,1.137782,-0.871751,0.837518,4.0,0.599419,8.0,N
-0.13078,-0.904835,0.112207,0.466674,-0.452316,0.475677,0.75909,0.750919,0.254159,1.754769,-0.352777,2.50784,0.369746,0.19435,0.933062,0.576618,-0.128548,0.322061,0.518954,0.192246,0.128053,2.0,1.123963,-0.49962,-0.680359,6.0,1.553664,0.10856,0.335273,3.0,1.515333,8.0,P
0.862707,-0.439213,0.387709,0.744036,-0.276768,0.432872,0.273078,-0.758419,0.123489,0.028954,0.17987,1.792648,-0.867793,0.73789,0.210073,0.016865,-0.261276,9.610595,0.642583,-0.185741,0.19485,2.0,0.780548,-0.143914,0.020901,2.0,1.279077,0.273921,0.884032,3.0,1.301336,6.0,P
-0.185065,0.710104,0.872727,0.663799,0.089577,4.040762,0.481843,0.182804,0.18813,0.187339,0.4979,0.954411,0.237285,0.919483,0.618934,0.81181,-0.153407,3.604979,0.720819,0.437294,-0.128693,2.0,1.528754,0.365145,-0.555455,2.0,0.935475,0.948233,-0.964836,4.0,1.007788,5.0,P
0.790302,-0.45604,0.741579,2.119471,-0.338625,0.996158,-0.583982,-0.349218,0.34197,3.295064,-0.009458,2.177241,-0.338552,0.318132,1.483529,0.420837,-0.348266,1.503166,0.580078,0.863489,-0.689853,5.0,1.500656,0.239253,-0.849914,2.0,1.96161,-0.290764,-0.54717,3.0,1.221018,6.0,P
0.176562,-0.206728,0.980367,1.143668,0.097984,1.501485,0.854664,0.547611,0.409018,1.100777,0.263852,4.072633,0.32045,-0.534304,1.904324,0.181152,0.326073,3.949099,0.703612,0.459016,0.019625,3.0,1.279771,0.71096,0.578165,4.0,1.030003,-0.595791,-0.871795,4.0,1.747869,5.0,P
-0.14216,0.21487,0.046996,1.460097,-0.0725,3.079694,-0.488291,0.984067,0.996261,2.964618,0.201487,0.829692,0.296845,0.523635,0.323169,3.018324,0.405616,2.859207,0.415374,0.120528,0.13775,7.0,1.007309,-0.800394,-0.968207,8.0,1.048255,0.157145,0.074642,6.0,1.455898,9.0,P
-0.150002,0.371973,0.327564,3.029509,0.234515,3.013791,0.654928,-0.620138,0.41688,1.118452,0.18659,1.302343,0.494182,0.670014,0.118925,1.492019,-0.111755,1.347546,0.46053,-0.3247,-0.844879,7.0,1.732037,-0.440763,-0.704988,4.0,0.556909,0.431936,0.571739,4.0,1.729465,8.0,P
-0.607735,-0.754231,0.78727,1.786028,0.116302,3.353125,-0.809893,-0.180901,0.952678,0.656507,-0.093755,1.94234,-0.94154,-0.128301,0.065498,2.638085,0.484734,2.590366,0.691275,-0.194234,0.144644,3.0,1.537955,-0.889693,0.017342,4.0,0.52169,0.281497,0.757485,6.0,1.068904,8.0,P
-0.352805,-0.300957,1.866892,1.615419,0.461898,2.030618,-0.429553,-0.361691,0.095153,1.107476,-0.456061,2.938877,-0.33584,-0.827062,0.888361,0.572104,-0.160092,1.885358,0.529524,0.776825,0.299349,5.0,0.869322,0.578839,0.303056,6.0,1.936063,0.163733,0.494833,5.0,1.18948,7.0,P
0.920901,0.94099,0.408982,0.044819,0.427614,6.080553,-0.91683,0.570738,0.222028,0.537317,-0.302727,7.314373,-0.690491,-0.725418,1.2559,0.981505,-0.493517,2.353861,0.816285,-0.717328,0.184691,4.0,1.144973,0.080533,-0.250042,4.0,1.427835,-0.371467,-0.734291,5.0,1.772724,6.0,N
-0.156452,-0.316854,0.534009,2.92887,-0.216724,3.439553,0.575535,-0.304658,0.109113,0.121272,0.470374,0.709884,0.944187,0.340332,4.800753,0.513204,-0.237693,0.055319,0.801076,-0.10548,0.949779,4.0,1.089789,-0.422366,0.092199,3.0,0.536932,0.649632,-0.000477,3.0,1.139751,5.0,P
-0.246887,-0.577814,0.506125,1.456922,-0.149473,1.738435,0.424398,0.467319,2.833862,2.173344,-0.483654,1.454931,0.004675,-0.667874,0.18717,0.375109,-0.212911,0.249774,0.481018,-0.646722,-0.479946,5.0,1.069762,-0.935336,0.657334,7.0,1.044293,-0.112239,-0.91091,6.0,1.537065,8.0,P
0.532148,-0.877171,0.901779,0.672543,0.186557,2.544102,-0.931966,0.009024,1.853729,0.719668,0.032942,0.367191,-0.693362,-0.906448,0.325039,0.828973,-0.437554,1.317602,0.437141,0.673857,0.489104,6.0,0.682365,-0.385163,-0.542229,5.0,1.902715,0.793841,-0.39105,4.0,1.443791,9.0,P
0.164887,0.074948,0.755908,0.066175,0.220669,0.86843,0.636882,-0.233054,0.337262,0.62916,0.053987,0.981117,-0.3917,-0.097014,1.368392,0.277933,-0.214088,0.080732,0.743439,-0.129947,0.866905,6.0,1.890375,-0.737419,0.959692,6.0,1.8509,-0.322846,-0.439123,3.0,1.638614,7.0,P
0.565681,0.030263,3.916836,5.235352,0.24678,0.984885,0.381149,0.311225,3.179307,0.774317,-0.149881,1.733921,-0.725975,0.964386,0.4046,0.12096,-0.274491,0.728991,0.634514,0.769037,0.758501,5.0,0.871223,-0.787052,-0.701677,2.0,1.084773,-0.300548,0.151703,2.0,1.215051,9.0,P
-0.901212,0.03407,0.059662,0.207242,0.380143,2.693852,0.823958,-0.240604,0.103129,0.325371,0.041823,1.192069,-0.767,-0.033157,0.10224,0.268416,0.049101,0.87574,0.185825,0.327108,-0.248906,3.0,1.247349,-0.153546,0.15445,6.0,1.056285,-0.322099,0.894115,5.0,1.389472,9.0,P
0.604581,0.511376,2.131155,2.278653,0.222629,2.39728,0.546382,0.156109,0.421995,1.255954,0.26287,5.074678,-0.492766,-0.643463,1.976058,0.749952,0.143817,4.284895,0.526888,-0.483058,0.572475,3.0,0.79672,-0.522257,0.542532,4.0,0.781486,-0.509147,0.477502,3.0,0.695401,6.0,P
-0.621292,-0.975696,0.327392,0.88805,-0.405669,1.53713,0.845127,-0.647179,5.292442,0.23489,-0.458759,0.494887,-0.167416,-0.903754,1.704572,0.804481,0.104093,9.311287,0.476464,-0.685815,-0.97493,2.0,1.720709,0.268911,0.785654,2.0,1.556352,0.30778,0.454891,4.0,1.042707,5.0,P
-0.957767,-0.673378,0.596614,0.320429,0.313036,0.478305,-0.049697,0.947952,0.526999,1.562611,0.268036,2.955742,-0.160022,0.787077,0.193666,0.159553,-0.226733,3.139862,0.420869,0.345459,-0.186944,2.0,0.518256,0.698335,-0.369376,2.0,1.302315,0.652789,0.827113,3.0,1.106042,5.0,P
0.822437,0.759975,0.591265,1.865576,0.10329,1.103461,0.219263,-0.819382,0.106845,0.347105,-0.121661,4.47329,0.166782,-0.629919,1.526254,0.080041,-0.282536,0.523051,0.47801,-0.247252,-0.723723,2.0,0.708761,0.498569,-0.160248,7.0,1.446504,0.511834,0.68025,5.0,1.907312,8.0,P
0.63121,-0.447528,3.988737,1.679017,0.448107,1.564737,0.368576,-0.696929,0.415698,0.063833,0.232556,3.717492,-0.044336,-0.645663,2.587542,0.554242,0.044892,4.892441,0.307877,0.63487,0.628363,5.0,1.181625,-0.38072,0.054024,3.0,1.178647,-0.44506,0.837905,3.0,0.840575,6.0,N
0.483367,0.773199,0.193119,2.561834,-0.157633,6.365771,0.06562,0.636245,0.390506,0.348706,-0.22609,1.016903,0.025359,0.134419,1.310991,0.368769,-0.034162,1.284852,0.401115,0.897984,-0.520348,3.0,1.481923,0.902312,-0.820879,2.0,0.859401,-0.341662,0.025964,3.0,0.63276,5.0,P
0.248275,-0.584752,1.675786,0.196516,0.466496,3.603966,0.281469,0.168571,0.405727,0.531202,0.343045,4.492552,0.382948,0.213287,0.231759,0.435341,-0.289977,3.002252,0.108395,-0.103945,0.481048,3.0,1.345489,0.620875,0.601806,3.0,1.204652,-0.070124,0.134965,3.0,1.964053,5.0,N
0.912791,-0.921185,1.397289,2.748371,-0.214301,8.860017,0.098096,-0.63149,1.531885,0.642235,-0.274866,2.609674,-0.230193,-0.932971,0.01657,0.380774,0.017862,1.143486,0.755233,-0.792318,0.005898,2.0,0.900236,-0.571638,0.77536,3.0,1.864835,-0.999334,-0.137909,3.0,1.017771,7.0,N
0.160452,0.154462,1.379507,0.80319,0.442679,3.698365,-0.371658,0.378686,1.677692,0.586183,0.02245,4.017347,-0.168093,-0.543634,0.098063,0.187963,-0.44135,2.189249,0.635036,-0.799061,-0.142777,2.0,0.801197,0.967716,-0.944708,3.0,0.616719,0.56371,0.674311,5.0,0.829203,7.0,N
0.663074,0.731123,1.207326,1.753555,0.209345,2.840551,0.205607,-0.681257,1.324683,0.875608,-0.472522,1.401562,0.47409,-0.105403,0.18212,3.297634,-0.421279,1.128704,0.686169,0.17776,0.307154,2.0,0.613196,0.193595,-0.430798,4.0,1.666257,0.744011,0.68722,3.0,0.506846,5.0,P
-0.760008,0.348247,1.523231,0.075247,-0.274391,4.315438,-0.920566,-0.708943,1.877652,1.322968,0.253177,1.025218,-0.179554,-0.645789,5.000928,0.13496,-0.488251,15.253797,0.713271,-0.838839,-0.229343,4.0,1.486811,0.713043,-0.740307,3.0,1.085567,-0.456534,0.285564,4.0,1.42829,8.0,P
-0.449231,-0.763175,0.019749,0.882527,-0.095277,3.403996,0.483925,-0.371307,0.959367,1.65192,0.348642,2.179089,-0.358333,-0.057843,0.389726,0.125164,-0.200127,0.961707,0.744558,-0.185057,-0.555682,3.0,1.989324,-0.726682,-0.458181,4.0,1.848876,-0.288173,-0.955624,4.0,1.226572,5.0,P
0.811185,0.312929,6.111049,1.246471,-0.183027,1.254945,0.407604,0.119434,0.061689,0.176771,-0.184707,0.550169,0.156531,0.151951,1.309685,0.061043,-0.301881,12.122429,0.497936,0.236382,-0.094307,3.0,0.633797,0.627886,0.379389,2.0,1.958816,0.112303,-0.005116,4.0,0.75722,5.0,N
-0.937617,0.457835,0.670013,1.07205,-0.26561,1.457874,0.488273,0.74807,0.575836,0.494721,0.048791,0.301276,0.106958,-0.006029,0.197208,1.397483,-0.245433,3.476034,0.12903,-0.644904,0.996214,4.0,1.640341,-0.115794,-0.828341,3.0,0.97413,0.999122,-0.18306,5.0,1.694928,8.0,P
-0.731851,0.755462,1.608355,1.404621,-0.159953,0.022232,-0.335931,-0.265131,0.286925,3.362479,0.115913,7.478412,0.416355,-0.406704,0.307927,0.507858,-0.497179,2.133148,0.612851,-0.317004,-0.089624,2.0,1.470391,-0.238138,-0.009249,5.0,1.980319,-0.273844,-0.983347,2.0,0.666352,6.0,P
0.578932,-0.243679,0.269871,1.554924,0.041422,3.076147,-0.213855,0.835642,0.089866,2.989655,0.486575,7.708187,-0.161547,-0.114516,1.868019,2.319407,0.399762,0.845802,0.166638,-0.320981,0.818142,2.0,0.655662,-0.397817,-0.834167,2.0,1.179554,-0.934281,-0.69211,4.0,1.619493,5.0,N
0.784379,0.744196,0.279475,1.7977,-0.435402,15.385684,0.472223,-0.809692,0.334002,1.05478,0.141498,0.667536,0.968614,0.963742,0.479846,0.343381,-0.028522,6.777095,0.526623,0.421695,0.524642,5.0,0.546721,0.053414,0.669367,2.0,1.725002,-0.732978,-0.941443,5.0,0.744112,7.0,N
-0.727587,-0.280724,0.891995,0.044744,-0.43032,3.110521,-0.498725,0.727496,3.66659,0.655893,-0.223724,4.993683,-0.2282,-0.047136,0.712888,2.826771,0.196844,2.566706,0.222884,-0.669946,0.37651,6.0,1.834943,-0.626632,-0.260264,6.0,0.514842,-0.883859,0.966264,3.0,1.46408,7.0,P
-0.457252,-0.513047,0.492006,0.647611,0.461264,6.527812,-0.033961,0.217059,2.70203,0.018614,0.321244,6.166528,-0.212279,-0.577486,3.685589,0.341125,-0.493953,2.876351,0.504625,0.684932,-0.683868,2.0,0.745473,-0.083229,-0.877402,3.0,0.818731,-0.002999,0.048259,4.0,1.747897,5.0,N
-0.177321,0.191537,0.946803,3.336799,-0.206993,2.760853,-0.6084,0.609482,0.254673,1.646604,-0.376789,3.019598,-0.150625,0.947979,0.660134,0.144504,-0.041992,1.440582,0.778126,-0.542966,0.840618,3.0,0.728364,0.806676,-0.55876,2.0,1.401579,0.360731,0.057588,2.0,1.823805,5.0,P
-0.752478,-0.711705,0.246366,0.697042,0.140254,0.553479,-0.075294,-0.162418,0.24817,1.641908,-0.466709,2.000423,0.700181,0.592696,0.336287,1.22232,-0.468251,1.512675,0.536745,-0.992592,0.337901,5.0,0.64944,0.779513,-0.26232,2.0,1.887844,0.671624,-0.096433,7.0,0.599335,9.0,P
0.734066,0.363305,0.256687,0.241077,-0.271401,0.277748,0.883744,-0.512761,0.313779,3.327847,0.371621,3.489582,0.268133,0.170048,0.895415,0.107792,0.075181,0.590305,0.827525,-0.935197,-0.834337,3.0,1.213637,-0.623339,0.855014,6.0,0.566032,0.255992,0.693113,2.0,1.924189,9.0,P
-0.242928,-0.967726,2.297125,0.270711,-0.26798,0.465466,0.691526,-0.600645,1.20945,0.336562,-0.267631,1.263295,0.221687,0.130945,1.358497,0.994913,-0.142503,1.678637,0.237065,-0.988388,0.522779,3.0,0.974051,-0.669209,-0.380612,2.0,1.483806,-0.525774,0.187042,5.0,1.603185,7.0,P
0.079669,-0.859428,0.336125,1.957086,-0.346131,5.128265,0.352597,-0.848839,0.34989,0.939838,-0.130868,3.603542,-0.53381,0.609023,1.57707,0.031713,0.341032,0.807924,0.485065,-0.716699,-0.013514,2.0,1.35934,-0.80124,-0.322731,5.0,1.319098,-0.388021,-0.883946,4.0,0.7532,7.0,P
0.047442,-0.510591,0.596946,0.835791,-0.419383,0.785502,0.081348,0.730319,0.133683,1.838465,-0.44317,0.467451,0.213228,-0.897872,0.276496,1.59374,0.154022,10.167585,0.42031,-0.666285,0.208013,4.0,1.938762,0.624541,0.766628,7.0,1.345285,-0.050647,-0.094513,7.0,1.258697,8.0,N
0.438518,0.02427,0.939745,0.105618,0.300105,5.455924,0.157336,-0.971173,0.078433,0.633512,-0.391716,2.444708,0.546734,0.248887,1.355414,0.685083,0.498675,2.659999,0.422163,-0.569528,0.629421,4.0,1.49395,-0.926735,0.938799,4.0,0.96186,-0.57411,0.810907,3.0,1.047328,8.0,P
0.611705,0.803347,0.086698,0.831249,0.049073,1.51452,-0.502466,0.702338,0.457671,2.007209,-0.408295,0.838597,-0.219866,0.468577,0.564494,0.243127,0.054899,2.024528,0.214292,0.793647,-0.864992,5.0,0.646251,0.257444,-0.476938,2.0,1.428302,0.790338,0.09807,4.0,0.769165,6.0,P
0.289773,-0.371755,0.029956,0.641346,0.301007,1.336681,0.277767,0.549368,0.392484,0.006642,-0.211661,4.169314,0.425245,0.658243,0.429489,2.43848,0.454722,4.443708,0.622394,-0.708926,-0.608166,4.0,1.445333,0.233223,-0.450637,2.0,0.923158,0.110093,-0.307386,2.0,1.324732,5.0,P
-0.052806,0.851949,0.901407,0.942168,0.06699,0.728182,-0.915114,0.554964,0.105291,0.237974,0.4907,1.126027,0.98147,0.654127,1.482212,0.774246,0.371455,3.106713,0.795605,-0.571481,-0.842313,6.0,1.078308,0.927257,-0.127207,6.0,1.742131,-0.414463,0.077766,6.0,1.520176,7.0,P
0.596162,-0.872445,0.160387,0.460915,-0.158109,0.30649,0.54096,0.031621,0.053729,0.733552,-0.191405,3.810282,-0.307874,-0.108475,3.210441,1.881724,-0.01131,3.998439,0.307774,0.373325,0.680028,4.0,0.801128,0.135543,0.254933,6.0,0.591913,0.939918,0.862889,6.0,0.728582,7.0,N
0.60709,-0.840952,0.036901,0.852024,-0.214075,0.561392,-0.583255,0.748658,2.31351,0.739011,0.029338,1.329189,0.274321,-0.697047,0.438402,0.098085,0.172807,2.033496,0.511472,0.347459,-0.366964,4.0,1.840077,-0.60285,0.719952,4.0,1.644129,-0.559211,-0.903409,5.0,1.653254,6.0,P
0.700106,0.379463,0.948906,0.157043,0.485888,5.547373,0.628366,-0.907997,0.18139,1.494714,0.198324,0.059344,-0.688637,-0.712137,0.71091,0.861049,0.347013,7.486646,0.676847,-0.562141,0.894999,2.0,1.279321,0.682992,-0.880561,4.0,0.616468,0.307291,0.67645,4.0,0.919187,5.0,N
-0.378006,0.779515,10.30377,0.641241,0.392859,5.346287,0.310029,-0.258199,0.687706,0.371183,0.362456,0.483431,0.911702,0.638145,0.19307,0.368722,-0.485616,0.518053,0.546634,-0.70566,0.970927,2.0,1.94457,0.427811,-0.490078,2.0,1.273936,-0.143679,-0.598699,5.0,1.621852,6.0,P
0.288176,-0.056977,1.959372,0.658819,0.44662,4.989871,-0.193392,-0.177851,0.932833,1.713021,0.134265,2.566073,-0.018377,0.378803,2.552333,1.284397,0.207414,1.475644,0.719369,0.65303,0.315968,3.0,1.602639,0.161344,-0.14894,2.0,0.727931,-0.013124,-0.588782,4.0,1.653682,6.0,P
0.245284,-0.610999,0.571464,0.384305,-0.101158,0.401774,0.341109,0.419051,0.330655,6.001608,0.454419,2.569396,-0.854133,0.653358,0.27884,0.304169,-0.413324,1.335477,0.760936,0.845823,-0.994431,5.0,1.090085,0.1812,-0.92511,2.0,0.923051,-0.583508,-0.157269,6.0,0.949658,7.0,P
0.025803,0.319354,0.058564,1.122695,0.214938,5.348827,-0.127975,-0.563219,0.668877,0.152128,-0.398961,1.962494,0.715181,0.706965,0.699249,1.085978,-0.437683,0.150145,0.823129,-0.160731,-0.347893,4.0,1.231124,0.698831,-0.630134,4.0,1.321306,0.53435,-0.947199,2.0,1.743266,5.0,P
0.577755,-0.849266,0.312546,0.792829,0.253437,1.825011,0.941656,0.905614,0.462071,1.374122,0.039435,3.23794,-0.351915,0.860417,0.559855,0.026392,0.291117,4.434027,0.529106,-0.663977,-0.672645,4.0,1.256343,0.348656,-0.190957,4.0,1.49506,-0.411942,-0.249663,4.0,1.849649,7.0,P
-0.087555,0.047108,0.177185,0.035456,-0.16373,2.916266,-0.833548,0.34859,0.946553,0.767216,0.289593,1.812887,0.515034,-0.518686,2.486574,1.849103,0.319262,0.853135,0.406296,-0.50804,-0.725656,2.0,1.839086,-0.116274,0.752753,5.0,1.058206,0.945697,-0.377815,4.0,1.191516,6.0,P
0.856905,0.742371,0.949049,0.499665,-0.194646,2.060518,-0.010292,-0.132469,0.509893,1.166985,0.303549,2.98522,0.06172,0.168716,0.548351,0.247448,0.109074,1.67494,0.351544,-0.980534,-0.752514,3.0,1.308449,-0.859287,-0.072572,2.0,0.635411,-0.739766,0.434875,2.0,0.916668,5.0,P
-0.74138,0.009951,0.513085,0.351988,-0.20044,0.818481,0.713483,0.819362,0.004668,0.454785,0.060102,2.779993,-0.700991,0.710079,1.070846,0.054056,0.371158,1.679188,0.091831,-0.336706,-0.559097,4.0,1.275437,0.519858,-0.846342,6.0,1.41355,0.887268,0.655101,4.0,1.656042,7.0,P
0.914047,-0.733628,1.054516,0.062623,0.245911,2.014704,-0.053308,-0.28559,0.475847,0.122736,0.240026,0.872522,-0.898847,0.108615,2.562041,1.800123,0.349215,5.189679,0.453423,-0.608032,0.551512,3.0,0.643428,0.959431,-0.870732,5.0,1.706583,0.303332,-0.687195,5.0,0.925625,6.0,N
0.049183,-0.893389,0.193633,1.26405,0.070778,2.10717,0.5227,-0.414501,1.317903,1.676322,0.15876,3.901959,-0.737559,-0.650063,0.943238,0.191112,0.071221,3.288027,0.963586,0.204605,-0.971922,4.0,0.873568,-0.463974,0.067343,4.0,0.914275,0.688568,-0.586613,8.0,1.41133,9.0,P
0.647966,0.133852,0.521263,0.422045,0.138159,2.504468,0.805375,0.307448,2.045369,2.007554,0.467512,0.851246,0.14975,-0.079419,0.108123,0.75205,0.293974,8.835075,0.815997,0.581056,-0.646063,6.0,1.598002,0.659452,0.811339,2.0,1.852035,-0.384122,-0.26227,7.0,1.536695,9.0,P
-0.249843,-0.543694,0.600457,1.219974,0.090917,0.897162,-0.41765,0.70735,0.173715,1.327495,-0.371254,2.914546,-0.877048,0.444191,1.759719,0.407699,-0.088881,11.586268,0.745126,-0.766104,-0.422654,5.0,1.735417,-0.676284,-0.987864,2.0,1.173056,-0.014017,-0.598768,6.0,0.806986,7.0,P
0.745437,0.509251,0.786468,2.266423,0.022538,2.542407,0.345104,0.994199,0.179923,0.705725,0.355049,3.700657,-0.946964,0.545933,0.849485,2.620487,0.002368,3.857169,0.157858,-0.373369,0.899513,6.0,0.544714,0.795838,0.145748,3.0,1.069224,0.618581,-0.66668,4.0,0.798771,8.0,N
0.044884,-0.510437,0.903723,0.33238,-0.342372,4.87704,0.307094,0.294729,0.525644,0.796424,0.010702,1.322487,-0.343018,-0.23482,0.439631,1.646192,-0.45143,0.211151,0.261163,0.127662,-0.547861,2.0,0.998602,0.973528,0.710595,5.0,1.892694,-0.223872,0.406931,4.0,1.012102,6.0,N
-0.138809,0.565205,0.201018,1.179281,0.32085,12.434051,0.146305,0.578444,0.670848,0.455823,-0.421362,2.614877,0.10557,0.356101,0.713589,0.445197,-0.383134,5.021486,0.574616,0.167733,0.683688,4.0,0.544288,0.106154,0.793702,3.0,1.212236,-0.685806,0.001816,4.0,1.472544,5.0,N
-0.756168,-0.685719,0.265685,1.379799,-0.02716,2.130023,-0.886633,-0.603712,0.480789,0.959345,0.258143,0.153816,-0.458381,-0.741629,1.201547,0.469553,-0.275157,4.123574,0.81013,-0.315563,0.594603,6.0,0.679898,0.561439,-0.441552,5.0,1.866081,-0.56814,-0.098402,5.0,0.923271,8.0,P
0.328599,0.368463,1.577176,1.316777,0.052384,1.269919,-0.026563,-0.297491,0.640703,0.052512,-0.111734,1.759161,-0.054273,0.65934,1.168687,1.37649,-0.433266,4.272385,0.441359,0.582474,-0.664759,2.0,0.855918,-0.427616,-0.440419,4.0,0.773544,-0.955843,0.025209,4.0,0.590076,8.0,P
0.406896,-0.04113,0.721271,0.17852,-0.357474,2.488889,0.273024,-0.21311,0.108333,0.548988,-0.183702,1.656561,-0.655189,-0.711867,2.058565,0.734915,-0.381864,2.134692,0.274025,-0.117694,0.296224,7.0,1.411726,0.13906,0.276758,3.0,0.571588,0.869494,-0.456574,7.0,0.607306,9.0,P
0.708847,-0.146897,4.049978,0.411441,-0.332427,3.858091,-0.254657,-0.963533,0.787551,1.007843,-0.49954,0.5228,-0.584244,0.061354,1.452105,0.825274,0.344097,0.331475,0.833078,-0.645771,-0.392057,3.0,0.859214,0.077672,-0.318978,6.0,0.70495,-0.564148,-0.433424,3.0,1.21384,7.0,P
-0.336595,0.274561,0.351543,0.096854,0.217355,4.365328,0.035621,-0.761151,0.223132,2.177102,-0.184412,0.005663,0.184608,-0.0412,1.129273,0.156864,0.414465,5.182678,0.465155,0.247886,0.628914,5.0,0.580574,-0.811136,-0.72437,3.0,0.511233,-0.215674,-0.549262,2.0,1.136607,6.0,N
-0.420011,0.57533,0.341906,1.348717,-0.474815,0.69866,-0.044339,-0.384358,0.159631,0.520785,0.486459,0.769363,0.164524,-0.680288,0.574648,0.054837,0.293386,1.299611,0.329812,0.103506,0.184914,4.0,0.644779,-0.15293,-0.537946,3.0,0.803518,0.066098,0.677188,3.0,1.270417,5.0,P
0.705465,0.687603,0.036625,0.106212,0.455043,0.789864,0.045414,-0.04038,0.082182,2.678726,0.235959,14.760069,-0.759846,0.79431,0.281702,1.156446,-0.059222,5.203786,0.695191,-0.043303,-0.728148,5.0,0.621905,-0.820312,0.567287,5.0,0.632013,0.545799,-0.815658,3.0,0.871153,6.0,N
-0.802481,0.242969,1.903492,0.741191,0.315576,4.502994,0.84652,0.481707,0.529748,0.166958,0.474706,3.404419,-0.622829,-0.259858,0.907004,0.814907,0.054392,1.08385,0.248815,0.89349,-0.758953,3.0,0.611742,0.30414,0.562961,3.0,0.569963,0.479533,0.608095,5.0,1.905981,6.0,P
0.013919,0.901264,0.102543,1.762059,-0.217343,1.002676,-0.98941,-0.084385,0.661712,0.573987,0.246206,0.26618,-0.007756,-0.467538,4.363095,1.023608,-0.390163,0.725171,0.289326,0.322116,-0.963458,6.0,1.442874,0.837624,-0.36036,5.0,0.727309,-0.206095,-0.818269,3.0,1.42394,7.0,P
0.998986,0.540946,1.059946,0.980532,-0.293095,3.350542,0.300636,0.089599,0.378456,1.814548,-0.468643,0.551597,0.240606,-0.643122,0.593549,0.340919,0.466915,3.831248,0.646592,-0.360569,0.830287,3.0,0.72,0.411875,-0.468483,4.0,0.519806,-0.364171,-0.860774,4.0,0.98218,5.0,P
-0.576787,0.63019,0.055928,1.637127,0.071485,1.923356,-0.09794,0.468675,1.25996,1.492724,-0.039012,0.242412,0.314836,-0.446715,0.370624,1.098018,0.315866,4.107074,0.357319,-0.378118,-0.284486,7.0,0.919963,0.961634,0.911653,7.0,1.161355,0.386975,-0.378397,4.0,1.052939,8.0,N
0.787269,-0.667111,0.569709,0.265115,-0.023191,3.178987,-0.662402,-0.753764,0.266242,0.695219,0.031577,0.914678,-0.07822,-0.293384,0.287562,0.461025,0.23155,2.026349,0.063702,-0.30777,-0.375995,3.0,1.751127,0.000275,0.119906,3.0,1.667187,-0.386142,-0.771737,3.0,0.868782,9.0,P
-0.417308,-0.996766,0.272042,0.849177,-0.195147,6.561406,0.341849,0.062227,0.346038,1.976595,-0.458921,1.989845,0.646902,0.931203,0.634216,1.099082,-0.241678,1.49621,0.334698,-0.710102,0.457757,8.0,1.396622,0.855641,-0.892783,6.0,1.982978,0.033345,0.508081,7.0,1.752844,9.0,P
-0.85739,0.106455,0.072755,1.556641,-0.257542,1.345964,-0.360933,0.445906,0.033298,1.399333,0.11687,2.872448,-0.40734,0.993819,2.703937,0.949174,-0.10949,2.978836,0.264215,-0.927081,0.460483,4.0,1.109014,-0.639443,0.499492,4.0,1.306171,-0.989478,-0.581085,2.0,0.723533,7.0,P
0.421713,0.898422,0.750807,0.050268,-0.348272,0.442538,-0.934941,-0.331568,1.943336,0.297335,0.321495,8.243234,-0.738221,0.498748,0.650343,0.980575,-0.317473,2.241751,0.514722,-0.785402,-0.634107,5.0,1.03762,-0.708501,-0.251651,5.0,1.560027,-0.339105,0.07121,4.0,0.958769,8.0,P
-0.006841,-0.536144,0.105067,1.392182,0.163006,5.516416,0.230603,-0.92653,0.343297,2.576819,0.05442,10.613771,0.05167,-0.672666,1.006058,2.132041,0.479787,4.321746,0.409194,-0.318861,0.384064,3.0,1.681064,-0.259471,0.491482,4.0,0.783485,-0.491124,-0.166292,4.0,0.6779,9.0,N
-0.358636,0.851135,1.444118,1.121932,-0.486502,3.519483,0.564914,-0.649655,0.672618,2.179426,-0.421165,11.340566,0.386145,0.441936,0.464318,0.131116,-0.139258,4.9775,0.764542,0.375733,-0.604633,2.0,1.503862,-0.050388,0.115209,3.0,1.494773,-0.87433,-0.981113,3.0,1.991865,5.0,N
