col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,target
1936.591414609028,44.5897988560829,47.10462394058936,36.12011151530248,49.075305016679756,50.39770826599112,62.40841302299181,53.823079230375214,77.7725096695873,60.307750532785164,61.06985970876069,51.22851104743709,N
1870.6106401159739,41.6832827001151,66.03267747384575,63.95675717383296,69.06972752956132,54.23070087583578,45.92426103063307,44.71389291062795,46.3765051148382,46.27495692222534,50.79470486323059,50.37331806428955,N
1783.6084303903808,126.22107597595226,131.30958821178245,100.37275375679302,134.74624238140245,137.0045202462524,105.3472199174346,134.3591930180358,126.51655572969986,137.67129088432952,143.00977536032127,129.84147946693437,N
1833.8664366837206,15.397801344503458,18.61166381377508,26.61622875884126,28.64843482541414,11.3376156528533,11.982755730447016,6.886643668372042,12.235671683890786,8.13491085971309,10.393913406578429,20.59890067225173,P
1962.2138278405444,5.985391783339879,8.570978660708722,10.114329510904462,5.764064740436584,7.15678850268209,13.87780896925416,10.728240963175432,16.14956800607873,16.67772535752746,20.142124544870835,16.306746696818742,P
1810.0706808107318,45.14740021011842,36.338276936487766,22.721644912501716,40.316674353658506,33.5258187921254,42.553209777853624,31.494317421282176,48.218771875888464,33.92414077434144,50.082655956139334,43.337793937533085,N
1795.696324305903,21.687233776184975,40.06320100919601,13.583558082087954,19.196227686929426,31.55053140435454,17.961701328554934,13.55280403678404,26.309283767665104,14.285540857596795,20.320357072891944,25.504835121779657,P
1910.1502599523737,0.2831841813852152,0.4035796467548353,4.832736725540861,3.7432881623346836,5.375317479657519,4.385868916451342,2.6132361718599495,0.4177107303034936,8.003392143284152,4.4486576324669365,1.5540271025991899,P
1910.858513724935,2.8645736543353215,2.335426345664678,2.816698788479423,0.7247874865855899,0.5451055972892762,0.2725527986446381,1.5442555436316354,0.6088291979669571,2.4459556509469165,5.669783530078016,2.5689334764203746,P
1895.351285474642,45.11780546007037,63.84168035007278,67.30365756654938,86.37556319437026,68.18392261577289,54.03540950527788,48.580747421900035,38.35803869211356,52.75217067704439,55.86217863133947,77.0175245022567,P
1968.9804191800788,131.97214939905618,129.51237021693348,123.26316498600292,122.0,104.3332873938661,110.28164017436436,115.33206639958051,123.2826768967233,123.7711126766972,87.65759037467896,93.06970741048497,N
1979.607221651127,162.34944844211125,148.12637889472182,130.83478451670186,139.51207536054775,162.02858512627674,154.23632887879032,145.3731798589672,138.07089277233666,168.1187968523595,173.1447345007703,161.8043535501056,N
1777.3859220448994,53.70434678289465,55.142983057514755,55.82581627658695,62.99018068753367,56.24293898738459,56.128640681633115,48.102824405046164,65.00421457250417,67.05988541766158,59.309995592986986,52.26149593577039,N
1782.2510624246459,45.29329464797043,51.26072727946346,51.36072727946346,87.89194085891188,88.17616866711043,66.8066111863257,90.85071633427103,96.44808763563746,119.72561009180644,122.42213145345619,123.07887624522753,N
1878.2648663646173,2.6378340884567164,4.569721631066508,5.734042355984956,1.7156848241656117,4.899454360301134,5.976213816612299,2.0600110981681192,2.8340701014052527,5.51189309169385,4.06650328371391,6.430824008632357,P
1964.952709072868,110.27745643236186,92.41758503596245,110.14545467929729,69.95959592241742,86.09054181457357,66.9699265648093,92.17268130462914,106.9702020387913,76.92952248722672,88.06629936802402,93.84458222233182,N
1970.4628475933846,105.16518181807804,125.34990240575932,137.82548128314775,108.51040641688031,115.74648930538973,106.49511764699167,97.84649866295966,99.08025668434546,94.39448529369794,95.58747326204735,94.0176229945822,N
1843.6457537230247,77.3111960287738,81.56298123290865,57.23173301843667,65.74809359487398,64.85547681339573,48.013899503596726,55.01870044828672,52.300988134437944,62.91083242580028,55.116724179410824,54.3,N
1923.9327572744737,0.5249758694811604,5.1381042111315125,1.8374638042217413,11.347390111323227,20.78014738579703,23.975344333973727,28.099359593090227,19.330419328214234,25.055171516315866,25.64258705949993,22.570444760075066,P
1844.3074755264518,25.40567709874195,41.22810367809691,40.945416789935614,54.42422500706465,51.19336992038691,35.35902551232235,30.63462622367742,33.511917828709606,30.552221151128983,38.58780035567754,36.00663007961309,N
1811.3330492833923,18.313871812943038,12.076198591903077,7.1858725421100145,23.8,7.400170429964631,13.795120417405373,16.290240834810746,5.995631707299267,7.185616897163068,14.994779557476111,9.966183781766878,P
1755.0144396716723,40.64260054721288,30.992780164163864,42.225091566365336,35.3140804377703,33.34765443229818,29.735921320119534,23.00577586866891,37.438809254453986,25.98556032832773,23.153430300967084,18.992780164163864,P
1937.340608725189,120.88524247105263,125.33233885574163,84.78558268549159,106.4729475809307,120.34451335952308,119.12803381379842,151.98029624881926,130.2066080458404,96.9192431504013,116.11229489012193,90.68109706403767,N
1893.5013268140194,20.724704482332058,9.075030154864075,16.50038598226017,14.599903504434957,11.07418581866996,18.725428199069874,11.600458353933949,3.749794946924286,10.399517522174792,11.42537995128735,9.474595924821386,P
1950.3674961882161,20.184283286647137,15.161644803561197,21.462982784908853,33.53621442628255,32.24726607155599,36.162982784908856,45.043136196015624,27.325162781009112,35.88095619991536,64.78363216261067,42.113192415429694,P
1807.003660472438,29.789936337191833,26.669167110700492,28.375480107457918,32.2360477443255,39.45160211579085,33.03641379156931,32.52790451134901,36.15727321167327,30.886641911997522,32.28215915145916,29.593777196855193,P
1756.8986121024896,12.116907472096571,6.764202845911808,5.693231317654477,9.485131672867428,12.093259785188952,12.871622775710858,3.4770320280803806,6.470943060722858,11.393259785188953,13.888530247807429,16.91013878975105,P
1951.137786056852,47.729215340241794,49.926611395704285,42.00189163133222,43.61655767706832,41.35783511850871,37.51933674845144,21.833944418572337,22.852276975742466,44.78267163411118,37.76883465281078,29.85316441579337,P
1903.5656324563192,83.87513126330812,69.74578520345369,68.447064438643,84.88804773327897,81.31899761397786,76.02839141032028,96.74535560715204,117.57780429804887,78.74525059650554,81.93991408073967,78.60778997549797,N
1907.310707198162,84.9406932165598,69.53460445611279,63.031875789192696,76.01871955615248,77.89226727405118,66.34804032119477,94.93729929628407,101.57666200613264,72.86973434956032,79.03866362974412,75.99972036795823,N
1913.116941709257,90.94791276842342,67.23444232287133,68.01183846601644,78.45287171657306,77.24464880935213,62.57398788898305,101.81545402481194,101.6436570197222,76.68845012416509,82.27675595323939,80.01942118333167,N
