state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,target
21.0,39.0,408.0,0.0,0.0,0.0,154.1,104.0,26.2,204.2,112.0,17.36,196.2,92.0,8.83,9.8,4.0,2.65,2.0,No
21.0,119.0,510.0,0.0,0.0,0.0,73.7,66.0,12.53,160.5,132.0,13.64,214.2,67.0,9.64,13.0,6.0,3.51,3.0,No
12.0,200.0,415.0,1.0,1.0,29.0,92.2,95.0,15.67,200.0,101.0,17.0,119.1,99.0,5.36,5.7,1.0,1.54,1.0,Yes
23.0,96.0,415.0,0.0,1.0,27.0,261.3,96.0,44.42,220.9,101.0,18.78,179.4,97.0,8.07,11.3,2.0,3.05,1.0,No
11.0,141.0,510.0,0.0,0.0,0.0,138.2,94.0,23.49,176.4,84.0,14.99,182.9,110.0,8.23,11.1,6.0,3.0,3.0,No
4.0,136.0,510.0,0.0,0.0,0.0,132.4,110.0,22.51,254.1,81.0,21.6,176.5,100.0,7.94,13.0,6.0,3.51,2.0,No
6.0,160.0,415.0,0.0,0.0,0.0,234.9,136.0,39.93,270.8,134.0,23.02,219.3,101.0,9.87,13.9,2.0,3.75,1.0,Yes
39.0,42.0,408.0,0.0,0.0,0.0,191.9,139.0,32.62,304.2,91.0,25.86,179.5,91.0,8.08,11.7,4.0,3.16,0.0,No
37.0,60.0,510.0,0.0,0.0,0.0,203.7,95.0,34.63,212.6,122.0,18.07,177.1,103.0,7.97,7.9,1.0,2.13,3.0,No
15.0,130.0,408.0,0.0,1.0,30.0,185.0,117.0,31.45,249.5,141.0,21.21,157.8,103.0,7.1,7.4,7.0,2.0,0.0,No
28.0,90.0,415.0,0.0,1.0,22.0,124.5,94.0,21.17,231.7,90.0,19.69,222.2,108.0,10.0,6.4,12.0,1.73,1.0,No
2.0,124.0,408.0,0.0,0.0,0.0,192.6,108.0,32.74,223.3,106.0,18.98,187.0,84.0,8.41,4.2,2.0,1.13,1.0,No
28.0,35.0,415.0,0.0,0.0,0.0,260.8,87.0,44.34,258.1,78.0,21.94,131.3,123.0,5.91,5.8,2.0,1.57,1.0,No
10.0,108.0,415.0,0.0,1.0,15.0,196.8,79.0,33.46,173.5,99.0,14.75,274.7,108.0,12.36,14.6,5.0,3.94,1.0,No
18.0,100.0,510.0,0.0,0.0,0.0,222.1,115.0,37.76,245.0,130.0,20.83,129.3,119.0,5.82,8.1,2.0,2.19,2.0,No
40.0,159.0,415.0,0.0,1.0,23.0,153.6,93.0,26.11,216.9,88.0,18.44,161.3,91.0,7.26,12.6,3.0,3.4,2.0,No
10.0,74.0,510.0,0.0,1.0,31.0,249.4,70.0,42.4,209.5,59.0,17.81,180.6,75.0,8.13,9.9,2.0,2.67,4.0,No
13.0,77.0,415.0,0.0,0.0,0.0,251.8,72.0,42.81,205.7,126.0,17.48,275.2,109.0,12.38,9.8,7.0,2.65,2.0,Yes
43.0,65.0,415.0,0.0,0.0,0.0,143.6,98.0,24.41,187.7,96.0,15.95,200.2,104.0,9.01,9.3,2.0,2.51,3.0,Yes
5.0,93.0,415.0,0.0,0.0,0.0,120.6,104.0,20.5,205.5,95.0,17.47,182.5,107.0,8.21,9.6,6.0,2.59,2.0,No
43.0,77.0,510.0,0.0,0.0,0.0,136.5,95.0,23.21,182.6,102.0,15.52,233.6,93.0,10.51,9.9,10.0,2.67,1.0,No
27.0,166.0,415.0,0.0,1.0,26.0,152.1,114.0,25.86,89.3,67.0,7.59,194.6,111.0,8.76,7.5,6.0,2.03,0.0,No
12.0,50.0,510.0,0.0,0.0,0.0,202.0,106.0,34.34,174.7,70.0,14.85,152.9,92.0,6.88,6.0,6.0,1.62,4.0,No
43.0,130.0,415.0,0.0,0.0,0.0,176.9,109.0,30.07,90.7,104.0,7.71,238.0,69.0,10.71,9.5,2.0,2.57,1.0,No
46.0,74.0,415.0,0.0,1.0,24.0,124.2,146.0,21.11,266.2,84.0,22.63,156.7,108.0,7.05,11.5,6.0,3.11,3.0,No
8.0,51.0,415.0,1.0,0.0,0.0,153.6,108.0,26.11,232.9,85.0,19.8,214.2,92.0,9.64,14.1,4.0,3.81,0.0,Yes
4.0,103.0,415.0,0.0,1.0,18.0,149.9,84.0,25.48,170.9,84.0,14.53,171.5,112.0,7.72,11.5,7.0,3.11,0.0,Yes
15.0,189.0,510.0,0.0,0.0,0.0,219.9,80.0,37.38,143.3,117.0,12.18,130.6,69.0,5.88,11.7,7.0,3.16,1.0,No
20.0,63.0,415.0,0.0,1.0,25.0,230.3,82.0,39.15,165.6,96.0,14.08,227.7,125.0,10.25,9.0,2.0,2.43,1.0,No
37.0,1.0,415.0,0.0,0.0,0.0,195.0,81.0,33.15,266.2,123.0,22.63,213.9,132.0,9.63,11.1,6.0,3.0,0.0,No
28.0,82.0,415.0,0.0,1.0,29.0,163.8,77.0,27.85,134.9,112.0,11.47,79.3,95.0,3.57,8.8,2.0,2.38,2.0,No
18.0,112.0,510.0,0.0,0.0,0.0,174.5,127.0,29.67,259.3,71.0,22.04,170.5,120.0,7.67,11.3,7.0,3.05,1.0,No
29.0,95.0,510.0,0.0,0.0,0.0,88.0,81.0,14.96,145.9,109.0,12.4,237.7,90.0,10.7,9.8,2.0,2.65,2.0,No
37.0,97.0,415.0,0.0,0.0,0.0,146.0,121.0,24.82,203.0,141.0,17.26,151.8,120.0,6.83,13.3,2.0,3.59,1.0,No
1.0,117.0,415.0,0.0,0.0,0.0,198.5,75.0,33.75,179.8,92.0,15.28,234.1,119.0,10.53,10.6,6.0,2.86,0.0,No
26.0,142.0,415.0,0.0,1.0,22.0,198.3,144.0,33.71,157.2,96.0,13.36,180.9,114.0,8.14,11.1,4.0,3.0,2.0,No
34.0,112.0,510.0,0.0,0.0,0.0,172.1,73.0,29.26,228.0,136.0,19.38,269.4,96.0,12.12,14.1,3.0,3.81,2.0,No
10.0,185.0,510.0,0.0,1.0,31.0,189.8,126.0,32.27,163.3,133.0,13.88,264.8,126.0,11.92,7.5,3.0,2.03,1.0,No
50.0,225.0,415.0,0.0,0.0,0.0,182.7,142.0,31.06,246.5,63.0,20.95,218.0,103.0,9.81,8.8,2.0,2.38,1.0,No
31.0,66.0,415.0,0.0,1.0,16.0,174.7,92.0,29.7,232.1,105.0,19.73,305.4,98.0,13.74,8.9,2.0,2.4,1.0,No
0.0,146.0,510.0,1.0,0.0,0.0,133.0,65.0,22.61,262.8,93.0,22.34,214.3,128.0,9.64,11.2,3.0,3.02,1.0,No
48.0,63.0,510.0,0.0,1.0,34.0,152.2,119.0,25.87,227.1,91.0,19.3,195.7,103.0,8.81,12.3,5.0,3.32,1.0,No
10.0,18.0,408.0,0.0,0.0,0.0,197.0,97.0,33.49,203.7,107.0,17.31,202.0,105.0,9.09,8.7,3.0,2.35,3.0,No
5.0,66.0,408.0,0.0,1.0,40.0,141.7,87.0,24.09,268.3,89.0,22.81,241.3,68.0,10.86,8.5,7.0,2.3,0.0,No
35.0,127.0,408.0,0.0,0.0,0.0,139.6,94.0,23.73,240.9,112.0,20.48,127.1,88.0,5.72,8.8,4.0,2.38,2.0,No
33.0,180.0,510.0,0.0,0.0,0.0,139.0,96.0,23.63,224.9,64.0,19.12,170.8,118.0,7.69,15.7,5.0,4.24,2.0,No
17.0,88.0,415.0,0.0,0.0,0.0,148.2,82.0,25.19,308.7,67.0,26.24,235.4,79.0,10.59,6.4,4.0,1.73,2.0,No
43.0,1.0,415.0,0.0,0.0,0.0,182.1,106.0,30.96,134.9,106.0,11.47,152.3,75.0,6.85,10.0,3.0,2.7,5.0,Yes
35.0,65.0,408.0,0.0,0.0,0.0,187.9,116.0,31.94,157.6,117.0,13.4,227.3,86.0,10.23,7.5,6.0,2.03,1.0,No
5.0,81.0,408.0,0.0,0.0,0.0,115.3,99.0,19.6,224.7,117.0,19.1,152.5,98.0,6.86,18.0,2.0,4.86,1.0,No
21.0,53.0,510.0,0.0,1.0,22.0,174.8,110.0,29.72,191.4,104.0,16.27,119.5,103.0,5.38,12.0,2.0,3.24,3.0,No
39.0,106.0,510.0,1.0,0.0,0.0,204.0,84.0,34.68,168.5,61.0,14.32,164.0,102.0,7.38,13.3,3.0,3.59,3.0,Yes
39.0,123.0,415.0,0.0,1.0,27.0,218.7,79.0,37.18,163.4,78.0,13.89,173.8,116.0,7.82,15.0,1.0,4.05,0.0,No
0.0,52.0,408.0,0.0,0.0,0.0,217.0,104.0,36.89,152.3,83.0,12.95,134.3,109.0,6.04,11.8,4.0,3.19,2.0,No
3.0,62.0,408.0,0.0,1.0,42.0,137.3,95.0,23.34,184.2,94.0,15.66,231.4,70.0,10.41,10.2,3.0,2.75,0.0,No
16.0,137.0,415.0,0.0,1.0,19.0,175.3,96.0,29.8,241.3,146.0,20.51,211.4,109.0,9.51,7.8,2.0,2.11,0.0,No
16.0,84.0,415.0,0.0,0.0,0.0,225.9,86.0,38.4,275.6,105.0,23.43,201.4,108.0,9.06,14.3,3.0,3.86,3.0,Yes
0.0,112.0,510.0,0.0,0.0,0.0,172.7,112.0,29.36,244.5,83.0,20.78,242.3,68.0,10.9,4.1,1.0,1.11,0.0,No
1.0,141.0,408.0,0.0,0.0,0.0,242.8,90.0,41.28,234.1,80.0,19.9,211.5,104.0,9.52,6.0,3.0,1.62,5.0,No
49.0,80.0,415.0,0.0,1.0,38.0,236.6,69.0,40.22,197.5,68.0,16.79,209.5,102.0,9.43,9.5,10.0,2.57,2.0,No
30.0,75.0,510.0,0.0,0.0,0.0,226.1,105.0,38.44,201.5,107.0,17.13,246.2,98.0,11.08,10.3,5.0,2.78,1.0,No
7.0,76.0,415.0,0.0,0.0,0.0,224.4,121.0,38.15,147.9,97.0,12.57,183.8,74.0,8.27,6.7,2.0,1.81,2.0,No
30.0,139.0,510.0,0.0,0.0,0.0,221.3,140.0,37.62,157.8,89.0,13.41,192.5,89.0,8.66,11.3,6.0,3.05,1.0,No
15.0,100.0,415.0,0.0,1.0,33.0,218.7,104.0,37.18,155.0,144.0,13.18,99.0,117.0,4.46,12.1,4.0,3.27,1.0,No
1.0,71.0,415.0,0.0,0.0,0.0,103.3,103.0,17.56,138.5,79.0,11.77,164.8,98.0,7.42,9.0,2.0,2.43,2.0,No
41.0,209.0,415.0,0.0,0.0,0.0,227.2,128.0,38.62,258.4,92.0,21.96,183.5,74.0,8.26,8.9,4.0,2.4,3.0,No
24.0,120.0,408.0,0.0,0.0,0.0,121.0,139.0,20.57,270.4,121.0,22.98,141.0,90.0,6.35,5.3,8.0,1.43,1.0,No
49.0,173.0,415.0,0.0,0.0,0.0,191.4,114.0,32.54,168.5,138.0,14.32,109.3,99.0,4.92,10.3,3.0,2.78,1.0,No
11.0,108.0,415.0,0.0,0.0,0.0,291.6,99.0,49.57,221.1,93.0,18.79,229.2,110.0,10.31,14.0,9.0,3.78,2.0,Yes
9.0,161.0,415.0,1.0,0.0,0.0,156.1,114.0,26.54,180.3,63.0,15.33,179.6,115.0,8.08,11.1,9.0,3.0,2.0,No
24.0,66.0,415.0,0.0,1.0,36.0,106.7,76.0,18.14,209.8,77.0,17.83,190.4,117.0,8.57,12.1,2.0,3.27,1.0,No
28.0,180.0,415.0,0.0,0.0,0.0,224.9,105.0,38.23,250.0,101.0,21.25,216.1,73.0,9.72,6.7,5.0,1.81,3.0,Yes
35.0,69.0,415.0,0.0,0.0,0.0,229.2,111.0,38.96,165.3,104.0,14.05,235.1,80.0,10.58,5.2,5.0,1.4,1.0,No
8.0,60.0,510.0,0.0,0.0,0.0,230.7,66.0,39.22,165.4,65.0,14.06,309.1,139.0,13.91,13.3,10.0,3.59,1.0,No
24.0,196.0,415.0,0.0,0.0,0.0,234.0,109.0,39.78,249.5,114.0,21.21,173.1,70.0,7.79,9.1,5.0,2.46,2.0,No
35.0,43.0,510.0,0.0,1.0,39.0,188.3,108.0,32.01,167.6,116.0,14.25,189.9,92.0,8.55,15.6,5.0,4.21,1.0,No
34.0,116.0,510.0,0.0,0.0,0.0,89.5,128.0,15.22,180.8,137.0,15.37,193.1,94.0,8.69,14.0,3.0,3.78,2.0,No
28.0,132.0,415.0,0.0,1.0,31.0,174.5,101.0,29.67,245.6,105.0,20.88,172.8,76.0,7.78,10.3,9.0,2.78,1.0,No
1.0,102.0,408.0,0.0,0.0,0.0,224.7,81.0,38.2,129.4,112.0,11.0,167.6,109.0,7.54,15.8,6.0,4.27,1.0,No
28.0,57.0,415.0,1.0,0.0,0.0,227.4,94.0,38.66,146.4,115.0,12.44,211.4,92.0,9.51,8.3,5.0,2.24,1.0,No
35.0,80.0,415.0,0.0,0.0,0.0,197.6,83.0,33.59,164.5,86.0,13.98,94.0,98.0,4.23,6.4,6.0,1.73,1.0,No
3.0,144.0,510.0,1.0,0.0,0.0,203.5,100.0,34.6,247.6,103.0,21.05,194.3,94.0,8.74,11.9,11.0,3.21,0.0,No
34.0,68.0,510.0,0.0,0.0,0.0,141.9,112.0,24.12,166.2,94.0,14.13,223.5,77.0,10.06,9.2,6.0,2.48,1.0,No
43.0,75.0,415.0,1.0,0.0,0.0,222.4,78.0,37.81,327.0,111.0,27.8,208.0,104.0,9.36,8.7,9.0,2.35,1.0,Yes
21.0,97.0,510.0,0.0,0.0,0.0,211.0,76.0,35.87,189.0,100.0,16.07,123.0,102.0,5.54,4.7,4.0,1.27,3.0,No
4.0,127.0,510.0,0.0,0.0,0.0,107.9,128.0,18.34,187.0,77.0,15.9,218.5,95.0,9.83,0.0,0.0,0.0,0.0,No
35.0,26.0,510.0,0.0,0.0,0.0,150.0,63.0,25.5,225.0,90.0,19.13,202.3,99.0,9.1,9.2,5.0,2.48,3.0,No
16.0,116.0,510.0,0.0,0.0,0.0,189.5,90.0,32.22,189.8,118.0,16.13,205.8,83.0,9.26,13.1,2.0,3.54,1.0,No
49.0,94.0,510.0,1.0,1.0,23.0,197.1,125.0,33.51,214.5,136.0,18.23,282.2,103.0,12.7,9.5,5.0,2.57,4.0,No
24.0,132.0,408.0,0.0,0.0,0.0,213.6,125.0,36.31,133.9,54.0,11.38,332.2,104.0,14.95,7.5,2.0,2.03,4.0,No
29.0,103.0,408.0,0.0,0.0,0.0,160.8,91.0,27.34,155.8,82.0,13.24,254.3,103.0,11.44,8.5,3.0,2.3,1.0,No
6.0,135.0,415.0,1.0,0.0,0.0,186.0,107.0,31.62,66.0,94.0,5.61,213.1,105.0,9.59,12.9,4.0,3.48,1.0,No
50.0,142.0,408.0,0.0,1.0,34.0,219.5,85.0,37.32,144.0,120.0,12.24,258.2,84.0,11.62,7.0,3.0,1.89,1.0,No
1.0,131.0,415.0,0.0,1.0,25.0,192.7,85.0,32.76,225.9,105.0,19.2,254.2,59.0,11.44,10.9,6.0,2.94,2.0,No
39.0,94.0,415.0,0.0,0.0,0.0,142.3,50.0,24.19,231.5,142.0,19.68,205.6,79.0,9.25,5.5,3.0,1.49,1.0,No
31.0,115.0,510.0,0.0,0.0,0.0,156.8,104.0,26.66,264.7,84.0,22.5,249.0,112.0,11.21,7.4,8.0,2.0,0.0,No
22.0,112.0,510.0,0.0,0.0,0.0,243.4,77.0,41.38,182.1,97.0,15.48,259.2,94.0,11.66,12.8,2.0,3.46,1.0,No
36.0,89.0,510.0,0.0,0.0,0.0,303.9,95.0,51.66,260.9,114.0,22.18,312.1,89.0,14.04,5.3,3.0,1.43,1.0,Yes
44.0,161.0,510.0,1.0,0.0,0.0,194.2,106.0,33.01,249.4,105.0,21.2,254.9,129.0,11.47,12.9,1.0,3.48,1.0,Yes
29.0,194.0,408.0,0.0,0.0,0.0,48.4,101.0,8.23,281.1,138.0,23.89,218.5,87.0,9.83,18.2,1.0,4.91,1.0,No
19.0,36.0,415.0,0.0,0.0,0.0,140.4,117.0,23.87,204.5,121.0,17.38,251.3,79.0,11.31,8.7,4.0,2.35,2.0,No
50.0,164.0,510.0,0.0,0.0,0.0,160.6,111.0,27.3,163.2,126.0,13.87,187.1,112.0,8.42,9.0,3.0,2.43,1.0,No
28.0,160.0,510.0,0.0,0.0,0.0,121.8,97.0,20.71,89.3,97.0,7.59,150.7,92.0,6.78,10.3,5.0,2.78,1.0,No
16.0,33.0,415.0,0.0,0.0,0.0,228.1,77.0,38.78,176.3,102.0,14.99,224.5,119.0,10.1,7.5,1.0,2.03,0.0,No
35.0,133.0,408.0,1.0,0.0,0.0,254.7,103.0,43.3,252.2,80.0,21.44,178.1,103.0,8.01,8.0,3.0,2.16,0.0,Yes
38.0,101.0,415.0,0.0,0.0,0.0,206.6,105.0,35.12,224.9,117.0,19.12,249.9,100.0,11.25,14.6,3.0,3.94,0.0,No
45.0,113.0,415.0,0.0,1.0,23.0,149.0,104.0,25.33,235.8,67.0,20.04,201.8,76.0,9.08,9.5,5.0,2.57,4.0,No
13.0,101.0,415.0,0.0,0.0,0.0,202.5,91.0,34.43,142.5,134.0,12.11,219.6,102.0,9.88,10.1,4.0,2.73,3.0,No
48.0,143.0,510.0,0.0,0.0,0.0,194.3,99.0,33.03,123.6,133.0,10.51,229.5,99.0,10.33,10.2,2.0,2.75,2.0,No
35.0,123.0,510.0,0.0,0.0,0.0,222.4,90.0,37.81,286.3,104.0,24.34,300.8,95.0,13.54,9.9,3.0,2.67,2.0,Yes
19.0,103.0,415.0,0.0,0.0,0.0,185.0,117.0,31.45,223.3,94.0,18.98,222.8,91.0,10.03,12.6,2.0,3.4,2.0,No
6.0,40.0,510.0,1.0,0.0,0.0,220.8,100.0,37.54,265.7,106.0,22.58,212.8,94.0,9.58,6.4,3.0,1.73,0.0,No
47.0,81.0,415.0,0.0,0.0,0.0,183.6,116.0,31.21,152.6,98.0,12.97,212.2,99.0,9.55,12.2,6.0,3.29,3.0,No
8.0,87.0,510.0,0.0,0.0,0.0,256.2,105.0,43.55,160.7,102.0,13.66,249.4,80.0,11.22,7.4,2.0,2.0,4.0,No
22.0,67.0,510.0,0.0,1.0,35.0,245.4,89.0,41.72,148.2,102.0,12.6,274.0,136.0,12.33,7.5,6.0,2.03,1.0,No
23.0,79.0,510.0,0.0,0.0,0.0,121.3,112.0,20.62,282.8,107.0,24.04,123.1,83.0,5.54,7.4,4.0,2.0,1.0,No
17.0,38.0,408.0,0.0,1.0,36.0,115.4,98.0,19.62,166.2,83.0,14.13,184.7,79.0,8.31,15.2,6.0,4.1,2.0,No
3.0,92.0,415.0,1.0,1.0,45.0,281.1,88.0,47.79,198.0,103.0,16.83,94.3,76.0,4.24,7.5,3.0,2.03,0.0,No
38.0,135.0,415.0,0.0,1.0,46.0,172.6,77.0,29.34,203.4,102.0,17.29,264.2,108.0,11.89,10.4,2.0,2.81,1.0,No
39.0,115.0,408.0,0.0,0.0,0.0,147.9,109.0,25.14,228.4,117.0,19.41,299.7,90.0,13.49,9.6,9.0,2.59,3.0,No
10.0,111.0,408.0,1.0,0.0,0.0,177.1,102.0,30.11,249.1,102.0,21.17,153.3,66.0,6.9,8.8,4.0,2.38,2.0,No
34.0,157.0,415.0,0.0,0.0,0.0,224.5,111.0,38.17,200.7,99.0,17.06,116.6,118.0,5.25,11.5,2.0,3.11,2.0,No
34.0,115.0,510.0,0.0,1.0,16.0,133.3,110.0,22.66,185.7,111.0,15.78,161.5,113.0,7.27,5.6,4.0,1.51,2.0,No
49.0,79.0,415.0,0.0,0.0,0.0,222.3,99.0,37.79,146.2,82.0,12.43,275.6,82.0,12.4,8.9,4.0,2.4,3.0,No
21.0,131.0,510.0,1.0,1.0,26.0,292.9,101.0,49.79,199.7,97.0,16.97,255.3,127.0,11.49,13.8,7.0,3.73,4.0,Yes
26.0,101.0,415.0,0.0,0.0,0.0,154.4,130.0,26.25,217.2,101.0,18.46,185.4,52.0,8.34,13.9,4.0,3.75,1.0,No
44.0,96.0,408.0,0.0,1.0,26.0,145.8,108.0,24.79,192.2,89.0,16.34,165.1,96.0,7.43,9.9,2.0,2.67,1.0,No
5.0,135.0,408.0,0.0,0.0,0.0,129.4,104.0,22.0,199.0,96.0,16.92,142.4,81.0,6.41,12.3,4.0,3.32,1.0,No
13.0,68.0,415.0,0.0,0.0,0.0,186.5,108.0,31.71,190.2,107.0,16.17,187.8,103.0,8.45,11.0,5.0,2.97,1.0,No
42.0,139.0,510.0,0.0,0.0,0.0,196.9,58.0,33.47,137.1,91.0,11.65,216.6,101.0,9.75,9.8,3.0,2.65,1.0,No
5.0,98.0,408.0,0.0,0.0,0.0,236.2,122.0,40.15,189.4,110.0,16.1,153.6,104.0,6.91,13.3,4.0,3.59,0.0,No
25.0,78.0,408.0,0.0,0.0,0.0,108.6,108.0,18.46,209.9,126.0,17.84,222.6,117.0,10.02,7.9,5.0,2.13,1.0,Yes
11.0,71.0,415.0,0.0,0.0,0.0,119.9,108.0,20.38,240.7,82.0,20.46,151.1,124.0,6.8,8.1,7.0,2.19,3.0,No
34.0,140.0,415.0,0.0,0.0,0.0,235.5,81.0,40.04,257.2,130.0,21.86,103.1,111.0,4.64,11.5,4.0,3.11,2.0,No
13.0,83.0,415.0,1.0,1.0,32.0,94.7,111.0,16.1,154.4,98.0,13.12,200.4,109.0,9.02,10.6,6.0,2.86,2.0,No
48.0,78.0,408.0,0.0,0.0,0.0,87.0,102.0,14.79,193.6,64.0,16.46,205.8,120.0,9.26,11.0,5.0,2.97,0.0,No
8.0,50.0,510.0,0.0,1.0,39.0,147.3,75.0,25.04,244.8,74.0,20.81,216.9,101.0,9.76,13.2,3.0,3.56,2.0,No
19.0,122.0,408.0,0.0,1.0,29.0,195.4,83.0,33.22,268.2,93.0,22.8,168.0,95.0,7.56,8.4,6.0,2.27,3.0,No
5.0,128.0,510.0,0.0,0.0,0.0,199.3,86.0,33.88,194.8,102.0,16.56,298.2,82.0,13.42,14.3,2.0,3.86,4.0,No
27.0,114.0,408.0,0.0,0.0,0.0,193.0,101.0,32.81,250.0,81.0,21.25,133.3,79.0,6.0,9.6,2.0,2.59,2.0,No
13.0,128.0,408.0,0.0,0.0,0.0,125.2,99.0,21.28,205.4,107.0,17.46,254.4,111.0,11.45,18.9,2.0,5.1,0.0,No
45.0,78.0,415.0,1.0,1.0,20.0,252.8,102.0,42.98,217.6,105.0,18.5,107.3,93.0,4.83,11.2,3.0,3.02,0.0,No
15.0,160.0,510.0,0.0,1.0,33.0,137.0,100.0,23.29,203.5,82.0,17.3,218.7,64.0,9.84,5.8,4.0,1.57,2.0,No
8.0,125.0,408.0,0.0,0.0,0.0,126.7,108.0,21.54,206.0,90.0,17.51,247.8,114.0,11.15,13.3,7.0,3.59,1.0,No
2.0,5.0,415.0,0.0,0.0,0.0,199.2,106.0,33.86,187.3,12.0,15.92,214.0,85.0,9.63,13.3,3.0,3.59,3.0,No
49.0,123.0,415.0,0.0,0.0,0.0,175.7,78.0,29.87,184.6,96.0,15.69,156.9,92.0,7.06,9.1,2.0,2.46,2.0,No
50.0,114.0,415.0,0.0,0.0,0.0,178.3,86.0,30.31,176.5,99.0,15.0,187.1,83.0,8.42,13.8,2.0,3.73,1.0,No
21.0,130.0,408.0,0.0,0.0,0.0,176.3,140.0,29.97,201.0,104.0,17.09,161.9,123.0,7.29,11.3,5.0,3.05,1.0,No
20.0,62.0,408.0,0.0,0.0,0.0,321.1,105.0,54.59,265.5,122.0,22.57,180.5,72.0,8.12,11.5,2.0,3.11,4.0,Yes
46.0,86.0,415.0,0.0,1.0,34.0,129.4,102.0,22.0,267.1,104.0,22.7,154.8,100.0,6.97,9.3,16.0,2.51,0.0,No
8.0,78.0,408.0,0.0,0.0,0.0,139.2,140.0,23.66,191.4,113.0,16.27,286.5,125.0,12.89,11.8,3.0,3.19,3.0,No
29.0,67.0,415.0,0.0,1.0,41.0,174.7,86.0,29.7,160.6,93.0,13.65,155.3,108.0,6.99,13.4,1.0,3.62,0.0,No
20.0,204.0,510.0,0.0,0.0,0.0,205.2,145.0,34.88,154.8,95.0,13.16,191.4,77.0,8.61,14.1,5.0,3.81,3.0,No
28.0,128.0,408.0,0.0,0.0,0.0,102.5,87.0,17.43,177.2,97.0,15.06,226.0,119.0,10.17,8.7,5.0,2.35,1.0,No
44.0,124.0,510.0,0.0,0.0,0.0,234.2,110.0,39.81,199.0,121.0,16.92,246.4,135.0,11.09,7.1,4.0,1.92,0.0,No
35.0,86.0,415.0,0.0,1.0,29.0,225.4,79.0,38.32,187.1,112.0,15.9,281.1,112.0,12.65,12.9,3.0,3.48,1.0,No
28.0,177.0,408.0,0.0,0.0,0.0,189.5,99.0,32.22,176.3,117.0,14.99,225.9,112.0,10.17,14.2,2.0,3.83,1.0,No
26.0,74.0,415.0,0.0,0.0,0.0,162.7,102.0,27.66,292.0,105.0,24.82,183.3,80.0,8.25,8.7,6.0,2.35,0.0,No
47.0,112.0,415.0,0.0,0.0,0.0,158.1,107.0,26.88,181.5,101.0,15.43,200.3,126.0,9.01,8.3,7.0,2.24,1.0,No
50.0,91.0,415.0,0.0,0.0,0.0,34.5,85.0,5.87,192.3,80.0,16.35,256.3,71.0,11.53,7.9,7.0,2.13,0.0,No
50.0,119.0,408.0,0.0,0.0,0.0,121.4,95.0,20.64,230.9,81.0,19.63,163.6,103.0,7.36,13.8,4.0,3.73,2.0,No
7.0,87.0,415.0,0.0,1.0,18.0,124.3,104.0,21.13,196.1,80.0,16.67,290.0,110.0,13.05,7.2,3.0,1.94,1.0,No
28.0,27.0,415.0,0.0,0.0,0.0,227.4,67.0,38.66,248.0,115.0,21.08,61.4,109.0,2.76,7.8,6.0,2.11,1.0,No
17.0,89.0,408.0,0.0,0.0,0.0,192.1,83.0,32.66,163.6,88.0,13.91,169.7,138.0,7.64,6.1,3.0,1.65,0.0,No
49.0,75.0,415.0,0.0,0.0,0.0,111.7,121.0,18.99,237.3,119.0,20.17,253.5,110.0,11.41,13.1,6.0,3.54,1.0,No
2.0,57.0,415.0,0.0,1.0,23.0,208.7,57.0,35.48,233.4,132.0,19.84,108.8,117.0,4.9,9.1,5.0,2.46,1.0,No
50.0,116.0,415.0,0.0,1.0,42.0,280.4,95.0,47.67,174.4,101.0,14.82,190.0,65.0,8.55,9.9,1.0,2.67,3.0,No
26.0,100.0,415.0,0.0,0.0,0.0,96.5,86.0,16.41,210.2,133.0,17.87,146.4,106.0,6.59,12.5,3.0,3.38,1.0,Yes
27.0,149.0,510.0,0.0,0.0,0.0,207.3,115.0,35.24,198.4,82.0,16.86,114.1,83.0,5.13,8.6,4.0,2.32,1.0,No
21.0,137.0,510.0,0.0,0.0,0.0,110.5,79.0,18.79,223.2,111.0,18.97,169.5,64.0,7.63,10.5,3.0,2.84,3.0,No
34.0,77.0,510.0,0.0,0.0,0.0,124.1,92.0,21.1,214.9,131.0,18.27,241.3,132.0,10.86,13.7,3.0,3.7,0.0,No
19.0,69.0,510.0,0.0,0.0,0.0,195.1,91.0,33.17,261.5,57.0,22.23,203.8,90.0,9.17,11.4,5.0,3.08,0.0,No
30.0,97.0,408.0,0.0,1.0,32.0,90.0,87.0,15.3,276.3,113.0,23.49,185.2,107.0,8.33,8.6,6.0,2.32,2.0,Yes
19.0,98.0,510.0,0.0,0.0,0.0,271.4,119.0,46.14,190.4,102.0,16.18,284.7,118.0,12.81,11.1,6.0,3.0,4.0,Yes
48.0,62.0,415.0,0.0,0.0,0.0,86.3,84.0,14.67,238.7,99.0,20.29,238.4,79.0,10.73,12.5,1.0,3.38,2.0,No
15.0,76.0,415.0,0.0,1.0,35.0,273.7,94.0,46.53,153.3,101.0,13.03,259.0,109.0,11.66,3.8,3.0,1.03,0.0,No
33.0,90.0,415.0,0.0,0.0,0.0,203.4,146.0,34.58,226.7,117.0,19.27,152.4,105.0,6.86,7.3,4.0,1.97,1.0,No
