spid,commeqta,llploans,costtoincome,roe,liqassta,size,target
136722,0.125444,0.034163,0.697622,0.381484,0.292464,15.889572,good
239624,0.029244,0.000724,0.3863,0.105032,0.512361,18.934156,very_bad
136484,0.067734,0.017673,0.634248,-0.091123,0.559702,16.655629,average
183564,0.054132,0.001139,0.536947,0.075789,0.739818,18.657105,very_bad
127696,0.065386,0.002662,0.568035,0.054792,0.463358,18.393092,very_bad
352427,0.2365,0.018188,0.39267,0.111174,0.155475,11.602835,very_good
318124,0.10054,0.013005,1.092728,-0.09082,0.585616,18.328784,average
181376,0.108954,0.022105,0.364365,0.034704,0.065826,18.230431,excellent
292548,0.06284,0.016169,0.70966,-0.012982,0.111995,16.214611,very_good
199823,0.151035,0.008148,0.240762,0.231831,0.604159,16.162529,average
333573,0.032282,0.02891,0.452845,-0.020922,0.40298,17.1545,excellent
337892,0.06581,0.013962,1.610289,0.151272,0.170584,16.789761,outstanding
258529,0.223416,0.069409,0.585933,-0.021312,0.25619,19.354583,below_average
165337,0.014272,0.012448,0.845688,0.093821,0.033975,16.147915,excellent
162229,0.149551,0.011419,1.636103,-0.110585,0.034131,16.976701,outstanding
243436,0.07345,0.014062,0.62276,0.189038,0.169531,15.893908,very_good
133271,0.029535,0.004311,0.546262,0.136975,0.0268,20.128442,bad
209543,0.030425,0.007925,0.405726,0.253332,0.078463,18.444632,excellent
139659,0.07763,0.03004,0.590185,0.001395,0.288724,15.851522,excellent
329218,0.227394,0.026923,0.611802,-0.074074,0.128653,12.157654,very_good
210476,0.068974,0.04375,0.595945,-0.006497,0.129777,18.730741,good
125407,0.135601,0.038415,0.545885,0.072937,0.306291,18.712572,good
112087,0.095398,0.036008,1.384486,0.351007,0.778466,15.918266,above_average
184282,0.100658,0.001975,0.712164,0.167292,0.13143,16.757596,good
147592,0.035003,0.026142,0.892184,0.185272,0.055755,19.094094,excellent
233730,0.158588,0.016268,0.771049,0.166467,0.315031,19.257085,below_average
355655,0.078261,0.002271,0.24748,0.077894,0.432022,19.042561,very_bad
268434,0.087628,0.0006,0.707674,0.073254,0.680808,18.413317,very_bad
253818,0.065801,0.011325,0.683301,0.229259,0.124018,17.516731,excellent
391845,0.096861,0.003825,0.551056,0.16008,0.412396,15.935093,bad
367691,0.139037,0.026941,0.645634,0.047918,0.328704,17.453848,below_average
303791,0.219848,0.000423,0.75471,0.020673,0.167598,15.200236,very_good
168709,0.127083,0.039038,1.089401,-0.03531,0.026715,16.431388,outstanding
357486,0.260163,0.047954,0.677892,0.158868,0.229503,19.07406,below_average
134034,0.111242,0.043474,1.628247,0.005533,0.124876,16.877156,outstanding
244991,0.18183,0.041591,0.615764,0.090951,0.269414,16.134089,below_average
277717,0.050984,0.006627,1.176479,0.229262,0.293064,17.115976,average
303939,0.089095,0.007415,0.574362,-0.017113,0.137461,14.800619,very_good
228629,0.16168,0.016382,0.884036,0.165046,0.502044,18.234787,average
319269,0.055918,0.043216,1.47377,0.11847,0.106602,16.17595,outstanding
278292,0.11217,0.02929,2.228496,0.01942,0.197088,17.005311,outstanding
363865,0.188858,0.013418,0.577111,0.070538,0.059054,16.682646,very_good
387788,0.118522,0.014766,0.968664,-0.021996,0.568904,17.030679,average
232769,0.06514,0.001781,0.614428,0.086519,0.549343,18.637024,very_bad
241106,0.146185,0.080679,0.402412,0.128842,0.566463,17.326357,above_average
121877,0.143177,0.011396,0.317938,0.152376,0.245605,16.778429,poor
366812,0.084717,0.007536,0.767823,0.072031,0.064305,11.358875,very_good
345023,0.009217,0.007568,0.645747,0.25141,0.376754,18.558547,average
397160,0.080673,0.012876,0.573755,0.113897,0.399227,18.151502,below_average
189340,0.039935,0.026016,0.378317,0.014854,0.157638,16.622111,excellent
156012,0.148156,0.000263,0.325364,-0.048781,0.304479,21.059132,average
164041,0.119,0.051265,0.716677,0.003385,0.368943,17.690418,above_average
294212,0.044432,0.025192,0.421164,-0.005858,0.127781,17.528118,excellent
325145,0.143244,0.021963,0.635807,0.043725,0.216927,12.747354,very_good
135110,0.158612,0.045932,1.325328,-0.107384,0.063809,16.793587,outstanding
122998,0.047853,0.015269,0.371953,0.15225,0.156192,16.501496,very_good
100639,0.058175,0.04488,0.840766,0.014987,0.031094,15.905531,outstanding
261212,0.150168,0.00215,0.20829,-0.038639,0.371964,20.451534,poor
367595,0.04569,0.000905,0.273296,0.13875,0.069549,16.494914,poor
349045,0.139012,0.009672,0.42411,-0.022413,0.138277,17.676261,good
100868,0.094467,0.002301,0.686616,0.177599,0.234407,18.775424,bad
330151,0.086447,0.012675,1.172454,0.046735,0.163954,16.457041,outstanding
146495,0.144423,0.006175,0.766709,-0.086709,0.147995,16.032089,very_good
345396,0.014328,0.040397,0.916882,-0.002235,0.261306,19.123211,excellent
337036,0.073874,0.006958,0.505849,0.054434,0.13044,15.624099,excellent
267752,0.016315,0.003775,0.70031,0.146101,0.139216,17.184894,excellent
212913,0.096794,0.042114,0.368179,0.024441,0.088242,20.184878,below_average
320296,0.100836,0.039103,0.951554,-0.249506,0.312706,15.336431,above_average
115855,0.126115,0.001829,0.472301,0.066305,0.449755,17.485246,poor
203068,0.293556,0.011304,0.530654,-0.006141,0.193625,12.115573,very_good
291434,0.028369,0.001935,0.324445,0.110838,0.275452,18.940254,very_bad
175772,0.051797,0.008231,0.602406,0.076447,0.245056,16.421862,bad
108722,0.272984,0.011249,0.501124,0.068711,0.204021,13.674756,very_good
134054,0.110749,0.028798,0.456343,0.008411,0.42863,15.883001,excellent
153987,0.088445,0.002192,0.37862,0.108572,0.737383,18.890641,very_bad
233707,0.025097,0.00115,0.448962,0.107705,0.550327,18.882745,very_bad
340991,0.102988,0.056723,0.807812,0.066045,0.355923,17.632054,good
397034,0.038663,0.006361,0.658929,0.075839,0.202924,15.850705,bad
145174,0.161745,0.033171,1.01434,-0.138857,0.199014,16.537053,outstanding
202367,0.118066,0.046032,0.794839,0.293856,0.059752,16.919933,good
149796,0.039502,0.034952,0.876709,-0.002916,0.334728,15.497919,excellent
264377,0.198827,-0.000127,0.778769,-0.060286,0.07698,14.270172,very_good
295641,0.129321,0.006414,0.513515,-0.034704,0.31975,15.835419,below_average
129700,0.047637,0.000795,0.380441,0.003023,0.113929,18.592089,poor
343874,0.094188,0.044535,0.810681,-0.185613,0.120231,16.561871,outstanding
161344,0.150989,0.017549,0.256595,0.135883,0.214657,18.385882,average
185726,0.250587,0.06707,0.549125,0.072782,0.131396,17.048947,below_average
267809,0.142633,0.004951,0.235087,0.058641,0.596056,19.895014,average
269615,0.111987,0.017461,0.923103,-0.212528,0.070858,15.874985,outstanding
237370,0.132276,0.018131,0.939521,0.153335,0.064518,18.755353,above_average
280986,0.06557,0.006412,0.479419,0.151186,0.422827,18.362276,bad
107000,0.037535,0.002142,0.271867,0.169242,0.17398,19.084242,poor
295689,0.094881,0.021024,1.558865,-0.001204,0.128546,16.175388,outstanding
250318,0.093071,0.02069,1.510498,-0.103869,0.037089,15.930579,outstanding
300339,0.084686,0.003433,0.654618,0.120019,0.151217,16.205221,bad
322886,0.127997,0.02214,1.031025,-0.159713,0.192103,16.989545,outstanding
344860,0.013496,0.074604,1.186406,-0.104565,0.281141,21.331826,above_average
269082,0.060602,0.077786,1.478791,-0.357569,0.604502,16.799749,above_average
228796,0.138013,0.000302,0.819224,-0.037241,0.341318,17.602044,poor
279418,0.074142,0.040414,0.56345,0.352631,0.422061,17.001944,good
381414,0.038157,0.011482,0.791571,0.209792,0.334481,19.070895,poor
191444,0.139992,0.00992,0.857813,0.105388,0.132597,18.289215,very_good
130320,0.062653,0.004069,0.869571,0.132791,0.154928,20.215456,poor
281900,0.145392,-0.001119,0.786321,0.034013,0.316783,17.135484,poor
101593,0.089824,0.00594,1.570773,-0.206026,0.719867,16.927791,above_average
376213,0.09949,0.00309,0.640923,0.201292,0.354603,19.189156,bad
210379,0.055608,0.002027,0.30697,0.079907,0.076356,16.694761,poor
127161,0.036007,0.000775,0.684955,0.11218,0.33998,18.014045,very_bad
225024,0.234634,0.001023,0.431416,0.04663,0.110067,18.002689,very_good
210954,0.12763,0.003664,1.064397,0.076854,0.134889,16.48235,average
290028,0.157394,0.011051,0.593994,0.104885,0.063912,16.499986,good
254161,0.016146,0.046401,0.533939,0.032897,0.302813,17.601186,good
386580,0.035709,0.005154,0.520265,0.051327,0.271112,19.787046,bad
222207,0.054878,0.033936,0.693411,0.126764,0.203329,17.346988,good
173053,0.245288,0.009417,0.571646,0.165587,0.058036,18.438903,below_average
131912,0.312928,0.016335,0.659116,0.015959,0.182083,14.86524,very_good
355413,0.050828,-0.001513,0.702086,0.203082,0.076948,20.311074,bad
367200,0.088992,0.088634,0.30709,-0.423102,0.775751,21.236436,above_average
250115,0.06651,0.001143,0.75838,0.080871,0.742406,18.831988,very_bad
301918,0.083466,0.001209,0.269192,0.054704,0.310557,19.054496,very_bad
137221,0.117058,0.000361,0.369063,0.040139,0.298003,16.548227,poor
240765,0.069675,0.001748,0.713855,0.11503,0.402886,21.078364,bad
228706,0.069366,0.003079,0.266071,0.082522,0.503208,18.075546,very_bad
117160,0.30599,0.023999,0.829564,0.159402,0.160345,12.422841,very_good
328832,0.093007,0.00092,0.611545,0.074814,0.266095,17.713028,bad
288116,0.073912,0.03271,0.638671,-0.462659,0.531477,15.436255,above_average
274951,0.156033,0.002563,0.777703,0.012343,0.439704,17.488984,average
174742,0.128274,0.006376,0.509687,0.114653,0.073289,16.328678,poor
207227,0.221271,0.022539,0.646367,-0.088601,0.138804,10.833307,very_good
107688,0.042431,0.02131,0.635467,0.068864,0.124829,18.854967,excellent
166016,0.09977,0.00064,0.329113,0.182588,0.140369,20.43795,poor
170090,0.047571,0.002628,0.514565,0.211144,0.122809,16.936211,bad
353837,0.138326,0.012258,0.691284,0.037353,0.053201,16.431369,outstanding
401640,0.188464,0.003448,0.755922,0.138167,0.133375,13.684546,very_good
389988,0.081906,0.002344,0.758823,0.112722,0.763985,18.022994,very_bad
274886,0.108796,0.012758,0.498577,0.233983,0.09065,18.178792,average
227244,0.103928,0.04345,0.949869,-0.085514,0.472881,19.701785,above_average
310517,0.259963,0.042607,0.739485,0.036953,0.457247,16.147499,below_average
117768,0.092185,0.007631,0.501636,0.097319,0.45763,16.731713,poor
168017,0.028169,0.021349,0.362276,0.16775,0.109021,16.688794,excellent
206772,0.128429,0.042855,2.373222,-0.174806,0.022233,16.602111,outstanding
322887,0.137914,0.013212,1.502365,0.243778,0.105346,19.808344,above_average
382382,0.019446,0.000767,0.813924,0.237613,0.509132,19.730635,above_average
287727,0.155767,-0.001052,0.26665,0.21791,0.43354,17.080316,poor
277177,0.045926,-0.000349,0.514801,0.117622,0.055544,18.570814,bad
325224,0.070737,0.000204,0.722319,0.175304,0.442875,19.472594,bad
396101,0.090409,0.024689,0.425523,0.076896,0.349498,18.500663,excellent
174030,0.264023,0.025131,0.789046,-0.071513,0.149765,15.086002,very_good
379360,0.069617,0.005046,0.476551,0.062343,0.063218,17.385064,bad
173309,0.111817,0.004084,0.420432,0.178991,0.079654,21.087159,below_average
117193,0.31158,0.02284,0.7511,0.089283,0.146763,18.361629,very_good
303037,0.316177,0.001212,0.54171,-0.081254,0.150597,13.256845,very_good
389024,0.079744,0.017908,0.593695,0.059195,0.083322,17.060896,very_good
367754,0.048608,0.005595,0.553768,0.136789,0.043412,19.031124,bad
101629,0.05678,0.003697,0.482003,0.168542,0.401444,19.24354,bad
224670,0.053439,0.031686,0.420005,0.032556,0.04565,18.237764,excellent
351648,0.073431,0.00052,0.504962,-0.005731,0.164233,17.445267,poor
395422,0.068913,0.036468,0.514484,0.226815,0.411756,18.276154,excellent
309777,0.027776,0.001579,0.357736,0.096657,0.188891,18.712224,very_bad
351573,0.142313,0.039536,2.02023,0.152163,0.056922,16.790625,outstanding
234009,0.135667,0.034516,0.674403,-0.040026,0.355515,18.145718,good
259408,0.135338,0.053287,0.393103,0.162591,0.112123,18.801348,good
179650,0.043331,0.003005,0.476522,0.104305,0.432989,17.398975,bad
251629,0.044783,0.047407,0.764172,0.253306,0.195038,19.396998,good
161007,0.056702,0.036495,0.455269,0.01133,0.296266,17.665234,excellent
165229,0.070812,0.039116,1.702506,-0.07217,0.097383,16.987587,outstanding
184516,0.166866,0.012274,0.826488,-0.04241,0.136196,16.821312,good
125487,0.092894,0.045683,0.74174,-0.322205,0.759224,16.558246,above_average
128068,0.164976,0.011251,0.688107,-0.056652,0.553773,17.333136,average
108294,0.014241,0.025444,0.807025,0.140208,0.149582,17.878675,excellent
259804,0.037515,0.001281,0.257849,0.069908,0.563957,18.787051,very_bad
148246,0.090127,0.00081,0.545366,0.067859,0.404874,19.006911,bad
134812,0.073345,0.001414,0.260071,0.086755,0.624704,19.117196,very_bad
133498,0.063028,0.003117,0.516208,0.167964,0.13106,21.185606,bad
245298,0.150172,0.014516,0.306887,0.207945,0.69212,21.2374,average
252860,0.089359,0.028244,0.674285,0.255794,0.442828,18.122104,excellent
198450,0.100767,0.005982,0.299397,0.154621,0.428692,16.970772,poor
313092,0.033112,0.046316,0.499251,0.173478,0.037742,18.054471,good
143020,0.150446,0.019032,0.897278,0.153337,0.052347,16.784371,very_good
190482,0.062991,0.000891,0.423397,0.104293,0.678821,18.71443,very_bad
104473,0.040931,0.087014,0.875882,-0.473052,0.096407,20.874623,above_average
327306,0.055152,0.00692,0.594067,0.220649,0.148976,15.967298,bad
371979,0.222454,0.025661,0.402233,0.074506,0.119011,14.680787,very_good
244133,0.050319,0.013003,0.69962,0.084895,0.405872,15.767178,good
123870,0.201352,0.023329,0.895873,0.151253,0.133579,17.218282,very_good
169485,0.094214,0.036088,0.696892,0.198951,0.281827,16.278594,excellent
170487,0.05818,-0.000517,0.712632,0.053683,0.33443,18.423916,bad
369082,0.038323,0.003072,0.686919,0.088796,0.729035,18.743032,very_bad
226157,0.038681,0.002213,0.300975,0.107744,0.542571,18.959029,very_bad
296432,0.067172,0.013822,0.689364,0.062576,0.405158,17.441384,excellent
247788,0.091616,0.010613,0.59435,0.201971,0.227832,16.75049,very_good
230197,0.168681,0.019644,0.794206,0.245227,0.205196,17.075866,good
181840,0.194233,0.021067,0.898634,0.148,0.100985,16.130485,very_good
312597,0.073879,0.006485,0.899278,0.099097,0.042939,16.349531,excellent
377813,0.140224,0.038069,0.506448,0.020644,0.085657,20.066593,below_average
273167,0.06574,0.074237,0.55931,-0.427906,0.119849,17.842594,above_average
197234,0.068909,0.000181,0.454848,0.203299,0.43628,19.089987,bad
111135,0.025587,0.010829,0.482049,0.029321,0.448804,17.226778,poor
273435,0.110856,0.020308,1.243606,-0.071188,0.149425,15.693781,outstanding
259084,0.150453,0.042915,2.202913,-0.039053,0.077917,16.926927,outstanding
134960,0.121557,0.010358,0.604605,0.085982,0.266845,15.867197,excellent
263500,0.025195,0.001863,0.513769,0.037098,0.152475,19.77569,poor
359932,0.0697,0.003256,0.490672,0.059512,0.084076,14.094918,very_good
176160,0.124441,0.039739,0.637573,0.335816,0.428606,18.710875,good
314620,0.093992,0.008132,0.539345,0.180142,0.042736,16.989733,bad
107306,0.027257,0.018539,0.424821,0.22673,0.331078,19.002153,good
393210,0.041768,0.001683,0.66279,0.08688,0.355297,18.428551,bad
169671,0.074772,0.007843,0.902664,0.179238,0.097079,17.777733,average
312871,0.053322,0.003353,0.389624,0.190295,0.450078,16.751188,below_average
131232,0.101993,0.032427,0.846714,0.097504,0.058535,16.734682,excellent
320663,0.073751,0.032735,1.262011,0.001503,0.089426,17.033143,outstanding
269612,0.126703,0.028068,0.570689,0.081864,0.232455,19.993013,below_average
332485,0.086324,0.002112,0.761945,0.107479,0.474712,18.207223,very_bad
130188,0.032432,0.07163,1.291714,0.459034,0.132645,15.836111,above_average
401087,0.168306,0.07064,0.566526,0.01845,0.451612,19.152668,below_average
106536,0.044917,0.003372,0.68129,0.121708,0.438249,19.968859,poor
103177,0.065824,0.009523,1.721945,-0.21561,0.052386,15.703725,outstanding
348643,0.03609,0.008829,0.173173,0.171869,0.474708,20.592065,poor
130650,0.075221,-5.3e-05,0.644908,0.111267,0.315732,15.814882,bad
321026,0.064441,0.046655,0.961429,0.035093,0.096924,16.782662,outstanding
205266,0.031069,0.007543,0.209728,0.18574,0.292615,19.129147,poor
144888,0.081314,0.025045,0.796201,-0.073124,0.151532,16.085901,outstanding
258704,0.02174,0.001368,0.735814,0.244852,0.470252,16.450116,excellent
232622,0.159378,0.014112,1.1569,-0.13921,0.085853,19.719616,average
121410,0.148158,0.037367,0.367841,0.293562,0.070545,17.703365,good
137394,0.068448,0.009827,0.963126,-0.078003,0.144796,16.484425,outstanding
201517,0.150167,0.0468,1.383244,0.024969,0.072999,15.916115,outstanding
224833,0.059496,0.017395,0.897349,-0.034596,0.351313,17.477994,average
299259,0.059399,0.001994,0.906782,0.097779,0.34131,16.688653,average
141340,0.072376,0.000119,0.788806,0.022036,0.288897,17.583836,below_average
299352,0.080692,0.003907,0.700734,0.159575,0.334178,16.036745,bad
179490,0.153577,0.005151,0.887828,0.101237,0.185482,18.793654,average
208361,0.204866,0.011383,0.36614,0.128649,0.226642,18.131372,very_good
194381,0.220976,0.04233,0.508176,0.019351,0.455204,15.772037,below_average
152237,0.136134,0.021658,0.881879,0.14483,0.108075,16.428598,outstanding
282989,0.113981,0.007675,0.500557,-0.10046,0.676571,18.768609,average
386456,0.123998,0.027438,2.362586,0.138753,0.035899,16.815232,outstanding
122092,0.109035,0.041201,0.292387,0.442239,0.608838,15.824025,above_average
271115,0.125038,0.042709,1.207875,0.044517,0.064667,15.958926,outstanding
107758,0.109317,0.035219,2.152375,-0.182319,0.055434,16.938614,outstanding
146388,0.159961,0.001783,0.390679,0.110921,0.620207,20.183433,average
201075,0.157539,0.005494,0.102452,0.143372,0.323093,18.858236,poor
207478,0.038011,0.002778,0.415175,0.065459,0.117682,18.791291,very_bad
393621,0.026019,0.059331,0.49183,0.143051,0.077651,17.955287,below_average
300106,0.169425,0.026161,0.454697,0.196116,0.190374,13.828396,very_good
165232,0.155466,0.006128,0.405657,0.121483,0.221456,12.838958,very_good
122390,0.175412,0.045391,0.414597,0.19379,0.349674,17.871449,good
346418,0.151589,0.003468,0.098217,0.011966,0.110358,17.749364,poor
289798,0.065397,0.000278,0.414307,0.123875,0.053037,19.229735,excellent
226851,0.049962,0.077574,0.917266,0.129628,0.370736,16.419478,above_average
175944,0.073572,0.022553,1.617339,-0.010117,0.107303,16.345137,outstanding
376535,0.089552,0.020366,0.389721,0.005416,0.323422,16.401369,excellent
351301,0.13421,0.008703,0.372704,0.133444,0.196161,14.424609,very_good
393828,0.143007,0.03062,0.856968,0.379703,0.167247,19.347578,good
126503,0.206371,0.036417,0.639445,0.108042,0.161477,20.266522,below_average
238510,0.137698,0.012295,1.19238,0.002084,0.160319,15.850767,outstanding
176074,0.205719,0.051294,0.575088,0.175656,0.265542,21.114056,below_average
117887,0.082024,0.073245,1.457854,-0.073885,0.072018,19.659874,above_average
111224,0.065114,0.027345,2.403951,-0.011529,0.132515,16.641386,outstanding
352182,0.105153,0.007862,0.801681,0.040548,0.401804,17.579667,poor
309114,0.122861,0.009802,0.494883,0.222638,0.465444,19.466018,average
310936,0.028619,0.008307,0.579812,0.111684,0.213892,15.659584,bad
313616,0.131148,0.034013,2.034519,0.010581,0.037125,15.767146,outstanding
380152,0.13777,0.040879,0.416454,0.181698,0.069079,15.988956,below_average
311755,0.09654,-0.000241,0.595633,0.237136,0.098576,20.397693,poor
241309,0.039541,0.00928,0.832415,0.173555,0.246116,20.456504,poor
314431,0.059333,0.004804,0.464659,0.151283,0.309528,16.943142,bad
256912,0.057101,0.007269,1.001036,0.165847,0.555172,17.895634,average
130397,0.037814,0.002115,0.696723,0.089987,0.595982,18.771245,very_bad
288485,0.026973,0.007597,0.669369,-0.003407,0.160991,17.73899,excellent
345396,0.039048,0.004819,0.416305,0.262792,0.313032,19.343586,good
193645,0.107782,0.017905,1.272957,-0.161977,0.201483,15.99047,outstanding
186130,0.058222,0.001784,0.464278,0.065425,0.238953,18.024156,very_bad
246653,0.088865,0.005146,0.705111,0.137478,0.150986,15.841247,very_good
347115,0.31718,0.028297,0.364912,-0.055617,0.189897,11.543622,very_good
331819,0.050037,0.007113,0.171006,0.157113,0.2183,20.595842,poor
259783,0.030248,0.073101,1.206354,0.129642,0.638228,15.615108,above_average
301285,0.062881,0.02261,0.677298,0.237272,0.261195,19.019741,good
346258,0.164492,0.009295,1.333803,0.430935,0.567281,18.450644,above_average
297894,0.22386,0.04077,0.472412,-0.057533,0.317305,19.773716,below_average
355932,0.09807,0.060285,1.179352,0.275544,0.319867,15.444413,above_average
374911,0.010323,0.000623,0.426321,0.033652,0.059176,18.935517,average
141947,0.078155,0.00154,0.323352,0.090572,0.381825,19.066743,very_bad
190141,0.113304,-0.001266,0.185535,-0.00992,0.348497,16.510289,poor
225071,0.070617,0.001885,0.595967,0.0809,0.634822,18.847091,very_bad
100420,0.131384,0.007771,0.325982,-0.047921,0.38025,16.308587,average
216841,0.130909,0.03955,0.35864,-0.020719,0.448152,16.100549,good
296255,0.116985,0.015312,0.748844,0.243639,0.133042,17.107188,excellent
399798,0.070844,0.007175,0.717242,0.198118,0.033609,19.079585,excellent
140634,0.161344,0.038166,1.840605,-0.123346,0.074188,16.835164,outstanding
399315,0.144956,0.000518,0.55322,0.15821,0.689032,18.046434,average
208681,0.129525,0.000289,0.935231,0.002704,0.636301,18.625651,average
194261,0.127166,0.003526,0.766847,-0.023708,0.23386,17.176155,good
227080,0.135066,0.005593,0.699395,0.146648,0.429938,18.666228,poor
171716,0.016509,0.038711,0.912522,-0.016686,0.175187,16.172206,excellent
269102,0.024143,0.000948,0.547427,-0.006452,0.38426,19.166647,excellent
194403,0.014542,0.004364,1.043034,0.216896,0.325926,16.142144,average
167708,0.091803,0.022935,1.041543,-0.075724,0.198452,17.044611,outstanding
365186,0.100171,0.006116,0.738346,0.237405,0.18157,19.106123,poor
127061,0.051858,0.017209,0.834244,-0.140717,0.331911,19.831153,average
218499,0.04771,0.013394,0.38464,0.142714,0.271031,18.171259,good
142034,0.029218,0.001681,0.567693,0.076863,0.147387,18.836761,very_bad
225012,0.262085,0.022077,0.50839,0.092089,0.057195,13.475803,very_good
127763,0.091022,0.007241,0.245759,-0.135716,0.643519,19.769761,average
312095,0.067408,0.001709,0.779501,-0.01596,0.277209,17.535992,average
302978,0.148014,0.035072,0.514497,0.346853,0.792077,20.215749,above_average
211812,0.137828,0.006721,0.522547,-0.084532,0.225307,14.260154,very_good
133623,0.081936,0.045835,0.553544,0.124608,0.314305,18.11799,good
372542,0.163023,0.043039,1.618924,-0.15028,0.068284,16.04658,outstanding
349326,0.05218,0.024766,0.507623,-0.031696,0.21231,11.696814,very_good
130697,0.055704,0.015994,1.032779,0.188369,0.200925,16.457051,average
210231,0.069893,0.021512,0.771969,0.046107,0.605404,17.812619,below_average
384869,0.019484,0.088186,0.457885,-0.197615,0.681169,21.392559,above_average
285019,0.033926,0.010456,0.515033,0.114794,0.320964,20.223638,below_average
123516,0.040357,0.008534,0.653706,-0.022773,0.336666,17.152753,poor
134377,0.256943,0.01933,0.806057,-0.093042,0.060233,11.187522,very_good
202795,0.096388,0.009282,0.701141,0.198059,0.188116,15.82101,good
349361,0.010034,0.050623,0.672559,0.427522,0.043461,18.725989,above_average
232307,0.016132,0.007659,1.018134,0.126504,0.746384,17.309768,above_average
265140,0.064037,0.005146,0.729027,0.269361,0.110831,16.770204,good
152017,0.085797,0.023625,1.420902,-0.079124,0.329241,21.24695,above_average
279932,0.037117,0.001465,0.611139,0.105971,0.180086,18.648099,very_bad
121843,0.030019,0.013564,0.787745,0.144035,0.459107,18.295592,excellent
166509,0.043255,0.012005,0.736282,0.164416,0.497501,18.439603,above_average
321722,0.008508,0.031187,0.999816,0.422435,0.210524,17.377891,above_average
329641,0.203335,0.006392,0.866876,0.027654,0.082335,15.439511,very_good
268323,0.081917,0.013764,0.588309,0.039964,0.076257,17.550331,excellent
223771,0.099829,0.057023,0.791465,0.132807,0.259818,18.371716,good
374153,0.080833,0.014707,0.70658,0.094868,0.153722,19.115701,average
123359,0.143977,0.036342,0.470896,0.069885,0.531634,17.2109,below_average
210415,0.071833,0.001339,0.712153,0.097478,0.504026,18.577522,very_bad
372405,0.303965,0.019593,0.371924,-0.093028,0.081961,10.914658,very_good
370879,0.155179,0.044057,1.782806,-0.002734,0.079928,16.443831,outstanding
381351,0.095491,0.088111,1.264223,-0.371308,0.60816,19.693128,above_average
189024,0.052836,0.00692,0.484634,0.227927,0.374665,15.874741,excellent
238674,0.029436,0.007277,0.659294,0.165312,0.449775,18.71602,bad
112212,0.032299,0.087885,1.093409,0.000684,0.376612,20.759588,above_average
342081,0.139066,0.016683,0.419964,0.238436,0.35704,17.196584,average
186828,0.075508,-0.00098,0.620102,0.215762,0.335034,17.584438,bad
274217,0.010628,0.016627,1.104183,0.069528,0.586366,20.527498,average
163571,0.05766,-0.000342,0.457437,0.180946,0.281859,16.660751,bad
125413,0.05331,0.030522,0.457953,0.093169,0.08567,17.717145,very_good
204530,0.065919,0.02172,0.746475,0.118972,0.131201,16.268516,excellent
392576,0.128432,0.06994,1.402916,-0.189091,0.351778,15.927119,above_average
253851,0.060797,0.010358,1.425207,-0.286678,0.415184,17.393718,above_average
125236,0.024271,0.006953,0.86453,0.152752,0.141497,19.688031,poor
141686,0.114904,0.014533,1.899514,-0.167632,0.123232,15.802693,outstanding
192190,0.037769,0.004588,0.636064,0.36962,0.060269,17.170151,good
184709,0.127925,0.045652,1.483774,0.004043,0.07338,16.769677,outstanding
296692,0.165411,0.032031,1.690727,-0.176831,0.079331,16.373507,outstanding
369410,0.05314,0.002182,0.618647,0.060596,0.767902,18.654504,very_bad
357260,0.011593,0.052724,1.008631,0.27277,0.122096,18.631759,above_average
324533,0.073729,0.038889,1.224163,0.102515,0.192773,15.806506,outstanding
401083,0.255292,0.005573,0.351509,0.05832,0.103203,15.4595,very_good
387700,0.128008,0.036876,1.468201,-0.071868,0.143924,17.031814,outstanding
273248,0.060704,0.029582,0.477896,-0.033223,0.196457,12.249037,very_good
215120,0.08025,0.013614,0.791392,-0.082402,0.495226,21.179698,average
213494,0.081998,0.00739,0.451631,0.038216,0.148242,19.537952,poor
105840,0.14524,0.091559,1.060945,0.430663,0.525806,16.288174,above_average
116526,0.170292,0.068383,0.588061,-0.022749,0.516004,16.011657,below_average
218423,0.092071,0.039926,0.629561,0.180157,0.097042,15.680709,excellent
141871,0.089072,0.005102,0.14506,0.111172,0.092366,18.730179,poor
364484,0.037808,0.001943,0.746484,0.073786,0.506865,19.17651,very_bad
343747,0.034402,0.001956,0.381587,0.111126,0.744095,18.647097,very_bad
347303,0.164975,0.052967,1.520862,-0.093835,0.608756,20.679323,above_average
267661,0.235978,0.015134,0.61077,0.092191,0.024276,18.287175,very_good
380917,0.064767,0.010445,0.168123,-0.020915,0.193864,16.99325,poor
106911,0.118675,0.014689,0.328989,0.09802,0.099456,17.854595,average
388724,0.161499,0.018048,0.600511,-0.042518,0.197062,17.380975,very_good
306560,0.160459,0.007639,0.745796,-0.083145,0.073381,15.82286,average
109719,0.032393,0.030507,0.678794,0.123547,0.547418,15.970034,below_average
378284,0.150316,0.010952,0.49452,-0.065388,0.368741,20.703148,average
387039,0.060408,0.085657,0.640004,0.275711,0.303856,20.146624,above_average
298813,0.062491,0.001081,0.466752,-0.018146,0.24851,18.752449,average
194073,0.038471,0.007544,0.759117,-0.08441,0.666684,19.198663,average
160766,0.064266,0.004996,0.586554,0.080446,0.03272,17.906217,bad
209046,0.082958,0.003738,1.082368,-0.072706,0.500738,17.317907,average
391617,0.02065,0.005022,0.647043,0.113532,0.053303,17.106262,bad
