left-weight,left-distance,right-weight,right-distance,target
5.0,2.100874638093822,5.0,4.0,N
4.0,3.0,4.0,3.667523399271056,N
2.991624340528114,1.0,5.0,2.0,N
5.0,2.0,5.0,1.2154678390201197,N
4.0,2.6283430760051996,3.0,1.0,P
2.0,3.0,3.7405393084865404,2.0,N
3.0,2.0,1.8617030047751066,4.0,P
5.0,4.435762098387525,2.0,5.0,P
1.0,4.0,4.120310673423309,5.0,N
3.0,2.0,3.1798797677634187,5.0,N
2.0,3.0,5.0,2.0359283859752813,N
1.0,1.0,4.815616738082095,5.0,N
2.0,5.0,2.860090805682109,2.0,P
3.0,5.0,5.0,3.646389761405869,N
1.0,5.0,3.0,4.612062823915313,N
1.0,3.0,5.0,3.721072640922904,N
1.0,4.0,5.0,4.316410475650157,N
2.0,4.0,2.69878759387731,1.0,P
4.0,1.0,3.0,3.937088362830781,N
5.0,4.072851703883471,2.0,4.0,P
2.0,4.266787886875003,5.0,3.0,N
1.0,1.5922376697363427,3.0,4.0,N
2.0,2.0,5.0,1.1736065041966952,N
2.0,3.0,3.0,3.7389809649640697,N
2.0,2.0,3.49866549368755,4.0,N
4.0,1.970663052265856,3.0,4.0,N
5.0,5.0,3.0,3.852702134498512,P
2.0,1.0,5.0,4.339940441186512,N
5.0,1.3433082416585929,4.0,2.0,P
5.0,1.0,4.0,2.5327127200558204,N
4.284324569358254,5.0,4.0,3.0,P
4.0,3.1151228981639596,4.0,2.0,P
1.0,3.7748917182733814,5.0,1.0,N
1.4609482601293302,1.0,5.0,3.0,N
1.0,1.0,1.0,2.16940098342267,N
3.0,3.0532957846900017,5.0,5.0,N
2.0,4.0,5.0,3.088734729860466,N
1.0,4.0,1.7200229733376222,2.0,N
3.0,5.0,1.0,1.8383721500665122,P
3.0,2.0,2.6405690380470133,2.0,P
2.0,4.2380193881296995,4.0,5.0,N
3.0,1.0,3.0,2.6381482115881156,N
4.0,5.0,2.994071833184954,4.0,P
1.0,1.0,1.703326384656573,3.0,N
5.0,5.0,1.7481562471178806,1.0,P
2.913433523817145,1.0,2.0,4.0,N
2.0,4.0,5.0,4.233795665072542,N
1.0,5.0,3.0912814651879117,5.0,N
3.0,2.0,1.1946548515664563,2.0,P
1.0,1.0,4.4134276991244485,3.0,N
