age,workclass,fnlwgt,education,educationNum,maritalStatus,occupation,relationship,race,sex,capitalGain,capitalLoss,hoursPerWeek,nativeCountry,target
39.0,Private,143445.0,HS-grad,9.0,Married-civ-spouse,Other-service,Other-relative,Black,Female,0.0,0.0,40.0,United-States,-1.0
31.0,Private,109055.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,3137.0,0.0,45.0,United-States,-1.0
24.0,State-gov,413345.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,50.0,United-States,-1.0
46.0,Self-emp-not-inc,51271.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,4386.0,0.0,70.0,United-States,-1.0
53.0,Local-gov,135102.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,2002.0,45.0,United-States,-1.0
35.0,Private,186819.0,Bachelors,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,48.0,United-States,-1.0
28.0,Private,285897.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,-1.0
51.0,Private,177669.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,-1.0
68.0,Private,274096.0,10th,6.0,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,20.0,United-States,-1.0
24.0,Private,283613.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,-1.0
42.0,Private,385591.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
23.0,Local-gov,190709.0,Assoc-acdm,12.0,Never-married,Protective-serv,Not-in-family,White,Male,0.0,0.0,52.0,United-States,-1.0
46.0,State-gov,107231.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1740.0,40.0,United-States,-1.0
23.0,Private,128604.0,HS-grad,9.0,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0.0,0.0,48.0,South,-1.0
51.0,Local-gov,174861.0,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
38.0,Federal-gov,115433.0,Assoc-acdm,12.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688.0,0.0,33.0,United-States,1.0
39.0,State-gov,25806.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,48.0,China,-1.0
41.0,Private,220531.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,1.0
42.0,Private,162003.0,Doctorate,16.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,36.0,United-States,1.0
33.0,State-gov,204374.0,Masters,14.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,38.0,Poland,-1.0
35.0,Self-emp-not-inc,77146.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,2829.0,0.0,45.0,United-States,-1.0
41.0,Private,86399.0,Some-college,10.0,Separated,Adm-clerical,Not-in-family,White,Female,0.0,0.0,38.0,United-States,-1.0
46.0,Self-emp-not-inc,225065.0,Bachelors,13.0,Separated,Other-service,Unmarried,White,Female,0.0,0.0,45.0,Nicaragua,-1.0
48.0,Private,185079.0,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,50.0,United-States,-1.0
59.0,Local-gov,167027.0,Some-college,10.0,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,-1.0
21.0,Private,153209.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,-1.0
46.0,Private,182862.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,32.0,United-States,-1.0
37.0,Private,117381.0,HS-grad,9.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,80.0,United-States,1.0
35.0,Private,138441.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
50.0,Private,221532.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
43.0,Private,315971.0,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45.0,United-States,1.0
35.0,Private,108140.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
32.0,Private,399088.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45.0,United-States,-1.0
30.0,Private,155914.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,55.0,United-States,-1.0
52.0,State-gov,349795.0,Bachelors,13.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,-1.0
17.0,Private,400225.0,11th,7.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,-1.0
35.0,Private,54953.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,-1.0
43.0,Private,157473.0,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,-1.0
22.0,Private,113464.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,Other,Male,0.0,0.0,40.0,Dominican-Republic,-1.0
43.0,Private,107503.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,48.0,United-States,1.0
72.0,Private,192732.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,20.0,United-States,-1.0
30.0,Private,83066.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,30.0,United-States,-1.0
27.0,Self-emp-inc,113870.0,Masters,14.0,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,United-States,-1.0
54.0,Private,28518.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
37.0,State-gov,24342.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,38.0,United-States,-1.0
39.0,Federal-gov,450770.0,HS-grad,9.0,Never-married,Handlers-cleaners,Unmarried,Black,Male,0.0,0.0,40.0,United-States,-1.0
33.0,Private,93283.0,Bachelors,13.0,Never-married,Prof-specialty,Unmarried,White,Male,0.0,0.0,40.0,United-States,-1.0
45.0,Private,192053.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,-1.0
19.0,Private,354104.0,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,30.0,United-States,-1.0
57.0,Private,154368.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
35.0,Private,104545.0,HS-grad,9.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,20.0,United-States,-1.0
21.0,Private,410439.0,Some-college,10.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,24.0,United-States,-1.0
22.0,Private,297380.0,HS-grad,9.0,Never-married,Sales,Own-child,Black,Female,0.0,0.0,40.0,United-States,-1.0
60.0,Private,52900.0,7th-8th,4.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,-1.0
41.0,Private,115254.0,Some-college,10.0,Divorced,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,40.0,United-States,-1.0
51.0,Private,138852.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,-1.0
72.0,Local-gov,45612.0,Assoc-acdm,12.0,Divorced,Prof-specialty,Unmarried,Black,Female,0.0,0.0,16.0,United-States,-1.0
39.0,Self-emp-not-inc,34111.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,70.0,United-States,-1.0
21.0,Private,301556.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,19.0,United-States,-1.0
22.0,Private,61850.0,Masters,14.0,Never-married,Sales,Other-relative,White,Female,0.0,0.0,21.0,United-States,-1.0
31.0,Private,361497.0,7th-8th,4.0,Never-married,Farming-fishing,Other-relative,White,Male,0.0,0.0,60.0,Portugal,-1.0
40.0,Private,436493.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,25.0,United-States,-1.0
44.0,Private,82601.0,Bachelors,13.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,-1.0
29.0,Private,228346.0,Assoc-voc,11.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,50.0,United-States,-1.0
35.0,Private,312232.0,HS-grad,9.0,Separated,Craft-repair,Not-in-family,White,Male,0.0,0.0,50.0,United-States,-1.0
20.0,Private,122971.0,Some-college,10.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,35.0,United-States,-1.0
37.0,Private,286026.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
23.0,Private,27776.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,24.0,United-States,-1.0
56.0,Local-gov,216824.0,Prof-school,15.0,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Philippines,1.0
19.0,Private,143857.0,Some-college,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,35.0,United-States,-1.0
46.0,State-gov,363875.0,Some-college,10.0,Divorced,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,0.0,0.0,40.0,United-States,-1.0
23.0,Private,154210.0,Some-college,10.0,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,0.0,0.0,14.0,Puerto-Rico,-1.0
58.0,Private,163150.0,HS-grad,9.0,Widowed,Priv-house-serv,Not-in-family,White,Female,0.0,0.0,28.0,United-States,-1.0
33.0,Private,217235.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,20.0,United-States,-1.0
53.0,Private,200576.0,11th,7.0,Divorced,Craft-repair,Other-relative,White,Female,0.0,0.0,40.0,United-States,-1.0
48.0,Private,226696.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,-1.0
33.0,Private,358655.0,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,10.0,United-States,-1.0
42.0,Self-emp-inc,165981.0,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60.0,United-States,-1.0
47.0,Private,131002.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
45.0,Private,104521.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,-1.0
24.0,Private,250647.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Guatemala,-1.0
50.0,Self-emp-inc,193720.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1672.0,48.0,United-States,-1.0
40.0,Self-emp-not-inc,458168.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,-1.0
64.0,Private,181530.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
44.0,Private,173590.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,3.0,United-States,-1.0
55.0,Private,116219.0,Some-college,10.0,Divorced,Other-service,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,-1.0
55.0,Private,750972.0,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,41.0,United-States,-1.0
43.0,Self-emp-not-inc,35236.0,HS-grad,9.0,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,-1.0
57.0,Local-gov,317690.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688.0,0.0,60.0,United-States,1.0
43.0,Private,289669.0,Masters,14.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,2547.0,40.0,United-States,1.0
37.0,Private,31023.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,51.0,United-States,-1.0
27.0,Self-emp-not-inc,116613.0,Some-college,10.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,50.0,United-States,-1.0
55.0,Private,158651.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,1.0
39.0,Self-emp-not-inc,315640.0,Bachelors,13.0,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0.0,0.0,60.0,Iran,-1.0
34.0,Private,93699.0,HS-grad,9.0,Separated,Sales,Unmarried,White,Female,0.0,0.0,50.0,United-States,-1.0
42.0,Private,212894.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1887.0,40.0,United-States,1.0
42.0,State-gov,74334.0,Masters,14.0,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,1.0
24.0,Private,289909.0,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,-1.0
47.0,Self-emp-not-inc,149116.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50.0,United-States,-1.0
38.0,Local-gov,94529.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,3103.0,0.0,50.0,United-States,1.0
25.0,Private,257310.0,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,-1.0
68.0,Self-emp-not-inc,241174.0,7th-8th,4.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,16.0,United-States,-1.0
39.0,Private,225605.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,24.0,United-States,-1.0
38.0,Self-emp-inc,206951.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,65.0,United-States,-1.0
63.0,Private,50349.0,HS-grad,9.0,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,34.0,United-States,-1.0
54.0,Private,197481.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,-1.0
35.0,Private,136343.0,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,-1.0
26.0,Private,430195.0,11th,7.0,Separated,Other-service,Unmarried,Black,Male,0.0,0.0,40.0,United-States,-1.0
42.0,Private,175935.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,-1.0
24.0,State-gov,138513.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,20.0,United-States,-1.0
45.0,Private,122206.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,-1.0
20.0,Private,56322.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Male,2176.0,0.0,25.0,United-States,-1.0
46.0,State-gov,72506.0,HS-grad,9.0,Married-civ-spouse,Other-service,Wife,Black,Female,0.0,0.0,40.0,United-States,-1.0
21.0,Private,464484.0,HS-grad,9.0,Married-spouse-absent,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,-1.0
32.0,Private,252168.0,Some-college,10.0,Never-married,Other-service,Not-in-family,Black,Male,0.0,0.0,35.0,United-States,-1.0
58.0,Private,119751.0,HS-grad,9.0,Married-civ-spouse,Priv-house-serv,Other-relative,Asian-Pac-Islander,Female,0.0,0.0,60.0,Philippines,-1.0
18.0,Private,131033.0,11th,7.0,Never-married,Other-service,Other-relative,Black,Male,0.0,0.0,15.0,United-States,-1.0
34.0,Self-emp-not-inc,196791.0,Assoc-acdm,12.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,25.0,United-States,1.0
37.0,Private,263094.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298.0,0.0,40.0,United-States,1.0
38.0,Private,49115.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,55.0,United-States,-1.0
35.0,Local-gov,215419.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,-1.0
29.0,Private,334032.0,Some-college,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,-1.0
39.0,Private,430336.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,7688.0,0.0,45.0,United-States,1.0
59.0,Self-emp-inc,188877.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
42.0,Self-emp-not-inc,27821.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,-1.0
39.0,Private,98886.0,7th-8th,4.0,Married-civ-spouse,Other-service,Husband,White,Male,4508.0,0.0,40.0,Mexico,-1.0
26.0,Private,266505.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,5013.0,0.0,38.0,United-States,-1.0
54.0,Private,88019.0,Some-college,10.0,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,55.0,United-States,-1.0
37.0,Self-emp-not-inc,301568.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,35.0,United-States,1.0
38.0,Private,366618.0,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,-1.0
33.0,Private,709798.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,1.0
45.0,Private,256367.0,12th,8.0,Divorced,Farming-fishing,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,-1.0
36.0,Private,108103.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,50.0,United-States,-1.0
68.0,Private,201732.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,-1.0
38.0,Private,119098.0,Some-college,10.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,42.0,United-States,-1.0
31.0,Private,77634.0,Assoc-voc,11.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,42.0,United-States,-1.0
55.0,Private,161423.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,52.0,United-States,1.0
64.0,State-gov,105748.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,-1.0
54.0,Federal-gov,127455.0,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,48.0,United-States,1.0
45.0,Private,320192.0,1st-4th,2.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,40.0,United-States,-1.0
42.0,Private,130760.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,-1.0
51.0,Self-emp-inc,98642.0,HS-grad,9.0,Divorced,Exec-managerial,Not-in-family,White,Male,14084.0,0.0,40.0,United-States,1.0
35.0,Private,247750.0,HS-grad,9.0,Widowed,Other-service,Unmarried,Black,Male,0.0,0.0,40.0,United-States,-1.0
41.0,Private,152629.0,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
51.0,Private,175070.0,Assoc-acdm,12.0,Married-civ-spouse,Sales,Husband,White,Male,5178.0,0.0,45.0,United-States,1.0
50.0,Private,195844.0,Doctorate,16.0,Never-married,Exec-managerial,Not-in-family,White,Male,13550.0,0.0,50.0,United-States,1.0
24.0,Private,224238.0,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,-1.0
36.0,Private,409189.0,11th,7.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,-1.0
46.0,Local-gov,125457.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,0.0,38.0,United-States,1.0
26.0,Private,245628.0,Some-college,10.0,Never-married,Adm-clerical,Other-relative,White,Male,0.0,0.0,40.0,Mexico,-1.0
25.0,Private,137951.0,HS-grad,9.0,Never-married,Adm-clerical,Unmarried,White,Female,0.0,0.0,30.0,United-States,-1.0
48.0,Private,176239.0,9th,5.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,-1.0
34.0,Local-gov,206707.0,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,60.0,United-States,-1.0
60.0,State-gov,352156.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
30.0,State-gov,193380.0,Bachelors,13.0,Never-married,Prof-specialty,Other-relative,White,Male,0.0,0.0,35.0,United-States,-1.0
19.0,Private,183258.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,-1.0
18.0,Private,192485.0,12th,8.0,Never-married,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,20.0,United-States,-1.0
34.0,Private,205810.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,0.0,1672.0,40.0,United-States,-1.0
63.0,Private,271075.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,29.0,United-States,-1.0
48.0,Private,174533.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,-1.0
46.0,Private,251474.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,1.0
31.0,Private,110554.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,4386.0,0.0,40.0,United-States,1.0
28.0,Private,42881.0,10th,6.0,Divorced,Machine-op-inspct,Own-child,White,Female,0.0,0.0,40.0,United-States,-1.0
39.0,Local-gov,98587.0,Some-college,10.0,Divorced,Prof-specialty,Own-child,White,Female,0.0,0.0,45.0,United-States,-1.0
25.0,Private,158662.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,50.0,United-States,1.0
21.0,Local-gov,256356.0,Some-college,10.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,25.0,United-States,-1.0
40.0,State-gov,188693.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,35.0,United-States,1.0
43.0,Private,112131.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,-1.0
57.0,Self-emp-not-inc,75785.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,70.0,United-States,-1.0
52.0,Self-emp-not-inc,237868.0,Some-college,10.0,Never-married,Adm-clerical,Unmarried,White,Male,0.0,0.0,5.0,United-States,-1.0
18.0,Private,322999.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,20.0,United-States,-1.0
35.0,Private,219902.0,HS-grad,9.0,Separated,Transport-moving,Unmarried,Black,Female,0.0,0.0,48.0,United-States,-1.0
43.0,Self-emp-not-inc,116666.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0.0,0.0,35.0,United-States,1.0
56.0,Private,162301.0,HS-grad,9.0,Widowed,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,-1.0
18.0,Private,130652.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,25.0,United-States,-1.0
46.0,Private,193188.0,Masters,14.0,Never-married,Exec-managerial,Unmarried,White,Male,0.0,0.0,40.0,United-States,-1.0
38.0,Private,227615.0,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Mexico,-1.0
25.0,Private,39640.0,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,48.0,United-States,-1.0
19.0,Local-gov,169853.0,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,-1.0
47.0,Private,110669.0,Bachelors,13.0,Separated,Prof-specialty,Unmarried,White,Female,0.0,0.0,50.0,United-States,-1.0
17.0,Private,121425.0,11th,7.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,16.0,United-States,-1.0
36.0,Private,265881.0,HS-grad,9.0,Divorced,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40.0,United-States,-1.0
31.0,Private,323069.0,Assoc-acdm,12.0,Divorced,Sales,Unmarried,White,Female,0.0,880.0,45.0,United-States,-1.0
51.0,Private,41474.0,10th,6.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,Mexico,-1.0
27.0,Private,212041.0,Bachelors,13.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,50.0,United-States,-1.0
43.0,Private,339767.0,Some-college,10.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,20.0,England,1.0
46.0,Local-gov,85341.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,56.0,United-States,-1.0
28.0,Private,212068.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,1980.0,40.0,United-States,-1.0
51.0,Private,179479.0,HS-grad,9.0,Widowed,Exec-managerial,Not-in-family,White,Female,3325.0,0.0,40.0,Yugoslavia,-1.0
55.0,Private,144071.0,11th,7.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,-1.0
23.0,Private,211601.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0.0,0.0,40.0,United-States,-1.0
28.0,Local-gov,91670.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,40.0,United-States,-1.0
40.0,Private,121718.0,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,55.0,United-States,1.0
25.0,Private,172402.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,-1.0
34.0,Private,103408.0,Some-college,10.0,Divorced,Prof-specialty,Not-in-family,Black,Male,0.0,0.0,40.0,Germany,1.0
41.0,Private,144925.0,Some-college,10.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,-1.0
55.0,Private,89182.0,12th,8.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,Italy,-1.0
29.0,Private,199499.0,Assoc-voc,11.0,Never-married,Other-service,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,-1.0
50.0,Private,257126.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
51.0,Private,415287.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,1902.0,40.0,United-States,1.0
