V1,V5,V6,V8,V14,V15,V17,V18,V19,V20,V21,V22,target
293.0,6,11,2,2,0,0,1,0,177.0,51.0,19,0
239.0,10,13,2,2,0,1,1,1,16.0,478.0,19,1
82.0,5,22,2,0,0,2,1,0,363.0,1.0,19,1
123.0,35,41,2,2,0,2,1,1,392.0,305.0,19,0
245.0,9,14,2,0,0,1,1,1,2.0,482.0,19,1
303.0,6,12,2,2,0,2,0,0,5.0,5.0,19,0
340.0,10,13,2,2,0,2,1,1,200.0,29.0,19,0
244.0,6,9,2,0,0,1,1,0,58.0,301.0,19,1
243.0,8,17,2,2,0,0,0,0,54.0,10.0,19,0
257.0,2,8,2,0,0,2,1,0,101.0,36.0,19,0
211.0,3,9,2,0,0,1,1,0,59.0,243.0,19,1
136.0,1,10,2,2,0,1,0,0,386.0,86.0,19,1
238.0,2,10,2,2,0,1,1,0,294.0,171.0,19,1
253.0,0,19,2,0,0,1,0,0,1.0,304.0,19,0
76.0,5,11,2,2,0,1,0,0,351.0,64.0,19,1
259.0,3,9,2,2,0,1,0,0,107.0,55.0,19,0
261.0,11,17,2,0,0,1,0,0,14.0,229.0,19,1
293.0,2,5,2,2,0,2,1,0,179.0,165.0,19,0
85.0,26,61,2,2,0,1,1,0,396.0,174.0,19,0
91.0,3,6,2,0,0,1,1,1,355.0,48.0,19,0
109.0,9,13,2,2,0,1,0,0,364.0,88.0,19,1
270.0,5,9,2,2,0,1,1,0,76.0,288.0,19,0
215.0,1,9,2,0,0,2,1,0,27.0,12.0,19,0
199.0,6,17,2,2,0,1,0,0,20.0,297.0,19,0
285.0,7,8,2,2,0,1,1,0,86.0,17.0,19,0
240.0,7,17,2,2,0,2,0,0,24.0,35.0,19,1
343.0,3,16,2,2,0,1,1,1,52.0,550.0,19,0
46.0,4,5,2,0,0,0,0,0,374.0,64.0,19,0
502.0,2,8,2,2,0,2,0,0,126.0,28.0,19,0
259.0,7,33,2,2,0,2,0,0,56.0,9.0,19,1
206.0,5,6,2,2,0,1,1,1,53.0,323.0,19,0
247.0,1,4,2,2,0,1,0,0,44.0,11.0,19,0
160.0,6,10,2,0,0,2,0,0,111.0,2.0,19,1
248.0,7,11,2,2,0,2,0,0,6.0,1.0,19,1
101.0,6,22,2,0,0,2,0,0,389.0,11.0,19,1
217.0,0,12,2,2,0,1,1,1,41.0,182.0,19,1
267.0,9,15,2,2,0,1,0,0,99.0,556.0,19,0
232.0,8,15,2,2,0,0,1,0,48.0,61.0,19,0
248.0,9,14,2,2,0,2,0,0,4.0,2.0,19,0
280.0,3,8,2,0,0,1,1,0,65.0,297.0,19,1
309.0,14,48,2,1,0,2,1,0,164.0,58.0,19,0
95.0,16,42,2,2,0,2,1,1,352.0,16.0,19,1
305.0,7,16,2,2,0,2,1,0,152.0,44.0,19,0
102.0,9,12,2,1,0,2,0,0,351.0,14.0,19,1
226.0,15,40,2,2,0,2,1,0,130.0,282.0,19,0
238.0,3,10,2,2,0,2,1,0,294.0,13.0,19,1
265.0,5,14,2,0,0,1,1,0,212.0,251.0,19,1
101.0,57,61,2,2,0,1,1,0,382.0,174.0,19,0
904.0,0,24,0,1,0,1,1,0,11.0,240.0,19,0
98.0,5,62,2,0,0,1,1,0,387.0,172.0,19,0
463.0,6,23,2,2,0,2,1,1,258.0,119.0,19,0
291.0,0,31,2,0,0,1,1,0,40.0,303.0,19,1
259.0,34,39,2,2,0,2,1,1,215.0,2.0,19,1
257.0,4,12,2,2,0,2,1,1,3.0,52.0,19,0
83.0,7,40,2,0,0,2,1,0,382.0,53.0,19,1
72.0,2,48,2,0,0,1,1,1,327.0,298.0,19,0
96.0,9,14,2,0,0,1,0,0,340.0,32.0,19,1
261.0,2,4,2,0,0,2,0,0,53.0,1.0,19,1
91.0,6,26,2,0,0,1,0,0,347.0,31.0,19,1
257.0,0,14,2,2,0,0,0,0,1.0,49.0,15,0
309.0,7,16,2,0,0,2,1,0,103.0,157.0,19,1
418.0,2,15,2,2,0,0,1,1,176.0,61.0,19,0
246.0,3,6,2,2,0,0,1,1,18.0,95.0,19,0
220.0,10,15,2,2,0,2,0,0,81.0,44.0,19,0
295.0,25,47,2,2,0,1,1,0,224.0,303.0,19,1
239.0,6,30,2,2,0,2,1,1,109.0,42.0,19,1
94.0,66,70,2,2,0,1,1,0,386.0,171.0,19,0
57.0,5,17,2,0,0,2,1,1,402.0,114.0,19,0
63.0,1,5,2,0,0,2,1,1,402.0,73.0,19,0
763.0,12,25,0,1,0,2,1,1,22.0,160.0,19,0
342.0,1,15,2,0,0,0,1,1,76.0,90.0,19,1
295.0,0,4,2,0,0,1,1,0,8.0,269.0,19,1
247.0,12,20,2,2,0,1,1,0,209.0,184.0,19,0
229.0,0,30,2,2,0,1,1,1,9.0,334.0,14,1
232.0,11,17,2,2,0,2,1,1,48.0,2.0,19,1
280.0,2,4,2,2,0,1,0,0,4.0,269.0,19,0
512.0,0,11,2,2,0,2,0,0,207.0,34.0,19,1
212.0,7,8,2,2,0,0,0,0,25.0,58.0,19,0
239.0,1,5,2,1,0,0,1,1,5.0,374.0,19,1
267.0,4,38,2,2,0,2,1,0,185.0,285.0,19,0
262.0,2,5,2,0,0,1,1,0,14.0,177.0,19,1
282.0,1,6,2,0,0,2,1,0,194.0,56.0,19,0
514.0,4,6,0,1,0,0,1,1,33.0,95.0,19,0
251.0,0,4,2,2,0,1,0,0,32.0,263.0,19,0
299.0,2,6,2,0,0,2,0,0,184.0,5.0,19,1
240.0,3,8,2,2,0,2,1,0,171.0,46.0,19,0
191.0,2,31,2,0,0,1,0,0,12.0,267.0,19,0
221.0,1,9,2,2,0,2,0,0,53.0,1.0,19,0
251.0,7,10,2,0,0,1,0,0,44.0,493.0,19,1
239.0,4,61,2,1,0,1,1,0,1.0,174.0,19,0
136.0,2,24,2,2,0,1,0,0,382.0,20.0,19,0
265.0,8,17,2,2,0,2,0,0,10.0,134.0,19,1
355.0,5,8,2,2,0,1,0,0,282.0,210.0,13,1
101.0,1,12,2,2,0,2,0,0,352.0,7.0,19,1
91.0,1,8,2,0,0,2,1,0,346.0,146.0,19,0
244.0,1,9,2,0,0,2,0,0,60.0,9.0,19,1
170.0,5,16,2,0,0,0,0,0,114.0,62.0,19,0
273.0,7,10,2,0,0,0,1,0,177.0,72.0,19,0
759.0,0,5,0,1,0,2,1,1,1.0,326.0,19,1
89.0,12,16,2,2,0,2,1,0,378.0,80.0,19,1
263.0,11,15,2,2,0,1,1,0,225.0,176.0,19,0
200.0,6,9,2,2,0,1,0,0,33.0,233.0,19,0
240.0,0,16,2,2,0,2,1,1,65.0,30.0,19,0
82.0,7,10,2,0,0,2,1,0,365.0,5.0,19,0
217.0,2,9,2,0,0,2,1,0,86.0,131.0,19,0
257.0,5,8,2,1,0,0,1,0,72.0,60.0,19,0
215.0,7,10,2,0,0,1,1,1,42.0,9.0,19,1
107.0,0,5,2,2,0,1,1,0,328.0,343.0,19,0
292.0,11,30,2,2,0,2,1,1,97.0,42.0,19,1
103.0,12,47,2,2,0,2,1,0,333.0,282.0,19,0
296.0,7,15,2,0,0,2,1,0,161.0,54.0,19,0
256.0,3,11,2,0,0,1,1,1,4.0,48.0,19,0
288.0,2,7,2,2,0,2,1,0,246.0,48.0,19,0
91.0,2,5,2,0,0,2,0,0,355.0,1.0,19,1
293.0,1,4,2,2,0,2,0,0,176.0,4.0,19,0
291.0,8,18,2,2,0,2,1,1,176.0,2.0,19,1
167.0,2,9,2,2,0,2,1,0,50.0,359.0,19,0
248.0,5,8,2,0,0,2,1,1,4.0,40.0,19,1
229.0,0,4,2,0,0,0,1,1,16.0,20.0,19,0
92.0,11,47,2,2,0,1,1,0,348.0,303.0,19,1
168.0,7,40,2,2,0,2,0,0,403.0,15.0,19,1
246.0,7,15,2,2,0,2,1,0,5.0,40.0,19,1
160.0,16,17,2,0,0,0,0,0,107.0,61.0,19,0
258.0,12,40,2,0,0,2,1,1,283.0,212.0,19,0
296.0,14,31,2,0,0,0,1,0,23.0,33.0,19,1
301.0,15,24,2,0,0,2,0,0,128.0,25.0,19,0
265.0,3,4,2,0,0,1,0,0,24.0,223.0,19,0
324.0,13,14,2,0,0,2,0,0,199.0,162.0,19,0
296.0,15,38,2,0,0,2,1,1,271.0,206.0,19,0
96.0,7,11,2,2,0,2,1,0,389.0,12.0,19,0
192.0,4,17,2,0,0,0,0,0,61.0,79.0,19,0
329.0,2,8,2,0,0,2,0,0,52.0,1.0,19,1
224.0,2,5,2,0,0,2,0,0,1.0,2.0,19,0
220.0,2,6,2,2,0,0,0,0,77.0,4.0,19,1
134.0,13,35,2,2,0,2,1,0,314.0,283.0,19,0
223.0,1,13,2,2,0,2,1,0,40.0,155.0,19,0
179.0,7,15,2,2,0,2,0,0,170.0,30.0,19,1
398.0,2,12,2,2,0,0,1,1,195.0,38.0,19,0
212.0,6,15,2,0,0,1,0,0,147.0,23.0,19,0
246.0,25,39,2,0,0,2,1,1,88.0,2.0,19,1
302.0,0,4,2,0,0,1,1,0,32.0,492.0,19,1
257.0,1,11,2,2,0,2,1,1,1.0,74.0,19,0
256.0,4,22,2,0,0,2,0,0,4.0,11.0,19,1
91.0,67,71,2,0,0,1,1,0,395.0,170.0,19,0
148.0,5,11,2,2,0,1,0,0,313.0,1.0,19,1
301.0,12,19,2,2,0,1,0,0,100.0,337.0,19,0
231.0,3,9,2,2,0,2,0,0,64.0,48.0,19,0
293.0,1,47,2,2,0,1,1,0,176.0,303.0,19,1
238.0,2,12,2,2,0,2,0,0,295.0,1.0,19,1
273.0,10,15,2,0,0,2,1,1,1.0,64.0,19,0
226.0,7,31,2,0,0,1,0,0,72.0,13.0,19,0
103.0,14,40,2,2,0,1,0,0,335.0,1.0,19,0
180.0,5,10,2,0,0,0,0,0,240.0,46.0,19,0
266.0,1,10,2,2,0,1,0,0,253.0,34.0,19,1
85.0,0,13,2,0,0,1,1,0,363.0,517.0,19,1
243.0,0,5,2,2,0,1,1,1,7.0,169.0,19,1
253.0,0,12,2,0,0,1,0,0,2.0,35.0,19,1
1369.0,22,23,0,1,0,2,1,1,120.0,163.0,19,0
269.0,6,23,2,2,0,0,1,1,73.0,95.0,19,0
235.0,4,8,2,2,0,2,1,0,37.0,6.0,3,1
317.0,3,8,2,2,0,2,1,0,93.0,29.0,19,0
243.0,0,6,2,2,0,1,0,0,9.0,1.0,19,1
848.0,0,5,0,1,0,1,1,0,42.0,177.0,19,1
322.0,3,8,2,2,0,1,1,0,150.0,33.0,19,0
290.0,15,35,2,0,0,2,1,1,269.0,211.0,19,0
90.0,6,9,2,0,0,2,1,0,188.0,61.0,19,1
293.0,1,13,2,2,0,1,1,0,172.0,377.0,19,0
236.0,23,29,2,2,0,2,1,1,76.0,34.0,19,0
341.0,13,16,2,2,0,2,1,0,138.0,44.0,19,1
351.0,9,20,2,0,0,2,0,0,219.0,385.0,19,0
243.0,3,8,2,2,0,0,0,0,5.0,26.0,19,0
240.0,0,4,2,2,0,2,1,0,44.0,41.0,19,0
89.0,17,19,2,0,0,1,1,0,354.0,517.0,19,0
205.0,14,31,2,0,0,1,1,0,15.0,299.0,19,0
293.0,1,11,2,2,0,2,0,0,10.0,19.0,19,1
220.0,31,47,2,2,0,1,1,0,81.0,303.0,19,1
272.0,4,8,2,0,0,2,0,0,32.0,9.0,19,0
90.0,7,9,2,0,0,0,0,0,189.0,8.0,19,0
167.0,10,40,2,0,0,1,1,0,272.0,518.0,19,1
259.0,0,21,2,0,0,2,1,0,1.0,147.0,19,1
242.0,5,13,2,2,0,1,0,0,14.0,4.0,19,0
63.0,6,7,2,0,0,1,1,1,399.0,535.0,19,0
205.0,5,9,2,0,0,2,1,1,15.0,21.0,19,0
97.0,6,10,2,2,0,1,0,0,381.0,81.0,19,1
316.0,10,16,2,0,0,0,1,1,65.0,6.0,19,1
340.0,4,11,2,2,0,2,1,0,200.0,31.0,19,0
256.0,4,10,2,0,0,2,0,0,1.0,1.0,19,1
369.0,23,31,2,0,0,0,1,1,92.0,6.0,19,1
316.0,9,17,2,0,0,1,0,0,19.0,58.0,19,1
164.0,0,5,2,0,0,2,0,0,309.0,49.0,19,0
239.0,3,6,2,1,0,2,0,0,4.0,1.0,19,1
444.0,0,7,0,1,0,0,1,1,1.0,58.0,19,0
72.0,12,21,2,0,0,0,1,1,335.0,64.0,19,0
264.0,2,4,2,2,0,1,1,0,2.0,167.0,19,0
256.0,0,10,2,0,0,1,1,0,1.0,1.0,9,1
241.0,23,25,2,2,0,2,0,0,302.0,31.0,19,0
237.0,2,9,2,2,0,2,0,0,36.0,75.0,19,1
206.0,5,8,2,1,0,2,1,0,33.0,6.0,3,1
304.0,6,16,2,2,0,1,0,0,10.0,547.0,19,0
107.0,6,7,2,2,0,2,0,0,338.0,26.0,19,0
92.0,0,6,2,2,0,2,1,0,342.0,8.0,19,0
285.0,3,4,2,0,0,2,0,0,139.0,26.0,19,0
223.0,2,9,2,0,0,0,1,1,63.0,53.0,19,0
213.0,6,7,2,0,0,1,1,1,63.0,238.0,19,0
292.0,20,24,2,0,0,1,1,0,222.0,334.0,19,0
184.0,1,2,2,0,0,0,1,1,76.0,95.0,19,0
343.0,5,16,2,2,0,2,1,0,50.0,50.0,19,1
368.0,11,28,2,0,0,2,0,0,133.0,28.0,19,1
186.0,28,31,2,2,0,0,1,1,25.0,6.0,19,1
308.0,8,15,2,0,0,0,1,1,189.0,35.0,19,0
290.0,6,9,2,0,0,2,1,0,45.0,57.0,19,1
74.0,10,15,2,0,0,0,1,0,329.0,58.0,19,0
91.0,2,13,2,0,0,1,1,0,348.0,347.0,19,0
220.0,1,4,2,2,0,2,0,0,53.0,31.0,19,0
176.0,13,17,2,0,0,2,1,1,42.0,1.0,14,1
201.0,0,9,2,0,0,2,0,0,42.0,385.0,19,0
75.0,13,14,2,0,0,0,1,1,363.0,38.0,19,0
257.0,0,6,2,2,0,2,0,0,2.0,95.0,19,0
330.0,0,5,2,2,0,2,1,1,133.0,26.0,19,1
204.0,4,9,2,2,0,2,0,0,2.0,39.0,19,0
293.0,2,22,2,2,0,2,0,0,15.0,11.0,19,1
261.0,3,31,2,2,0,1,1,0,87.0,303.0,19,1
288.0,1,15,2,0,0,2,0,0,153.0,30.0,19,1
258.0,27,29,2,0,0,0,0,0,63.0,48.0,19,1
292.0,10,41,2,2,0,0,1,1,221.0,23.0,19,0
303.0,8,13,2,2,0,0,0,0,7.0,5.0,19,0
101.0,10,26,2,2,0,2,0,0,352.0,151.0,19,0
209.0,9,11,2,1,0,1,0,0,296.0,6.0,19,0
243.0,11,16,2,2,0,2,1,0,8.0,44.0,19,1
95.0,0,12,2,2,0,2,1,1,402.0,265.0,19,1
398.0,3,12,2,2,0,0,0,0,189.0,31.0,19,1
285.0,1,17,2,2,0,1,0,0,54.0,58.0,19,1
101.0,33,38,2,0,0,1,0,0,382.0,16.0,19,1
98.0,11,13,2,0,0,1,0,0,393.0,515.0,19,0
312.0,11,20,2,2,0,2,0,0,249.0,387.0,19,0
107.0,5,11,2,2,0,0,0,0,340.0,5.0,19,0
209.0,0,7,2,1,0,0,1,1,297.0,23.0,19,0
303.0,7,11,2,2,0,0,0,0,4.0,32.0,19,1
133.0,4,14,2,0,0,2,0,0,297.0,20.0,19,1
251.0,9,17,2,2,0,2,0,0,28.0,379.0,19,0
226.0,5,8,2,0,0,2,0,0,58.0,3.0,19,0
219.0,9,23,2,2,0,0,1,1,49.0,95.0,19,0
180.0,3,5,2,0,0,0,0,0,239.0,5.0,19,1
314.0,11,37,2,0,0,2,1,1,185.0,302.0,12,0
243.0,1,4,2,2,0,2,0,0,51.0,6.0,19,1
114.0,23,68,2,2,0,1,1,0,388.0,173.0,19,0
101.0,9,26,2,2,0,1,0,0,351.0,31.0,19,1
180.0,2,6,2,0,0,0,0,0,242.0,1.0,19,1
277.0,6,8,2,0,0,2,1,1,65.0,102.0,19,0
187.0,0,7,2,2,0,1,1,1,30.0,292.0,19,0
203.0,3,5,2,2,0,2,0,0,48.0,23.0,19,1
513.0,0,8,0,1,0,0,1,1,35.0,18.0,19,0
256.0,1,22,2,0,0,2,0,0,1.0,68.0,19,1
303.0,2,9,2,2,0,0,1,1,5.0,49.0,19,0
185.0,12,28,2,0,0,2,0,0,107.0,28.0,19,1
235.0,9,16,2,0,0,2,1,0,77.0,13.0,19,1
303.0,1,4,2,2,0,2,1,1,51.0,1.0,19,1
239.0,18,22,2,2,0,2,1,1,105.0,3.0,19,1
500.0,0,7,2,2,0,0,1,1,256.0,58.0,19,0
102.0,6,21,2,2,0,2,0,0,361.0,24.0,19,0
226.0,1,4,2,2,0,2,0,0,33.0,333.0,19,1
275.0,1,9,2,2,0,2,0,0,56.0,4.0,19,0
248.0,3,32,2,0,0,2,1,0,27.0,281.0,19,0
93.0,9,28,2,0,0,1,0,0,392.0,300.0,19,0
91.0,1,13,2,0,0,2,1,0,346.0,9.0,19,1
192.0,7,12,2,0,0,2,0,0,33.0,22.0,19,0
82.0,8,10,2,0,0,2,1,0,365.0,5.0,19,1
137.0,2,6,2,2,0,2,1,1,386.0,26.0,19,1
241.0,10,39,2,2,0,2,1,1,246.0,2.0,19,1
76.0,4,6,2,2,0,1,1,1,402.0,2.0,19,0
88.0,9,40,2,0,0,2,1,1,373.0,210.0,19,0
333.0,27,31,2,0,0,0,1,0,73.0,33.0,19,1
241.0,20,38,2,2,0,1,0,0,130.0,16.0,19,1
288.0,9,38,2,2,0,1,0,0,11.0,4.0,19,1
281.0,1,16,2,0,0,2,1,1,36.0,43.0,19,1
108.0,3,14,2,0,0,1,1,0,392.0,251.0,19,1
205.0,15,31,2,0,0,1,1,0,15.0,299.0,19,1
78.0,17,39,2,2,0,2,1,1,397.0,2.0,19,1
238.0,1,12,2,2,0,0,0,0,297.0,12.0,19,0
92.0,10,20,2,2,0,1,1,0,346.0,517.0,19,0
236.0,9,17,2,0,0,0,0,0,11.0,30.0,19,1
249.0,6,39,2,2,0,2,1,1,305.0,2.0,19,1
206.0,4,9,2,2,0,2,0,0,30.0,75.0,19,1
84.0,22,24,2,1,0,2,0,0,338.0,92.0,19,0
227.0,0,8,2,2,0,2,1,0,188.0,46.0,19,1
285.0,0,16,2,2,0,2,1,0,88.0,13.0,19,1
95.0,4,22,2,2,0,1,0,0,403.0,24.0,19,1
253.0,1,6,2,2,0,2,1,1,104.0,356.0,19,0
225.0,2,9,2,2,0,2,1,1,15.0,119.0,15,1
90.0,8,10,2,0,0,1,0,0,191.0,170.0,19,0
273.0,8,16,2,2,0,2,1,1,91.0,28.0,19,0
89.0,5,13,2,0,0,2,1,0,358.0,16.0,19,1
84.0,9,15,2,1,0,2,1,0,338.0,31.0,19,0
296.0,1,22,2,0,0,2,0,0,182.0,38.0,19,0
229.0,4,10,2,0,0,1,0,0,224.0,34.0,19,1
95.0,0,14,2,2,0,0,0,0,403.0,14.0,19,1
668.0,8,11,0,1,0,0,1,1,13.0,15.0,19,0
319.0,13,20,2,2,0,1,0,0,139.0,306.0,19,0
340.0,7,38,2,2,0,2,1,1,201.0,8.0,19,1
235.0,0,4,2,0,0,2,0,0,44.0,11.0,19,1
248.0,0,8,2,0,0,0,1,1,23.0,6.0,19,1
256.0,0,7,2,0,0,0,1,1,147.0,35.0,19,0
272.0,1,4,2,0,0,2,1,0,36.0,3.0,19,1
247.0,7,39,2,2,0,2,1,1,205.0,2.0,19,1
79.0,5,6,2,2,0,2,0,0,402.0,27.0,19,0
281.0,6,15,2,1,0,2,0,0,95.0,30.0,19,1
301.0,18,32,2,2,0,1,1,1,95.0,332.0,19,0
280.0,9,38,2,2,0,2,1,0,174.0,285.0,19,0
218.0,4,9,2,2,0,1,1,0,17.0,300.0,19,1
242.0,3,5,2,2,0,2,1,1,16.0,3.0,19,1
295.0,6,24,2,2,0,2,0,0,220.0,55.0,19,0
260.0,7,22,2,0,0,2,1,0,1.0,1.0,19,1
251.0,14,17,2,0,0,1,1,0,40.0,380.0,19,0
271.0,4,15,2,2,0,2,1,0,121.0,42.0,19,0
299.0,20,22,2,0,0,2,1,0,181.0,8.0,19,0
210.0,2,9,2,0,0,2,0,0,14.0,9.0,19,1
295.0,9,18,2,2,0,1,1,0,219.0,338.0,19,1
200.0,4,33,2,2,0,2,0,0,35.0,9.0,19,1
214.0,5,8,2,2,0,2,0,0,6.0,49.0,19,1
248.0,7,8,2,2,0,1,1,0,117.0,176.0,19,0
94.0,3,6,2,2,0,2,1,1,391.0,26.0,19,1
245.0,3,17,2,2,0,2,0,0,57.0,31.0,19,0
204.0,5,16,2,0,0,1,0,0,8.0,232.0,19,1
296.0,7,38,2,2,0,2,1,0,133.0,285.0,19,0
204.0,15,17,2,2,0,1,0,0,58.0,58.0,19,1
94.0,9,11,2,2,0,1,1,1,334.0,186.0,1,0
257.0,0,15,2,2,0,2,1,1,1.0,4.0,19,1
265.0,1,11,2,0,0,1,0,0,210.0,7.0,19,0
168.0,2,23,2,2,0,2,0,0,402.0,386.0,19,0
100.0,1,22,2,2,0,2,1,1,400.0,164.0,19,1
82.0,1,8,2,0,0,2,1,1,365.0,8.0,19,1
229.0,3,24,2,0,0,1,0,0,1.0,46.0,19,0
279.0,3,12,2,2,0,2,1,1,1.0,31.0,19,0
262.0,1,17,2,0,0,2,0,0,16.0,120.0,19,0
295.0,0,15,2,2,0,0,1,0,222.0,58.0,19,1
94.0,7,13,2,2,0,1,0,0,327.0,12.0,19,1
293.0,4,21,2,2,0,2,1,1,171.0,57.0,19,0
241.0,1,31,2,2,0,1,1,0,42.0,303.0,19,1
78.0,5,41,2,2,0,1,1,1,394.0,300.0,19,0
238.0,5,24,2,2,0,1,1,1,298.0,194.0,19,1
366.0,2,15,2,2,0,2,1,0,139.0,40.0,19,0
202.0,7,31,2,2,0,0,1,1,17.0,6.0,19,1
252.0,1,10,2,2,0,2,0,0,216.0,96.0,19,0
239.0,1,4,2,1,0,1,0,0,1.0,202.0,19,0
257.0,11,16,2,0,0,2,1,1,88.0,28.0,19,0
295.0,4,12,2,0,0,1,0,0,279.0,11.0,19,0
193.0,19,31,2,0,0,1,1,0,27.0,299.0,19,1
185.0,4,17,2,2,0,1,0,0,56.0,58.0,19,1
180.0,2,5,2,0,0,2,1,1,236.0,59.0,19,1
215.0,1,17,2,2,0,2,1,1,42.0,11.0,19,0
257.0,2,6,2,2,0,1,1,1,1.0,411.0,19,0
296.0,2,5,2,0,0,1,0,0,176.0,32.0,19,1
398.0,13,40,2,2,0,1,1,1,190.0,297.0,19,0
489.0,0,3,0,1,0,2,1,1,14.0,153.0,19,1
317.0,18,29,2,2,0,0,0,0,95.0,48.0,19,1
102.0,42,61,2,2,0,1,1,0,375.0,171.0,19,0
303.0,4,10,2,2,0,2,1,1,5.0,137.0,19,1
238.0,2,11,2,2,0,1,0,0,291.0,15.0,19,1
800.0,0,25,0,1,0,2,1,1,31.0,160.0,19,1
273.0,7,18,2,2,0,2,1,1,196.0,2.0,19,1
76.0,5,13,2,2,0,2,1,0,402.0,39.0,19,0
239.0,5,11,2,1,0,2,0,0,4.0,46.0,19,1
250.0,0,4,2,2,0,2,1,1,15.0,2.0,19,1
75.0,6,13,2,0,0,2,0,0,361.0,210.0,19,0
237.0,23,38,2,2,0,2,1,1,257.0,208.0,19,0
81.0,36,39,2,0,0,2,1,1,366.0,208.0,19,0
160.0,3,5,2,0,0,0,0,0,109.0,1.0,17,0
259.0,1,4,2,2,0,2,0,0,58.0,11.0,19,1
256.0,1,13,2,0,0,1,1,1,55.0,478.0,19,1
63.0,5,23,2,0,0,1,0,0,401.0,3.0,19,1
229.0,3,13,2,0,0,2,1,0,1.0,16.0,19,1
103.0,0,11,2,2,0,2,0,0,336.0,1.0,19,1
299.0,4,45,2,0,0,0,1,1,184.0,21.0,19,0
281.0,13,17,2,2,0,0,1,1,11.0,21.0,19,0
311.0,5,16,2,2,0,1,0,0,109.0,555.0,13,0
102.0,8,10,2,2,0,2,1,0,363.0,211.0,19,0
193.0,1,16,2,2,0,1,1,1,103.0,330.0,19,0
846.0,8,25,0,1,0,2,1,1,130.0,166.0,19,0
271.0,3,31,2,2,0,0,1,1,90.0,6.0,19,1
99.0,53,70,2,0,0,1,1,0,382.0,176.0,19,0
586.0,0,22,0,1,0,1,1,1,22.0,65.0,19,1
295.0,18,22,2,0,0,2,1,0,10.0,1.0,19,1
382.0,0,7,0,1,0,1,1,1,18.0,292.0,19,1
266.0,5,15,2,2,0,2,1,0,89.0,42.0,19,0
622.0,0,6,0,1,0,2,1,1,2.0,330.0,19,0
253.0,0,10,2,0,0,2,0,0,3.0,93.0,19,0
89.0,2,6,2,0,0,1,0,0,354.0,220.0,19,0
296.0,11,16,2,2,0,2,1,1,128.0,26.0,19,1
82.0,8,11,2,0,0,1,0,0,358.0,15.0,19,1
180.0,2,5,2,0,0,0,0,0,242.0,4.0,19,1
231.0,7,16,2,0,0,2,1,0,22.0,45.0,19,0
120.0,10,23,2,2,0,2,1,1,291.0,111.0,19,0
240.0,6,9,2,2,0,2,0,0,42.0,11.0,19,1
257.0,5,11,2,2,0,2,1,1,2.0,404.0,19,1
288.0,5,15,2,2,0,1,0,0,4.0,332.0,10,0
277.0,27,31,2,0,0,0,1,1,66.0,6.0,19,1
239.0,2,30,2,2,0,1,1,1,108.0,333.0,19,1
250.0,1,4,2,2,0,2,1,0,19.0,151.0,19,0
94.0,11,14,2,1,0,1,0,0,324.0,65.0,19,1
243.0,0,8,2,2,0,2,1,1,8.0,43.0,19,1
216.0,1,9,2,0,0,2,1,1,118.0,67.0,19,0
129.0,2,7,2,0,0,1,0,0,323.0,2.0,19,0
193.0,1,4,2,0,0,1,1,0,42.0,238.0,19,1
192.0,5,11,2,0,0,2,1,0,34.0,10.0,19,0
102.0,5,38,2,0,0,2,1,0,388.0,285.0,19,0
197.0,4,9,2,2,0,1,0,0,75.0,282.0,19,0
94.0,2,12,2,2,0,0,0,0,326.0,31.0,19,1
123.0,6,12,2,2,0,2,0,0,394.0,29.0,19,0
206.0,8,16,2,2,0,2,1,0,34.0,157.0,19,1
293.0,0,6,2,2,0,2,0,0,177.0,46.0,19,1
80.0,1,14,2,0,0,1,1,0,402.0,251.0,19,1
228.0,2,4,2,2,0,2,1,1,122.0,373.0,19,0
95.0,19,25,2,0,0,2,0,0,374.0,31.0,19,0
293.0,1,10,2,2,0,2,1,0,171.0,147.0,19,1
194.0,4,16,2,2,0,0,1,1,46.0,6.0,19,1
95.0,3,10,2,2,0,0,0,0,403.0,83.0,19,1
165.0,3,4,2,0,0,2,1,0,247.0,46.0,19,0
183.0,0,9,2,0,0,2,0,0,73.0,25.0,19,0
180.0,2,10,2,0,0,2,1,1,245.0,11.0,19,1
121.0,2,12,2,0,0,1,1,1,312.0,296.0,19,0
257.0,4,5,2,2,0,1,0,0,3.0,269.0,19,0
200.0,8,9,2,0,0,1,1,0,9.0,178.0,19,0
76.0,3,11,2,2,0,2,1,0,402.0,165.0,19,0
248.0,2,22,2,0,0,2,0,0,3.0,23.0,19,0
76.0,3,6,2,1,0,2,1,1,333.0,22.0,19,1
107.0,43,60,2,0,0,1,1,0,398.0,175.0,19,0
180.0,8,13,2,0,0,2,1,1,237.0,20.0,19,0
296.0,4,8,2,0,0,2,1,0,76.0,137.0,19,0
298.0,2,8,2,2,0,2,1,0,183.0,54.0,19,1
275.0,0,6,2,0,0,2,0,0,290.0,5.0,19,1
308.0,6,8,2,0,0,2,0,0,89.0,26.0,19,0
76.0,26,42,2,0,0,2,1,1,392.0,212.0,19,0
312.0,0,9,2,2,0,1,1,0,56.0,67.0,19,0
304.0,6,9,2,0,0,2,0,0,49.0,9.0,19,1
405.0,3,12,0,1,0,1,1,1,67.0,366.0,19,1
293.0,5,13,2,2,0,0,1,0,170.0,28.0,19,0
