sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,decile_score.1,score_text,v_type_of_assessment,v_decile_score,v_score_text,end,target
1,30,0,0,0,0,0,8,-1.0,1.0,3,5,2,0,1,1,538,-1
1,25,0,2,0,0,1,2,0.0,1.0,3,4,2,0,3,1,1183,-1
1,24,2,3,0,0,0,2,0.0,1.0,3,7,0,0,5,2,783,0
0,49,1,2,0,0,0,0,-3.0,3.0,3,1,1,0,1,1,1159,-1
0,38,0,0,0,0,0,7,0.0,1.0,3,9,0,0,8,0,683,0
0,38,0,5,0,0,0,0,-1.0,1.0,7,1,1,0,0,1,563,-1
1,58,1,0,0,0,0,0,-1.0,1.0,3,3,1,0,1,1,138,0
1,33,0,2,0,0,0,1,-1.0,1.0,3,5,2,0,3,1,209,-1
0,27,0,2,0,0,0,0,0.0,0.0,3,4,2,0,2,1,847,-1
1,23,2,0,0,0,0,1,-1.0,1.0,3,3,1,0,2,1,713,0
0,25,0,0,0,0,0,2,-1.0,1.0,7,3,1,0,3,1,744,-1
1,25,0,0,0,0,1,4,-1.0,1.0,2,4,2,0,3,1,997,0
1,25,0,0,0,1,1,7,-1.0,1.0,8,4,2,0,4,2,74,0
0,42,0,2,0,0,0,4,-10.0,11.0,3,7,0,0,0,1,218,0
1,22,2,0,0,0,0,0,-1.0,1.0,2,3,1,0,4,2,487,0
1,27,0,0,0,0,0,6,0.0,0.0,3,6,2,0,5,2,337,0
1,25,0,0,0,0,0,0,-1.0,1.0,8,3,1,0,3,1,455,-1
1,23,2,2,1,0,1,10,-67.0,67.0,3,9,0,0,6,2,132,-1
1,20,2,2,1,0,0,1,28.0,50.0,2,8,0,0,9,0,187,0
1,30,0,2,0,0,0,6,-1.0,1.0,3,4,2,0,7,0,607,-1
0,34,0,0,0,0,0,14,-1.0,1.0,3,8,0,0,7,0,934,-1
1,28,0,0,0,2,0,21,-1.0,1.0,3,9,0,0,9,0,772,0
1,23,2,5,0,0,0,0,-1.0,1.0,7,2,1,0,3,1,945,0
1,42,0,0,0,0,0,0,-1.0,1.0,3,3,1,0,2,1,584,-1
1,21,2,3,0,0,0,0,-1.0,1.0,3,4,2,0,4,2,936,-1
1,31,0,2,0,0,0,1,-36.0,36.0,1,0,1,0,0,1,528,-1
1,32,0,0,0,3,0,10,-1.0,1.0,2,5,2,0,4,2,954,0
1,29,0,0,0,0,0,4,-76.0,76.0,3,4,2,0,5,2,532,-1
1,22,2,2,0,1,0,2,0.0,0.0,2,8,0,0,6,2,108,0
1,32,0,0,0,0,1,8,-1.0,1.0,2,3,1,0,1,1,157,-1
1,24,2,2,0,0,2,6,0.0,0.0,3,9,0,0,4,2,1133,-1
1,25,0,2,0,0,0,2,-12.0,13.0,8,4,2,0,6,2,893,0
1,32,0,0,0,0,0,1,-1.0,1.0,2,9,0,0,7,0,529,-1
1,24,2,0,0,0,0,0,0.0,1.0,3,1,1,0,3,1,902,0
1,46,1,3,0,0,0,1,-27.0,28.0,3,0,1,0,0,1,575,-1
1,20,2,0,0,0,0,0,-1.0,1.0,2,4,2,0,5,2,625,0
1,52,1,1,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,869,-1
1,32,0,2,0,0,0,2,0.0,0.0,3,0,1,0,0,1,1038,-1
1,30,0,0,0,0,0,4,-1.0,1.0,8,9,0,0,5,2,917,-1
1,54,1,0,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,335,-1
1,31,0,2,0,0,0,4,-1.0,1.0,7,6,2,0,6,2,764,0
1,59,1,0,0,0,0,5,0.0,2186.0,9,4,2,0,2,1,1147,-1
0,34,0,0,0,0,0,5,-53.0,53.0,3,4,2,0,4,2,239,0
1,42,0,2,0,0,0,0,0.0,0.0,7,0,1,0,0,1,505,-1
1,28,0,0,0,0,0,2,-1.0,1.0,2,4,2,0,2,1,322,0
1,24,2,0,0,0,0,1,-1.0,1.0,2,6,2,0,5,2,573,0
1,32,0,0,0,0,0,3,-1.0,1.0,3,6,2,0,2,1,1161,0
0,27,0,0,0,0,0,0,-2.0,2.0,2,2,1,0,2,1,404,0
1,30,0,0,0,0,0,3,-166.0,166.0,3,1,1,0,1,1,758,-1
0,41,0,0,0,0,0,8,0.0,0.0,3,7,0,0,3,1,1074,0
1,21,2,0,0,1,0,1,-1.0,1.0,3,6,2,0,5,2,152,-1
1,49,1,5,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,50,0
1,30,0,0,0,0,0,6,-1.0,1.0,3,3,1,0,3,1,1168,-1
0,22,2,0,0,0,0,4,0.0,1.0,3,8,0,0,5,2,474,0
1,39,0,2,0,0,0,0,-3.0,4.0,3,0,1,0,0,1,896,0
1,22,2,0,0,0,0,3,-443.0,0.0,1,9,0,0,8,0,651,-1
1,56,1,0,0,0,0,31,-22.0,23.0,3,5,2,0,6,2,898,0
0,21,2,2,0,0,0,2,34.0,62.0,7,4,2,0,5,2,688,-1
1,25,0,0,0,0,0,2,-1.0,1.0,7,7,0,0,5,2,486,-1
1,56,1,0,0,0,0,8,-106.0,106.0,2,2,1,0,2,1,864,-1
1,26,0,0,0,1,3,14,0.0,1.0,3,8,0,0,7,0,962,0
1,20,2,0,0,0,0,3,-55.0,55.0,3,8,0,0,8,0,648,-1
1,57,1,2,0,0,0,14,-28.0,29.0,3,3,1,0,1,1,141,0
1,48,1,2,0,0,0,1,-1.0,1.0,2,6,2,0,3,1,300,0
0,27,0,2,0,0,0,2,0.0,1.0,3,4,2,0,1,1,198,0
1,41,0,5,0,0,0,0,0.0,0.0,7,0,1,0,0,1,935,-1
0,37,0,0,0,0,0,0,0.0,0.0,8,3,1,0,2,1,1163,-1
1,26,0,1,0,0,0,2,-1.0,1.0,3,2,1,0,4,2,554,0
0,32,0,2,0,0,0,6,-1.0,1.0,2,5,2,0,1,1,749,0
1,31,0,2,0,0,0,3,-1.0,1.0,3,4,2,0,2,1,1141,0
0,26,0,2,0,0,0,0,-1.0,1.0,3,4,2,0,2,1,252,-1
1,37,0,2,0,0,0,1,-1.0,1.0,3,0,1,0,0,1,509,-1
1,25,0,2,0,0,0,0,-1.0,2.0,7,2,1,0,2,1,547,-1
1,21,2,5,0,0,0,0,-1.0,1.0,3,3,1,0,5,2,883,0
1,38,0,2,0,0,0,2,-7.0,7.0,2,6,2,0,1,1,246,-1
1,21,2,2,0,0,0,0,0.0,0.0,7,3,1,0,6,2,1053,0
0,51,1,0,1,0,0,10,173.0,196.0,3,9,0,0,5,2,286,0
1,40,0,0,0,0,0,0,0.0,0.0,3,0,1,0,0,1,675,-1
1,26,0,0,0,0,0,3,-1.0,1.0,2,5,2,0,3,1,61,0
1,39,0,0,0,0,0,1,-1.0,1.0,7,3,1,0,1,1,1121,-1
1,28,0,0,0,0,0,0,0.0,1.0,7,3,1,0,2,1,1107,0
1,46,1,0,0,0,0,2,-1.0,1.0,3,8,0,0,3,1,686,-1
1,39,0,2,0,0,0,0,0.0,0.0,3,3,1,0,3,1,390,0
1,23,2,0,0,0,0,6,40.0,245.0,3,3,1,0,4,2,40,0
1,57,1,3,0,0,0,3,-1.0,1.0,3,0,1,0,0,1,802,-1
0,20,2,0,0,0,3,2,-1.0,1.0,3,9,0,0,8,0,474,0
1,38,0,0,0,0,0,5,-1.0,1.0,3,2,1,0,1,1,853,-1
1,37,0,0,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,491,-1
0,51,1,0,1,0,0,10,173.0,196.0,3,9,0,0,5,2,173,0
1,50,1,0,1,0,0,23,74.0,737.0,3,9,0,0,9,0,587,-1
0,24,2,0,0,0,0,4,-1.0,1.0,3,2,1,0,2,1,467,0
1,67,1,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,529,-1
1,43,0,0,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,532,-1
1,22,2,2,0,0,0,0,-1.0,1.0,3,4,2,0,5,2,822,0
1,66,1,2,0,0,0,0,0.0,0.0,7,0,1,0,0,1,961,0
1,46,1,5,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,75,-1
1,56,1,2,0,0,0,7,-1.0,1.0,3,5,2,0,7,0,503,0
1,30,0,0,0,0,0,0,0.0,0.0,3,2,1,0,1,1,1116,0
1,30,0,2,0,0,0,2,-1.0,2.0,7,1,1,0,1,1,1096,0
1,32,0,5,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,865,-1
1,43,0,3,0,0,0,0,-4.0,4.0,7,1,1,0,0,1,669,0
0,31,0,0,0,0,0,0,-2.0,5.0,7,5,2,0,3,1,356,0
1,60,1,2,0,0,0,3,-60.0,60.0,3,0,1,0,0,1,466,-1
1,21,2,0,0,0,0,1,-10.0,10.0,2,2,1,0,5,2,939,-1
1,26,0,0,0,0,0,1,-1.0,1.0,3,4,2,0,4,2,1176,0
1,27,0,0,0,0,0,6,0.0,0.0,3,6,2,0,5,2,120,0
1,33,0,0,0,1,0,5,-1.0,1.0,1,3,1,0,1,1,633,-1
0,41,0,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,812,-1
1,44,0,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,570,0
0,21,2,0,0,0,0,2,-1.0,1.0,2,7,0,0,7,0,654,-1
1,31,0,0,0,0,0,1,-1.0,3437.0,8,9,0,0,3,1,695,-1
1,30,0,0,0,0,0,1,-48.0,48.0,1,0,1,0,1,1,807,-1
1,32,0,2,0,0,0,7,-1.0,1.0,3,1,1,0,1,1,474,-1
1,62,1,0,0,0,0,13,-1.0,1.0,3,7,0,0,4,2,519,0
1,35,0,2,0,0,0,3,0.0,0.0,7,4,2,0,3,1,257,0
1,52,1,0,0,0,0,3,-1.0,1.0,3,0,1,0,1,1,884,-1
1,22,2,2,0,0,3,1,-1.0,1.0,3,4,2,0,4,2,296,0
0,36,0,0,0,1,0,5,-1.0,1.0,3,4,2,0,1,1,613,-1
1,39,0,0,0,0,0,2,-39.0,47.0,3,1,1,0,0,1,583,-1
1,27,0,0,1,0,0,4,-1.0,1.0,3,4,2,0,2,1,75,0
1,24,2,5,0,0,0,0,-1.0,1.0,3,2,1,0,4,2,1088,-1
1,30,0,2,0,0,0,0,-1.0,1.0,3,8,0,0,2,1,479,0
1,26,0,5,0,0,0,0,-1.0,1.0,3,6,2,0,4,2,1141,-1
1,20,2,2,0,0,2,1,-1.0,1.0,2,1,1,0,4,2,814,0
1,36,0,3,0,1,0,26,-1.0,1.0,3,9,0,0,5,2,467,0
1,21,2,0,0,0,0,0,0.0,1.0,3,5,2,0,6,2,851,0
0,33,0,0,0,0,0,2,-1.0,1.0,3,2,1,0,1,1,18,-1
1,61,1,2,0,0,0,1,-1.0,1.0,7,0,1,0,0,1,1174,-1
0,34,0,0,0,0,0,1,-1.0,1.0,3,0,1,0,0,1,863,-1
1,36,0,0,0,0,0,2,-2.0,2.0,3,2,1,0,0,1,491,0
1,62,1,0,0,0,0,0,0.0,1.0,7,0,1,0,0,1,723,-1
1,61,1,5,0,0,0,1,-49.0,49.0,2,0,1,0,0,1,796,-1
0,49,1,2,0,0,0,2,-1.0,1.0,3,1,1,0,0,1,912,-1
1,47,1,2,0,0,0,3,-1.0,1.0,3,1,1,0,0,1,224,-1
1,34,0,2,0,0,0,5,0.0,0.0,3,1,1,0,1,1,303,0
1,38,0,2,0,0,0,2,0.0,0.0,3,3,1,0,1,1,250,0
1,56,1,2,0,0,0,0,0.0,1.0,7,0,1,0,0,1,864,0
1,50,1,2,0,0,0,1,-4.0,4.0,3,0,1,0,0,1,928,-1
1,26,0,0,0,0,0,8,-1.0,1.0,3,8,0,0,5,2,936,0
1,34,0,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,550,-1
1,52,1,2,0,0,0,4,-26.0,26.0,3,2,1,0,2,1,583,-1
1,43,0,0,0,0,0,17,0.0,0.0,3,4,2,0,3,1,710,-1
0,50,1,2,0,0,0,30,-1.0,1.0,9,5,2,0,2,1,328,0
1,32,0,2,0,0,0,6,-1.0,1.0,3,1,1,0,2,1,458,0
1,22,2,5,0,0,0,0,-1.0,1.0,3,4,2,0,5,2,650,0
1,53,1,3,0,0,0,1,-1.0,1.0,3,3,1,0,0,1,677,-1
1,57,1,2,0,0,0,15,-32.0,32.0,3,6,2,0,2,1,920,-1
1,49,1,2,0,0,0,8,-1.0,1.0,3,2,1,0,0,1,532,-1
1,33,0,2,0,0,0,3,-44.0,44.0,3,2,1,0,2,1,561,-1
1,46,1,0,0,0,1,15,-1.0,1.0,3,6,2,0,0,1,868,0
1,20,2,5,0,0,0,0,-1.0,1.0,3,2,1,0,4,2,710,0
0,26,0,0,0,0,0,1,-1.0,1.0,3,4,2,0,3,1,489,-1
1,22,2,2,0,0,2,5,-2.0,2.0,3,7,0,0,5,2,6,0
1,28,0,3,0,0,0,0,-1.0,1.0,3,3,1,0,3,1,949,-1
1,19,2,0,1,0,1,1,-40.0,40.0,1,9,0,0,9,0,470,0
1,63,1,2,0,0,0,0,0.0,1.0,7,0,1,0,0,1,151,0
1,30,0,0,0,0,0,21,0.0,1.0,3,6,2,0,1,1,448,0
1,28,0,0,1,0,1,11,0.0,1.0,3,7,0,0,5,2,1091,0
1,28,0,0,0,0,0,1,-1.0,1.0,7,1,1,0,2,1,956,-1
0,55,1,3,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,801,-1
1,41,0,2,0,0,0,4,-3.0,3.0,3,2,1,0,0,1,140,0
0,28,0,2,0,0,0,3,0.0,720.0,3,5,2,0,1,1,1045,0
0,25,0,0,0,0,0,1,-13.0,13.0,3,2,1,0,3,1,211,-1
0,38,0,2,0,0,0,1,-1.0,1.0,3,5,2,0,1,1,150,-1
0,52,1,2,0,0,0,0,0.0,1.0,7,0,1,0,0,1,822,-1
1,27,0,5,0,0,0,6,0.0,1.0,3,6,2,0,7,0,1075,-1
1,52,1,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,842,-1
1,28,0,0,0,0,0,3,-1.0,1.0,3,2,1,0,2,1,472,-1
1,54,1,3,0,0,0,5,149.0,650.0,3,4,2,0,0,1,1012,-1
1,27,0,0,0,0,0,5,-1.0,1.0,8,4,2,0,3,1,1144,-1
1,36,0,0,2,0,0,5,-64.0,64.0,3,9,0,0,7,0,911,-1
1,20,2,0,0,0,0,0,-1.0,1.0,3,7,0,0,7,0,656,-1
1,21,2,2,0,0,0,0,-1.0,2.0,7,1,1,0,3,1,550,-1
0,36,0,2,0,0,0,0,0.0,0.0,7,0,1,0,0,1,783,-1
0,25,0,0,0,0,0,1,-1.0,1.0,7,7,0,0,2,1,182,0
1,38,0,0,1,2,2,22,-34.0,15.0,7,8,0,0,8,0,555,0
1,24,2,2,0,0,0,4,0.0,0.0,3,7,0,0,7,0,246,-1
1,21,2,0,1,0,1,1,-171.0,171.0,2,3,1,0,5,2,234,0
1,26,0,0,0,0,0,4,-1.0,1.0,2,1,1,0,1,1,614,-1
1,51,1,2,0,0,0,2,-23.0,23.0,3,1,1,0,0,1,764,-1
1,24,2,0,0,0,0,2,-1.0,4.0,7,8,0,0,8,0,65,0
1,44,0,2,0,0,0,1,-1.0,0.0,8,2,1,0,1,1,669,-1
1,39,0,2,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,1054,-1
1,51,1,2,0,0,0,6,11.0,33.0,7,0,1,0,0,1,1009,0
1,44,0,2,0,0,0,2,-1.0,1.0,7,0,1,0,0,1,473,-1
1,31,0,0,0,0,1,10,-1.0,1.0,3,5,2,0,1,1,457,0
0,39,0,2,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,645,-1
1,23,2,0,0,0,0,1,-27.0,27.0,9,2,1,0,3,1,911,0
0,32,0,0,0,0,0,3,-26.0,26.0,7,3,1,0,2,1,645,-1
1,47,1,0,0,0,0,1,-1.0,1.0,3,1,1,0,2,1,1165,-1
1,29,0,0,0,0,0,0,-1.0,1.0,3,8,0,0,5,2,866,-1
1,30,0,0,0,0,0,14,27.0,28.0,6,5,2,0,6,2,154,0
1,25,0,0,0,0,0,3,-1.0,1.0,3,6,2,0,7,0,1066,-1
1,25,0,0,0,0,0,3,-1.0,1.0,2,2,1,0,3,1,844,0
1,28,0,2,0,0,0,1,-1.0,1.0,3,8,0,0,2,1,738,-1
1,56,1,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,627,-1
0,34,0,2,0,0,0,0,-2.0,2.0,3,2,1,0,1,1,455,-1
0,34,0,2,0,0,0,0,0.0,1.0,8,6,2,0,2,1,528,0
1,22,2,0,0,0,0,0,0.0,1.0,2,4,2,0,5,2,140,0
1,54,1,2,0,0,0,2,-29.0,29.0,3,3,1,0,1,1,972,0
1,27,0,0,0,0,0,6,-1.0,1.0,3,7,0,0,8,0,797,0
1,20,2,2,0,0,0,0,0.0,0.0,3,3,1,0,5,2,447,-1
1,33,0,5,0,0,0,0,-1.0,1.0,7,1,1,0,2,1,1117,-1
1,34,0,3,0,0,0,4,-1.0,1.0,2,0,1,0,0,1,164,0
1,29,0,0,0,0,0,0,0.0,0.0,3,7,0,0,9,0,514,-1
1,31,0,0,0,2,0,15,-1.0,1.0,3,8,0,0,4,2,52,0
1,26,0,0,0,0,0,3,0.0,0.0,2,3,1,0,2,1,88,-1
1,58,1,0,0,0,0,2,7.0,2835.0,7,7,0,0,1,1,7,-1
0,46,1,0,0,0,0,0,-2.0,3.0,2,0,1,0,0,1,512,-1
0,45,1,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,733,-1
1,64,1,2,0,0,0,8,-290.0,290.0,3,9,0,0,5,2,488,0
1,36,0,0,0,0,0,5,-20.0,20.0,7,7,0,0,2,1,121,0
1,26,0,0,0,0,0,3,0.0,1.0,3,9,0,0,9,0,1175,0
1,25,0,0,0,0,0,0,0.0,0.0,3,1,1,0,1,1,469,-1
1,52,1,0,0,0,0,1,-1.0,1.0,3,0,1,0,0,1,767,-1
0,38,0,0,0,0,0,7,-31.0,31.0,3,3,1,0,1,1,669,-1
1,35,0,0,0,0,0,8,0.0,0.0,7,6,2,0,3,1,568,0
1,26,0,0,0,0,0,4,0.0,0.0,3,2,1,0,1,1,800,0
1,25,0,2,0,0,0,0,0.0,0.0,7,1,1,0,1,1,662,-1
1,40,0,2,0,0,0,4,0.0,1.0,7,0,1,0,0,1,815,-1
1,30,0,2,0,0,0,2,-15.0,15.0,3,1,1,0,1,1,926,-1
1,26,0,2,0,0,0,7,81.0,98.0,8,8,0,0,6,2,81,0
0,33,0,0,0,0,0,6,-67.0,65.0,7,0,1,0,0,1,321,0
1,58,1,2,0,0,0,5,-1.0,1.0,3,2,1,0,0,1,755,0
0,21,2,0,0,3,1,4,-1.0,463.0,8,7,0,0,7,0,599,0
0,52,1,0,0,0,0,8,-1.0,1.0,1,8,0,0,6,2,545,-1
1,29,0,2,0,0,0,3,-1.0,1.0,8,2,1,0,3,1,712,-1
1,27,0,3,0,0,0,2,-1.0,1.0,7,1,1,0,1,1,655,-1
1,25,0,2,4,0,1,13,-1.0,0.0,3,3,1,0,2,1,52,0
0,34,0,2,0,0,0,10,22.0,77.0,3,8,0,0,4,2,22,0
1,29,0,0,0,0,0,7,0.0,0.0,8,9,0,0,8,0,1166,0
1,40,0,2,0,0,0,8,-28.0,28.0,3,7,0,0,8,0,161,0
1,37,0,2,0,0,0,5,-105.0,104.0,8,4,2,0,0,1,323,-1
1,22,2,0,0,0,0,2,-1.0,1.0,5,5,2,0,7,0,1172,-1
1,30,0,0,0,0,0,4,163.0,184.0,8,6,2,0,4,2,163,0
1,18,2,3,1,0,0,1,-23.0,333.0,3,8,0,0,9,0,427,-1
1,20,2,0,1,1,0,2,162.0,5.0,3,3,1,0,6,2,162,-1
1,38,0,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,747,-1
1,37,0,2,0,0,0,1,-9.0,9.0,3,6,2,0,0,1,412,0
1,37,0,0,1,0,1,12,-1.0,1.0,8,8,0,0,9,0,269,0
0,38,0,0,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,1083,-1
0,45,1,0,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,876,-1
1,24,2,0,2,1,0,3,0.0,0.0,7,5,2,0,7,0,623,0
1,21,2,0,0,0,0,0,-1.0,1.0,3,7,0,0,6,2,787,0
1,28,0,3,0,0,0,1,-1.0,1.0,3,2,1,0,1,1,893,-1
1,54,1,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,659,-1
1,52,1,5,0,0,0,13,-1.0,1.0,3,6,2,0,5,2,169,0
1,29,0,2,0,0,0,2,-2.0,2.0,7,4,2,0,3,1,101,0
1,34,0,2,0,0,0,0,0.0,0.0,3,4,2,0,4,2,441,-1
0,38,0,2,0,0,0,5,-1.0,1.0,3,5,2,0,3,1,156,0
1,22,2,0,0,0,0,1,-1.0,1.0,3,6,2,0,8,0,753,-1
1,55,1,0,0,0,0,10,0.0,0.0,3,7,0,0,2,1,615,-1
1,56,1,2,0,0,0,7,-38.0,38.0,3,4,2,0,0,1,735,-1
1,41,0,2,0,0,0,1,-1.0,1.0,3,1,1,0,0,1,79,0
0,23,2,0,0,0,0,3,-37.0,37.0,3,7,0,0,6,2,1038,0
1,29,0,0,1,1,1,4,0.0,1.0,1,9,0,0,8,0,533,0
1,31,0,0,0,0,0,11,0.0,1.0,7,6,2,0,6,2,265,0
1,21,2,0,0,0,0,1,-18.0,18.0,7,6,2,0,5,2,626,0
0,52,1,0,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,973,-1
1,30,0,5,0,0,0,0,-1.0,1.0,7,5,2,0,4,2,846,0
1,25,0,5,0,0,0,3,-1.0,1.0,3,7,0,0,4,2,337,0
1,28,0,2,0,0,0,0,0.0,1.0,3,6,2,0,3,1,224,-1
1,21,2,2,0,2,1,3,-1.0,1.0,3,9,0,0,5,2,8,0
0,50,1,2,0,0,0,14,-1.0,1.0,3,8,0,0,5,2,506,-1
1,26,0,0,0,0,0,5,-1.0,1.0,2,6,2,0,5,2,634,0
1,26,0,2,0,0,0,7,0.0,1.0,3,7,0,0,3,1,439,0
1,28,0,2,0,0,0,0,0.0,1.0,3,6,2,0,2,1,1090,-1
1,43,0,2,0,0,0,0,-4.0,5.0,3,1,1,0,0,1,795,-1
1,20,2,0,0,1,0,1,-1.0,1.0,3,9,0,0,8,0,186,-1
1,42,0,0,0,0,0,1,-12.0,12.0,7,4,2,0,1,1,893,-1
1,20,2,0,1,0,0,1,39.0,435.0,6,2,1,0,5,2,88,0
1,27,0,0,0,0,0,8,0.0,0.0,8,7,0,0,6,2,1165,0
1,26,0,0,0,0,0,5,-1.0,1.0,1,7,0,0,8,0,1100,0
1,30,0,3,0,0,0,0,-2.0,2.0,3,0,1,0,0,1,597,-1
1,27,0,2,0,2,1,13,-59.0,39.0,2,4,2,0,4,2,212,0
1,32,0,2,0,0,0,4,-1.0,2.0,3,9,0,0,7,0,490,0
1,43,0,2,0,0,0,0,-4.0,5.0,3,1,1,0,0,1,92,-1
1,24,2,2,0,0,0,0,-1.0,1.0,3,1,1,0,2,1,1097,-1
1,33,0,2,0,0,0,3,0.0,0.0,6,4,2,0,3,1,511,-1
1,69,1,2,0,0,0,0,-1.0,1.0,8,0,1,0,0,1,1156,-1
1,28,0,2,0,0,0,0,-1.0,1.0,2,1,1,0,2,1,494,0
1,29,0,0,0,0,0,11,-1.0,1.0,3,2,1,0,3,1,796,0
1,35,0,2,0,0,0,8,-259.0,259.0,3,7,0,0,3,1,691,0
1,25,0,0,0,0,1,9,0.0,1.0,3,6,2,0,3,1,724,-1
1,39,0,0,0,0,0,35,-45.0,45.0,3,9,0,0,7,0,47,-1
1,30,0,0,0,1,0,19,0.0,1.0,3,9,0,0,6,2,398,0
1,55,1,2,0,0,0,1,-45.0,45.0,3,0,1,0,0,1,934,-1
0,27,0,2,0,0,0,2,-1.0,1.0,3,4,2,0,2,1,1132,0
1,34,0,2,0,0,0,9,-1.0,1.0,3,5,2,0,3,1,860,-1
1,33,0,0,0,0,0,0,0.0,0.0,7,0,1,0,0,1,760,-1
1,21,2,2,0,0,0,0,-1.0,1.0,3,8,0,0,8,0,739,0
1,31,0,0,3,0,1,15,-1.0,1.0,7,9,0,0,3,1,1175,0
1,32,0,0,0,0,0,2,-1.0,1.0,7,4,2,0,3,1,863,-1
0,25,0,2,0,0,0,0,-1.0,1.0,3,3,1,0,2,1,803,-1
1,24,2,0,0,0,0,3,-1.0,1.0,3,2,1,0,3,1,874,0
1,20,2,0,0,0,1,2,-1.0,1.0,3,9,0,0,9,0,451,-1
1,59,1,0,0,0,0,3,-8.0,8.0,3,2,1,0,1,1,1156,0
1,20,2,5,0,0,0,0,-1.0,1.0,8,3,1,0,6,2,959,0
1,24,2,0,0,0,0,3,-3.0,3.0,3,5,2,0,5,2,191,0
1,30,0,3,0,0,0,0,-1.0,1.0,3,3,1,0,1,1,671,-1
1,39,0,0,0,0,0,2,14.0,37.0,8,3,1,0,7,0,919,-1
0,36,0,0,0,0,0,13,-1.0,1.0,3,8,0,0,2,1,658,0
1,42,0,0,0,0,0,1,-1.0,1.0,3,3,1,0,2,1,255,0
1,54,1,0,0,0,0,10,-435.0,295.0,3,5,2,0,1,1,553,-1
0,45,1,0,0,0,0,1,-4.0,4.0,3,0,1,0,0,1,1015,-1
1,30,0,0,0,0,0,15,210.0,248.0,2,8,0,0,3,1,210,0
0,37,0,0,0,0,0,2,-1.0,0.0,3,0,1,0,0,1,711,-1
1,25,0,2,0,0,0,6,70.0,189.0,3,7,0,0,4,2,70,0
0,21,2,0,0,0,0,0,-4.0,4.0,2,4,2,0,5,2,542,0
1,28,0,0,0,0,0,5,0.0,0.0,7,6,2,0,6,2,585,0
1,40,0,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,482,0
1,28,0,0,0,0,0,1,-1.0,2.0,3,3,1,0,4,2,170,0
1,51,1,0,0,0,0,21,-1.0,1.0,3,7,0,0,2,1,1109,0
1,22,2,0,0,0,0,0,0.0,0.0,2,1,1,0,3,1,582,-1
1,26,0,0,0,0,0,8,0.0,0.0,3,7,0,0,4,2,130,0
0,25,0,0,0,0,0,3,0.0,0.0,3,7,0,0,6,2,50,-1
0,26,0,2,0,0,0,1,-1.0,1.0,2,8,0,0,6,2,211,-1
1,22,2,5,0,0,0,0,-1.0,1.0,3,8,0,0,6,2,1150,-1
1,26,0,0,0,0,0,6,0.0,0.0,8,7,0,0,5,2,233,-1
1,29,0,0,0,0,0,0,0.0,1.0,3,3,1,0,2,1,1073,-1
1,36,0,2,0,0,0,5,-1.0,1.0,3,2,1,0,1,1,1106,0
1,34,0,0,2,0,0,8,0.0,0.0,2,8,0,0,6,2,21,0
1,58,1,0,0,0,0,6,-1.0,1.0,3,5,2,0,2,1,1045,-1
1,41,0,0,0,0,0,9,-1.0,1.0,3,4,2,0,4,2,416,-1
1,30,0,2,0,0,0,19,57.0,69.0,3,9,0,0,2,1,225,0
1,20,2,2,0,0,0,0,-1.0,1.0,7,4,2,0,5,2,29,0
0,33,0,5,0,0,0,0,-1.0,1.0,3,1,1,0,1,1,864,-1
1,43,0,0,0,0,0,3,93.0,247.0,3,7,0,0,2,1,529,0
1,31,0,0,0,0,0,3,-20.0,20.0,7,7,0,0,2,1,751,0
1,30,0,2,0,0,0,0,-1.0,1.0,7,2,1,0,1,1,863,-1
1,23,2,0,0,0,0,1,-39.0,39.0,7,1,1,0,3,1,455,-1
1,31,0,0,0,0,0,12,-48.0,48.0,3,7,0,0,4,2,483,-1
0,39,0,0,0,2,0,22,-1.0,1.0,3,9,0,0,2,1,469,0
1,20,2,0,0,0,0,1,-22.0,22.0,8,3,1,0,5,2,772,-1
1,24,2,0,0,0,1,3,0.0,1.0,2,7,0,0,6,2,824,0
