date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,target
0.02699,6,0.446809,0.095052,0.357185,0.003467,0.422915,0.414912,UP
0.000752,4,0.93617,0.161553,0.450461,0.003467,0.422915,0.414912,UP
0.027388,1,0.829787,0.062898,0.4277,0.003467,0.422915,0.414912,DOWN
0.429229,5,0.361702,0.067551,0.44942,0.003467,0.422915,0.414912,DOWN
0.907659,3,0.191489,0.042572,0.185361,0.002781,0.251683,0.662281,DOWN
0.464537,1,0.361702,0.030113,0.291729,0.002052,0.494303,0.405702,UP
0.022034,5,0.574468,0.064279,0.286373,0.003467,0.422915,0.414912,UP
0.429804,4,0.404255,0.096073,0.632401,0.003467,0.422915,0.414912,UP
0.44321,6,0.702128,0.047916,0.423386,0.00323,0.334801,0.52807,UP
0.459891,1,0.148936,0.021977,0.143112,0.001456,0.21595,0.8,DOWN
0.014291,4,0.106383,0.040591,0.298572,0.003467,0.422915,0.414912,DOWN
0.451838,6,0.148936,0.037168,0.276703,0.002509,0.297514,0.646053,DOWN
0.876687,6,0.361702,0.030533,0.481702,0.001882,0.358364,0.623684,UP
0.008893,0,0.702128,0.148913,0.66632,0.003467,0.422915,0.414912,UP
0.877041,0,0.617021,0.029062,0.324903,0.001911,0.187727,0.555702,DOWN
0.456263,2,0.638298,0.033475,0.479768,0.002275,0.555153,0.490351,DOWN
0.881465,3,0.085106,0.029002,0.278042,0.00183,0.376748,0.546491,DOWN
0.893589,5,0.404255,0.102198,0.769116,0.007032,0.678405,0.570175,UP
0.867661,6,0.765957,0.0662,0.400179,0.004408,0.615225,0.382895,UP
0.005221,1,0.574468,0.074667,0.559506,0.003467,0.422915,0.414912,UP
0.429583,6,0.234043,0.072535,0.119607,0.003467,0.422915,0.414912,DOWN
0.021902,2,0.702128,0.049928,0.438411,0.003467,0.422915,0.414912,DOWN
0.867439,1,0.446809,0.029272,0.59283,0.001909,0.694718,0.367544,DOWN
0.465245,3,0.531915,0.057223,0.471586,0.003932,0.479285,0.144298,UP
0.911464,6,0.170213,0.02609,0.128831,0.001683,0.200932,0.769298,DOWN
0.004646,2,0.446809,0.119731,0.630765,0.003467,0.422915,0.414912,UP
0.884828,2,0.12766,0.047136,0.218982,0.002636,0.304247,0.634211,UP
0.438874,5,0.851064,0.053831,0.324308,0.003467,0.422915,0.414912,UP
0.474315,6,0.808511,0.02696,0.257959,0.001641,0.149146,0.815789,UP
0.899031,3,0.93617,0.071845,0.586879,0.004763,0.479285,0.657456,DOWN
0.026592,4,0.361702,0.119491,0.550878,0.003467,0.422915,0.414912,UP
0.898766,4,0.255319,0.077909,0.419072,0.005127,0.438115,0.662281,UP
0.867174,2,0.148936,0.027981,0.110533,0.001874,0.129984,0.569298,DOWN
0.877129,2,0.851064,0.034826,0.492859,0.002395,0.473071,0.338596,DOWN
0.897925,6,0.021277,0.113066,0.605326,0.005189,0.462455,0.595175,UP
0.456307,3,0.638298,0.034016,0.511901,0.002295,0.556965,0.552632,DOWN
0.433698,6,0.404255,0.069323,0.346921,0.003467,0.422915,0.414912,UP
0.022344,5,0.340426,0.070824,0.328622,0.003467,0.422915,0.414912,UP
0.438786,3,0.340426,0.057314,0.466974,0.003467,0.422915,0.414912,DOWN
0.912438,0,0.765957,0.043683,0.329069,0.002875,0.288193,0.702193,UP
0.429229,5,0.531915,0.075387,0.457304,0.003467,0.422915,0.414912,UP
0.474315,6,0.085106,0.024619,0.06992,0.001637,0.152512,0.796053,DOWN
0.442547,5,0.106383,0.049838,0.261232,0.003361,0.344381,0.500526,DOWN
0.452015,3,0.234043,0.033205,0.358673,0.002231,0.306318,0.710526,DOWN
0.447502,6,0.106383,0.023088,0.343796,0.001489,0.363283,0.706579,DOWN
0.004734,4,0.234043,0.072415,0.278489,0.003467,0.422915,0.414912,DOWN
0.894341,1,0.680851,0.09163,0.734305,0.006115,0.690575,0.527632,UP
0.000221,6,0.489362,0.054131,0.323416,0.003467,0.422915,0.414912,DOWN
0.456042,4,0.893617,0.044794,0.610384,0.003085,0.490937,0.449123,UP
0.898633,1,0.06383,0.089168,0.305564,0.005976,0.428017,0.414912,UP
0.884651,5,0.106383,0.027321,0.247099,0.001741,0.355256,0.613158,DOWN
0.017875,2,0.425532,0.082293,0.538828,0.003467,0.422915,0.414912,UP
0.903456,6,0.06383,0.056083,0.360904,0.003702,0.383998,0.61886,DOWN
0.46082,1,0.765957,0.104599,0.673758,0.007158,0.499482,0.332895,UP
0.425025,0,0.255319,0.06584,0.27224,0.003467,0.422915,0.414912,DOWN
0.425645,0,0.510638,0.078119,0.332639,0.003467,0.422915,0.414912,UP
0.469448,1,0.574468,0.046415,0.493157,0.003103,0.488866,0.417544,UP
0.87151,3,0.702128,0.056443,0.725677,0.003691,0.674003,0.561842,UP
0.894341,1,0.319149,0.071274,0.633294,0.004931,0.674521,0.377193,UP
0.013451,6,0.595745,0.051249,0.289051,0.003467,0.422915,0.414912,DOWN
0.473519,2,0.723404,0.026,0.501636,0.001708,0.470482,0.600877,DOWN
0.000708,3,0.744681,0.124204,0.656501,0.003467,0.422915,0.414912,UP
0.447812,6,0.829787,0.043983,0.626748,0.003022,0.412481,0.521491,UP
0.022831,2,0.191489,0.068422,0.135079,0.003467,0.422915,0.414912,DOWN
0.907349,3,0.914894,0.051459,0.375186,0.003486,0.448213,0.425877,DOWN
0.881244,5,0.361702,0.029542,0.524695,0.002025,0.556706,0.390789,DOWN
0.469493,2,0.340426,0.047166,0.515472,0.003147,0.508027,0.461404,UP
0.442724,2,0.978723,0.066951,0.524993,0.004693,0.457794,0.439474,DOWN
0.425025,0,0.829787,0.06584,0.367004,0.003467,0.422915,0.414912,DOWN
0.907836,0,0.468085,0.045725,0.355698,0.002968,0.27421,0.702193,UP
0.01792,3,0.276596,0.081002,0.444957,0.003467,0.422915,0.414912,UP
0.447502,6,0.765957,0.072145,0.709759,0.005164,0.513465,0.272807,UP
0.460865,2,0.638298,0.066561,0.506992,0.004612,0.433195,0.234649,UP
0.023052,0,1.0,0.076378,0.388129,0.003467,0.422915,0.414912,DOWN
0.867838,3,0.255319,0.029482,0.378756,0.001624,0.439927,0.664912,DOWN
0.911862,1,0.893617,0.043713,0.399137,0.002867,0.3739,0.610526,DOWN
0.894252,6,0.829787,0.083884,0.639839,0.00549,0.507509,0.65307,UP
0.90704,3,0.574468,0.070223,0.465486,0.004823,0.701191,0.243421,UP
0.018362,6,0.021277,0.069653,0.290241,0.003467,0.422915,0.414912,UP
0.434671,0,0.148936,0.053621,0.040613,0.003467,0.422915,0.414912,UP
0.438388,1,0.0,0.06539,0.430378,0.003467,0.422915,0.414912,DOWN
0.867528,3,0.808511,0.028522,0.451056,0.001651,0.449767,0.641228,DOWN
0.442989,1,0.085106,0.045455,0.210503,0.003027,0.292595,0.573684,DOWN
0.424627,5,0.638298,0.074817,0.289348,0.003467,0.422915,0.414912,UP
0.42945,3,0.234043,0.077369,0.394228,0.003467,0.422915,0.414912,UP
0.911199,0,0.404255,0.043653,0.381583,0.002815,0.247022,0.745175,DOWN
0.031857,4,0.06383,0.055242,0.056382,0.003467,0.422915,0.414912,DOWN
0.464448,6,0.851064,0.029723,0.36388,0.002021,0.350854,0.504825,UP
0.005309,3,0.723404,0.089798,0.682981,0.003467,0.422915,0.414912,UP
0.889872,5,0.0,0.094031,0.60845,0.006138,0.51217,0.688158,UP
0.89819,5,0.382979,0.127747,0.770158,0.008282,0.741844,0.559211,UP
0.8812,4,0.851064,0.029422,0.50967,0.002002,0.513206,0.475,DOWN
0.898677,2,0.553191,0.089858,0.554002,0.005868,0.592957,0.497368,UP
0.009646,3,0.765957,0.092861,0.744273,0.003467,0.422915,0.414912,UP
0.898013,1,0.446809,0.055602,0.677328,0.003747,0.660021,0.403947,DOWN
0.474183,3,0.893617,0.028131,0.317465,0.001853,0.168048,0.837719,DOWN
0.429671,1,0.425532,0.111084,0.638054,0.003467,0.422915,0.414912,UP
0.026813,2,0.914894,0.09247,0.420411,0.003467,0.422915,0.414912,UP
0.443476,5,0.893617,0.077789,0.519786,0.005224,0.453392,0.564912,UP
0.02699,6,0.276596,0.074817,0.169444,0.003467,0.422915,0.414912,UP
0.469979,6,0.680851,0.029753,0.424874,0.002019,0.285085,0.504386,DOWN
0.866953,4,0.574468,0.035577,0.352276,0.002389,0.288452,0.676754,UP
0.424848,3,0.085106,0.055242,0.120649,0.003467,0.422915,0.414912,DOWN
0.031016,6,0.574468,0.074817,0.219429,0.003467,0.422915,0.414912,UP
0.429539,5,0.404255,0.080401,0.447486,0.003467,0.422915,0.414912,UP
0.424539,3,0.170213,0.040261,0.042696,0.003467,0.422915,0.414912,DOWN
0.027521,4,0.723404,0.053861,0.449717,0.003467,0.422915,0.414912,DOWN
0.867351,6,0.382979,0.035307,0.418923,0.002094,0.333765,0.814912,UP
0.004425,4,0.382979,0.050949,0.637905,0.003467,0.422915,0.414912,DOWN
0.872041,1,0.085106,0.028912,0.154567,0.000831,0.256085,0.710526,DOWN
0.495686,5,0.702128,0.038549,0.440345,0.002823,0.434231,0.229825,DOWN
0.438476,3,0.340426,0.057974,0.481553,0.003467,0.422915,0.414912,DOWN
0.894164,4,0.085106,0.069563,0.45061,0.004589,0.519938,0.619737,DOWN
0.97332,1,0.978723,0.10592,0.548795,0.007183,0.473071,0.54386,UP
0.473961,5,0.553191,0.031734,0.663493,0.002088,0.454169,0.633772,UP
0.00938,4,0.914894,0.041492,0.485867,0.003467,0.422915,0.414912,DOWN
0.912261,3,0.87234,0.043353,0.390658,0.002943,0.416106,0.371053,DOWN
0.425556,5,0.914894,0.058394,0.295894,0.003467,0.422915,0.414912,DOWN
1.0,1,0.957447,0.072415,0.47947,0.00479,0.397462,0.55307,UP
0.447635,2,0.255319,0.042272,0.451354,0.001961,0.369239,0.760526,DOWN
0.473917,4,0.744681,0.02654,0.511901,0.001728,0.4174,0.697807,DOWN
0.004823,6,0.404255,0.062598,0.52886,0.003467,0.422915,0.414912,DOWN
0.460422,6,0.425532,0.024048,0.459238,0.001599,0.322372,0.560965,DOWN
0.912393,6,0.276596,0.044554,0.323416,0.002943,0.353444,0.645175,DOWN
0.434671,0,0.851064,0.053921,0.314639,0.003467,0.422915,0.414912,UP
0.013583,2,0.170213,0.041431,0.213478,0.003467,0.422915,0.414912,DOWN
0.429804,4,0.680851,0.077339,0.595805,0.003467,0.422915,0.414912,UP
0.447901,1,0.297872,0.040831,0.482446,0.002684,0.428793,0.602632,UP
0.911951,3,0.042553,0.055392,0.282208,0.003758,0.430865,0.438596,UP
0.889208,4,0.87234,0.029212,0.582416,0.00199,0.49767,0.439474,UP
0.912128,0,0.255319,0.036838,0.145046,0.002395,0.178405,0.728509,DOWN
0.013628,3,0.042553,0.088327,0.453436,0.003467,0.422915,0.414912,UP
0.460599,3,0.042553,0.032425,0.42294,0.0021,0.484982,0.636842,UP
0.031282,5,0.297872,0.077819,0.325945,0.003467,0.422915,0.414912,UP
0.443343,2,0.808511,0.076228,0.577953,0.005041,0.56059,0.555702,UP
0.022477,1,0.553191,0.107422,0.490628,0.003467,0.422915,0.414912,UP
0.0273,6,0.276596,0.077639,0.177477,0.003467,0.422915,0.414912,DOWN
0.424804,2,0.234043,0.056923,0.235793,0.003467,0.422915,0.414912,DOWN
0.894297,0,0.914894,0.057374,0.506843,0.003376,0.424909,0.640789,UP
0.461174,2,0.042553,0.031134,0.425766,0.002088,0.440704,0.399561,UP
0.424804,2,0.191489,0.055242,0.127194,0.003467,0.422915,0.414912,DOWN
0.446883,6,0.042553,0.031764,0.443767,0.002005,0.460901,0.707456,DOWN
0.908101,6,0.021277,0.05302,0.354805,0.003552,0.348783,0.521491,DOWN
0.473563,3,0.978723,0.028281,0.418328,0.001888,0.378819,0.510088,UP
0.01376,6,0.723404,0.081062,0.428444,0.003467,0.422915,0.414912,UP
0.451307,1,0.276596,0.036208,0.468462,0.002354,0.393061,0.72807,DOWN
0.008938,1,0.212766,0.077909,0.258852,0.003467,0.422915,0.414912,DOWN
0.43414,2,0.425532,0.081902,0.567539,0.003467,0.422915,0.414912,UP
0.026813,2,0.659574,0.126576,0.565605,0.003467,0.422915,0.414912,UP
0.026946,5,0.574468,0.075718,0.323564,0.003467,0.422915,0.414912,DOWN
0.890049,2,0.617021,0.146902,0.745463,0.010318,0.761264,0.312719,UP
0.430114,4,0.659574,0.070734,0.517108,0.003467,0.422915,0.414912,UP
0.45998,3,0.234043,0.030743,0.261083,0.002098,0.246763,0.518421,DOWN
0.469006,5,0.212766,0.03981,0.290539,0.002673,0.274728,0.463596,DOWN
0.03199,0,0.723404,0.059595,0.287712,0.003467,0.422915,0.414912,DOWN
0.876244,3,0.489362,0.031404,0.581375,0.002042,0.695753,0.505702,UP
0.009823,0,0.404255,0.041732,0.640137,0.003467,0.422915,0.414912,DOWN
0.026547,3,0.574468,0.10475,0.46623,0.003467,0.422915,0.414912,UP
0.013849,1,0.723404,0.090068,0.60488,0.003467,0.422915,0.414912,UP
0.429185,4,0.170213,0.070914,0.190866,0.003467,0.422915,0.414912,DOWN
0.43383,2,0.021277,0.045034,0.286671,0.003467,0.422915,0.414912,DOWN
0.022742,0,0.595745,0.090729,0.435287,0.003467,0.422915,0.414912,UP
0.894695,2,0.297872,0.073766,0.590449,0.004921,0.60202,0.419737,DOWN
0.438476,3,0.361702,0.058725,0.487652,0.003467,0.422915,0.414912,DOWN
0.875846,1,0.723404,0.034196,0.56263,0.002293,0.579751,0.588158,UP
0.872262,6,0.489362,0.033055,0.421303,0.002048,0.339461,0.840351,UP
0.867041,6,0.531915,0.037138,0.452693,0.002341,0.201968,0.775439,UP
0.425778,3,0.553191,0.088327,0.533621,0.003467,0.422915,0.414912,UP
0.018627,5,0.87234,0.075327,0.383963,0.003467,0.422915,0.414912,UP
0.473298,4,0.042553,0.020175,0.246058,0.001718,0.341274,0.635088,DOWN
0.446839,5,0.021277,0.032965,0.501488,0.001633,0.372605,0.765789,DOWN
0.460865,2,0.702128,0.132371,0.572151,0.009109,0.42232,0.369298,UP
0.885005,6,0.638298,0.089138,0.369384,0.00581,0.294407,0.621053,UP
0.469316,5,0.382979,0.059385,0.568283,0.003907,0.548162,0.413596,UP
0.433609,4,0.829787,0.070524,0.406129,0.003467,0.422915,0.414912,UP
0.0,1,0.680851,0.041161,0.484975,0.003467,0.422915,0.414912,DOWN
0.871466,2,0.12766,0.021226,0.195329,0.000841,0.235629,0.842544,DOWN
0.867041,6,0.404255,0.034826,0.442874,0.002322,0.209736,0.814474,UP
0.017743,6,0.12766,0.044974,0.125409,0.003467,0.422915,0.414912,DOWN
0.456396,5,0.425532,0.03897,0.620054,0.002611,0.588296,0.514912,UP
0.031105,1,0.808511,0.056863,0.399137,0.003467,0.422915,0.414912,DOWN
0.890049,2,0.808511,0.095322,0.90479,0.006516,0.723718,0.402632,DOWN
0.474183,3,0.787234,0.025369,0.291282,0.001689,0.149404,0.795614,DOWN
0.907659,3,0.680851,0.044674,0.454775,0.003039,0.538581,0.394298,DOWN
0.442547,5,0.06383,0.066801,0.367004,0.004597,0.439927,0.500526,DOWN
0.889607,6,0.06383,0.041762,0.413419,0.00279,0.441999,0.551754,UP
0.871953,6,0.12766,0.028552,0.143558,0.001284,0.202227,0.769737,DOWN
0.009823,0,1.0,0.088777,0.546266,0.003467,0.422915,0.414912,UP
0.004557,0,0.021277,0.043683,0.320738,0.003467,0.422915,0.414912,DOWN
0.009203,0,0.893617,0.041642,0.691461,0.003467,0.422915,0.414912,DOWN
0.460289,3,0.765957,0.163654,0.643261,0.011198,0.619109,0.348684,UP
0.889208,4,0.276596,0.029933,0.460875,0.002029,0.474366,0.385088,DOWN
0.890182,5,0.361702,0.041161,0.766439,0.002862,0.717245,0.281579,DOWN
0.443343,2,0.680851,0.043293,0.505951,0.002927,0.510875,0.498684,DOWN
0.429937,0,0.319149,0.094152,0.555043,0.003467,0.422915,0.414912,UP
0.447458,5,0.382979,0.068182,0.722255,0.004857,0.700932,0.232018,UP
0.447458,5,0.255319,0.041311,0.432461,0.002611,0.413257,0.664474,DOWN
0.893854,4,0.489362,0.078179,0.632401,0.005233,0.765665,0.415351,UP
0.867838,3,0.085106,0.02663,0.170931,0.000839,0.292595,0.749123,DOWN
0.995575,0,0.425532,0.084394,0.441535,0.00343,0.270844,0.765789,UP
0.867572,4,0.914894,0.029903,0.439006,0.000839,0.289487,0.790789,DOWN
0.456528,1,0.808511,0.047346,0.778637,0.003168,0.658467,0.563596,UP
0.018052,6,0.87234,0.064339,0.37355,0.003467,0.422915,0.414912,DOWN
0.013539,1,0.510638,0.103549,0.506843,0.003467,0.422915,0.414912,UP
0.438874,5,0.957447,0.049898,0.308242,0.003467,0.422915,0.414912,DOWN
0.911907,2,0.404255,0.084814,0.548795,0.005638,0.563439,0.447807,UP
0.438255,5,0.340426,0.060166,0.371169,0.003467,0.422915,0.414912,DOWN
0.000354,2,0.574468,0.089798,0.468908,0.003467,0.422915,0.414912,DOWN
0.885536,4,0.106383,0.043473,0.289646,0.002831,0.391507,0.683333,DOWN
0.031105,1,0.468085,0.074817,0.531092,0.003467,0.422915,0.414912,DOWN
0.022654,5,0.702128,0.081152,0.305266,0.003467,0.422915,0.414912,UP
0.460776,0,0.680851,0.029963,0.353764,0.00204,0.148628,0.554825,DOWN
0.446706,2,0.595745,0.07947,0.570812,0.005557,0.569135,0.296053,UP
0.915756,5,0.106383,0.042963,0.18551,0.002898,0.287675,0.549123,DOWN
0.460422,6,0.595745,0.029813,0.291282,0.002023,0.231227,0.588596,UP
0.005398,5,0.0,0.085565,0.541803,0.003467,0.422915,0.414912,UP
0.031769,2,0.212766,0.07905,0.06144,0.003467,0.422915,0.414912,UP
0.876598,4,0.702128,0.028822,0.563225,0.001867,0.590627,0.541228,DOWN
0.000885,0,0.723404,0.294584,0.652187,0.003467,0.422915,0.414912,UP
0.447768,5,0.93617,0.042212,0.575275,0.002732,0.403936,0.622807,UP
0.889695,1,0.212766,0.030383,0.223445,0.001967,0.280425,0.738158,DOWN
0.005398,5,0.468085,0.090939,0.522761,0.003467,0.422915,0.414912,UP
0.898987,2,0.191489,0.045455,0.245463,0.002939,0.328586,0.723246,DOWN
0.438963,0,0.914894,0.051759,0.336061,0.003467,0.422915,0.414912,DOWN
0.889253,3,0.234043,0.030473,0.242041,0.001944,0.307095,0.780702,DOWN
0.42914,3,0.0,0.058034,0.357632,0.003467,0.422915,0.414912,DOWN
0.880227,3,0.446809,0.037589,0.546712,0.002621,0.529518,0.221053,DOWN
0.009778,6,0.702128,0.077039,0.476793,0.003467,0.422915,0.414912,UP
0.009823,0,0.12766,0.040591,0.184766,0.003467,0.422915,0.414912,DOWN
0.018672,6,1.0,0.045965,0.301696,0.003467,0.422915,0.414912,DOWN
0.911951,3,0.446809,0.060046,0.537191,0.00404,0.574832,0.376316,UP
0.00907,4,0.148936,0.045304,0.267629,0.003467,0.422915,0.414912,DOWN
0.455776,5,0.617021,0.040921,0.513091,0.002835,0.591921,0.028509,DOWN
0.88558,5,0.93617,0.097094,0.512199,0.006566,0.426981,0.641667,UP
0.424627,5,0.531915,0.085235,0.306754,0.003467,0.422915,0.414912,UP
0.456794,0,0.87234,0.030023,0.434692,0.001998,0.352667,0.732456,UP
0.013805,0,0.93617,0.114027,0.638203,0.003467,0.422915,0.414912,UP
0.031813,3,0.425532,0.058394,0.256918,0.003467,0.422915,0.414912,DOWN
0.447591,1,0.978723,0.046235,0.59759,0.002995,0.479026,0.501316,DOWN
0.005398,5,0.680851,0.106311,0.407022,0.003467,0.422915,0.414912,UP
0.903411,5,0.276596,0.056023,0.443172,0.003685,0.459865,0.61886,DOWN
0.018539,3,0.148936,0.043953,0.180452,0.003467,0.422915,0.414912,DOWN
0.877041,0,0.425532,0.034736,0.376525,0.002291,0.20378,0.616228,UP
0.023185,3,0.468085,0.07959,0.469354,0.003467,0.422915,0.414912,UP
0.911464,6,0.446809,0.062748,0.431717,0.004088,0.443553,0.678509,UP
0.005044,4,0.0,0.042572,0.519191,0.003467,0.422915,0.414912,DOWN
0.42507,1,0.06383,0.058394,0.188486,0.003467,0.422915,0.414912,DOWN
0.02699,6,0.042553,0.048487,0.146683,0.003467,0.422915,0.414912,DOWN
0.013672,4,0.0,0.045755,0.509223,0.003467,0.422915,0.414912,DOWN
0.893677,4,0.978723,0.038639,0.483933,0.002586,0.481098,0.511842,UP
0.897925,6,0.404255,0.09202,0.730437,0.005835,0.467633,0.794737,UP
0.872262,6,0.446809,0.034376,0.437221,0.002075,0.348524,0.828509,UP
0.867307,5,0.957447,0.036508,0.400922,0.000899,0.250388,0.823684,UP
0.898146,4,0.531915,0.125796,0.684915,0.008114,0.613154,0.655702,UP
0.022964,5,0.93617,0.089288,0.299018,0.003467,0.422915,0.414912,UP
0.473652,5,0.617021,0.028792,0.616037,0.001932,0.623252,0.406579,DOWN
0.451263,0,0.106383,0.040591,0.22895,0.002676,0.342569,0.675877,DOWN
0.474138,2,0.319149,0.028071,0.46742,0.001882,0.389436,0.649123,DOWN
0.021902,2,0.787234,0.057644,0.531985,0.003467,0.422915,0.414912,DOWN
0.898677,2,0.617021,0.080311,0.537043,0.005274,0.567323,0.512719,DOWN
0.88089,4,0.446809,0.028942,0.496281,0.001894,0.504661,0.607018,DOWN
0.898589,0,0.765957,0.130689,0.732966,0.008369,0.506732,0.496491,UP
0.009203,0,0.212766,0.074457,0.241148,0.003467,0.422915,0.414912,DOWN
0.894164,4,0.446809,0.074036,0.688188,0.004983,0.71595,0.435088,UP
0.885094,1,0.042553,0.040921,0.306605,0.002709,0.357069,0.518421,DOWN
0.429804,4,0.085106,0.057944,0.200684,0.003467,0.422915,0.414912,DOWN
0.903279,2,0.446809,0.087426,0.537786,0.005847,0.555412,0.424123,UP
0.871908,5,0.255319,0.031134,0.447337,0.002056,0.492232,0.518421,DOWN
0.876466,1,0.319149,0.029182,0.512645,0.001838,0.50492,0.614912,UP
0.912438,0,0.829787,0.053561,0.374145,0.003533,0.337649,0.606579,UP
0.023008,6,0.489362,0.087697,0.307051,0.003467,0.422915,0.414912,UP
0.889562,5,0.702128,0.029933,0.555787,0.002135,0.575867,0.263596,DOWN
0.0,1,0.404255,0.041161,0.546415,0.003467,0.422915,0.414912,DOWN
0.014291,4,0.042553,0.040591,0.473966,0.003467,0.422915,0.414912,DOWN
0.872262,6,0.893617,0.036358,0.341267,0.002075,0.261781,0.873246,UP
0.442901,6,0.978723,0.05323,0.385451,0.003637,0.377525,0.406579,UP
0.434317,6,0.212766,0.046625,0.091342,0.003467,0.422915,0.414912,DOWN
0.008849,6,0.340426,0.078209,0.343796,0.003467,0.422915,0.414912,UP
0.894385,2,0.191489,0.060136,0.242041,0.003174,0.371569,0.750439,DOWN
0.446927,0,0.425532,0.043653,0.474561,0.002594,0.268514,0.765789,UP
0.42945,3,0.297872,0.080881,0.51681,0.003467,0.422915,0.414912,UP
0.899031,3,0.276596,0.085925,0.533175,0.005652,0.556706,0.451754,DOWN
0.894474,4,0.106383,0.064579,0.375335,0.003995,0.459606,0.575,UP
0.018052,6,0.12766,0.060586,0.127492,0.003467,0.422915,0.414912,DOWN
0.429937,0,0.191489,0.074937,0.232074,0.003467,0.422915,0.414912,UP
0.872572,6,0.702128,0.032275,0.362541,0.001782,0.318747,0.869737,DOWN
0.456705,5,0.106383,0.030833,0.335019,0.002061,0.380114,0.695175,DOWN
0.004779,5,0.340426,0.106161,0.496578,0.003467,0.422915,0.414912,UP
0.889784,3,0.425532,0.068902,0.745909,0.004796,0.718281,0.267105,UP
0.875802,0,0.255319,0.021466,0.139542,0.000837,0.152512,0.885526,DOWN
0.867351,6,0.680851,0.028462,0.314341,0.001884,0.399534,0.721053,DOWN
0.894341,1,0.957447,0.054762,0.606367,0.003685,0.483169,0.51886,DOWN
0.438432,2,0.702128,0.061247,0.476941,0.003467,0.422915,0.414912,UP
0.013937,3,0.765957,0.121352,0.80601,0.003467,0.422915,0.414912,UP
0.022211,2,0.042553,0.074517,0.390509,0.003467,0.422915,0.414912,UP
0.000664,2,0.87234,0.125706,0.56501,0.003467,0.422915,0.414912,UP
0.437989,6,0.638298,0.051309,0.268224,0.003467,0.422915,0.414912,UP
0.876112,0,0.659574,0.023898,0.26986,0.000889,0.230192,0.856579,DOWN
0.875846,1,0.829787,0.030954,0.487206,0.002038,0.491973,0.708333,DOWN
0.433963,5,0.382979,0.051039,0.425171,0.003467,0.422915,0.414912,DOWN
0.424494,2,0.106383,0.055242,0.051026,0.003467,0.422915,0.414912,DOWN
0.005,3,0.319149,0.042572,0.594168,0.003467,0.422915,0.414912,DOWN
0.903544,1,0.93617,0.040861,0.402112,0.002727,0.279648,0.559649,DOWN
0.439007,1,0.574468,0.053321,0.498959,0.003467,0.422915,0.414912,DOWN
0.881067,1,0.446809,0.029422,0.520232,0.001961,0.553599,0.545614,UP
0.451307,1,0.319149,0.038729,0.564713,0.002445,0.492491,0.717544,DOWN
0.447104,4,0.425532,0.076138,0.67837,0.005247,0.613413,0.402632,UP
0.460201,1,1.0,0.045004,0.498512,0.003093,0.438374,0.355702,UP
0.438166,3,0.744681,0.10508,0.526927,0.003467,0.422915,0.414912,UP
0.008761,4,0.957447,0.041762,0.532431,0.003467,0.422915,0.414912,DOWN
0.424671,6,0.212766,0.070764,0.046117,0.003467,0.422915,0.414912,DOWN
0.460334,4,0.914894,0.033265,0.4518,0.002306,0.444847,0.350439,DOWN
0.482412,2,0.382979,0.048277,0.507289,0.00334,0.48783,0.281579,UP
0.433344,5,0.148936,0.043053,0.091491,0.003467,0.422915,0.414912,DOWN
0.89381,3,0.382979,0.084004,0.683874,0.005735,0.687985,0.345614,UP
0.433786,1,0.702128,0.048637,0.499256,0.003467,0.422915,0.414912,DOWN
0.474315,6,0.553191,0.024919,0.24695,0.001637,0.144485,0.881579,DOWN
0.43852,4,0.638298,0.05305,0.465338,0.003467,0.422915,0.414912,DOWN
0.425291,6,0.93617,0.080611,0.331449,0.003467,0.422915,0.414912,UP
0.451263,0,0.021277,0.03945,0.403154,0.002636,0.423356,0.555263,DOWN
0.894562,6,0.255319,0.038129,0.261976,0.002202,0.33972,0.794737,DOWN
0.43414,2,0.021277,0.045334,0.298869,0.003467,0.422915,0.414912,DOWN
0.008805,5,0.617021,0.041582,0.349301,0.003467,0.422915,0.414912,DOWN
0.018451,1,0.638298,0.089378,0.478429,0.003467,0.422915,0.414912,UP
0.968895,0,0.531915,0.080341,0.387236,0.003671,0.328068,0.615789,UP
0.469493,2,0.531915,0.042692,0.50238,0.002846,0.479803,0.481579,UP
0.893943,6,0.489362,0.056323,0.542844,0.003523,0.499482,0.789474,DOWN
0.907703,4,0.021277,0.050558,0.428295,0.003386,0.444588,0.54693,DOWN
0.447325,2,0.170213,0.014531,0.255579,0.000931,0.257897,0.721491,DOWN
0.027521,4,0.425532,0.076318,0.5241,0.003467,0.422915,0.414912,UP
0.438388,1,0.361702,0.061727,0.49762,0.003467,0.422915,0.414912,DOWN
0.43445,2,0.531915,0.050288,0.517852,0.003467,0.422915,0.414912,DOWN
0.447458,5,0.148936,0.01306,0.269563,0.000835,0.303988,0.564912,DOWN
0.438786,3,0.425532,0.072055,0.525736,0.003467,0.422915,0.414912,UP
0.000221,6,0.978723,0.047256,0.316424,0.003467,0.422915,0.414912,DOWN
0.442945,0,0.212766,0.034076,0.098185,0.002239,0.098136,0.686404,DOWN
0.469183,2,0.914894,0.0399,0.441535,0.002624,0.274728,0.633333,DOWN
0.424981,6,0.170213,0.058394,0.043291,0.003467,0.422915,0.414912,DOWN
0.88151,4,0.765957,0.029062,0.595656,0.001967,0.675557,0.147807,UP
0.425645,0,0.723404,0.078119,0.340226,0.003467,0.422915,0.414912,UP
