Vehicle_Reference_df_res,Vehicle_Type,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Hit_Object_in_Carriageway,Hit_Object_off_Carriageway,Was_Vehicle_Left_Hand_Drive?,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Number_of_Vehicles,Number_of_Casualties,Local_Authority_(District),1st_Road_Number,2nd_Road_Number,Urban_or_Rural_Area,Vehicle_Reference_df,Casualty_Reference,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Pedestrian_Location,Pedestrian_Movement,Casualty_Type,Casualty_IMD_Decile,target
1,9,18,0,0,0,1.0,44,7,998.0,1,20,331696.0,388682.0,-3.028528,53.390538,5,1,1,95.0,0.0,0.0,1.0,1,1,1.0,71,10,5,3,0,1,1.0
1,9,7,0,0,0,1.0,83,11,1796.0,1,6,366210.0,77859.0,-2.478796,50.599468,55,2,1,646.0,3153.0,3156.0,2.0,2,1,2.0,46,8,0,0,1,5,1.0
1,9,18,0,0,0,1.0,75,10,2184.0,2,11,534234.0,344003.0,-0.00228,52.976575,32,2,1,350.0,779.0,0.0,1.0,1,1,1.0,75,10,0,0,9,3,1.0
2,9,9,0,0,0,1.0,44,7,973.0,1,13,495707.0,237689.0,-0.606388,52.02936500000001,40,2,3,424.0,421.0,421.0,2.0,2,2,2.0,32,6,0,0,9,4,2.0
1,9,17,0,10,9,1.0,50,8,1206.0,1,6,454680.0,290905.0,-1.195701,52.513299,33,2,3,363.0,581.0,6117.0,2.0,2,3,2.0,8,2,0,0,9,10,2.0
2,21,18,0,0,0,1.0,19,4,6370.0,2,5,408302.0,106018.0,-1.88343,50.85362,55,2,1,647.0,3072.0,0.0,2.0,2,1,1.0,19,4,0,0,21,5,1.0
2,9,18,0,0,0,1.0,50,8,1242.0,1,7,486500.0,279997.0,-0.729749,52.411147,34,2,1,383.0,43.0,43.0,1.0,2,1,2.0,50,8,0,0,9,2,2.0
3,9,10,0,0,0,1.0,25,5,1598.0,1,7,627247.0,304630.0,1.353594,52.591929,36,3,1,406.0,146.0,188.0,2.0,1,1,1.0,82,11,0,0,9,7,2.0
1,9,4,0,0,0,1.0,28,6,1598.0,2,4,355020.0,430520.0,-2.683892,53.76906999999999,4,4,2,79.0,0.0,0.0,1.0,2,1,2.0,38,7,0,0,9,3,1.0
2,9,9,0,0,0,1.0,50,8,1242.0,1,3,478379.0,510547.0,-0.791712,54.484225,12,2,2,186.0,171.0,2280.0,2.0,1,2,1.0,50,8,0,0,9,3,1.0
1,90,18,0,0,0,1.0,28,6,2987.0,2,2,407830.0,100195.0,-1.890258,50.801263,55,3,2,647.0,348.0,3072.0,1.0,3,2,1.0,47,8,0,0,8,10,2.0
1,9,16,0,0,0,1.0,83,11,1390.0,1,15,421304.0,569193.0,-1.668365,55.016833,10,2,3,147.0,1318.0,0.0,1.0,1,1,2.0,83,11,0,0,9,9,2.0
1,9,18,0,0,0,1.0,49,8,1898.0,1,13,534920.0,166310.0,-0.062723,51.379815,1,2,1,20.0,215.0,0.0,1.0,1,1,1.0,5,1,0,0,9,3,2.0
2,9,18,0,0,0,1.0,65,9,1389.0,1,11,512959.0,430498.0,-0.28809,53.75860400000001,16,2,1,228.0,0.0,0.0,1.0,1,1,1.0,20,4,0,0,2,2,1.0
1,9,2,0,0,0,1.0,28,6,2496.0,2,11,456152.0,387401.0,-1.157329,53.380484,14,3,3,213.0,6463.0,0.0,2.0,2,2,2.0,52,8,0,0,19,4,1.0
1,9,18,0,0,0,1.0,18,4,1396.0,1,16,411400.0,290210.0,-1.833462,52.50966500000001,20,3,4,300.0,4040.0,0.0,1.0,2,4,1.0,20,4,0,0,9,1,1.0
2,9,9,0,0,0,1.0,33,6,1390.0,1,6,525450.0,179990.0,-0.193878,51.504928,1,2,1,12.0,4204.0,0.0,1.0,1,1,1.0,34,6,0,0,3,2,2.0
2,9,4,0,0,0,1.0,55,8,1870.0,2,11,542640.0,243840.0,0.07986599999999999,52.074558,35,5,2,395.0,505.0,0.0,2.0,3,2,2.0,25,5,0,0,9,7,2.0
2,9,18,0,0,0,1.0,35,6,1596.0,1,11,361041.0,389318.0,-2.587391,53.399241,7,2,1,128.0,0.0,0.0,1.0,2,1,2.0,35,6,0,0,9,1,2.0
2,9,18,0,0,6,1.0,49,8,1781.0,1,14,409030.0,270540.0,-1.868906,52.332875,22,2,1,270.0,435.0,4101.0,2.0,2,1,2.0,49,8,0,0,9,7,2.0
3,9,16,0,0,0,1.0,22,5,1206.0,1,4,531240.0,177560.0,-0.111405,51.481777,1,3,1,9.0,23.0,0.0,1.0,1,1,2.0,31,6,0,0,9,10,1.0
2,9,2,0,0,0,1.0,35,6,1998.0,1,12,396325.0,81510.0,-2.0533240000000004,50.633274,55,2,5,644.0,351.0,0.0,2.0,2,5,2.0,35,6,0,0,9,8,2.0
3,9,3,0,0,0,1.0,22,5,1560.0,2,5,494517.0,421120.0,-0.570577,53.678007,16,3,2,232.0,1077.0,0.0,2.0,1,1,1.0,23,5,0,0,9,10,2.0
1,9,9,0,0,0,1.0,56,9,2926.0,2,11,393373.0,421502.0,-2.101829,53.689924,13,2,1,202.0,6033.0,0.0,1.0,2,1,1.0,23,5,0,0,1,1,1.0
5,9,2,0,0,0,1.0,39,7,1968.0,2,1,435870.0,335460.0,-1.468009,52.915372,30,5,1,323.0,5194.0,0.0,1.0,2,1,2.0,41,7,0,0,9,10,2.0
1,9,5,0,0,0,1.0,27,6,1390.0,1,2,536600.0,177040.0,-0.034464,51.475837,1,2,1,7.0,2.0,207.0,1.0,1,1,2.0,27,6,0,0,9,5,2.0
1,9,18,0,0,0,1.0,26,6,999.0,1,5,533550.0,191350.0,-0.07293,51.605158,1,2,1,31.0,0.0,0.0,1.0,1,1,2.0,26,6,0,0,9,1,2.0
1,8,18,0,0,0,1.0,60,9,2664.0,2,14,452288.0,205959.0,-1.243978,51.749894,43,2,1,482.0,420.0,480.0,1.0,2,1,1.0,38,7,0,0,1,7,1.0
2,9,4,0,0,0,1.0,32,6,1984.0,1,1,431526.0,268082.0,-1.53901,52.309951,23,4,4,294.0,452.0,0.0,2.0,4,4,1.0,27,6,0,0,9,1,1.0
1,9,18,0,0,0,1.0,27,6,1968.0,2,3,385720.0,389330.0,-2.216236,53.400598,6,2,1,109.0,60.0,0.0,2.0,2,1,1.0,34,6,0,0,9,2,2.0
1,9,9,0,0,0,1.0,54,8,996.0,1,2,564971.0,321748.0,0.443811,52.768131,36,2,2,407.0,0.0,0.0,1.0,1,1,2.0,54,8,0,0,9,7,2.0
1,9,5,0,0,0,1.0,34,6,2000.0,2,10,244187.0,58691.0,-4.194096,50.407378,50,2,1,583.0,38.0,0.0,2.0,2,1,2.0,50,8,0,0,9,5,2.0
1,9,12,0,0,0,1.0,31,6,2979.0,1,11,433059.0,265295.0,-1.516798,52.284807,23,3,1,294.0,425.0,0.0,1.0,2,1,2.0,25,5,0,0,5,7,1.0
2,9,10,0,0,0,1.0,34,6,1598.0,1,16,484839.0,164906.0,-0.782445,51.376879,43,2,3,470.0,3348.0,0.0,2.0,2,2,2.0,34,6,0,0,9,10,2.0
2,9,3,0,0,0,1.0,53,8,1242.0,1,7,428273.0,565958.0,-1.559699,54.98741800000001,10,2,1,147.0,127.0,0.0,1.0,2,1,2.0,53,8,0,0,9,8,2.0
1,9,5,0,0,0,1.0,29,6,2688.0,2,14,436150.0,337760.0,-1.46359,52.936027,30,2,2,323.0,61.0,353.0,1.0,2,2,2.0,31,6,0,0,9,1,1.0
1,9,18,0,0,0,1.0,25,5,1896.0,2,11,460674.0,305322.0,-1.104753,52.642256,33,1,1,364.0,47.0,2163.0,1.0,1,1,2.0,18,4,5,1,0,2,2.0
2,9,4,0,0,0,1.0,27,6,1896.0,2,12,392388.0,223268.0,-2.112057,51.907895,53,2,3,620.0,4013.0,0.0,1.0,2,3,1.0,49,8,0,0,9,1,1.0
2,9,10,0,0,0,1.0,20,4,998.0,1,1,388000.0,446530.0,-2.184175,53.914776,4,2,3,77.0,6383.0,0.0,1.0,2,1,2.0,20,4,0,0,9,4,2.0
2,9,18,0,0,0,1.0,25,5,2171.0,2,13,330255.0,389480.0,-3.050368,53.397521,5,2,4,95.0,0.0,5027.0,1.0,1,2,2.0,53,8,0,0,9,1,1.0
2,9,18,0,0,0,1.0,47,8,1995.0,1,6,284342.0,66643.0,-3.631742,50.488147,50,2,2,585.0,381.0,0.0,2.0,2,2,1.0,10,2,0,0,9,5,2.0
1,9,17,0,0,10,1.0,27,6,1299.0,1,15,401280.0,393160.0,-1.9821990000000005,53.435219,30,1,1,325.0,129.0,0.0,2.0,1,1,1.0,27,6,0,0,9,8,1.0
1,9,18,0,0,0,1.0,35,6,1968.0,2,5,487533.0,412156.0,-0.678795,53.598673,16,2,1,232.0,0.0,0.0,2.0,2,1,1.0,57,9,0,0,3,3,2.0
2,21,18,0,0,0,1.0,46,8,12419.0,2,1,432164.0,427226.0,-1.513838,53.74043,13,2,1,204.0,1.0,0.0,2.0,1,1,1.0,38,7,0,0,9,1,1.0
1,9,1,0,0,3,1.0,20,4,1199.0,1,11,346500.0,406290.0,-2.808958,53.550501,4,2,8,84.0,5312.0,0.0,1.0,1,1,1.0,20,4,0,0,9,2,1.0
1,9,18,0,0,0,1.0,25,5,999.0,1,3,542330.0,170290.0,0.045275,51.413771,1,2,1,19.0,0.0,0.0,1.0,1,1,2.0,26,6,0,0,9,10,1.0
2,3,18,0,0,0,1.0,28,6,124.0,1,3,381220.0,404910.0,-2.284852,53.54049499999999,6,2,1,101.0,665.0,0.0,1.0,2,1,1.0,28,6,0,0,3,2,1.0
2,9,9,0,0,0,1.0,28,6,1896.0,2,13,400000.0,296990.0,-2.001432,52.570733,20,2,1,307.0,4148.0,0.0,1.0,1,1,1.0,27,6,0,0,9,2,1.0
2,9,8,0,0,0,1.0,25,5,1364.0,1,10,506160.0,361442.0,-0.414451,53.139564,32,2,1,353.0,1188.0,1189.0,2.0,2,1,2.0,25,5,0,0,9,5,2.0
2,3,16,0,0,0,1.0,19,4,124.0,1,5,495174.0,180779.0,-0.629734,51.517924,43,2,1,473.0,4.0,0.0,1.0,2,1,1.0,19,4,0,0,3,7,1.0
1,11,5,2,0,0,1.0,21,5,9360.0,2,4,424598.0,564480.0,-1.617255,54.97433100000001,10,1,1,147.0,1307.0,1311.0,1.0,1,1,2.0,83,11,0,0,11,2,2.0
1,9,3,0,0,0,1.0,27,6,1686.0,2,3,350989.0,383571.0,-2.737663,53.346748,7,5,2,124.0,533.0,0.0,2.0,3,2,1.0,10,2,0,0,9,1,2.0
1,9,18,0,0,0,1.0,82,11,1390.0,1,3,383189.0,354021.0,-2.252425,53.08314100000001,21,2,1,253.0,32.0,32.0,1.0,2,1,2.0,54,8,0,0,11,5,2.0
2,9,4,0,0,0,1.0,43,7,1968.0,2,5,420569.0,582378.0,-1.678912,55.135343000000006,10,2,1,139.0,1.0,197.0,2.0,2,1,1.0,43,7,0,0,9,8,1.0
1,11,5,0,0,0,1.0,46,8,7300.0,2,10,527600.0,179480.0,-0.163102,51.499864,1,1,1,12.0,4.0,4.0,1.0,1,1,1.0,58,9,4,1,0,6,1.0
2,9,18,0,0,0,1.0,53,8,1968.0,2,1,385175.0,133803.0,-2.213116,51.103333,54,2,2,635.0,303.0,0.0,2.0,2,2,1.0,53,8,0,0,9,5,1.0
2,9,18,0,0,0,1.0,21,5,1587.0,1,13,448305.0,423488.0,-1.269723,53.705594,13,2,5,206.0,162.0,645.0,1.0,1,4,1.0,22,5,0,0,9,3,1.0
1,9,18,0,0,0,1.0,27,6,1997.0,2,12,191721.0,50049.0,-4.926767,50.313503,50,2,3,596.0,390.0,0.0,2.0,1,1,2.0,27,6,0,0,9,2,2.0
1,8,18,0,10,2,1.0,46,8,2148.0,2,7,525820.0,174630.0,-0.190458,51.456676,1,2,2,10.0,3.0,0.0,1.0,1,2,1.0,48,8,0,0,8,7,1.0
2,3,7,0,0,0,1.0,17,4,102.0,1,12,410980.0,285110.0,-1.839817,52.463825,20,2,1,300.0,45.0,45.0,1.0,2,1,1.0,17,4,0,0,3,1,1.0
1,9,18,0,0,1,1.0,22,5,3498.0,1,12,444544.0,412334.0,-1.328288,53.60568000000001,13,2,5,206.0,6201.0,0.0,2.0,2,3,2.0,18,4,0,0,90,2,1.0
2,9,4,0,0,0,1.0,37,7,1598.0,1,17,512320.0,176500.0,-0.384082,51.47632,1,3,4,25.0,4.0,0.0,1.0,1,4,2.0,45,7,0,0,9,2,2.0
2,9,18,0,0,7,1.0,59,9,898.0,1,1,355340.0,422050.0,-2.677811,53.692974,4,2,5,83.0,6.0,0.0,1.0,2,2,2.0,59,9,0,0,9,9,2.0
2,9,5,0,0,0,1.0,32,6,1685.0,2,1,290132.0,65933.0,-3.549946,50.48288,50,2,3,587.0,0.0,0.0,1.0,2,3,1.0,7,2,0,0,9,5,2.0
1,9,5,0,0,0,1.0,24,5,1596.0,1,10,395640.0,291800.0,-2.065692,52.52405699999999,20,2,4,305.0,457.0,0.0,1.0,1,4,2.0,3,1,0,0,9,1,2.0
2,17,17,0,0,0,1.0,65,9,9000.0,2,4,610753.0,254280.0,1.078867,52.146577,37,2,2,413.0,140.0,140.0,2.0,1,2,1.0,35,6,0,0,9,8,1.0
3,9,17,0,0,0,1.0,24,5,1242.0,1,1,410555.0,306161.0,-1.845409,52.653078,21,4,2,252.0,5.0,0.0,2.0,4,2,2.0,33,6,0,0,9,9,2.0
2,9,18,0,0,9,1.0,73,10,1799.0,1,6,519240.0,271970.0,-0.25148400000000004,52.332868,35,2,1,393.0,14.0,0.0,2.0,2,1,2.0,73,10,0,0,9,5,2.0
1,9,7,0,0,0,1.0,42,7,1896.0,2,14,449095.0,518836.0,-1.242283,54.56238199999999,17,3,3,243.0,123.0,0.0,1.0,1,2,2.0,36,7,0,0,9,1,1.0
1,9,16,0,0,0,1.0,24,5,1242.0,1,4,439710.0,336280.0,-1.410806,52.922473,30,1,1,323.0,0.0,0.0,1.0,1,1,1.0,12,3,5,1,0,8,2.0
1,9,18,0,0,1,1.0,23,5,1339.0,1,3,472764.0,172032.0,-0.954442,51.442616,43,1,2,472.0,327.0,7201.0,1.0,1,2,1.0,23,5,0,0,9,3,2.0
2,9,17,0,0,0,1.0,46,8,1998.0,1,2,431076.0,568377.0,-1.515636,55.008989,10,2,1,148.0,216.0,0.0,1.0,1,1,2.0,32,6,0,0,1,3,2.0
2,9,3,0,0,0,1.0,61,9,1798.0,8,2,429092.0,395885.0,-1.563324,53.45891700000001,14,2,3,215.0,0.0,0.0,2.0,1,2,1.0,27,6,0,0,9,3,1.0
1,90,18,0,0,0,1.0,21,5,2198.0,2,1,417792.0,554792.0,-1.724174,54.887561,11,2,3,169.0,6311.0,6173.0,2.0,2,1,1.0,31,6,0,0,9,4,1.0
1,21,18,0,0,0,1.0,64,9,7201.0,2,6,427602.0,431137.0,-1.582652,53.775842,13,2,1,204.0,6110.0,621.0,1.0,2,1,2.0,46,8,0,0,9,9,1.0
2,9,5,0,0,0,1.0,79,11,1991.0,2,6,360450.0,430180.0,-2.601472,53.76645600000001,4,2,3,83.0,59.0,677.0,2.0,1,2,1.0,1,1,0,0,9,5,1.0
4,9,18,0,0,0,1.0,27,6,1995.0,2,8,387646.0,343513.0,-2.18548,52.988807,21,4,8,257.0,500.0,0.0,2.0,3,10,2.0,68,10,0,0,9,5,1.0
1,9,18,0,0,0,1.0,24,5,1390.0,1,1,401840.0,409500.0,-1.97368,53.582088,6,3,3,104.0,62.0,0.0,2.0,3,3,2.0,61,9,0,0,9,2,1.0
1,9,18,0,0,0,1.0,30,6,1896.0,2,8,501564.0,187807.0,-0.5356449999999999,51.579984,43,3,5,477.0,25.0,0.0,2.0,2,4,1.0,15,3,0,0,9,4,1.0
3,9,18,0,0,0,1.0,24,5,1398.0,2,9,443636.0,436684.0,-1.338586,53.824602,13,5,5,204.0,1.0,0.0,2.0,1,1,1.0,22,5,0,0,9,3,1.0
2,9,9,0,0,0,1.0,28,6,1598.0,2,5,531160.0,182370.0,-0.110769,51.525021,1,2,1,3.0,201.0,401.0,1.0,2,1,1.0,28,6,0,0,9,3,1.0
1,9,18,0,0,0,1.0,52,8,1596.0,1,12,453937.0,344316.0,-1.197881,52.99346600000001,31,2,2,346.0,0.0,0.0,1.0,2,1,1.0,37,7,0,0,8,3,2.0
1,9,6,0,0,0,1.0,23,5,1896.0,2,7,359005.0,174163.0,-2.591521,51.464943,52,3,3,601.0,0.0,0.0,1.0,2,3,1.0,33,6,0,0,9,1,2.0
1,9,18,0,0,0,1.0,24,5,1229.0,1,5,502132.0,435309.0,-0.450655,53.804061,16,2,3,231.0,164.0,0.0,2.0,1,2,1.0,34,6,0,0,9,7,2.0
1,9,18,0,0,0,1.0,35,6,1560.0,2,6,411400.0,282770.0,-1.833714,52.442780000000006,20,3,5,300.0,4040.0,0.0,1.0,1,3,2.0,9,2,0,0,9,4,2.0
2,9,18,0,0,0,1.0,39,7,1991.0,2,10,516480.0,295210.0,-0.283875,52.54229599999999,35,2,4,394.0,0.0,1139.0,2.0,1,1,1.0,77,11,0,0,9,4,2.0
2,9,18,0,0,0,1.0,30,6,1596.0,1,14,374490.0,395170.0,-2.385606,53.452664,6,2,1,112.0,0.0,0.0,1.0,1,1,2.0,38,7,0,0,9,10,1.0
2,9,3,0,0,0,1.0,35,6,1560.0,2,3,436981.0,433592.0,-1.44005,53.797327,13,4,3,204.0,6120.0,0.0,1.0,2,1,2.0,35,6,0,0,9,1,2.0
2,9,4,0,0,0,1.0,27,6,1600.0,1,9,525960.0,177410.0,-0.187454,51.481629,1,2,1,12.0,304.0,0.0,1.0,1,1,2.0,29,6,0,0,8,6,2.0
2,9,17,0,0,0,1.0,30,6,1968.0,2,3,355970.0,162731.0,-2.633784,51.361929,52,2,4,611.0,0.0,0.0,2.0,1,4,2.0,6,2,0,0,9,10,2.0
2,9,3,0,0,0,1.0,34,6,1799.0,1,8,396822.0,272244.0,-2.048078,52.348257,22,2,1,270.0,38.0,0.0,2.0,2,1,2.0,34,6,0,0,9,10,2.0
1,9,17,0,0,10,1.0,18,4,1399.0,2,6,366730.0,313700.0,-2.493994,52.719921,22,1,1,284.0,0.0,0.0,2.0,1,1,1.0,18,4,0,0,9,8,1.0
1,4,18,0,0,0,1.0,17,4,400.0,1,24,635656.0,299386.0,1.473775,52.541296,36,2,2,406.0,554.0,0.0,2.0,1,1,1.0,17,4,0,0,4,6,1.0
2,9,9,0,0,0,1.0,29,6,1896.0,2,11,503635.0,223228.0,-0.49523,51.897972,40,2,1,421.0,0.0,0.0,1.0,2,1,2.0,29,6,0,0,9,3,2.0
3,9,18,0,0,0,1.0,50,8,1910.0,2,9,588014.0,218168.0,0.727175,51.830478,42,3,2,455.0,1023.0,0.0,2.0,1,1,1.0,57,9,0,0,9,9,1.0
3,9,4,0,0,7,1.0,62,9,2000.0,2,11,418044.0,256230.0,-1.737385,52.204005,23,6,7,293.0,46.0,0.0,2.0,2,2,1.0,51,8,0,0,9,8,1.0
2,19,17,0,0,10,1.0,35,6,1753.0,2,11,631211.0,292097.0,1.40329,52.477788,36,2,2,406.0,364.0,0.0,2.0,1,1,1.0,34,6,0,0,9,5,1.0
2,9,18,0,0,0,1.0,30,6,2231.0,2,8,391482.0,342459.0,-2.128309,52.97940799999999,21,2,2,257.0,0.0,0.0,1.0,2,2,1.0,31,6,0,0,9,7,1.0
1,5,18,0,0,0,1.0,26,6,599.0,1,19,435020.0,563442.0,-1.454572,54.964383,10,1,1,149.0,1300.0,0.0,1.0,1,1,1.0,26,6,0,0,5,1,1.0
1,9,17,0,0,10,1.0,15,3,1149.0,1,15,494704.0,176562.0,-0.637636,51.480097,43,1,2,474.0,7409.0,7409.0,1.0,1,2,1.0,17,4,0,0,9,3,1.0
2,9,2,0,0,0,1.0,37,7,1391.0,1,14,362893.0,175906.0,-2.535739,51.480884,52,2,2,601.0,0.0,0.0,1.0,1,1,1.0,68,10,0,0,9,4,1.0
2,9,18,0,0,0,1.0,43,7,1896.0,2,11,537717.0,199839.0,-0.009459,51.680436,42,3,2,456.0,25.0,0.0,2.0,2,1,1.0,43,7,0,0,9,3,1.0
2,9,9,0,0,0,1.0,48,8,1781.0,1,13,512674.0,107288.0,-0.400649,50.854143,47,2,1,564.0,24.0,0.0,1.0,1,1,1.0,29,6,0,0,5,3,1.0
1,9,16,0,0,0,1.0,25,5,1328.0,1,10,277727.0,125362.0,-3.744462,51.014599,50,1,1,582.0,3227.0,0.0,2.0,1,1,1.0,25,5,0,0,9,5,1.0
1,9,18,0,0,0,1.0,38,7,1968.0,2,4,446589.0,231830.0,-1.323043,51.982983,43,2,3,481.0,4260.0,0.0,2.0,1,1,2.0,38,7,0,0,9,10,2.0
1,9,18,0,0,0,1.0,22,5,1686.0,2,10,384590.0,433530.0,-2.235432,53.797844,4,2,2,72.0,682.0,0.0,2.0,1,2,1.0,26,6,0,0,9,4,2.0
1,9,18,0,0,0,1.0,44,7,1339.0,1,2,404375.0,91950.0,-1.93938,50.727155,55,2,2,643.0,0.0,0.0,1.0,2,2,2.0,35,6,0,0,9,6,2.0
1,11,18,0,0,0,1.0,40,7,9360.0,2,3,526590.0,190740.0,-0.173596,51.601283,1,1,1,30.0,1000.0,0.0,1.0,1,1,1.0,38,7,5,1,0,3,1.0
2,9,18,0,0,0,1.0,44,7,2720.0,2,11,403080.0,288630.0,-1.956063,52.49557,20,2,1,305.0,457.0,4136.0,1.0,1,1,1.0,35,6,0,0,9,5,1.0
1,9,3,0,0,0,1.0,26,6,1968.0,2,1,539640.0,183940.0,0.01201,51.537098,1,2,1,17.0,165.0,0.0,1.0,1,1,2.0,26,6,0,0,9,1,2.0
1,9,18,0,0,0,1.0,30,6,1560.0,2,4,434041.0,563731.0,-1.469828,54.967047,10,3,2,149.0,194.0,0.0,2.0,2,1,1.0,25,5,0,0,9,8,2.0
2,9,7,0,0,0,1.0,87,11,1590.0,1,14,378214.0,345558.0,-2.326121,53.006887,21,2,1,253.0,525.0,0.0,2.0,1,1,1.0,37,7,0,0,9,4,1.0
2,5,18,0,0,0,1.0,30,6,599.0,1,14,497056.0,222836.0,-0.590923,51.895632,40,2,1,424.0,505.0,228.0,2.0,2,1,2.0,30,6,0,0,5,3,2.0
2,9,3,0,0,0,1.0,44,7,998.0,1,5,399894.0,170681.0,-2.002915,51.43512800000001,54,2,1,635.0,3102.0,4.0,1.0,2,1,2.0,44,7,0,0,9,6,2.0
1,9,9,0,0,0,1.0,77,11,1596.0,1,1,417182.0,186218.0,-1.753463,51.57457,54,2,1,633.0,4006.0,4143.0,1.0,2,1,1.0,32,6,0,0,1,9,1.0
5,21,18,0,0,0,1.0,64,9,12777.0,2,1,443636.0,436684.0,-1.338586,53.824602,13,5,5,204.0,1.0,0.0,2.0,1,1,1.0,22,5,0,0,9,3,1.0
1,9,18,0,0,0,1.0,28,6,1598.0,1,13,427127.0,434793.0,-1.589539,53.808726,13,2,1,204.0,0.0,65.0,1.0,2,1,1.0,42,7,0,0,1,10,1.0
2,9,4,0,0,0,1.0,24,5,1242.0,1,11,503082.0,353820.0,-0.46289,53.07167800000001,32,3,2,353.0,15.0,0.0,2.0,3,2,2.0,42,7,0,0,9,9,2.0
1,9,18,0,0,0,1.0,25,5,1753.0,2,5,544440.0,184320.0,0.081327,51.539306,1,1,1,16.0,0.0,0.0,1.0,1,1,2.0,23,5,5,1,0,4,1.0
1,9,18,0,0,0,1.0,27,6,1229.0,1,11,456526.0,401411.0,-1.149196,53.506359,14,2,1,211.0,60.0,0.0,1.0,1,1,2.0,27,6,0,0,9,10,2.0
3,9,18,0,0,0,1.0,49,8,1248.0,2,1,421940.0,502363.0,-1.6634259999999998,54.41624300000001,12,3,2,184.0,1.0,0.0,2.0,3,2,2.0,49,8,0,0,9,1,2.0
1,9,18,0,0,0,1.0,34,6,1596.0,1,10,430870.0,537378.0,-1.522161,54.73044300000001,11,2,1,169.0,177.0,688.0,2.0,2,1,1.0,31,6,0,0,1,9,2.0
1,9,18,0,0,1,1.0,19,4,1242.0,1,3,606854.0,227456.0,1.005765,51.907219,42,2,2,461.0,1029.0,0.0,2.0,1,1,1.0,19,4,0,0,9,3,1.0
1,9,18,0,0,0,1.0,58,9,2494.0,2,12,414396.0,308450.0,-1.788532,52.67356700000001,21,2,2,252.0,13.0,0.0,2.0,2,2,1.0,6,2,0,0,9,10,1.0
1,9,18,0,0,0,1.0,23,5,1242.0,1,2,413963.0,92481.0,-1.80352,50.73178,55,4,2,640.0,309.0,0.0,1.0,1,1,2.0,23,5,0,0,9,7,2.0
2,9,18,0,0,0,1.0,47,8,1086.0,1,7,644330.0,269276.0,1.5794629999999998,52.267318,37,2,1,415.0,1125.0,225.0,2.0,1,1,1.0,26,6,0,0,3,6,2.0
1,9,13,0,0,10,1.0,19,4,998.0,1,2,424755.0,176949.0,-1.644837,51.49095,54,3,1,635.0,4192.0,0.0,2.0,3,1,2.0,76,11,0,0,9,10,1.0
1,9,9,0,0,0,1.0,19,4,1586.0,1,1,440801.0,213925.0,-1.409429,51.822465,43,2,1,485.0,4095.0,0.0,2.0,2,1,1.0,18,4,0,0,4,9,1.0
2,8,7,0,0,0,1.0,60,9,1598.0,2,2,429124.0,516085.0,-1.551382,54.539199,11,2,1,161.0,167.0,0.0,1.0,1,1,2.0,30,6,0,0,11,4,1.0
2,9,18,0,0,0,1.0,42,7,1390.0,1,5,404990.0,278183.0,-1.928083,52.401637,20,2,3,300.0,0.0,0.0,1.0,2,2,2.0,42,7,0,0,9,5,2.0
2,9,4,0,0,0,1.0,50,8,4511.0,1,9,496850.0,371194.0,-0.550625,53.228967,32,3,2,352.0,1273.0,0.0,1.0,2,1,2.0,50,8,0,0,9,7,1.0
1,9,18,0,0,0,1.0,63,9,1299.0,1,15,209490.0,69703.0,-4.687469,50.496073,50,2,3,596.0,30.0,0.0,2.0,1,1,1.0,63,9,0,0,9,3,1.0
1,19,18,0,0,0,1.0,31,6,1399.0,2,5,532165.0,388334.0,-0.014769,53.375338,32,2,1,351.0,16.0,0.0,2.0,2,1,1.0,22,5,0,0,9,5,1.0
1,9,18,0,0,0,1.0,45,7,1598.0,2,1,615178.0,254222.0,1.1434,52.14435200000001,37,1,1,413.0,1078.0,0.0,2.0,1,1,2.0,45,7,0,0,9,7,2.0
2,3,18,0,0,0,1.0,20,4,125.0,1,1,492256.0,181106.0,-0.671691,51.521347,43,2,1,477.0,4.0,864.0,1.0,2,1,1.0,20,4,0,0,3,8,1.0
1,9,18,0,0,4,1.0,60,9,1997.0,1,13,517830.0,189850.0,-0.300316,51.595183,1,1,1,29.0,0.0,0.0,1.0,1,1,2.0,60,9,0,0,9,3,2.0
1,9,12,0,0,0,1.0,25,5,1229.0,1,3,373950.0,429770.0,-2.396643,53.763624,4,2,2,75.0,65.0,0.0,2.0,2,2,1.0,63,9,0,0,9,1,2.0
1,5,7,0,0,0,1.0,30,6,599.0,1,7,482986.0,185605.0,-0.804208,51.56322700000001,43,3,1,480.0,4155.0,1763.0,2.0,1,1,1.0,30,6,0,0,5,2,1.0
3,9,18,0,0,0,1.0,41,7,1386.0,1,7,370870.0,428840.0,-2.443275,53.755101,4,4,5,75.0,6119.0,65.0,2.0,4,2,2.0,32,6,0,0,9,1,2.0
2,9,12,0,0,6,1.0,35,6,1598.0,1,9,431408.0,285978.0,-1.539068,52.47084,23,2,3,290.0,6.0,0.0,2.0,1,1,1.0,57,9,0,0,21,4,2.0
