Vehicle_Reference_df_res,Vehicle_Type,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Hit_Object_in_Carriageway,Hit_Object_off_Carriageway,Was_Vehicle_Left_Hand_Drive?,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Number_of_Vehicles,Number_of_Casualties,Local_Authority_(District),1st_Road_Number,2nd_Road_Number,Urban_or_Rural_Area,Vehicle_Reference_df,Casualty_Reference,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Pedestrian_Location,Pedestrian_Movement,Casualty_Type,Casualty_IMD_Decile,target
2,9,18,0,0,0,1.0,65,9,1198.0,1,8,468818.0,455059.0,-0.951967,53.987007,12,3,3,185.0,166.0,0.0,2.0,2,2,2.0,88,11,0,0,9,7,2.0
2,9,18,0,0,0,1.0,54,8,1998.0,1,11,334617.0,396431.0,-2.986224,53.46055,5,2,2,93.0,0.0,5090.0,1.0,1,2,1.0,43,7,0,0,9,1,2.0
2,9,4,0,0,0,1.0,21,5,1248.0,2,6,462488.0,398447.0,-1.059906,53.479047,14,2,1,211.0,6463.0,0.0,1.0,1,1,1.0,27,6,0,0,3,2,2.0
2,9,4,0,0,0,1.0,38,7,1794.0,1,11,509254.0,218663.0,-0.415042,51.855872,40,2,4,424.0,1081.0,1081.0,2.0,2,2,1.0,10,2,0,0,9,10,2.0
2,9,18,0,0,0,1.0,61,9,1389.0,1,13,508638.0,221226.0,-0.423178,51.879027,40,2,2,421.0,0.0,0.0,1.0,2,2,1.0,61,9,0,0,9,2,1.0
1,9,7,0,0,10,1.0,22,5,1595.0,1,11,519620.0,260280.0,-0.250054,52.227739,35,1,1,393.0,1428.0,0.0,1.0,1,1,1.0,22,5,0,0,9,5,2.0
1,9,10,0,0,0,1.0,58,9,998.0,1,5,493059.0,300276.0,-0.627688,52.592326,33,2,2,368.0,47.0,9404.0,2.0,1,2,2.0,91,11,0,0,9,7,2.0
3,9,3,0,0,0,1.0,41,7,1956.0,2,1,340020.0,437570.0,-2.912811,53.830912,4,3,2,74.0,585.0,0.0,2.0,1,1,1.0,49,8,0,0,21,1,1.0
1,9,16,0,0,0,1.0,35,6,1598.0,1,11,424990.0,501491.0,-1.616502,54.408267,12,2,5,184.0,46.0,0.0,2.0,2,3,1.0,56,9,0,0,9,8,1.0
1,9,9,0,0,0,1.0,53,8,1849.0,2,1,427152.0,565910.0,-1.577222,54.987049,10,2,1,147.0,188.0,1227.0,1.0,2,1,1.0,31,6,0,0,1,9,1.0
2,9,3,0,0,0,1.0,46,8,1329.0,1,6,537070.0,173730.0,-0.028983,51.445979,1,2,1,7.0,0.0,0.0,1.0,2,1,2.0,46,8,0,0,9,3,2.0
2,8,18,0,0,0,1.0,48,8,1598.0,2,5,423256.0,427241.0,-1.648888,53.741036,13,2,1,203.0,62.0,0.0,1.0,2,1,1.0,48,8,0,0,8,4,1.0
2,9,18,0,0,0,1.0,58,9,998.0,1,10,424354.0,241812.0,-1.6460830000000002,52.074141,23,2,2,293.0,429.0,0.0,2.0,1,1,1.0,48,8,0,0,9,8,1.0
1,9,5,0,0,0,1.0,45,7,1388.0,1,12,423799.0,323052.0,-1.648419,52.804501,21,2,1,251.0,5189.0,5127.0,1.0,2,1,1.0,39,7,0,0,9,7,2.0
1,9,16,0,0,0,1.0,21,5,1242.0,1,5,561097.0,231039.0,0.342927,51.954508,42,1,1,463.0,184.0,0.0,2.0,1,1,2.0,21,5,0,0,9,8,2.0
1,9,5,0,0,0,1.0,65,9,2143.0,2,2,434708.0,434566.0,-1.4744469999999998,53.806237,13,3,3,204.0,64.0,0.0,1.0,3,3,1.0,33,6,0,0,9,4,2.0
3,9,2,0,0,0,1.0,35,6,1598.0,1,7,408824.0,334194.0,-1.870252,52.90511,21,3,2,251.0,522.0,0.0,1.0,2,2,2.0,24,5,0,0,9,5,2.0
2,9,4,0,0,0,1.0,25,5,1997.0,2,6,508226.0,429591.0,-0.360165,53.75145799999999,16,2,2,228.0,0.0,0.0,1.0,1,2,2.0,40,7,0,0,9,6,2.0
1,9,18,0,7,0,1.0,34,6,1597.0,1,5,400122.0,307755.0,-1.999632,52.667508,21,1,2,250.0,6.0,0.0,2.0,1,2,1.0,29,6,0,0,9,8,1.0
1,8,18,0,0,0,1.0,19,4,1240.0,1,10,330900.0,434130.0,-3.050582,53.798865,4,2,2,71.0,5262.0,5073.0,1.0,2,1,2.0,38,7,0,0,8,2,2.0
2,9,18,0,0,0,1.0,26,6,998.0,1,4,502161.0,185078.0,-0.527825,51.555347,43,4,3,477.0,25.0,0.0,2.0,3,2,2.0,9,2,0,0,9,4,2.0
2,9,17,0,0,0,1.0,34,6,1685.0,2,3,336850.0,400020.0,-2.95332,53.493078,5,2,1,93.0,5036.0,0.0,2.0,2,1,2.0,34,6,0,0,9,2,2.0
1,9,16,0,0,0,1.0,44,7,1296.0,1,15,286616.0,91112.0,-3.607176,50.70855200000001,50,2,2,585.0,3212.0,0.0,2.0,1,1,2.0,44,7,0,0,9,4,2.0
2,9,18,0,0,0,1.0,47,8,1998.0,1,12,462081.0,220255.0,-1.09958,51.877416,43,2,3,481.0,41.0,0.0,2.0,1,1,1.0,23,5,0,0,9,4,2.0
2,9,3,0,0,0,1.0,42,7,1598.0,1,7,434580.0,282320.0,-1.492753,52.437764,20,3,2,302.0,4113.0,4082.0,1.0,2,2,1.0,14,3,0,0,9,1,2.0
1,9,3,0,0,0,1.0,24,5,1242.0,1,1,553060.0,188840.0,0.20749,51.577647,1,2,1,15.0,0.0,0.0,1.0,1,1,1.0,24,5,0,0,9,5,1.0
2,9,18,0,0,0,1.0,54,8,1242.0,1,2,409293.0,190654.0,-1.8671830000000005,51.614639,54,2,1,635.0,4553.0,0.0,2.0,1,1,2.0,47,8,0,0,9,10,2.0
2,9,18,0,0,0,1.0,44,7,2148.0,2,10,425941.0,410976.0,-1.609534,53.594722,13,4,4,203.0,0.0,0.0,2.0,2,3,1.0,14,3,0,0,9,7,1.0
2,9,4,0,0,0,1.0,61,9,1598.0,1,5,338881.0,390759.0,-2.920909,53.410087,5,3,1,91.0,5047.0,0.0,1.0,3,1,2.0,28,6,0,0,9,6,2.0
2,9,18,0,0,0,1.0,18,4,1242.0,1,1,333620.0,442470.0,-3.011097,53.87416700000001,4,2,1,85.0,5268.0,0.0,1.0,2,1,2.0,18,4,0,0,9,5,2.0
1,9,4,0,0,0,1.0,25,5,1997.0,2,15,331260.0,438030.0,-3.04599,53.833959,4,2,1,71.0,0.0,0.0,1.0,2,1,2.0,20,4,0,0,9,4,1.0
2,9,17,0,0,0,1.0,44,7,2720.0,2,8,375230.0,390140.0,-2.374066,53.407489,6,2,2,112.0,0.0,0.0,2.0,2,2,2.0,44,7,0,0,9,8,2.0
1,9,18,0,0,0,1.0,25,5,999.0,1,1,529030.0,167780.0,-0.146774,51.394394,1,2,4,22.0,236.0,0.0,1.0,1,1,2.0,25,5,0,0,9,3,2.0
2,9,18,0,0,0,1.0,39,7,1560.0,2,6,315620.0,120964.0,-3.203403,50.981876,52,3,3,608.0,38.0,0.0,2.0,1,1,1.0,45,7,0,0,9,4,1.0
1,9,18,0,0,4,1.0,42,7,1560.0,2,4,448572.0,418658.0,-1.266433,53.66216,13,2,1,206.0,1.0,0.0,2.0,1,1,2.0,42,7,0,0,9,4,2.0
1,9,18,0,0,0,1.0,59,9,1997.0,2,11,454632.0,404980.0,-1.177129,53.538635,14,2,1,211.0,635.0,0.0,1.0,2,1,1.0,11,3,0,0,1,1,1.0
1,9,18,0,0,0,1.0,19,4,1229.0,1,2,560784.0,180208.0,0.314924,51.497948,42,2,2,462.0,13.0,1012.0,2.0,2,1,2.0,31,6,0,0,9,7,2.0
5,9,18,0,0,0,1.0,50,8,1956.0,2,5,415243.0,315523.0,-1.775681,52.737127,21,5,2,252.0,513.0,0.0,2.0,1,1,1.0,31,6,0,0,9,8,1.0
1,9,9,0,0,2,1.0,44,7,1997.0,2,7,510770.0,197350.0,-0.399825,51.664022,41,2,2,437.0,412.0,102.0,1.0,2,2,2.0,50,8,0,0,1,6,2.0
2,9,3,0,0,0,1.0,53,8,1461.0,2,5,439664.0,557887.0,-1.382809,54.91412,10,2,2,150.0,1018.0,0.0,1.0,2,1,1.0,53,8,0,0,9,9,1.0
2,5,18,0,0,0,1.0,34,6,599.0,1,17,383350.0,431640.0,-2.254154,53.780818,4,2,1,72.0,0.0,0.0,1.0,2,1,1.0,34,6,0,0,5,1,1.0
2,4,15,0,0,0,1.0,28,6,599.0,1,17,361338.0,391986.0,-2.583253,53.42324300000001,7,2,1,128.0,62.0,0.0,2.0,2,1,1.0,28,6,0,0,4,6,1.0
2,9,18,0,0,0,1.0,48,8,1598.0,1,2,394930.0,283060.0,-2.07602,52.44547900000001,20,2,2,303.0,0.0,0.0,1.0,2,1,2.0,48,8,0,0,9,8,2.0
2,9,12,0,0,0,1.0,74,10,1242.0,1,8,445410.0,367590.0,-1.321626,53.203451,30,2,2,327.0,1.0,0.0,2.0,2,1,2.0,14,3,0,0,9,1,1.0
2,19,18,0,0,0,1.0,27,6,2151.0,2,15,440748.0,397839.0,-1.387534,53.47571,14,3,2,213.0,6090.0,0.0,2.0,1,1,1.0,23,5,0,0,9,6,1.0
1,9,7,0,0,0,1.0,63,9,1997.0,2,15,539170.0,182350.0,0.00461,51.522926,1,2,1,17.0,1011.0,1011.0,1.0,2,1,1.0,34,6,0,0,9,2,1.0
2,9,4,0,0,0,1.0,40,7,1956.0,2,6,615469.0,342074.0,1.2046059999999998,52.932803,36,2,3,405.0,1082.0,0.0,2.0,1,3,2.0,31,6,0,0,9,6,2.0
2,10,18,0,0,0,1.0,43,7,2198.0,2,8,385380.0,434170.0,-2.223469,53.803619,4,2,4,72.0,0.0,0.0,1.0,1,1,1.0,43,7,0,0,9,3,1.0
2,9,7,0,0,0,1.0,47,8,2494.0,1,13,543390.0,186990.0,0.067284,51.563564,1,2,1,14.0,123.0,0.0,1.0,1,1,1.0,35,6,0,0,11,2,2.0
1,9,18,0,0,0,1.0,44,7,1596.0,1,6,499513.0,185191.0,-0.565975,51.556835,43,2,2,477.0,4.0,30.0,2.0,1,2,1.0,44,7,0,0,9,8,1.0
1,9,9,0,0,0,1.0,32,6,1997.0,2,5,453898.0,192397.0,-1.222748,51.62781500000001,43,5,9,484.0,4016.0,0.0,2.0,1,3,2.0,10,2,0,0,9,1,2.0
1,9,12,0,0,0,1.0,37,7,1461.0,2,2,495858.0,237255.0,-0.604309,52.025438,40,2,3,424.0,421.0,94.0,2.0,1,3,2.0,43,7,0,0,9,6,2.0
1,9,17,0,0,0,1.0,35,6,1360.0,1,11,441348.0,206428.0,-1.402384,51.755023,43,2,2,485.0,4449.0,0.0,2.0,2,2,1.0,21,5,0,0,9,10,1.0
1,3,17,0,0,0,1.0,20,4,124.0,1,3,356420.0,257490.0,-2.639257,52.213892,22,1,1,285.0,44.0,0.0,2.0,1,1,1.0,20,4,0,0,3,3,1.0
1,9,18,0,0,0,1.0,21,5,1896.0,2,6,435345.0,388724.0,-1.469955,53.394172,14,2,7,215.0,0.0,0.0,1.0,1,1,1.0,21,5,0,0,9,1,1.0
2,9,4,0,0,0,1.0,61,9,1240.0,1,11,519620.0,183520.0,-0.276639,51.537917,1,2,3,28.0,0.0,0.0,1.0,2,3,2.0,41,7,0,0,9,5,2.0
2,9,18,0,0,0,1.0,48,8,998.0,1,5,353070.0,496960.0,-2.723787,54.36598299999999,3,2,2,65.0,6.0,0.0,2.0,1,1,1.0,18,4,0,0,19,3,2.0
1,10,4,0,0,0,1.0,40,7,2500.0,2,8,341310.0,553070.0,-2.916017,54.868943,3,1,1,62.0,0.0,0.0,2.0,1,1,1.0,14,3,0,0,10,1,1.0
1,9,18,0,0,0,1.0,27,6,1124.0,1,10,355240.0,416300.0,-2.6784950000000003,53.641287,4,2,2,73.0,49.0,49.0,2.0,1,1,2.0,27,6,0,0,9,4,2.0
2,9,18,0,0,0,1.0,19,4,1199.0,1,14,483422.0,164097.0,-0.8029890000000001,51.369816,43,2,3,470.0,3348.0,7003.0,1.0,2,2,2.0,19,4,0,0,9,10,2.0
1,4,2,0,0,0,1.0,40,7,400.0,1,5,388870.0,388450.0,-2.168829,53.392765,6,2,1,109.0,0.0,0.0,1.0,2,1,1.0,28,6,0,0,9,3,1.0
2,9,2,0,0,0,1.0,75,10,1587.0,1,10,330383.0,149294.0,-2.998612,51.23856,52,2,5,607.0,0.0,0.0,1.0,1,4,2.0,9,2,6,9,0,3,1.0
1,9,17,0,0,0,1.0,51,8,1998.0,1,18,278448.0,121881.0,-3.733022,50.983464,50,2,3,582.0,0.0,0.0,2.0,1,2,2.0,52,8,0,0,9,4,1.0
1,5,13,0,0,0,1.0,48,8,955.0,1,13,532860.0,192490.0,-0.08245599999999999,51.615566,1,2,1,32.0,406.0,0.0,1.0,1,1,1.0,48,8,0,0,5,6,1.0
3,9,18,0,0,0,1.0,28,6,1870.0,2,9,425972.0,562001.0,-1.596014,54.951985,10,3,3,146.0,1296.0,323.0,1.0,2,1,2.0,18,4,0,0,9,1,1.0
2,9,17,0,0,0,1.0,27,6,1956.0,2,4,415795.0,430659.0,-1.761832,53.772035,13,2,2,200.0,6177.0,641.0,1.0,1,1,1.0,47,8,0,0,9,2,1.0
2,9,9,0,0,0,1.0,29,6,1598.0,1,9,415366.0,268062.0,-1.776037,52.310458,23,2,2,293.0,3400.0,0.0,2.0,2,2,1.0,29,6,0,0,9,7,1.0
1,9,3,0,0,0,1.0,48,8,1598.0,1,12,532200.0,178210.0,-0.097345,51.487395,1,2,1,8.0,0.0,0.0,1.0,1,1,2.0,48,8,0,0,9,3,2.0
2,5,18,0,0,0,1.0,48,8,1052.0,1,14,343412.0,392994.0,-2.853157,53.43068,5,2,1,90.0,5198.0,0.0,1.0,2,1,1.0,48,8,0,0,5,2,1.0
2,9,18,0,0,0,1.0,69,10,1769.0,1,13,409922.0,91046.0,-1.860816,50.718958,55,2,1,640.0,0.0,0.0,2.0,2,1,2.0,68,10,0,0,9,7,1.0
2,9,18,0,0,0,1.0,22,5,1198.0,1,3,544210.0,182900.0,0.077431,51.526605,1,2,1,17.0,13.0,0.0,2.0,2,1,2.0,22,5,0,0,9,8,2.0
1,9,18,0,0,0,1.0,47,8,1986.0,2,9,344220.0,463120.0,-2.853682,54.06099200000001,4,3,2,76.0,0.0,0.0,1.0,3,2,1.0,23,5,0,0,9,1,2.0
4,9,17,0,0,0,1.0,39,7,1360.0,1,5,445580.0,375070.0,-1.318014,53.27066800000001,30,4,13,322.0,6419.0,0.0,2.0,2,2,2.0,70,10,0,0,9,2,2.0
1,9,18,0,0,0,1.0,38,7,2993.0,2,2,390190.0,444510.0,-2.150769,53.896667,4,1,1,77.0,0.0,0.0,2.0,1,1,1.0,9,2,5,2,0,7,2.0
2,9,9,0,0,0,1.0,30,6,1598.0,1,2,582008.0,215087.0,0.638496,51.804794,42,2,1,451.0,1018.0,0.0,1.0,1,1,1.0,66,10,0,0,3,8,1.0
1,9,18,0,4,0,1.0,32,6,2967.0,2,7,545840.0,186340.0,0.102336,51.557096,1,3,2,14.0,0.0,0.0,1.0,1,1,2.0,32,6,0,0,9,3,2.0
1,9,4,0,0,0,1.0,27,6,1769.0,1,10,332620.0,440960.0,-3.0259720000000003,53.860468,4,3,4,71.0,0.0,0.0,1.0,2,4,1.0,18,4,0,0,9,7,2.0
1,9,4,0,0,0,1.0,19,4,1198.0,1,12,587448.0,188738.0,0.703166,51.566355,42,2,3,460.0,0.0,0.0,2.0,2,2,1.0,2,1,0,0,9,1,1.0
1,9,9,0,0,0,1.0,26,6,1596.0,1,12,535970.0,181150.0,-0.041948,51.512922,1,2,1,5.0,13.0,0.0,1.0,2,1,1.0,31,6,0,0,4,3,1.0
1,9,18,0,0,0,1.0,23,5,1248.0,2,6,177096.0,43425.0,-5.127966000000002,50.24867,50,1,1,596.0,0.0,0.0,2.0,1,1,1.0,29,6,9,6,0,1,2.0
1,9,9,0,0,0,1.0,46,8,1248.0,2,10,437080.0,374520.0,-1.445523,53.266385,30,2,3,322.0,6050.0,0.0,1.0,2,3,2.0,57,9,0,0,9,9,1.0
1,9,18,0,0,0,1.0,24,5,1299.0,1,15,628133.0,329851.0,1.384132,52.81789200000001,36,4,2,405.0,1150.0,0.0,1.0,2,1,2.0,64,9,0,0,9,3,2.0
2,9,18,0,0,0,1.0,36,7,1753.0,2,5,628145.0,325529.0,1.381297,52.779102,36,3,2,405.0,1150.0,273.0,2.0,2,2,2.0,36,7,0,0,9,7,2.0
5,5,18,0,0,0,1.0,61,9,1600.0,1,6,522867.0,340799.0,-0.17268699999999998,52.950511,32,5,4,350.0,17.0,0.0,2.0,5,4,1.0,61,9,0,0,5,6,1.0
1,9,5,0,0,0,1.0,40,7,1390.0,1,9,366185.0,173639.0,-2.488118,51.460708,52,2,1,612.0,420.0,0.0,1.0,2,1,1.0,18,4,0,0,3,2,2.0
2,9,18,0,0,0,1.0,28,6,1400.0,2,10,398693.0,354043.0,-2.0209650000000003,53.08360500000001,21,2,1,256.0,520.0,153.0,2.0,2,1,2.0,28,6,0,0,9,4,2.0
3,21,18,0,0,0,1.0,32,6,12809.0,2,1,444250.0,502382.0,-1.319661,54.414968,12,4,1,181.0,19.0,0.0,2.0,2,1,2.0,52,8,0,0,9,7,1.0
1,9,17,0,0,0,1.0,77,11,4196.0,1,9,427191.0,585964.0,-1.574706,55.167248,10,2,2,139.0,196.0,0.0,2.0,2,2,1.0,78,11,0,0,9,8,2.0
2,9,18,0,0,0,1.0,20,4,1598.0,1,9,424092.0,323731.0,-1.644023,52.81059200000001,21,2,1,251.0,6.0,6.0,1.0,1,1,1.0,18,4,0,0,1,2,2.0
1,9,18,0,0,0,1.0,26,6,1398.0,2,11,399623.0,297910.0,-2.006996,52.57900400000001,20,1,1,307.0,0.0,0.0,1.0,1,1,1.0,11,3,5,3,0,2,2.0
2,9,18,0,0,0,1.0,44,7,1968.0,2,5,311770.0,530290.0,-3.369249,54.659946,3,2,1,60.0,0.0,0.0,2.0,1,1,2.0,48,8,0,0,9,6,1.0
2,9,18,0,0,0,1.0,35,6,1490.0,1,7,450743.0,359207.0,-1.24312,53.127622,31,2,1,340.0,0.0,0.0,1.0,2,1,2.0,35,6,0,0,9,4,2.0
2,9,18,0,0,0,1.0,23,5,1299.0,1,7,431320.0,514137.0,-1.517649,54.521563,11,2,2,161.0,6280.0,182.0,1.0,2,2,1.0,24,5,0,0,9,2,2.0
1,19,3,0,0,0,1.0,41,7,2143.0,2,1,250336.0,54070.0,-4.105785,50.367449,50,2,2,583.0,379.0,0.0,1.0,2,1,2.0,20,4,0,0,9,6,1.0
3,19,18,0,0,0,1.0,60,9,2287.0,2,5,434875.0,555528.0,-1.457794,54.89327900000001,10,4,1,150.0,19.0,0.0,2.0,2,1,2.0,26,6,0,0,9,1,1.0
2,9,18,0,0,0,1.0,44,7,1587.0,1,13,393968.0,92025.0,-2.086826,50.727812,55,2,1,644.0,26.0,0.0,2.0,1,1,1.0,21,5,0,0,3,2,2.0
1,9,11,0,0,0,1.0,25,5,2987.0,2,3,499211.0,241883.0,-0.5541149999999999,52.066445,40,3,3,424.0,421.0,0.0,2.0,2,2,1.0,50,8,0,0,9,9,1.0
1,5,17,0,0,10,1.0,29,6,645.0,1,6,386767.0,117763.0,-2.189788,50.959138,55,1,1,642.0,350.0,0.0,2.0,1,1,1.0,29,6,0,0,5,1,1.0
1,9,18,0,0,0,1.0,54,8,1985.0,1,14,509163.0,219337.0,-0.41615,51.861947,40,2,3,421.0,0.0,0.0,2.0,1,1,1.0,54,8,0,0,9,9,1.0
1,9,3,0,0,0,1.0,74,10,998.0,1,4,378040.0,391480.0,-2.331891,53.419658,6,2,2,112.0,56.0,6144.0,1.0,1,1,2.0,74,10,0,0,9,6,2.0
1,5,18,0,0,0,1.0,38,7,999.0,1,4,350490.0,405390.0,-2.748599,53.542805,4,2,1,84.0,5312.0,577.0,1.0,1,1,1.0,38,7,0,0,5,3,1.0
1,9,9,0,0,0,1.0,47,8,1560.0,2,1,372330.0,408880.0,-2.419347,53.575782,6,2,1,100.0,579.0,666.0,1.0,2,1,1.0,47,8,0,0,1,2,2.0
2,9,18,0,0,0,1.0,30,6,1596.0,1,8,582351.0,186685.0,0.628646,51.549585,42,2,4,460.0,0.0,0.0,1.0,1,2,1.0,24,5,0,0,9,10,2.0
1,9,5,0,0,0,1.0,52,8,1870.0,2,7,370604.0,357213.0,-2.440596,53.111286,7,2,1,129.0,0.0,0.0,1.0,2,1,1.0,16,4,0,0,2,6,2.0
1,9,5,0,0,0,1.0,75,10,1598.0,1,7,404497.0,320510.0,-1.934768,52.782152,21,2,2,252.0,5013.0,106.0,2.0,1,1,1.0,75,10,0,0,9,9,1.0
2,9,4,0,0,0,1.0,50,8,1360.0,1,13,245315.0,125258.0,-4.2061449999999985,51.005854,50,2,5,588.0,386.0,386.0,2.0,1,1,1.0,24,5,0,0,9,4,2.0
1,11,4,0,0,0,1.0,47,8,8268.0,2,12,518420.0,169310.0,-0.298691,51.410457,1,1,1,23.0,308.0,0.0,1.0,1,1,2.0,18,4,0,0,11,5,2.0
2,9,18,0,0,0,1.0,32,6,1397.0,1,12,648686.0,290587.0,1.658944,52.45656700000001,37,4,5,416.0,146.0,0.0,2.0,1,1,1.0,69,10,0,0,9,7,1.0
1,9,18,0,0,0,1.0,43,7,1396.0,1,13,408810.0,290120.0,-1.871625,52.508903,20,3,3,300.0,38.0,0.0,1.0,3,3,1.0,26,6,0,0,9,5,1.0
2,9,10,0,0,0,1.0,43,7,1598.0,1,10,414910.0,436032.0,-1.7750009999999998,53.820353,13,2,2,200.0,650.0,0.0,1.0,2,2,2.0,21,5,0,0,9,1,2.0
2,9,18,0,0,0,1.0,55,8,1598.0,1,11,455555.0,207439.0,-1.196422,51.762886,43,2,1,482.0,40.0,40.0,1.0,1,1,2.0,24,5,0,0,9,10,2.0
2,9,18,0,0,0,1.0,36,7,1995.0,2,7,523089.0,227357.0,-0.211158,51.931124,41,2,1,433.0,197.0,197.0,2.0,2,1,1.0,36,7,0,0,9,7,1.0
2,11,3,0,0,0,1.0,48,8,4500.0,2,5,548750.0,175310.0,0.139632,51.457231,1,7,11,18.0,207.0,0.0,1.0,4,7,2.0,38,7,0,0,9,3,1.0
2,9,16,0,11,0,1.0,64,9,1596.0,1,9,355100.0,470160.0,-2.688523,54.125325,4,2,1,76.0,6254.0,0.0,2.0,2,1,2.0,64,9,0,0,9,6,2.0
1,9,18,0,0,0,1.0,42,7,2500.0,2,18,530660.0,186410.0,-0.116474,51.561443,1,2,2,3.0,103.0,0.0,1.0,2,2,2.0,46,8,0,0,9,3,1.0
1,8,7,0,0,0,1.0,33,6,1753.0,2,5,623630.0,306561.0,1.301595,52.610758,36,2,1,404.0,0.0,0.0,1.0,2,1,2.0,17,4,0,0,2,1,1.0
1,9,18,0,0,0,1.0,37,7,2497.0,1,9,152734.0,37876.0,-5.465438,50.189165,50,2,1,596.0,0.0,0.0,2.0,1,1,2.0,10,2,0,0,9,9,1.0
2,9,4,0,0,0,1.0,47,8,1995.0,2,5,527194.0,114301.0,-0.192034,50.914167,47,4,1,563.0,23.0,0.0,2.0,2,1,1.0,47,8,0,0,9,8,1.0
1,8,18,0,0,0,1.0,50,8,1896.0,2,8,345110.0,462770.0,-2.840023,54.057943,4,2,3,76.0,0.0,0.0,1.0,1,1,1.0,50,8,0,0,8,1,1.0
1,9,16,0,0,11,1.0,30,6,1997.0,2,13,297391.0,82461.0,-3.452227,50.632785,50,2,2,585.0,379.0,0.0,2.0,2,2,1.0,45,7,0,0,9,5,1.0
1,9,2,0,0,0,1.0,36,7,2497.0,2,8,516270.0,175740.0,-0.327481,51.468692,1,2,1,25.0,3004.0,0.0,1.0,1,1,2.0,36,7,9,5,0,5,2.0
3,9,3,0,0,0,1.0,38,7,1998.0,2,6,421873.0,568795.0,-1.6594970000000002,55.013232,10,3,3,147.0,1.0,0.0,1.0,3,3,2.0,38,7,0,0,9,10,2.0
3,21,18,0,0,0,1.0,49,8,12780.0,2,9,377419.0,250366.0,-2.331446,52.15111,22,3,2,273.0,4103.0,0.0,2.0,2,2,1.0,16,4,0,0,9,4,1.0
1,9,1,0,0,0,1.0,32,6,1229.0,1,9,403165.0,78755.0,-1.956632,50.608503000000006,55,1,1,644.0,147.0,0.0,1.0,1,1,2.0,40,7,5,1,0,7,1.0
1,19,16,0,0,0,1.0,17,4,1399.0,2,7,433548.0,453671.0,-1.489975,53.97801800000001,12,2,2,182.0,47.0,0.0,2.0,1,2,1.0,16,4,0,0,19,7,1.0
1,9,18,0,10,4,1.0,25,5,1796.0,1,17,460557.0,190725.0,-1.1268479999999998,51.612107,43,1,1,484.0,390.0,0.0,2.0,1,1,2.0,25,5,0,0,9,6,2.0
1,9,12,0,0,0,1.0,32,6,1998.0,1,13,425596.0,285612.0,-1.624653,52.467851,23,2,2,290.0,6.0,0.0,2.0,2,2,1.0,47,8,0,0,19,2,1.0
1,9,18,0,4,0,1.0,50,8,1896.0,2,13,415701.0,570628.0,-1.75591,55.029935,10,2,1,139.0,9083.0,0.0,1.0,1,1,1.0,19,4,0,0,9,9,1.0
1,9,16,0,0,0,1.0,51,8,3222.0,2,12,478375.0,409480.0,-0.817815,53.576073,16,2,3,232.0,161.0,0.0,2.0,1,1,1.0,51,8,0,0,9,4,1.0
2,9,10,0,0,0,1.0,31,6,998.0,1,8,339190.0,392581.0,-2.916613,53.426497,5,2,1,91.0,0.0,5058.0,1.0,2,1,2.0,31,6,0,0,9,7,2.0
1,9,17,0,7,10,1.0,38,7,2204.0,2,8,518508.0,447342.0,-0.197479,53.90869,16,1,1,231.0,1035.0,0.0,2.0,1,1,1.0,38,7,0,0,9,4,1.0
1,9,18,0,0,0,1.0,19,4,1117.0,1,28,430684.0,393356.0,-1.539594,53.436096,14,2,1,215.0,0.0,0.0,2.0,1,1,1.0,19,4,0,0,9,7,1.0
3,9,2,0,0,0,1.0,24,5,1229.0,1,7,470046.0,173781.0,-0.993197,51.458682,43,3,1,472.0,7201.0,0.0,1.0,1,1,1.0,44,7,0,0,2,4,2.0
1,9,3,0,0,0,1.0,45,7,1968.0,2,1,457534.0,406433.0,-1.1330790000000002,53.551384,14,3,4,211.0,0.0,0.0,2.0,1,1,2.0,45,7,0,0,9,2,2.0
2,9,3,0,0,0,1.0,18,4,998.0,1,13,332620.0,440960.0,-3.0259720000000003,53.860468,4,3,4,71.0,0.0,0.0,1.0,3,3,2.0,16,4,0,0,9,4,1.0
1,9,9,0,0,0,1.0,35,6,1968.0,2,1,391345.0,377092.0,-2.131297,53.290719,7,2,1,129.0,523.0,5091.0,2.0,2,1,1.0,50,8,0,0,5,4,2.0
3,9,18,0,0,0,1.0,62,9,1598.0,2,3,419198.0,563530.0,-1.701677,54.96603,10,5,4,146.0,695.0,0.0,1.0,2,1,1.0,46,8,0,0,9,4,1.0
1,9,3,0,0,0,1.0,29,6,1598.0,1,8,517350.0,179960.0,-0.31053800000000004,51.506397,1,3,2,27.0,0.0,0.0,1.0,1,2,2.0,60,9,0,0,9,3,2.0
2,19,18,0,0,0,1.0,42,7,1248.0,2,5,453898.0,192398.0,-1.222748,51.627824,43,2,2,484.0,4016.0,0.0,2.0,1,2,2.0,70,10,0,0,9,4,2.0
2,9,17,0,0,0,1.0,32,6,2616.0,1,11,174709.0,46951.0,-5.163492,50.279427,50,2,2,596.0,30.0,3277.0,2.0,2,1,1.0,32,6,0,0,9,7,1.0
