lineNo,assgNo,P1stFixation,P2stFixation,prevFixDur,firstfixDur,firstPassFixDur,nextFixDur,firstSaccLen,lastSaccLen,prevFixPos,landingPos,leavingPos,totalFixDur,meanFixDur,regressLen,nextWordRegress,regressDur,pupilDiamMax,pupilDiamLag,timePrtctg,titleNo,wordNo,target
2240.0,72.0,1,0,279.0,20.0,20.0,239.0,133.4138,72.5017,121.0372,30.3727,37.8715,20.0,20.0,0.0,0,0.0,-0.0006,-0.6566,0.003,1,2,1
3993.0,129.0,0,0,199.0,239.0,239.0,139.0,550.3135,29.3471,556.1088,47.6288,36.9121,239.0,239.0,1869.0,0,418.0,0.1591,0.3011,0.0209,3,3,1
1396.0,43.0,1,1,139.0,258.0,258.0,239.0,547.6714,151.1101,617.1912,79.1991,61.0921,258.0,258.0,0.0,0,0.0,0.1037,0.2587,0.0213,6,1,1
861.0,26.0,1,0,179.0,199.0,298.0,259.0,186.1196,81.0586,266.1015,103.8087,70.9454,298.0,149.0,0.0,0,0.0,0.1039,0.1169,0.0761,4,1,1
7023.0,213.0,0,1,99.0,80.0,80.0,199.0,199.9762,239.2995,187.0722,12.3693,16.6208,80.0,80.0,0.0,0,0.0,0.0703,0.1428,0.0163,3,2,0
8820.0,279.0,1,0,119.0,159.0,159.0,179.0,99.6519,684.4043,216.0023,115.0532,110.0045,159.0,159.0,0.0,0,159.0,0.0798,0.1708,0.0197,2,5,1
6296.0,185.0,1,0,139.0,119.0,119.0,139.0,184.0849,142.1452,272.5913,137.1022,129.4488,119.0,119.0,0.0,0,0.0,0.1915,0.196,0.0176,9,1,1
5592.0,166.0,0,1,99.0,139.0,139.0,139.0,621.3445,178.5175,632.0831,94.1608,92.1805,139.0,139.0,2166.0,0,139.0,0.162,0.162,0.0104,4,3,1
9670.0,298.0,1,0,100.0,119.0,119.0,80.0,243.6155,389.2518,81.0987,163.5489,159.4561,119.0,119.0,0.0,0,0.0,0.0761,0.2531,0.0176,2,2,1
1463.0,44.0,1,1,99.0,179.0,318.0,278.0,156.7586,151.514,202.3561,45.478,32.9848,239.0,239.0,4592.0,1,1494.0,0.0161,0.0886,0.016,7,1,1
10778.0,332.0,0,0,179.0,100.0,199.0,119.0,111.6613,205.7,84.6463,26.1964,32.6075,199.0,99.5,0.0,1,0.0,0.185,0.204,0.0443,3,3,1
10891.0,336.0,1,0,497.0,119.0,119.0,199.0,534.4067,129.5039,579.8638,56.3649,69.5881,119.0,119.0,0.0,0,0.0,-0.003,-0.005,0.0101,2,1,1
7467.0,227.0,0,0,258.0,199.0,199.0,139.0,175.1207,110.9516,98.4784,78.5016,77.5145,199.0,199.0,0.0,1,0.0,0.0417,0.0707,0.019,8,6,0
8194.0,256.0,1,1,80.0,159.0,159.0,159.0,75.5993,79.0348,79.2023,38.3438,40.0281,159.0,159.0,0.0,0,0.0,0.3359,0.3554,0.0136,6,1,1
2521.0,78.0,1,1,279.0,339.0,339.0,199.0,429.2528,88.0525,500.6496,60.6671,89.0351,339.0,339.0,1335.0,0,937.0,1.0915,0.9915,0.0085,9,1,1
6794.0,203.0,0,1,179.0,119.0,119.0,119.0,440.702,269.5116,512.3905,83.6212,55.7315,119.0,119.0,0.0,0,279.0,0.0914,0.2729,0.0122,9,1,0
4316.0,135.0,1,1,199.0,159.0,159.0,119.0,89.5126,223.7856,36.1386,68.9366,59.0191,219.0,219.0,993.0,0,219.0,-0.025,-0.0285,0.0135,7,3,0
994.0,30.0,0,0,119.0,139.0,139.0,100.0,576.5312,190.5151,461.0694,114.3164,110.8264,139.0,139.0,0.0,0,0.0,0.0784,0.0989,0.0143,1,5,1
3370.0,103.0,1,0,119.0,119.0,119.0,119.0,159.4091,258.0237,116.297,48.4381,82.0747,119.0,119.0,0.0,0,0.0,0.0845,0.248,0.0166,3,2,0
2486.0,78.0,1,1,239.0,279.0,279.0,259.0,183.7457,495.9859,136.6199,87.865,73.6817,279.0,279.0,12433.0,0,1194.0,-0.006,0.3635,0.007,1,4,1
1142.0,34.0,1,1,139.0,139.0,139.0,179.0,175.6822,508.2335,157.8132,25.9326,21.2897,159.0,159.0,258.0,1,278.0,0.3508,0.2768,0.0206,9,2,0
5411.0,163.0,1,0,159.0,219.0,219.0,159.0,264.5043,55.5023,274.0164,13.4164,9.1241,219.0,219.0,756.0,0,159.0,0.0652,0.0152,0.0238,4,6,0
1239.0,38.0,1,0,99.0,139.0,139.0,179.0,77.9647,595.0011,110.5712,64.562,65.8217,139.0,139.0,0.0,0,0.0,0.1693,0.1693,0.0213,10,1,0
9224.0,289.0,1,1,99.0,80.0,80.0,159.0,277.2819,504.9802,205.061,78.4873,83.7511,80.0,80.0,80.0,1,198.0,0.1952,0.2037,0.0039,1,5,0
3144.0,96.0,0,1,259.0,219.0,219.0,339.0,138.9361,256.6384,93.1719,49.7016,49.6488,219.0,219.0,0.0,0,0.0,0.8831,-0.1409,0.0282,2,3,1
10911.0,336.0,1,0,99.0,199.0,199.0,99.0,75.5149,107.622,20.8087,57.7862,63.1981,199.0,199.0,0.0,0,0.0,0.0535,0.1465,0.017,6,6,1
8534.0,270.0,1,0,179.0,199.0,199.0,199.0,185.0547,352.066,126.6689,56.932,65.0942,199.0,199.0,0.0,0,0.0,0.0682,0.1507,0.0559,2,3,0
10852.0,334.0,1,0,199.0,80.0,199.0,199.0,113.2828,171.0629,110.2905,22.0511,29.77,199.0,99.5,0.0,0,0.0,0.267,0.3185,0.0329,7,2,1
7789.0,240.0,1,1,139.0,139.0,139.0,80.0,867.0066,524.1612,841.1659,43.5259,47.5026,139.0,139.0,3639.0,0,80.0,-0.0004,0.1526,0.0133,4,2,0
7231.0,221.0,1,0,99.0,139.0,139.0,139.0,98.2344,521.7015,207.2342,119.19,105.7663,139.0,139.0,0.0,0,0.0,0.0851,0.7051,0.0314,10,2,1
7339.0,225.0,1,1,99.0,119.0,218.0,139.0,380.659,521.0002,379.4443,32.0156,40.3764,159.0,159.0,219.0,0,278.0,0.1803,0.1113,0.0159,4,1,0
3841.0,123.0,0,1,199.0,219.0,219.0,139.0,181.2078,413.0366,49.2443,209.7105,205.8476,219.0,219.0,139.0,0,0.0,0.2338,0.1793,0.0485,3,4,0
4401.0,136.0,1,0,258.0,159.0,298.0,179.0,198.0511,106.4249,238.0462,47.1301,137.9311,298.0,149.0,0.0,0,0.0,0.5697,0.4552,0.0112,9,1,1
2101.0,66.0,0,0,119.0,219.0,219.0,99.0,355.981,145.1043,297.6071,72.94,67.5074,219.0,219.0,0.0,0,219.0,0.1014,0.1649,0.0219,1,5,0
3018.0,92.0,1,1,379.0,279.0,279.0,419.0,105.6705,161.6741,139.517,39.5506,50.065,239.0,239.0,0.0,1,0.0,1.5351,0.7876,0.0315,3,3,0
6135.0,181.0,1,0,119.0,159.0,159.0,239.0,291.8604,560.0116,258.0271,37.1652,41.4307,159.0,159.0,0.0,0,0.0,0.0376,0.1366,0.0186,1,5,0
4277.0,135.0,0,1,179.0,179.0,179.0,100.0,212.5147,221.6309,100.8067,113.3589,121.5165,179.0,179.0,10556.0,1,298.0,0.2775,0.186,0.0111,2,3,0
7214.0,221.0,1,0,80.0,139.0,139.0,80.0,234.8883,257.7023,146.8128,87.2726,94.2258,139.0,139.0,0.0,0,0.0,0.1116,0.0951,0.0314,2,4,1
7096.0,216.0,1,0,0.0,119.0,218.0,179.0,0.0,105.0952,0.0,114.1852,117.8442,218.0,109.0,0.0,0,0.0,0.2046,0.2536,0.0508,1,2,1
6986.0,212.0,0,1,199.0,199.0,457.0,179.0,286.0358,218.0694,325.0138,40.0656,80.3508,379.0,94.75,0.0,0,1215.0,0.3973,-0.0592,0.0549,1,5,1
1664.0,52.0,0,1,159.0,179.0,179.0,199.0,263.257,315.3336,246.0325,48.9004,52.8228,179.0,179.0,457.0,0,0.0,0.0676,0.0946,0.0157,4,4,0
8884.0,280.0,1,1,278.0,139.0,397.0,139.0,94.012,747.2486,162.1111,64.6239,63.4449,338.0,169.0,2525.0,1,636.0,0.0822,0.2727,0.0429,10,5,0
7903.0,244.0,1,0,238.0,80.0,80.0,238.0,332.9869,290.8006,211.9104,111.904,85.6767,80.0,80.0,0.0,0,0.0,0.3273,0.2868,0.0359,5,3,1
10210.0,311.0,1,0,219.0,239.0,239.0,99.0,294.6226,321.0876,290.8333,7.5664,33.4253,239.0,239.0,616.0,0,159.0,0.0997,0.2537,0.03,3,7,0
9365.0,290.0,1,1,99.0,99.0,99.0,99.0,100.927,103.0109,140.2284,62.155,66.1154,99.0,99.0,0.0,1,259.0,0.2062,0.1497,0.0144,9,1,0
2842.0,86.0,1,0,159.0,339.0,339.0,159.0,792.5002,71.2969,851.0288,58.0775,66.2873,339.0,339.0,0.0,0,339.0,-0.2613,0.7577,0.0385,7,1,0
1700.0,52.0,1,1,139.0,119.0,119.0,258.0,174.1522,409.2007,201.1368,41.4367,49.7293,199.0,199.0,0.0,0,199.0,0.0926,0.1356,0.0175,8,1,0
9567.0,295.0,1,0,179.0,139.0,139.0,179.0,248.0247,50.5668,348.5183,104.9405,117.6403,159.0,159.0,0.0,0,318.0,0.1521,0.1856,0.0314,3,1,1
4361.0,136.0,0,1,239.0,179.0,179.0,298.0,129.8124,176.0007,48.2597,89.8735,77.5645,179.0,179.0,0.0,1,477.0,-0.0538,0.0377,0.0067,3,4,0
6156.0,181.0,1,0,80.0,119.0,119.0,139.0,207.5795,276.7716,112.1116,91.0824,99.0808,119.0,119.0,0.0,0,0.0,0.2491,0.7781,0.014,8,2,1
4173.0,133.0,1,0,179.0,159.0,159.0,99.0,92.0448,87.122,42.0476,55.0568,65.0481,159.0,159.0,0.0,0,0.0,0.044,0.2085,0.0114,7,2,1
6470.0,191.0,1,0,139.0,139.0,139.0,159.0,104.4629,168.2974,110.0591,39.7398,43.9118,139.0,139.0,0.0,0,0.0,-0.0501,0.6234,0.0298,10,1,0
5476.0,164.0,1,0,258.0,139.0,139.0,99.0,140.5009,257.0238,97.3242,49.5101,62.2113,139.0,139.0,0.0,0,0.0,0.1722,0.3642,0.0118,8,2,0
4244.0,134.0,1,0,179.0,139.0,139.0,179.0,607.0908,115.8285,774.0161,166.0369,169.5361,219.0,219.0,0.0,1,975.0,0.0295,0.02,0.0113,6,2,1
536.0,17.0,1,0,99.0,179.0,179.0,258.0,137.0912,574.8211,100.7174,31.8944,13.0384,179.0,179.0,0.0,0,0.0,0.1968,0.1968,0.0387,2,7,0
2405.0,76.0,0,1,239.0,199.0,199.0,139.0,98.9103,216.985,83.2166,55.933,78.9335,199.0,199.0,0.0,0,0.0,0.4057,0.8567,0.0223,1,4,1
2166.0,70.0,1,0,179.0,80.0,80.0,299.0,148.0304,752.7378,153.7335,43.3503,48.8365,80.0,80.0,718.0,0,0.0,0.4999,0.3379,0.0065,3,7,1
8315.0,259.0,1,0,119.0,199.0,199.0,80.0,93.8736,181.5991,86.7698,59.5504,43.9118,199.0,199.0,0.0,0,0.0,0.1054,0.2004,0.0372,8,1,0
5108.0,155.0,1,1,139.0,358.0,358.0,159.0,197.0971,378.0245,147.6279,74.9083,91.6652,99.0,99.0,0.0,0,0.0,0.1798,0.1288,0.0089,1,1,1
8445.0,266.0,0,1,139.0,99.0,99.0,298.0,164.746,58.826,160.6113,23.2863,28.0446,99.0,99.0,457.0,0,0.0,0.0437,0.0427,0.0181,2,6,0
4126.0,132.0,1,1,239.0,139.0,139.0,239.0,146.7762,147.5076,84.4808,62.6279,62.2013,199.0,199.0,3363.0,0,359.0,0.3335,0.55,0.0235,10,6,0
6310.0,186.0,1,0,0.0,119.0,119.0,159.0,0.0,408.3754,0.0,31.3209,19.5,119.0,119.0,0.0,0,0.0,0.1925,0.3765,0.0605,5,5,0
6076.0,179.0,1,0,99.0,99.0,99.0,159.0,125.9573,255.5905,90.6697,28.2843,49.5025,99.0,99.0,0.0,0,0.0,0.3516,0.2081,0.0106,9,3,0
7571.0,231.0,1,0,159.0,238.0,238.0,99.0,74.5185,113.5925,20.1246,61.0123,56.626,238.0,238.0,0.0,0,0.0,0.1737,0.3207,0.0399,3,2,1
2746.0,83.0,1,1,259.0,199.0,199.0,159.0,137.5009,193.5568,72.3395,53.584,48.2545,159.0,159.0,0.0,1,159.0,1.3035,1.011,0.0159,10,2,0
824.0,24.0,1,0,139.0,239.0,239.0,179.0,214.2574,142.8863,157.8132,53.0212,7.433,398.0,199.0,775.0,0,0.0,0.1226,0.1881,0.044,3,5,0
9410.0,291.0,1,0,80.0,99.0,99.0,99.0,285.0952,181.6989,352.966,63.2456,77.5403,99.0,99.0,0.0,0,0.0,0.2812,0.1082,0.0155,10,1,0
6138.0,181.0,1,0,278.0,258.0,258.0,219.0,173.926,158.7844,249.0883,77.2528,56.4026,258.0,258.0,0.0,0,0.0,0.1366,0.0811,0.0302,3,1,0
676.0,22.0,1,1,0.0,159.0,159.0,139.0,0.0,56.2228,0.0,10.0,39.9061,159.0,159.0,219.0,0,3699.0,0.0791,0.1326,0.0095,1,2,1
5014.0,153.0,1,1,219.0,159.0,159.0,318.0,157.334,223.0807,55.3263,111.0158,92.0706,199.0,199.0,4633.0,0,199.0,0.1056,0.0786,0.0166,4,2,1
8199.0,256.0,1,1,80.0,159.0,159.0,99.0,243.2057,184.5677,193.0932,48.1274,58.9513,159.0,159.0,0.0,1,0.0,0.1239,0.3554,0.0136,8,6,0
10118.0,309.0,1,0,0.0,179.0,179.0,259.0,143.1477,91.0179,254.637,121.43,133.0085,199.0,199.0,0.0,1,199.0,0.1032,0.0882,0.0236,1,1,1
4064.0,130.0,1,1,0.0,179.0,318.0,338.0,824.4387,203.3624,895.9403,71.8053,75.0,258.0,258.0,0.0,0,0.0,0.1741,0.4321,0.0238,5,1,1
1724.0,54.0,1,0,99.0,99.0,99.0,179.0,38.2001,123.0864,104.0481,64.7341,66.3363,99.0,99.0,0.0,1,198.0,0.1464,0.2758,0.0163,4,2,0
10753.0,331.0,1,0,0.0,159.0,358.0,139.0,0.0,127.9932,0.0,88.1717,96.6863,358.0,179.0,0.0,0,0.0,0.1405,0.201,0.1023,1,1,1
1575.0,47.0,0,1,139.0,179.0,259.0,139.0,181.1353,830.0208,167.0838,7.7621,5.0,259.0,129.5,417.0,0,0.0,0.2206,0.0651,0.032,9,4,1
6104.0,180.0,1,0,179.0,159.0,159.0,199.0,144.5424,234.5645,87.0919,53.5584,69.4622,159.0,159.0,0.0,0,0.0,0.1126,0.2451,0.0154,6,2,0
1659.0,52.0,1,1,0.0,139.0,238.0,99.0,0.0,287.2686,0.0,67.0168,74.6006,238.0,119.0,0.0,1,497.0,0.2751,0.1171,0.0209,4,1,0
6150.0,181.0,1,0,219.0,179.0,338.0,219.0,172.8381,136.4441,105.3233,64.1327,37.8847,338.0,169.0,0.0,0,0.0,0.0326,0.2251,0.0396,6,2,1
4393.0,136.0,1,0,239.0,258.0,1392.0,139.0,534.8724,55.599,609.275,81.6241,230.7054,1392.0,232.0,0.0,0,497.0,0.4992,0.4992,0.0521,8,1,1
4743.0,146.0,1,0,219.0,119.0,477.0,179.0,205.6502,335.226,125.0,83.3262,134.2097,477.0,159.0,0.0,0,477.0,0.2226,0.2386,0.0544,1,5,0
1106.0,33.0,1,1,119.0,99.0,417.0,99.0,43.9118,481.0751,174.797,134.9907,129.7575,119.0,119.0,0.0,1,595.0,0.0874,0.1819,0.0156,1,1,0
8180.0,255.0,1,1,139.0,139.0,278.0,80.0,87.6584,100.005,105.9906,88.0596,93.5481,139.0,139.0,0.0,0,139.0,0.2689,0.3394,0.0169,7,1,0
6136.0,181.0,0,1,159.0,239.0,338.0,199.0,560.0116,216.0214,640.7847,82.9729,53.0519,338.0,169.0,0.0,0,0.0,0.1366,0.1366,0.0396,2,1,1
6491.0,192.0,1,0,159.0,119.0,119.0,119.0,333.1625,223.5805,381.0118,41.1461,39.8152,119.0,119.0,0.0,0,119.0,0.0404,0.0859,0.0315,9,1,0
9694.0,298.0,1,0,179.0,179.0,179.0,80.0,194.2807,310.8641,300.3065,110.0023,105.119,179.0,179.0,239.0,0,0.0,0.4446,0.0971,0.0265,10,1,1
7564.0,231.0,1,0,219.0,219.0,219.0,278.0,221.0204,316.2278,168.1458,40.078,52.7873,219.0,219.0,0.0,0,0.0,0.2697,0.2697,0.0367,10,3,1
3294.0,100.0,0,0,239.0,219.0,219.0,338.0,99.0316,334.506,60.0333,142.7323,135.0926,219.0,219.0,0.0,0,0.0,0.136,0.0005,0.0297,3,3,0
8728.0,277.0,1,0,139.0,80.0,80.0,179.0,162.2421,339.6472,223.0,61.6604,61.5731,80.0,80.0,0.0,1,80.0,0.0913,0.1643,0.0085,2,5,0
8417.0,265.0,1,0,159.0,179.0,179.0,99.0,221.299,97.582,190.3786,37.5766,46.0977,179.0,179.0,0.0,0,0.0,0.0342,0.0642,0.0375,1,3,1
5612.0,167.0,1,1,338.0,80.0,199.0,199.0,395.1433,133.7171,463.5224,68.4854,108.1677,1351.0,270.2,1708.0,0,1947.0,0.1745,0.0895,0.0908,2,1,1
7864.0,242.0,1,0,139.0,298.0,536.0,159.0,179.8249,137.6526,262.0172,85.8429,95.2733,536.0,268.0,0.0,0,0.0,0.1013,0.2213,0.1221,7,1,0
9641.0,297.0,1,0,199.0,119.0,119.0,179.0,136.7452,127.5245,170.3203,35.7351,33.4701,119.0,119.0,0.0,0,0.0,0.1271,0.1461,0.0231,4,2,0
7287.0,223.0,0,1,278.0,139.0,139.0,139.0,214.8936,257.7072,197.3069,18.5,25.6223,139.0,139.0,0.0,0,0.0,0.4488,0.5463,0.0333,7,4,1
8921.0,281.0,1,0,80.0,179.0,179.0,99.0,377.0003,667.9558,244.4606,126.2894,118.8413,179.0,179.0,0.0,0,0.0,-0.0003,0.1837,0.0213,5,5,1
4245.0,134.0,1,0,139.0,179.0,179.0,179.0,115.8285,454.5025,23.0217,89.1361,142.5079,337.0,112.3333,835.0,0,615.0,0.0295,0.02,0.0174,6,3,1
2943.0,90.0,1,0,279.0,219.0,219.0,179.0,297.1952,701.6566,230.8246,70.2353,55.599,219.0,219.0,0.0,0,0.0,0.0637,0.7377,0.0454,2,6,1
165.0,5.0,1,1,278.0,397.0,397.0,99.0,701.9238,204.1378,802.202,97.7663,97.8174,219.0,219.0,0.0,0,298.0,0.1855,0.1215,0.0196,9,1,0
3321.0,101.0,1,0,99.0,99.0,99.0,159.0,202.5883,534.659,265.859,76.2316,87.7411,99.0,99.0,0.0,0,180.0,0.3625,0.5545,0.0255,3,1,1
6139.0,181.0,1,0,258.0,219.0,219.0,179.0,158.7844,81.7206,100.1299,52.5856,59.5252,219.0,219.0,0.0,0,0.0,0.1366,0.0811,0.0257,3,3,0
4246.0,134.0,1,0,139.0,179.0,179.0,139.0,454.5025,102.511,532.0038,82.0549,151.0075,318.0,159.0,0.0,0,636.0,0.02,0.095,0.0164,6,1,1
4652.0,144.0,1,0,179.0,258.0,258.0,139.0,96.791,107.3231,91.7878,35.7946,48.7263,258.0,258.0,0.0,0,258.0,-0.0683,-0.0238,0.0282,3,4,0
8475.0,267.0,1,0,199.0,199.0,199.0,139.0,131.5466,40.2523,116.619,21.2132,16.0078,199.0,199.0,139.0,0,0.0,0.2162,0.5592,0.0395,5,3,0
10049.0,307.0,1,0,80.0,80.0,80.0,139.0,187.131,95.1315,116.211,67.4685,62.8371,80.0,80.0,0.0,0,0.0,0.1452,0.1772,0.0155,5,2,1
10679.0,328.0,1,0,80.0,219.0,299.0,258.0,380.2821,159.3895,470.1117,90.5345,42.0,299.0,149.5,0.0,0,0.0,0.2647,0.2647,0.0297,9,1,1
7858.0,242.0,1,0,99.0,179.0,179.0,139.0,74.7011,138.0906,136.18,69.2694,89.7733,179.0,179.0,0.0,0,0.0,0.0843,0.2213,0.0408,4,1,1
1032.0,31.0,0,1,238.0,259.0,259.0,278.0,94.7629,174.5,231.8211,155.5201,145.0009,159.0,159.0,458.0,0,0.0,0.1254,0.1189,0.0136,2,1,1
8437.0,266.0,1,0,0.0,100.0,100.0,199.0,132.0947,154.7361,16.9706,118.7824,117.5936,159.0,159.0,358.0,0,159.0,0.0182,0.0437,0.0291,1,2,0
4007.0,129.0,1,1,199.0,139.0,139.0,159.0,125.5488,202.4846,221.0543,95.9401,89.6507,80.0,80.0,6064.0,0,0.0,0.3596,0.3876,0.007,7,1,0
5664.0,168.0,1,0,239.0,219.0,219.0,219.0,105.5426,186.8241,97.3293,22.8254,21.9659,219.0,219.0,0.0,0,0.0,0.1995,0.147,0.021,2,2,1
5947.0,177.0,1,0,179.0,298.0,298.0,159.0,278.5687,130.384,355.8441,75.738,79.555,298.0,298.0,0.0,0,0.0,0.2091,0.1946,0.0466,2,1,0
7457.0,227.0,1,0,80.0,119.0,119.0,119.0,466.623,210.3426,522.6902,74.3589,57.9418,139.0,139.0,0.0,0,0.0,0.1602,0.0707,0.0132,1,2,0
6039.0,179.0,1,1,0.0,99.0,99.0,159.0,0.0,243.6047,0.0,27.5,17.1026,99.0,99.0,0.0,0,0.0,0.1866,0.2416,0.0106,3,2,1
2441.0,77.0,1,1,199.0,239.0,239.0,179.0,178.1643,64.8556,253.1482,91.5219,98.8661,239.0,239.0,0.0,0,718.0,1.196,1.094,0.0211,2,1,1
6311.0,186.0,1,0,119.0,159.0,258.0,139.0,408.3754,197.5664,496.6327,115.5173,53.668,258.0,129.0,0.0,0,0.0,0.211,0.3765,0.1312,1,1,1
397.0,12.0,1,0,179.0,179.0,298.0,239.0,335.1869,114.0175,360.8393,32.4692,178.0913,298.0,149.0,0.0,0,0.0,0.2373,0.2943,0.0537,2,1,1
6562.0,194.0,0,1,119.0,99.0,99.0,99.0,255.6766,716.0939,70.4557,186.6039,186.2961,179.0,179.0,3596.0,0,179.0,0.1656,0.419,0.0181,10,8,0
5960.0,177.0,1,0,298.0,239.0,239.0,179.0,204.4798,181.0559,154.6351,49.5202,47.2652,239.0,239.0,0.0,0,0.0,0.1321,0.4721,0.0373,6,3,1
4873.0,149.0,0,1,139.0,119.0,119.0,219.0,175.0893,357.1589,123.3207,44.4213,61.9718,258.0,258.0,4076.0,0,873.0,0.1916,0.2786,0.0293,2,4,0
992.0,30.0,1,1,258.0,278.0,278.0,278.0,511.4834,390.6549,588.4123,86.5708,84.7659,199.0,199.0,3480.0,0,0.0,0.0954,0.0989,0.0204,6,1,0
653.0,21.0,1,1,179.0,199.0,199.0,139.0,241.042,119.105,153.7335,103.0049,109.5046,278.0,278.0,139.0,1,755.0,0.0311,0.0971,0.0258,2,3,0
10237.0,311.0,1,0,99.0,219.0,219.0,80.0,1145.7724,160.507,71.5681,1178.531,86.4783,219.0,219.0,0.0,0,0.0,0.1302,0.1822,0.0275,8,3,1
8015.0,249.0,1,0,139.0,239.0,239.0,179.0,75.8716,77.1962,101.3558,33.541,37.7922,239.0,239.0,0.0,0,0.0,0.2638,0.2813,0.0429,3,1,1
8551.0,271.0,1,0,139.0,159.0,159.0,119.0,187.5613,100.9022,105.9906,84.9264,87.5171,159.0,159.0,0.0,0,0.0,0.0587,0.1212,0.0282,1,2,0
7291.0,224.0,1,1,139.0,179.0,179.0,139.0,264.4844,158.749,181.6645,98.2064,107.2031,179.0,179.0,0.0,0,0.0,0.1753,0.1138,0.0266,1,3,1
9754.0,301.0,1,0,99.0,99.0,99.0,159.0,215.2539,675.6754,156.205,60.533,49.0765,99.0,99.0,0.0,0,0.0,0.085,0.115,0.0114,1,9,1
6170.0,182.0,1,0,139.0,179.0,318.0,219.0,294.5819,261.4273,354.4573,73.1642,66.5676,298.0,298.0,0.0,0,298.0,0.0736,0.0526,0.0369,1,1,0
1238.0,38.0,1,0,80.0,139.0,238.0,139.0,70.8414,77.9647,69.7782,54.6123,55.536,238.0,119.0,0.0,0,0.0,0.0213,0.3878,0.0365,9,1,0
7311.0,224.0,1,1,139.0,418.0,418.0,99.0,204.6277,51.4782,271.3116,63.4232,49.4975,418.0,418.0,0.0,0,0.0,0.0753,0.0713,0.0622,9,1,0
10205.0,311.0,1,0,199.0,99.0,218.0,238.0,200.8893,521.8537,164.9848,55.8323,89.0688,218.0,109.0,0.0,0,0.0,0.3012,0.2562,0.0274,1,5,1
52.0,2.0,0,1,258.0,219.0,219.0,576.0,26.0048,131.3554,104.561,116.9626,118.7697,219.0,219.0,1013.0,0,0.0,0.0935,0.101,0.0204,3,2,0
6455.0,191.0,1,1,80.0,139.0,139.0,119.0,267.6476,109.5468,334.2529,63.4547,59.3001,219.0,219.0,0.0,1,139.0,0.3139,0.1599,0.0469,2,4,1
7804.0,240.0,0,1,99.0,139.0,139.0,199.0,205.5097,281.285,109.4897,90.5166,93.2751,139.0,139.0,0.0,0,0.0,0.0631,0.1201,0.0133,9,3,1
3569.0,110.0,0,1,139.0,119.0,119.0,239.0,349.1504,219.0576,382.2787,39.3732,34.7131,119.0,119.0,0.0,0,0.0,0.003,0.007,0.0184,9,2,1
3052.0,93.0,1,1,558.0,160.0,160.0,279.0,196.3982,94.4696,97.0052,85.2423,78.3901,160.0,160.0,0.0,1,199.0,0.8061,0.7736,0.0121,3,3,0
3675.0,115.0,1,0,80.0,80.0,80.0,80.0,157.6959,320.6513,63.6946,94.0479,82.887,80.0,80.0,0.0,0,0.0,0.1895,0.2135,0.0163,4,2,0
3305.0,100.0,1,0,179.0,80.0,80.0,99.0,163.8063,174.2591,98.7168,77.5016,85.6417,80.0,80.0,0.0,0,0.0,-0.07,0.4355,0.0108,7,5,0
10101.0,308.0,1,0,99.0,80.0,80.0,219.0,658.1172,85.5862,710.7461,59.1354,63.5059,80.0,80.0,0.0,0,0.0,-0.0268,0.2507,0.0086,8,1,1
8732.0,277.0,1,0,139.0,219.0,219.0,199.0,645.3836,216.0208,754.8357,102.8944,104.1933,219.0,219.0,0.0,0,0.0,0.1643,0.1838,0.0232,4,1,1
10035.0,307.0,1,0,0.0,119.0,119.0,80.0,0.0,58.5918,0.0,81.4647,904.5598,119.0,119.0,0.0,0,0.0,0.1307,0.2377,0.0231,1,2,1
3145.0,96.0,1,0,219.0,339.0,339.0,199.0,256.6384,89.0505,246.5461,38.3438,87.6028,339.0,339.0,0.0,0,0.0,0.1386,-0.3184,0.0436,3,2,0
4389.0,136.0,1,1,159.0,159.0,159.0,199.0,89.5237,120.7653,111.3059,27.2259,37.1012,338.0,338.0,1491.0,1,676.0,0.4627,0.3742,0.0126,7,1,1
1431.0,44.0,1,1,139.0,278.0,278.0,179.0,135.4862,133.0883,148.0068,46.3276,45.9157,278.0,278.0,8606.0,0,3062.0,0.0666,0.1446,0.0186,2,1,1
10271.0,312.0,1,0,99.0,100.0,100.0,199.0,125.6831,217.0184,80.3057,50.0,32.4076,100.0,100.0,0.0,0,0.0,0.1963,0.3023,0.0145,10,2,0
4765.0,147.0,1,0,119.0,199.0,199.0,338.0,172.0356,118.5591,152.1085,63.8161,63.2317,199.0,199.0,0.0,0,0.0,0.4881,0.4981,0.0451,6,1,1
3107.0,94.0,1,1,319.0,319.0,319.0,279.0,65.0884,97.7164,89.8888,94.2788,115.1629,180.0,180.0,0.0,0,0.0,1.2976,3.2536,0.0303,7,1,0
5930.0,176.0,1,0,259.0,179.0,338.0,199.0,110.269,451.2084,151.1192,41.6473,80.5559,676.0,338.0,0.0,1,676.0,0.0366,0.0961,0.0881,5,4,0
9420.0,292.0,1,0,139.0,119.0,119.0,159.0,38.5,144.5554,61.0983,24.9098,30.8869,119.0,119.0,0.0,1,119.0,0.0946,0.1531,0.0239,1,3,0
4046.0,130.0,1,0,179.0,139.0,139.0,159.0,274.5073,113.5473,306.1242,37.4433,39.0512,139.0,139.0,0.0,0,139.0,0.2446,0.3241,0.0128,10,1,0
