Vehicle_Reference_df_res,Vehicle_Type,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Hit_Object_in_Carriageway,Hit_Object_off_Carriageway,Was_Vehicle_Left_Hand_Drive?,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Number_of_Vehicles,Number_of_Casualties,Local_Authority_(District),1st_Road_Number,2nd_Road_Number,Urban_or_Rural_Area,Vehicle_Reference_df,Casualty_Reference,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Pedestrian_Location,Pedestrian_Movement,Casualty_Type,Casualty_IMD_Decile,target
2,9,3,0,0,0,1.0,41,7,1299.0,1,11,512542.0,430427.0,-0.29443800000000003,53.758056,16,2,1,228.0,0.0,0.0,1.0,2,1,2.0,41,7,0,0,9,1,2.0
2,9,18,0,0,0,1.0,41,7,1299.0,1,15,579714.0,232312.0,0.614224,51.960243,42,2,2,451.0,1017.0,0.0,2.0,1,2,2.0,33,6,0,0,9,9,1.0
1,9,9,0,0,0,1.0,35,6,1596.0,1,9,475348.0,261549.0,-0.8977930000000001,52.246974,34,2,1,384.0,508.0,8176.0,1.0,2,1,1.0,21,5,0,0,3,2,2.0
1,3,18,0,0,0,1.0,22,5,124.0,1,8,416991.0,184146.0,-1.756319,51.555946,54,2,1,633.0,0.0,0.0,1.0,1,1,1.0,22,5,0,0,3,2,1.0
2,9,18,0,0,0,1.0,71,10,1596.0,1,10,302458.0,81932.0,-3.380464,50.6289,50,2,3,580.0,3178.0,0.0,1.0,1,1,2.0,17,4,0,0,9,6,2.0
2,9,18,0,0,0,1.0,47,8,1389.0,1,15,475295.0,261541.0,-0.8985709999999999,52.246909,34,2,1,384.0,8176.0,0.0,1.0,2,1,1.0,47,8,0,0,9,4,1.0
1,9,16,0,0,10,1.0,31,6,998.0,1,3,421096.0,270242.0,-1.691856,52.329867,23,1,1,294.0,0.0,0.0,2.0,1,1,2.0,31,6,0,0,9,7,2.0
1,9,9,0,0,0,1.0,38,7,1498.0,1,8,422453.0,576592.0,-1.649817,55.08327,10,2,3,139.0,368.0,366.0,2.0,2,2,1.0,88,11,0,0,9,3,2.0
1,19,9,0,0,0,1.0,61,9,2198.0,2,1,454141.0,361414.0,-1.191971,53.147125,31,2,1,344.0,6033.0,0.0,1.0,2,1,2.0,51,8,0,0,9,5,1.0
1,9,5,0,0,0,1.0,72,10,1968.0,2,4,462145.0,452277.0,-1.054285,53.962851,12,2,1,189.0,408.0,7610.0,1.0,2,1,1.0,54,8,0,0,1,10,1.0
2,3,18,0,0,0,1.0,36,7,125.0,1,2,535200.0,179380.0,-0.053715,51.4972,1,2,1,8.0,200.0,0.0,1.0,2,1,2.0,36,7,0,0,3,2,2.0
2,9,18,0,0,0,1.0,72,10,998.0,1,4,377500.0,391860.0,-2.340044,53.423051,6,2,2,112.0,6144.0,0.0,1.0,2,2,2.0,72,10,0,0,9,8,2.0
1,9,16,0,0,11,1.0,39,7,1360.0,1,15,459607.0,380086.0,-1.106772,53.314362,31,1,1,341.0,0.0,0.0,1.0,1,1,1.0,39,7,0,0,9,6,1.0
4,9,4,0,0,0,1.0,56,9,1560.0,2,7,516770.0,177630.0,-0.319662,51.485576,1,4,3,25.0,4.0,0.0,1.0,4,3,2.0,54,8,0,0,9,4,1.0
1,9,9,0,0,0,1.0,47,8,1598.0,1,11,511140.0,182160.0,-0.399285,51.527425,1,2,1,26.0,0.0,0.0,1.0,2,1,1.0,76,11,0,0,1,2,2.0
2,9,4,0,0,0,1.0,78,11,1560.0,2,8,336470.0,440120.0,-2.967269,53.85340600000001,4,3,1,74.0,585.0,0.0,1.0,1,1,1.0,54,8,0,0,9,10,1.0
2,4,10,0,0,0,1.0,55,8,487.0,1,11,319460.0,469540.0,-3.233587,54.115399,3,2,2,61.0,0.0,0.0,1.0,2,2,2.0,57,9,0,0,4,5,1.0
2,9,9,0,0,0,1.0,27,6,1596.0,1,8,450512.0,513665.0,-1.221257,54.515776,17,2,2,243.0,1365.0,0.0,2.0,2,1,2.0,27,6,0,0,9,1,2.0
1,9,7,0,0,0,1.0,27,6,1968.0,2,1,495573.0,427128.0,-0.5527449999999999,53.731799,16,2,2,231.0,63.0,0.0,2.0,2,1,2.0,52,8,0,0,9,4,2.0
2,9,18,0,0,0,1.0,63,9,1598.0,1,14,505013.0,217910.0,-0.476826,51.849917,40,2,1,424.0,5.0,4540.0,2.0,2,1,2.0,63,9,0,0,9,10,2.0
1,9,16,0,0,0,1.0,77,11,1896.0,1,17,184592.0,46191.0,-5.024554,50.276292,50,2,3,596.0,390.0,0.0,2.0,1,1,2.0,77,11,0,0,9,4,2.0
3,90,4,0,0,0,1.0,27,6,2999.0,2,4,352339.0,397574.0,-2.7195080000000003,53.472728,5,3,1,92.0,571.0,580.0,1.0,2,1,1.0,30,6,0,0,9,9,1.0
3,19,10,0,0,0,1.0,22,5,2143.0,2,3,360369.0,389024.0,-2.59746,53.396548,7,3,2,128.0,0.0,0.0,1.0,2,1,1.0,22,5,0,0,9,10,1.0
1,9,9,0,0,0,1.0,28,6,1108.0,1,12,383318.0,333371.0,-2.249426,52.89751999999999,21,2,2,255.0,519.0,117.0,2.0,2,2,1.0,77,11,0,0,9,6,2.0
1,9,18,0,0,0,1.0,48,8,1598.0,1,10,508064.0,427802.0,-0.363246,53.73541899999999,16,2,1,228.0,0.0,0.0,1.0,2,1,1.0,48,8,0,0,2,3,2.0
1,9,12,0,0,0,1.0,36,7,1956.0,2,2,616696.0,244110.0,1.159124,52.052985,37,2,1,412.0,1156.0,1156.0,1.0,2,1,1.0,24,5,0,0,3,7,2.0
2,9,9,0,0,0,1.0,25,5,1956.0,2,4,342130.0,463550.0,-2.885691,54.064625,4,2,1,76.0,589.0,0.0,1.0,2,1,2.0,25,5,0,0,9,7,2.0
4,9,3,0,0,0,1.0,78,11,1461.0,2,6,366489.0,387524.0,-2.505268,53.38349100000001,7,5,4,128.0,6.0,0.0,2.0,2,1,1.0,24,5,0,0,9,2,2.0
1,9,16,0,0,0,1.0,26,6,995.0,1,10,432538.0,172519.0,-1.533146,51.450726,54,1,1,635.0,4001.0,0.0,2.0,1,1,1.0,26,6,0,0,9,9,1.0
2,9,3,0,0,0,1.0,26,6,1242.0,1,3,432636.0,454746.0,-1.503765,53.987738,12,4,3,182.0,661.0,0.0,1.0,4,2,2.0,55,8,0,0,9,9,2.0
2,9,2,0,0,0,1.0,61,9,1560.0,2,4,332170.0,428450.0,-3.030053,53.747988,4,2,1,74.0,0.0,0.0,1.0,2,1,2.0,40,7,0,0,9,8,2.0
3,9,3,0,0,0,1.0,47,8,1997.0,2,11,432303.0,262209.0,-1.528174,52.257108,23,4,4,294.0,0.0,0.0,2.0,1,1,1.0,24,5,0,0,9,10,1.0
2,9,7,0,0,0,1.0,76,11,1242.0,1,7,341218.0,390341.0,-2.885679,53.40659599999999,5,2,1,91.0,5080.0,0.0,1.0,1,1,1.0,52,8,0,0,1,9,2.0
5,9,3,0,0,0,1.0,41,7,1596.0,1,1,349910.0,452240.0,-2.764965,53.963801,4,7,3,76.0,6.0,0.0,2.0,1,2,2.0,24,5,0,0,19,5,1.0
3,9,18,0,0,0,1.0,25,5,1242.0,1,9,533380.0,275280.0,-0.04278,52.359357,35,3,2,393.0,1040.0,119.0,2.0,2,1,2.0,61,9,0,0,9,9,1.0
3,8,18,0,0,0,1.0,30,6,1968.0,2,2,433708.0,420310.0,-1.49118,53.678174,13,3,3,206.0,61.0,0.0,1.0,1,2,1.0,45,7,0,0,19,8,1.0
2,9,7,0,0,0,1.0,22,5,1600.0,2,5,407540.0,286110.0,-1.890427,52.472873,20,2,2,300.0,0.0,0.0,1.0,2,2,1.0,22,5,0,0,9,1,1.0
1,9,1,0,0,0,1.0,73,10,998.0,1,11,342414.0,393564.0,-2.868281,53.435695,5,1,1,90.0,0.0,0.0,1.0,1,1,2.0,77,11,9,8,0,3,1.0
1,9,6,0,0,0,1.0,23,5,2000.0,2,4,520359.0,413502.0,-0.182492,53.604264,16,2,1,233.0,0.0,0.0,2.0,2,1,2.0,63,9,0,0,9,4,1.0
1,9,18,0,0,0,1.0,19,4,1124.0,1,14,592433.0,228064.0,0.796736,51.917843,42,1,2,455.0,0.0,0.0,2.0,1,2,2.0,17,4,0,0,9,8,2.0
2,9,2,0,0,10,1.0,68,10,1587.0,1,9,602723.0,293343.0,0.985207,52.500291,36,2,1,400.0,11.0,0.0,2.0,2,1,2.0,68,10,0,0,9,9,2.0
1,21,18,0,0,0,1.0,41,7,6693.0,2,2,372564.0,188999.0,-2.397504,51.599159,52,2,1,612.0,4060.0,0.0,2.0,1,1,1.0,41,7,0,0,21,9,1.0
1,11,18,0,0,0,1.0,44,7,6700.0,2,4,437401.0,567487.0,-1.416861,55.000558,10,1,2,149.0,183.0,0.0,1.0,1,2,2.0,24,5,0,0,11,7,1.0
3,9,18,0,0,0,1.0,46,8,1560.0,2,7,476015.0,245962.0,-0.8915129999999999,52.106775,34,4,2,385.0,508.0,0.0,2.0,4,2,1.0,23,5,0,0,9,10,1.0
1,9,13,0,0,0,1.0,55,8,3199.0,1,14,523510.0,175850.0,-0.223262,51.468148,1,1,1,10.0,306.0,0.0,1.0,1,1,2.0,65,9,5,1,0,9,1.0
3,9,3,0,0,0,1.0,48,8,1198.0,1,4,414169.0,556577.0,-1.780564,54.90371700000001,11,3,3,169.0,694.0,0.0,2.0,2,2,2.0,35,6,0,0,9,7,2.0
2,9,18,0,0,0,1.0,47,8,1870.0,2,13,369725.0,194737.0,-2.438989,51.650604,53,2,1,624.0,5.0,0.0,2.0,2,1,2.0,28,6,0,0,9,2,1.0
2,9,3,0,0,0,1.0,49,8,1587.0,1,10,429070.0,457642.0,-1.557872,54.013977,12,3,3,182.0,61.0,432.0,2.0,3,3,2.0,44,7,0,0,9,8,2.0
2,9,18,0,0,0,1.0,70,10,999.0,1,3,415734.0,131720.0,-1.776747,51.084585,54,2,2,635.0,30.0,0.0,1.0,2,2,2.0,70,10,0,0,9,4,2.0
2,5,11,0,0,0,1.0,37,7,498.0,1,15,542000.0,191570.0,0.049096,51.60507,1,2,1,14.0,113.0,0.0,1.0,2,1,1.0,37,7,0,0,5,4,1.0
1,9,18,0,0,2,1.0,56,9,2987.0,2,1,486801.0,179177.0,-0.750768,51.504871,43,1,1,474.0,7417.0,7417.0,1.0,1,1,1.0,56,9,0,0,9,10,1.0
2,9,18,9,0,3,1.0,20,4,1598.0,1,4,618142.0,215495.0,1.162061,51.795541,42,2,1,461.0,0.0,0.0,1.0,1,1,2.0,44,7,0,0,9,1,2.0
2,9,3,0,0,0,1.0,38,7,1390.0,1,6,438878.0,457170.0,-1.408266,54.009092,12,3,4,182.0,59.0,0.0,2.0,2,2,2.0,38,7,0,0,9,9,2.0
1,9,6,0,0,0,1.0,30,6,1598.0,2,4,371080.0,422010.0,-2.43945,53.693726,4,2,3,70.0,0.0,0.0,2.0,2,2,1.0,63,9,0,0,9,10,2.0
1,19,9,0,0,0,1.0,23,5,1968.0,2,4,412700.0,282740.0,-1.81459,52.442482,20,2,1,300.0,0.0,0.0,1.0,2,1,1.0,27,6,0,0,9,1,1.0
1,9,9,0,0,0,1.0,49,8,1248.0,2,12,538000.0,192870.0,-0.008115,51.617745,1,2,1,13.0,1009.0,0.0,1.0,2,1,1.0,20,4,0,0,3,3,1.0
2,11,17,0,0,0,1.0,41,7,9000.0,2,10,435150.0,335700.0,-1.47869,52.917576,30,2,1,323.0,601.0,601.0,1.0,2,1,2.0,80,11,0,0,11,6,2.0
1,9,3,0,0,0,1.0,29,6,1973.0,1,18,520190.0,191500.0,-0.265697,51.609514,1,2,2,30.0,5109.0,5109.0,1.0,1,1,2.0,29,6,0,0,9,8,2.0
1,9,18,0,0,0,1.0,22,5,1598.0,1,13,509093.0,223201.0,-0.415946,51.896689,40,2,2,421.0,5228.0,0.0,1.0,1,1,1.0,22,5,0,0,9,9,1.0
2,9,18,0,0,0,1.0,20,4,1124.0,1,11,458209.0,403017.0,-1.123526,53.52060899999999,14,2,3,211.0,0.0,0.0,1.0,2,2,2.0,20,4,0,0,9,8,2.0
1,8,9,0,0,0,1.0,33,6,1968.0,2,7,420654.0,441119.0,-1.687412,53.865878,13,2,4,204.0,0.0,0.0,1.0,1,1,1.0,33,6,0,0,8,1,1.0
2,2,18,0,0,0,1.0,16,4,49.0,1,14,408154.0,94798.0,-1.885778,50.752726,55,2,1,640.0,312.0,0.0,1.0,1,1,1.0,25,5,0,0,9,8,1.0
2,9,18,0,0,0,1.0,35,6,1896.0,2,13,487352.0,431358.0,-0.676129,53.771247,16,2,1,231.0,1230.0,63.0,2.0,1,1,2.0,21,5,0,0,9,6,1.0
2,9,18,0,0,0,1.0,63,9,1997.0,2,9,400610.0,103566.0,-1.992707,50.831628,55,5,1,647.0,3078.0,0.0,2.0,2,1,1.0,63,9,0,0,9,9,1.0
1,9,9,0,0,0,1.0,53,8,2148.0,2,11,353170.0,256160.0,-2.686636,52.201668,22,2,1,285.0,0.0,0.0,2.0,1,1,2.0,53,8,0,0,9,4,2.0
1,9,18,0,0,7,1.0,46,8,1199.0,1,13,508609.0,249154.0,-0.414755,52.130029,40,3,3,420.0,421.0,0.0,2.0,1,1,1.0,46,8,0,0,9,1,1.0
1,9,18,0,0,4,1.0,20,4,1242.0,1,11,524043.0,220906.0,-0.19961,51.872941,41,1,3,433.0,1.0,0.0,2.0,1,3,2.0,18,4,0,0,9,6,1.0
2,9,3,0,0,0,1.0,41,7,998.0,1,1,570222.0,189771.0,0.455382,51.581093,42,2,1,450.0,1235.0,0.0,1.0,2,1,1.0,41,7,0,0,9,9,1.0
2,9,18,0,0,0,1.0,32,6,2597.0,1,12,374115.0,385872.0,-2.390486,53.369073,7,2,3,129.0,56.0,0.0,2.0,2,3,1.0,32,6,0,0,9,9,1.0
2,9,18,0,0,0,1.0,25,5,1783.0,1,11,580754.0,204684.0,0.6149220000000001,51.711764,42,2,2,458.0,414.0,1418.0,2.0,2,2,1.0,2,1,0,0,9,3,1.0
1,9,18,1,0,0,1.0,33,6,1598.0,1,13,414994.0,284298.0,-1.780772,52.45643100000001,20,2,1,300.0,0.0,0.0,1.0,2,1,1.0,25,5,0,0,9,2,2.0
2,3,18,0,0,0,1.0,22,5,124.0,1,9,490644.0,266476.0,-0.672489,52.288953,34,2,2,386.0,45.0,0.0,2.0,1,2,2.0,25,5,0,0,9,9,1.0
2,9,10,0,0,0,1.0,33,6,3311.0,8,7,527310.0,189060.0,-0.16381500000000002,51.586023,1,3,2,30.0,1000.0,1000.0,1.0,1,1,1.0,28,6,0,0,9,7,2.0
1,9,16,0,10,0,1.0,28,6,1390.0,1,8,419174.0,305153.0,-1.718061,52.643782,21,1,2,258.0,58.0,0.0,1.0,1,2,2.0,28,6,0,0,9,5,2.0
1,9,3,0,0,0,1.0,72,10,1598.0,1,3,522380.0,176590.0,-0.239266,51.475044,1,2,2,24.0,306.0,306.0,1.0,1,2,2.0,73,10,0,0,9,5,1.0
3,9,18,0,0,0,1.0,21,5,1896.0,2,6,415242.0,434139.0,-1.7700509999999998,53.80332900000001,13,3,2,200.0,0.0,0.0,1.0,3,1,2.0,21,5,0,0,9,1,2.0
1,9,4,0,0,0,1.0,38,7,1968.0,2,8,351391.0,387316.0,-2.732202,53.380445,7,3,3,124.0,2012.0,5419.0,1.0,2,3,2.0,20,4,0,0,9,3,1.0
2,9,18,0,0,0,1.0,55,8,2495.0,2,12,393710.0,404000.0,-2.096366,53.532616,6,2,1,104.0,0.0,0.0,1.0,2,1,2.0,55,8,0,0,9,8,2.0
1,9,5,0,0,0,1.0,50,8,1998.0,2,9,468346.0,109533.0,-1.029855,50.881257,44,2,1,495.0,3.0,2150.0,1.0,2,1,1.0,22,5,0,0,2,4,1.0
2,9,11,0,10,1,1.0,22,5,1896.0,2,13,408610.0,286080.0,-1.874675,52.472587,20,2,1,300.0,45.0,4540.0,1.0,2,1,1.0,22,5,0,0,9,1,1.0
1,9,18,0,4,0,1.0,22,5,1199.0,1,11,498248.0,371899.0,-0.529473,53.235046,32,3,2,352.0,158.0,0.0,1.0,2,1,1.0,37,7,0,0,9,10,1.0
1,19,4,0,0,0,1.0,47,8,2143.0,2,4,411920.0,289620.0,-1.825821,52.50435,20,2,2,300.0,0.0,0.0,1.0,2,2,2.0,22,5,0,0,9,5,1.0
2,9,18,0,0,0,1.0,63,9,1398.0,1,11,390660.0,413920.0,-2.14268,53.621734,6,3,1,106.0,6266.0,0.0,1.0,2,1,1.0,63,9,0,0,9,1,1.0
2,9,3,0,0,0,1.0,63,9,998.0,1,4,534380.0,197490.0,-0.058598,51.660136,1,3,1,32.0,10.0,0.0,1.0,2,1,2.0,63,9,0,0,9,4,2.0
1,11,4,2,0,0,1.0,29,6,4500.0,2,4,519360.0,191420.0,-0.27770500000000004,51.608971,1,2,5,30.0,5.0,0.0,1.0,1,2,2.0,7,2,0,0,11,5,1.0
1,9,13,0,0,0,1.0,25,5,1364.0,1,5,366485.0,387942.0,-2.505373,53.387248,7,2,2,128.0,6.0,0.0,2.0,2,1,1.0,36,7,0,0,9,5,1.0
1,9,5,0,0,0,1.0,36,7,2993.0,2,9,544710.0,188550.0,0.08695599999999999,51.577245,1,3,1,14.0,0.0,0.0,1.0,2,1,1.0,33,6,0,0,9,7,2.0
1,9,18,0,0,0,1.0,18,4,1198.0,1,8,382270.0,389180.0,-2.2681150000000003,53.399145,6,2,1,102.0,560.0,560.0,1.0,2,1,1.0,18,4,0,0,9,6,1.0
2,4,18,0,0,0,1.0,50,8,124.0,1,15,535180.0,186340.0,-0.051335000000000006,51.559749,1,2,1,4.0,104.0,0.0,1.0,2,1,1.0,50,8,0,0,4,2,1.0
1,9,13,0,0,0,1.0,31,6,1968.0,2,7,440975.0,496669.0,-1.370907,54.363901,12,3,2,181.0,684.0,0.0,2.0,1,1,2.0,31,6,0,0,9,7,2.0
2,9,18,0,0,0,1.0,40,7,1560.0,2,6,480103.0,482653.0,-0.772602,54.233328,12,3,1,185.0,169.0,0.0,2.0,1,1,2.0,51,8,0,0,9,7,1.0
1,9,13,0,0,0,1.0,25,5,1796.0,1,19,398909.0,311547.0,-2.017582,52.701595,21,2,1,250.0,130.0,0.0,1.0,2,1,2.0,53,8,0,0,9,5,1.0
2,9,2,0,0,10,1.0,31,6,973.0,1,12,362104.0,174158.0,-2.546912,51.465115,52,3,1,601.0,0.0,0.0,1.0,2,1,2.0,31,6,0,0,9,2,2.0
2,9,4,0,0,0,1.0,29,6,1242.0,1,11,361372.0,391991.0,-2.582742,53.42329,7,5,3,128.0,62.0,0.0,2.0,1,2,2.0,17,4,0,0,9,5,1.0
2,9,18,0,0,0,1.0,21,5,1390.0,1,14,522811.0,210415.0,-0.221214,51.778935,41,3,2,438.0,414.0,6129.0,2.0,2,2,2.0,21,5,0,0,9,6,2.0
2,9,4,0,0,0,1.0,32,6,1596.0,1,11,638842.0,310176.0,1.528439,52.636726,36,2,1,401.0,47.0,0.0,2.0,2,1,2.0,25,5,0,0,9,9,1.0
2,5,3,0,0,0,1.0,56,9,599.0,1,13,530930.0,182080.0,-0.11419,51.522468,1,2,1,2.0,0.0,5200.0,1.0,2,1,1.0,56,9,0,0,5,7,1.0
1,9,18,0,0,0,1.0,18,4,998.0,1,4,392030.0,413190.0,-2.1219490000000003,53.61519499999999,6,1,1,106.0,640.0,0.0,1.0,1,1,2.0,25,5,5,3,0,3,2.0
1,9,18,0,0,0,1.0,47,8,1360.0,1,9,402088.0,162883.0,-1.971396,51.365008,54,1,1,635.0,361.0,0.0,1.0,1,1,2.0,21,5,1,1,0,10,2.0
2,9,18,0,10,0,1.0,40,7,1998.0,1,19,535050.0,277910.0,-0.017214,52.382578,35,2,1,393.0,1086.0,1089.0,2.0,2,1,1.0,40,7,0,0,9,8,1.0
1,3,18,0,0,0,1.0,57,9,109.0,1,7,525340.0,183710.0,-0.19414,51.538384,1,2,1,2.0,5.0,451.0,1.0,1,1,1.0,57,9,0,0,3,4,1.0
2,9,18,0,0,0,1.0,39,7,1870.0,2,11,463363.0,431386.0,-1.04003,53.774964,12,2,2,187.0,63.0,858.0,2.0,1,1,2.0,44,7,0,0,9,4,1.0
1,9,18,0,0,0,1.0,54,8,1997.0,1,11,525200.0,189280.0,-0.194176,51.588472,1,2,1,30.0,0.0,0.0,1.0,1,1,1.0,54,8,0,0,9,5,1.0
1,9,5,0,0,0,1.0,37,7,998.0,1,8,543362.0,191976.0,0.068915,51.608373,42,2,2,456.0,173.0,0.0,1.0,2,2,2.0,40,7,0,0,9,6,2.0
1,9,18,7,0,0,1.0,37,7,1910.0,2,9,339342.0,153307.0,-2.870977,51.275665,52,4,2,607.0,38.0,0.0,2.0,1,1,2.0,37,7,0,0,9,9,2.0
1,9,5,0,0,0,1.0,45,7,1399.0,2,3,331940.0,445780.0,-3.0373810000000003,53.903693,4,2,2,85.0,587.0,0.0,1.0,2,1,1.0,58,9,0,0,9,5,2.0
1,5,16,0,0,0,1.0,44,7,1215.0,1,3,377170.0,503300.0,-2.353375,54.424615,3,1,1,64.0,0.0,0.0,2.0,1,1,1.0,44,7,0,0,5,8,1.0
1,9,18,0,0,0,1.0,45,7,1898.0,1,14,551960.0,174330.0,0.185379,51.447574,1,1,1,18.0,0.0,0.0,1.0,1,1,2.0,8,2,5,1,0,8,1.0
1,9,1,0,0,0,1.0,49,8,1595.0,1,1,542480.0,189360.0,0.055125,51.585091,1,1,1,14.0,0.0,1400.0,1.0,1,1,2.0,25,5,5,3,0,8,2.0
1,9,9,0,0,0,1.0,41,7,1399.0,1,12,432687.0,291070.0,-1.519743,52.51654,23,2,3,291.0,4112.0,0.0,1.0,1,1,1.0,41,7,0,0,9,3,1.0
2,9,18,0,0,0,1.0,49,8,2148.0,2,7,528497.0,324188.0,-0.095489,52.799955,32,2,1,354.0,716.0,715.0,2.0,1,1,1.0,21,5,0,0,3,5,1.0
1,9,18,0,4,0,1.0,18,4,1242.0,1,12,515290.0,188650.0,-0.337362,51.584923,1,3,3,29.0,0.0,0.0,1.0,1,1,2.0,18,4,0,0,9,5,2.0
1,9,18,0,4,0,1.0,89,11,1796.0,1,14,452437.0,185795.0,-1.244838,51.568597,43,2,1,483.0,417.0,0.0,2.0,1,1,1.0,89,11,0,0,9,9,1.0
2,9,9,0,0,0,1.0,50,8,1896.0,2,12,282330.0,72019.0,-3.661788,50.536072,50,2,2,585.0,383.0,0.0,2.0,2,2,1.0,66,10,0,0,9,6,2.0
2,9,18,0,0,0,1.0,59,9,2993.0,2,3,446518.0,405286.0,-1.299505,53.542164,14,2,1,210.0,0.0,0.0,2.0,1,1,2.0,44,7,0,0,9,5,1.0
2,9,4,0,0,0,1.0,49,8,1560.0,2,3,413800.0,433325.0,-1.791982,53.796053,13,2,1,200.0,0.0,0.0,1.0,2,1,2.0,49,8,0,0,9,3,2.0
1,9,18,0,0,0,1.0,26,6,1388.0,1,9,431149.0,424771.0,-1.529472,53.718427,13,2,3,204.0,1.0,0.0,2.0,2,2,2.0,42,7,0,0,9,3,1.0
2,8,18,0,0,0,1.0,55,8,1598.0,2,4,497274.0,370317.0,-0.544543,53.221009,32,2,1,352.0,0.0,1262.0,1.0,2,1,1.0,55,8,0,0,8,4,1.0
1,9,9,0,0,0,1.0,29,6,1968.0,2,6,422027.0,440633.0,-1.666568,53.861454,13,2,1,204.0,0.0,0.0,2.0,2,1,1.0,60,9,0,0,5,3,1.0
2,9,4,0,0,0,1.0,35,6,1796.0,1,1,457846.0,304201.0,-1.1467379999999998,52.632488,33,2,1,364.0,5460.0,2298.0,1.0,1,1,1.0,45,7,0,0,9,3,2.0
2,9,18,0,0,0,1.0,65,9,1995.0,2,1,357199.0,360215.0,-2.641242,53.137359,7,3,6,130.0,51.0,0.0,2.0,3,5,2.0,9,2,0,0,9,9,1.0
1,9,9,0,0,0,1.0,57,9,1332.0,1,8,367430.0,403080.0,-2.492738,53.52336999999999,6,1,1,114.0,0.0,0.0,1.0,1,1,2.0,92,11,5,3,0,2,2.0
2,9,18,0,0,0,1.0,46,8,1968.0,2,6,396368.0,340567.0,-2.055519,52.962456,21,2,2,256.0,50.0,521.0,1.0,2,2,1.0,10,2,0,0,9,10,1.0
2,9,3,0,0,0,1.0,35,6,1753.0,2,15,505513.0,185653.0,-0.479321,51.559899,43,2,2,477.0,40.0,0.0,2.0,2,2,1.0,13,3,0,0,9,9,2.0
1,9,5,0,0,0,1.0,68,10,1598.0,1,17,520370.0,230490.0,-0.249588,51.959873,41,2,1,433.0,505.0,489.0,2.0,2,1,1.0,28,6,0,0,2,6,1.0
1,19,1,0,0,0,1.0,27,6,2143.0,2,4,514750.0,207337.0,-0.339021,51.752981,41,1,1,434.0,524.0,0.0,1.0,1,1,1.0,45,7,5,9,0,5,1.0
1,9,5,0,0,0,1.0,41,7,2685.0,2,12,528040.0,180620.0,-0.156353,51.51001,1,2,1,1.0,4202.0,0.0,1.0,1,1,2.0,41,7,0,0,9,3,2.0
2,9,4,0,0,0,1.0,47,8,1968.0,2,6,426327.0,324022.0,-1.610843,52.813104,21,3,1,251.0,12.0,5008.0,1.0,1,1,2.0,41,7,0,0,9,5,2.0
3,9,4,0,0,0,1.0,64,9,2179.0,2,6,411670.0,420576.0,-1.824794,53.68151700000001,13,3,2,202.0,629.0,0.0,2.0,1,2,2.0,22,5,0,0,9,7,1.0
1,9,18,0,0,0,1.0,39,7,1240.0,1,11,539490.0,190830.0,0.012581,51.599047,1,2,2,13.0,104.0,0.0,2.0,1,2,2.0,8,2,0,0,9,1,2.0
2,9,4,0,11,0,1.0,65,9,1796.0,1,6,485620.0,163080.0,-0.771666,51.360347,43,2,1,470.0,3095.0,0.0,2.0,2,1,1.0,65,9,0,0,9,7,1.0
1,9,16,0,0,0,1.0,21,5,1896.0,2,15,366530.0,313300.0,-2.496914,52.716313,22,2,4,284.0,0.0,0.0,1.0,1,3,1.0,18,4,0,0,9,6,1.0
3,9,18,0,0,0,1.0,49,8,1461.0,2,4,253113.0,56516.0,-4.06772,50.390132,50,3,2,583.0,3416.0,0.0,1.0,2,1,2.0,44,7,0,0,9,8,2.0
1,9,18,0,0,0,1.0,37,7,1598.0,1,5,610614.0,231704.0,1.06294,51.943949,42,2,1,461.0,0.0,0.0,2.0,1,1,2.0,37,7,0,0,9,8,2.0
1,9,5,0,0,0,1.0,20,4,1781.0,1,14,605665.0,295634.0,1.0299,52.519758,36,2,1,400.0,139.0,0.0,1.0,2,1,1.0,42,7,0,0,9,6,1.0
1,9,18,0,0,0,1.0,77,11,2204.0,2,9,389374.0,233035.0,-2.156175,51.995657,53,1,1,625.0,38.0,0.0,1.0,1,1,1.0,70,10,4,2,0,8,2.0
1,9,9,0,0,0,1.0,34,6,1896.0,2,8,392850.0,283660.0,-2.106635,52.450849,20,2,2,303.0,0.0,0.0,1.0,1,2,1.0,7,2,0,0,9,3,2.0
1,9,18,0,0,0,1.0,28,6,973.0,1,13,439358.0,390659.0,-1.409371,53.411281,14,2,3,215.0,0.0,0.0,1.0,1,1,2.0,28,6,0,0,9,1,2.0
1,9,7,0,0,0,1.0,68,10,998.0,1,16,407722.0,93671.0,-1.891925,50.742597,55,2,1,640.0,3049.0,3049.0,1.0,2,1,1.0,52,8,0,0,1,7,1.0
1,9,1,0,0,0,1.0,38,7,1298.0,1,12,396100.0,404710.0,-2.060318,53.539022,6,2,1,104.0,0.0,0.0,1.0,2,1,1.0,47,8,0,0,3,1,1.0
