Vehicle_Reference_df_res,Vehicle_Type,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Hit_Object_in_Carriageway,Hit_Object_off_Carriageway,Was_Vehicle_Left_Hand_Drive?,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Number_of_Vehicles,Number_of_Casualties,Local_Authority_(District),1st_Road_Number,2nd_Road_Number,Urban_or_Rural_Area,Vehicle_Reference_df,Casualty_Reference,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Pedestrian_Location,Pedestrian_Movement,Casualty_Type,Casualty_IMD_Decile,target
1,9,9,0,0,0,1.0,45,7,1380.0,1,12,629033.0,252431.0,1.344323,52.122712,37,2,3,415.0,1438.0,1438.0,2.0,2,2,1.0,23,5,0,0,9,7,2.0
2,9,9,0,0,0,1.0,50,8,998.0,1,9,316711.0,127180.0,-3.189294,51.037919,52,2,1,608.0,0.0,0.0,2.0,1,1,2.0,44,7,0,0,1,9,2.0
2,9,18,0,0,0,1.0,34,6,1995.0,1,5,512750.0,172090.0,-0.379298,51.436598,1,2,1,25.0,316.0,312.0,1.0,1,1,1.0,22,5,0,0,3,10,1.0
1,9,17,0,0,4,1.0,32,6,1242.0,1,10,592786.0,219178.0,0.796904,51.837923,42,2,1,455.0,1022.0,0.0,2.0,1,1,2.0,32,6,0,0,9,2,2.0
1,21,11,0,0,0,1.0,40,7,12419.0,2,4,505149.0,223489.0,-0.473155,51.90003400000001,40,2,1,421.0,1.0,0.0,1.0,2,1,2.0,30,6,0,0,8,2,1.0
1,9,9,0,0,0,1.0,45,7,1796.0,1,12,294801.0,92100.0,-3.491581,50.718974,50,2,1,581.0,0.0,0.0,1.0,2,1,1.0,33,6,0,0,5,1,2.0
1,9,18,0,0,0,1.0,77,11,1997.0,1,5,298552.0,90919.0,-3.438138,50.709025,50,2,3,580.0,3052.0,0.0,2.0,1,1,1.0,77,11,0,0,9,6,1.0
2,9,8,0,0,0,1.0,50,8,1997.0,2,13,392396.0,304571.0,-2.113802,52.63883000000001,21,2,1,254.0,410.0,413.0,2.0,2,1,2.0,50,8,0,0,9,1,2.0
1,19,7,0,0,0,1.0,43,7,1248.0,2,2,531180.0,176320.0,-0.112728,51.470648,1,2,1,9.0,23.0,0.0,1.0,2,1,1.0,25,5,0,0,3,2,1.0
2,9,18,0,0,0,1.0,44,7,1497.0,1,14,357711.0,395712.0,-2.63833,53.456453,5,2,1,92.0,0.0,0.0,1.0,2,1,2.0,81,11,0,0,9,2,1.0
2,9,18,0,0,0,1.0,23,5,1598.0,1,7,455315.0,397426.0,-1.168154,53.470672,14,2,2,211.0,18.0,0.0,2.0,2,2,1.0,20,4,0,0,9,2,2.0
1,9,9,0,0,0,1.0,76,11,1396.0,2,3,568293.0,335946.0,0.500315,52.89461800000001,36,2,4,407.0,149.0,105.0,2.0,2,1,1.0,77,11,0,0,9,2,1.0
1,9,13,0,10,0,1.0,25,5,1598.0,1,10,371720.0,413710.0,-2.428999,53.619162,6,6,2,100.0,6472.0,0.0,1.0,1,1,1.0,25,5,0,0,9,1,1.0
2,19,9,0,0,0,1.0,26,6,1968.0,2,1,382967.0,161547.0,-2.245979,51.35274,54,2,1,635.0,3109.0,0.0,2.0,2,1,1.0,26,6,0,0,19,7,1.0
2,9,3,0,0,0,1.0,59,9,1598.0,1,8,514507.0,465412.0,-0.251565,54.07192,16,3,2,231.0,165.0,0.0,2.0,1,2,1.0,54,8,0,0,9,4,1.0
1,9,1,0,0,0,1.0,37,7,2198.0,2,10,248417.0,55466.0,-4.133311,50.379503,50,2,1,583.0,0.0,0.0,1.0,2,1,1.0,25,5,0,0,9,1,1.0
1,9,18,0,0,0,1.0,19,4,1242.0,1,1,356140.0,116028.0,-2.625636,50.942014,52,2,1,610.0,0.0,0.0,1.0,1,1,2.0,19,4,0,0,9,6,2.0
3,9,18,0,0,0,1.0,46,8,1598.0,1,13,389250.0,300630.0,-2.160162,52.603347,20,3,3,309.0,0.0,0.0,1.0,1,1,2.0,37,7,0,0,9,7,1.0
1,9,9,0,0,0,1.0,19,4,1299.0,1,10,479106.0,352517.0,-0.8209709999999999,53.064051,31,2,2,345.0,0.0,0.0,1.0,1,1,2.0,19,4,0,0,9,2,2.0
1,9,3,0,0,0,1.0,22,5,2494.0,1,10,520070.0,178500.0,-0.271862,51.492705,1,2,1,25.0,315.0,0.0,1.0,1,1,2.0,22,5,0,0,9,3,2.0
3,9,18,0,0,0,1.0,52,8,1598.0,1,4,515180.0,186700.0,-0.339588,51.56742,1,6,1,29.0,4005.0,0.0,1.0,1,1,2.0,49,8,0,0,9,9,2.0
2,9,9,0,0,0,1.0,21,5,1388.0,1,11,550680.0,191970.0,0.174513,51.60641,1,2,3,15.0,0.0,0.0,1.0,1,1,2.0,23,5,0,0,9,4,2.0
1,9,5,0,0,0,1.0,42,7,2000.0,1,7,397501.0,384609.0,-2.039011,53.358353,7,2,1,129.0,413.0,0.0,1.0,2,1,1.0,36,7,0,0,1,9,2.0
1,9,18,0,0,0,1.0,31,6,2720.0,2,7,486256.0,289189.0,-0.730963,52.493801,34,2,2,380.0,6003.0,427.0,1.0,2,2,2.0,49,8,0,0,9,8,2.0
1,5,12,0,0,10,1.0,53,8,1157.0,1,8,245903.0,58257.0,-4.169788,50.403931,50,1,1,583.0,3064.0,0.0,2.0,1,1,1.0,53,8,0,0,5,9,1.0
1,9,18,0,0,4,1.0,51,8,1560.0,2,1,340853.0,391312.0,-2.891351,53.415282,5,1,1,91.0,0.0,0.0,1.0,1,1,1.0,51,8,0,0,9,1,1.0
2,9,16,0,0,0,1.0,18,4,1560.0,2,8,445045.0,513535.0,-1.305718,54.515122,17,2,1,245.0,0.0,0.0,1.0,2,1,2.0,18,4,0,0,9,9,2.0
4,9,3,0,0,0,1.0,18,4,1850.0,1,15,412672.0,286682.0,-1.814853,52.477921,20,6,10,300.0,0.0,0.0,1.0,1,3,2.0,27,6,0,0,9,1,1.0
1,9,18,0,0,11,1.0,73,10,1248.0,2,2,415029.0,436722.0,-1.7731599999999998,53.826551,13,1,1,200.0,6037.0,0.0,1.0,1,1,1.0,73,10,0,0,9,6,1.0
2,3,18,0,0,0,1.0,34,6,124.0,1,12,330870.0,386422.0,-3.04045,53.370119,5,4,5,95.0,0.0,0.0,1.0,1,1,1.0,46,8,0,0,3,1,1.0
2,9,2,0,0,0,1.0,27,6,1598.0,1,5,387783.0,350248.0,-2.183697,53.049351,21,2,1,257.0,0.0,0.0,1.0,2,1,2.0,27,6,6,9,0,2,2.0
1,21,18,0,0,0,1.0,44,7,12777.0,2,4,455577.0,204987.0,-1.196494,51.74084000000001,43,3,1,482.0,4142.0,0.0,2.0,2,1,2.0,23,5,0,0,9,10,1.0
1,9,18,0,0,7,1.0,63,9,1198.0,1,12,332250.0,433840.0,-3.030025,53.796436,4,2,2,71.0,0.0,0.0,1.0,2,2,1.0,21,5,0,0,9,7,2.0
1,9,18,0,0,0,1.0,32,6,1396.0,1,18,435070.0,385825.0,-1.474411,53.368134,14,2,1,215.0,0.0,0.0,1.0,1,1,1.0,32,6,0,0,9,2,1.0
1,9,18,0,0,0,1.0,42,7,1968.0,2,3,427408.0,550201.0,-1.574711,54.845873,11,2,1,169.0,184.0,167.0,1.0,2,1,2.0,46,8,0,0,9,5,1.0
1,9,18,0,0,0,1.0,20,4,1242.0,1,3,407900.0,285870.0,-1.885132,52.47071,20,2,2,300.0,0.0,0.0,1.0,2,2,1.0,38,7,0,0,8,1,2.0
1,9,18,0,0,0,1.0,76,11,1799.0,1,8,367910.0,406950.0,-2.485897,53.55818299999999,6,1,2,100.0,58.0,0.0,1.0,1,1,2.0,10,2,5,1,0,5,2.0
2,9,10,0,0,0,1.0,40,7,1396.0,2,4,458655.0,380905.0,-1.120908,53.321829,31,2,1,341.0,60.0,0.0,1.0,2,1,2.0,40,7,0,0,9,8,2.0
1,9,16,0,0,0,1.0,48,8,1686.0,2,4,464150.0,100091.0,-1.091142,50.796841,44,2,1,498.0,0.0,0.0,1.0,1,1,1.0,48,8,0,0,9,2,1.0
1,19,9,0,0,0,1.0,22,5,1998.0,2,14,446668.0,168750.0,-1.330314,51.415854,43,2,3,471.0,4494.0,7144.0,1.0,1,2,1.0,22,5,0,0,19,8,1.0
1,9,9,0,0,0,1.0,44,7,1598.0,1,2,536540.0,178470.0,-0.034775,51.488701,1,1,1,7.0,206.0,0.0,1.0,1,1,2.0,53,8,5,1,0,4,1.0
2,3,9,0,0,0,1.0,21,5,49.0,1,6,429195.0,560066.0,-1.545888,54.93442,10,2,1,146.0,1288.0,0.0,1.0,2,1,1.0,21,5,0,0,3,3,1.0
1,9,3,0,0,0,1.0,41,7,1598.0,1,4,517850.0,177480.0,-0.304165,51.484004,1,2,1,25.0,315.0,0.0,1.0,2,1,1.0,36,7,0,0,1,5,1.0
3,9,4,0,0,0,1.0,33,6,1984.0,1,9,250657.0,53906.0,-4.101209,50.366056,50,3,1,583.0,0.0,379.0,1.0,2,1,2.0,21,5,0,0,9,4,2.0
3,9,10,0,0,0,1.0,45,7,1362.0,1,3,332549.0,141514.0,-2.966125,51.168874,52,3,2,607.0,0.0,0.0,2.0,2,2,1.0,60,9,0,0,9,6,1.0
4,9,3,0,0,0,1.0,25,5,1248.0,1,4,423835.0,560403.0,-1.6295110000000002,54.937732,10,4,2,146.0,1.0,0.0,1.0,3,2,2.0,47,8,0,0,9,7,2.0
2,9,18,0,0,0,1.0,28,6,2198.0,2,7,537650.0,181660.0,-0.017554,51.517098,1,2,1,5.0,0.0,0.0,1.0,1,1,1.0,49,8,0,0,19,3,1.0
1,9,18,0,0,0,1.0,41,7,1388.0,1,10,508296.0,429058.0,-0.359291,53.746655,16,2,2,228.0,0.0,0.0,1.0,1,2,2.0,24,5,0,0,9,1,2.0
2,9,10,0,0,0,1.0,47,8,1360.0,1,8,364807.0,168949.0,-2.507484,51.418455,52,2,1,611.0,0.0,0.0,1.0,2,1,2.0,47,8,0,0,9,10,2.0
2,9,3,0,0,0,1.0,59,9,1956.0,2,1,490038.0,266563.0,-0.681348,52.289835,34,2,5,386.0,509.0,0.0,2.0,2,4,2.0,29,6,0,0,9,4,1.0
2,9,3,0,0,0,1.0,38,7,2143.0,2,1,570022.0,188585.0,0.451925,51.5705,42,2,1,450.0,176.0,1321.0,1.0,2,1,2.0,38,7,0,0,9,4,2.0
2,9,13,0,0,0,1.0,69,10,1998.0,2,7,252951.0,131257.0,-4.0998230000000015,51.061766,50,2,2,582.0,39.0,0.0,1.0,2,2,2.0,69,10,0,0,9,4,2.0
2,9,18,0,0,0,1.0,20,4,796.0,1,11,341080.0,408710.0,-2.891209,53.57166899999999,4,2,1,84.0,570.0,59.0,1.0,2,1,2.0,20,4,0,0,9,1,2.0
2,9,3,0,0,0,1.0,27,6,1242.0,1,4,361094.0,388395.0,-2.58648,53.390949,7,2,1,128.0,49.0,0.0,1.0,2,1,2.0,27,6,0,0,9,2,2.0
1,9,16,0,0,10,1.0,40,7,1339.0,1,7,425977.0,274381.0,-1.619913,52.366869,23,1,2,294.0,452.0,0.0,2.0,1,1,2.0,40,7,0,0,9,8,2.0
2,9,18,0,0,0,1.0,27,6,1686.0,2,10,417780.0,432859.0,-1.731589,53.791745,13,2,2,200.0,0.0,0.0,1.0,1,1,1.0,16,4,0,0,9,3,1.0
3,9,3,0,0,0,1.0,56,9,2179.0,2,5,445138.0,522368.0,-1.30293,54.594489,17,3,4,245.0,19.0,0.0,2.0,3,3,1.0,56,9,0,0,9,9,1.0
1,21,13,0,0,0,1.0,53,8,9365.0,2,8,597709.0,288651.0,0.908661,52.46000400000001,36,2,1,400.0,1111.0,0.0,2.0,2,1,1.0,18,4,0,0,1,8,1.0
2,9,18,0,0,9,1.0,32,6,998.0,1,15,427845.0,246815.0,-1.594742,52.118956,23,2,3,293.0,0.0,0.0,2.0,2,3,2.0,6,2,0,0,9,7,2.0
2,9,18,0,0,0,1.0,70,10,1560.0,2,4,419553.0,498371.0,-1.7004689999999998,54.380464,12,2,1,184.0,1202.0,0.0,2.0,1,1,1.0,17,4,0,0,9,8,1.0
1,9,9,0,0,0,1.0,24,5,1149.0,1,13,483422.0,164097.0,-0.8029890000000001,51.369816,43,2,3,470.0,3348.0,7003.0,1.0,1,1,1.0,24,5,0,0,9,10,1.0
1,9,4,0,0,0,1.0,44,7,1396.0,1,5,451734.0,412075.0,-1.2196790000000002,53.60269399999999,14,3,1,211.0,1.0,0.0,2.0,1,1,1.0,46,8,0,0,9,10,2.0
2,9,18,0,0,0,1.0,27,6,1229.0,1,4,359826.0,176131.0,-2.579927,51.482697,52,2,2,601.0,0.0,0.0,1.0,2,2,2.0,27,6,0,0,9,4,2.0
1,9,18,0,0,0,1.0,43,7,1396.0,1,5,365506.0,391283.0,-2.520458,53.417214,7,1,1,128.0,0.0,0.0,1.0,1,1,2.0,5,1,8,4,0,3,2.0
2,9,18,0,0,0,1.0,25,5,1988.0,1,15,541950.0,184250.0,0.045419,51.539308,1,2,2,17.0,165.0,0.0,1.0,1,2,1.0,57,9,0,0,9,5,1.0
1,3,17,0,0,0,1.0,17,4,124.0,1,14,449490.0,90051.0,-1.30048,50.707996,44,2,1,505.0,3054.0,3020.0,1.0,1,1,1.0,17,4,0,0,3,5,1.0
1,9,5,0,0,0,1.0,51,8,1398.0,1,1,454599.0,341726.0,-1.1884549999999998,52.97012,31,2,2,346.0,6514.0,0.0,1.0,2,2,1.0,32,6,0,0,5,6,2.0
2,9,18,0,0,0,1.0,36,7,1896.0,2,5,414498.0,417562.0,-1.7821189999999998,53.65435600000001,13,2,3,203.0,641.0,0.0,1.0,1,1,2.0,45,7,0,0,9,8,2.0
3,9,3,0,0,0,1.0,80,11,1388.0,1,2,343339.0,391141.0,-2.8539220000000003,53.41401800000001,5,3,6,90.0,0.0,0.0,1.0,3,6,2.0,70,10,0,0,9,5,1.0
1,9,18,0,0,0,1.0,25,5,998.0,1,15,389090.0,413720.0,-2.166409,53.619905,6,1,1,106.0,680.0,0.0,1.0,1,1,1.0,7,2,5,4,0,2,2.0
3,9,17,0,0,0,1.0,57,9,1242.0,1,7,447829.0,433012.0,-1.275463,53.791233,12,3,3,187.0,1222.0,0.0,2.0,3,3,2.0,57,9,0,0,9,10,2.0
1,9,9,0,0,0,1.0,25,5,1781.0,1,12,621266.0,311050.0,1.269745,52.65201500000001,36,2,2,404.0,0.0,0.0,1.0,1,1,2.0,25,5,0,0,9,1,2.0
1,9,18,0,0,0,1.0,41,7,998.0,1,2,375840.0,396740.0,-2.365399,53.46684000000001,6,3,9,112.0,60.0,0.0,2.0,3,9,1.0,6,2,0,0,9,1,1.0
1,9,9,0,0,0,1.0,35,6,1390.0,1,10,523840.0,163500.0,-0.222823,51.357084,1,2,1,21.0,232.0,0.0,1.0,2,1,1.0,30,6,0,0,1,10,2.0
1,9,1,0,0,0,1.0,20,4,998.0,1,7,321914.0,126025.0,-3.114852,51.028267,52,2,1,608.0,358.0,0.0,1.0,2,1,1.0,46,8,0,0,9,5,2.0
2,9,2,0,0,0,1.0,27,6,1781.0,1,17,593356.0,186974.0,0.787333,51.54852,42,2,1,459.0,0.0,0.0,2.0,2,1,1.0,27,6,0,0,9,1,1.0
2,9,18,0,0,0,1.0,62,9,3199.0,1,15,533670.0,189000.0,-0.07209299999999999,51.584012,1,2,3,31.0,10.0,503.0,1.0,1,1,1.0,50,8,0,0,9,2,1.0
1,9,18,0,0,0,1.0,47,8,1000.0,1,15,248270.0,54487.0,-4.134982,50.370667,50,2,1,583.0,3240.0,0.0,1.0,2,1,2.0,31,6,0,0,9,1,1.0
1,9,18,0,0,0,1.0,27,6,1900.0,2,16,370380.0,421500.0,-2.450001,53.689103,4,2,4,70.0,0.0,0.0,1.0,2,2,2.0,43,7,0,0,9,7,1.0
2,9,18,0,0,0,1.0,37,7,1560.0,2,7,410095.0,310913.0,-1.852065,52.69580500000001,21,2,1,252.0,51.0,0.0,2.0,2,1,2.0,37,7,0,0,9,7,2.0
1,9,4,0,0,0,1.0,32,6,1984.0,1,9,324960.0,475720.0,-3.151007,54.171763,3,3,5,61.0,590.0,590.0,2.0,2,1,2.0,31,6,0,0,9,6,1.0
2,19,3,0,0,0,1.0,26,6,2151.0,2,12,376160.0,298170.0,-2.35326,52.580813,22,2,5,286.0,4176.0,0.0,2.0,1,3,1.0,17,4,0,0,9,1,1.0
3,9,2,0,0,0,1.0,22,5,1998.0,2,7,394830.0,394550.0,-2.079309,53.447688,6,3,3,110.0,0.0,0.0,1.0,2,3,1.0,12,3,0,0,8,1,1.0
2,9,9,0,0,0,1.0,27,6,1390.0,1,1,432762.0,385713.0,-1.509107,53.367275,14,2,1,215.0,423.0,0.0,1.0,1,1,1.0,24,5,0,0,3,2,2.0
1,9,17,0,0,4,1.0,23,5,1149.0,1,7,523160.0,269410.0,-0.194922,52.309,35,1,1,393.0,1043.0,0.0,2.0,1,1,2.0,23,5,0,0,9,6,2.0
2,9,3,0,0,0,1.0,29,6,1997.0,2,4,612728.0,242142.0,1.100119,52.036854,37,2,3,410.0,1214.0,14.0,2.0,2,2,2.0,11,3,0,0,9,4,2.0
1,9,18,0,0,0,1.0,25,5,1198.0,1,11,392620.0,403700.0,-2.112803,53.52990500000001,6,1,1,104.0,627.0,0.0,1.0,1,1,1.0,28,6,5,2,0,2,1.0
1,9,4,0,0,0,1.0,53,8,4367.0,2,1,532060.0,174060.0,-0.100909,51.45013400000001,1,2,1,9.0,215.0,2199.0,1.0,1,1,1.0,53,8,0,0,9,6,1.0
2,5,18,0,0,0,1.0,38,7,748.0,1,19,441394.0,524577.0,-1.360559,54.614659,17,2,2,245.0,147.0,0.0,2.0,1,1,2.0,28,6,0,0,9,8,1.0
2,9,8,0,0,0,1.0,40,7,1597.0,2,1,495684.0,406361.0,-0.557443,53.54518,16,2,1,232.0,15.0,180.0,2.0,2,1,1.0,40,7,0,0,9,1,1.0
2,9,3,0,0,0,1.0,54,8,1588.0,1,12,386833.0,350220.0,-2.197867,53.049077,21,3,6,257.0,50.0,0.0,1.0,2,5,1.0,56,9,0,0,9,1,2.0
1,9,17,0,0,0,1.0,23,5,1951.0,2,10,403870.0,371610.0,-1.94347,53.241502,30,3,4,325.0,53.0,0.0,2.0,2,4,2.0,79,11,0,0,9,10,1.0
2,9,4,0,0,0,1.0,37,7,1396.0,1,10,547764.0,201130.0,0.136302,51.689485,42,3,1,456.0,11.0,0.0,2.0,2,1,2.0,37,7,0,0,9,3,2.0
1,9,9,0,0,0,1.0,33,6,1997.0,1,4,476582.0,182567.0,-0.897236,51.536821,43,1,1,475.0,321.0,4130.0,2.0,1,1,1.0,42,7,5,4,0,9,2.0
2,9,18,0,0,6,1.0,22,5,1388.0,1,10,340879.0,385536.0,-2.889876,53.363373,5,2,3,91.0,0.0,5180.0,1.0,1,2,2.0,19,4,0,0,9,3,2.0
1,9,9,0,0,0,1.0,19,4,1248.0,1,1,414444.0,131298.0,-1.79518,51.080824,54,2,1,635.0,0.0,0.0,1.0,1,1,2.0,19,4,0,0,9,7,2.0
2,3,9,0,0,0,1.0,30,6,102.0,1,11,404510.0,243510.0,-1.935589,52.08992,22,2,1,277.0,4035.0,4035.0,1.0,2,1,2.0,30,6,0,0,3,9,2.0
1,5,13,0,0,0,1.0,23,5,649.0,1,9,417880.0,419384.0,-1.730845,53.67062900000001,13,3,2,203.0,6118.0,0.0,2.0,1,1,1.0,23,5,0,0,5,3,1.0
2,9,9,0,0,0,1.0,54,8,1596.0,1,16,481711.0,213089.0,-0.816172,51.810474,43,2,2,476.0,2117.0,2117.0,1.0,1,2,1.0,27,6,0,0,3,3,1.0
1,9,18,0,0,4,1.0,34,6,1598.0,1,13,387304.0,158557.0,-2.183593,51.325969,54,1,1,635.0,361.0,0.0,1.0,1,1,2.0,34,6,0,0,9,5,2.0
1,9,5,0,0,0,1.0,65,9,1598.0,1,9,415460.0,131317.0,-1.780676,51.080968,54,2,1,635.0,30.0,0.0,1.0,2,1,1.0,16,4,0,0,1,9,2.0
1,9,9,0,0,0,1.0,36,7,1998.0,2,7,424861.0,423049.0,-1.62489,53.703286,13,2,2,203.0,0.0,0.0,1.0,2,2,2.0,20,4,0,0,5,3,2.0
1,9,3,0,0,0,1.0,25,5,1968.0,2,8,407210.0,285740.0,-1.895293,52.469551,20,2,1,300.0,0.0,0.0,1.0,1,1,2.0,25,5,0,0,9,4,2.0
2,19,16,0,0,0,1.0,33,6,1896.0,2,10,526310.0,171830.0,-0.184407,51.431403,1,2,1,10.0,235.0,0.0,1.0,1,1,1.0,34,6,0,0,9,8,1.0
1,9,7,0,0,0,1.0,36,7,1956.0,2,4,510945.0,400181.0,-0.329415,53.486657,32,2,2,356.0,46.0,6.0,2.0,2,2,2.0,55,8,0,0,5,4,2.0
2,9,18,0,0,7,1.0,41,7,1997.0,12,1,502328.0,178177.0,-0.527419,51.493287,43,2,1,473.0,4.0,0.0,2.0,2,1,2.0,41,7,0,0,9,5,2.0
2,9,4,0,0,0,1.0,33,6,1999.0,1,6,419227.0,181014.0,-1.7242380000000002,51.527714,54,3,2,633.0,419.0,4.0,2.0,2,1,1.0,33,6,0,0,9,3,1.0
1,5,9,0,0,0,1.0,46,8,649.0,1,7,536170.0,181130.0,-0.039075,51.512694,1,2,1,5.0,13.0,1203.0,1.0,1,1,1.0,46,8,0,0,5,3,1.0
1,9,9,0,0,0,1.0,67,10,1598.0,1,12,474003.0,286864.0,-0.911915,52.4747,33,1,1,363.0,7134.0,7130.0,1.0,1,1,2.0,41,7,5,3,0,9,2.0
1,9,9,0,0,0,1.0,56,9,1360.0,1,11,642597.0,276772.0,1.559513,52.335345,37,2,2,416.0,1123.0,0.0,2.0,2,1,1.0,73,10,0,0,9,4,1.0
2,9,9,0,0,0,1.0,21,5,1598.0,1,4,398229.0,308427.0,-2.027628,52.673546,21,2,1,250.0,5.0,51.0,1.0,1,1,1.0,19,4,0,0,3,8,1.0
1,9,17,0,0,10,1.0,17,4,1229.0,1,7,345130.0,416200.0,-2.83138,53.639424,4,1,1,84.0,5246.0,0.0,2.0,1,1,2.0,17,4,0,0,9,5,2.0
2,9,18,0,0,0,1.0,28,6,1686.0,2,2,452773.0,348240.0,-1.214581,53.028852,31,2,1,340.0,611.0,6009.0,1.0,1,1,1.0,63,9,0,0,5,5,1.0
3,9,18,0,0,0,1.0,61,9,1242.0,1,6,402154.0,93205.0,-1.97084,50.738452,55,4,3,643.0,3049.0,0.0,1.0,4,1,2.0,51,8,0,0,9,7,2.0
1,9,2,0,0,0,1.0,36,7,2993.0,2,4,523460.0,188850.0,-0.21943,51.584991,1,2,1,30.0,502.0,0.0,1.0,1,1,2.0,36,7,9,5,0,9,2.0
2,9,17,0,0,10,1.0,64,9,2993.0,2,5,436870.0,352130.0,-1.451243,53.065147,30,5,5,320.0,610.0,0.0,2.0,2,2,1.0,64,9,0,0,9,6,1.0
1,21,18,0,0,0,1.0,65,9,4580.0,2,12,394860.0,297970.0,-2.077286,52.57951800000001,20,2,2,309.0,0.0,0.0,1.0,2,1,1.0,8,2,0,0,9,2,1.0
1,9,5,0,10,11,1.0,52,8,1587.0,1,18,400017.0,293979.0,-2.00118,52.543665,20,1,1,305.0,0.0,0.0,1.0,1,1,2.0,52,8,0,0,9,1,2.0
1,9,18,0,0,0,1.0,71,10,1200.0,1,3,387433.0,133772.0,-2.1808650000000003,51.103109,54,2,2,635.0,303.0,0.0,2.0,1,1,2.0,71,10,0,0,9,8,2.0
1,9,4,0,0,0,1.0,61,9,2231.0,2,9,431025.0,567977.0,-1.516476,55.005397,10,4,3,148.0,1058.0,0.0,1.0,1,2,2.0,70,10,0,0,9,10,1.0
1,9,7,0,0,0,1.0,50,8,1198.0,1,12,340090.0,556380.0,-2.935713,54.898539,3,2,2,62.0,595.0,0.0,2.0,1,2,2.0,78,11,0,0,9,2,2.0
1,19,18,0,0,0,1.0,22,5,1560.0,2,2,532710.0,176000.0,-0.090833,51.467416,1,1,1,8.0,2216.0,215.0,1.0,1,1,2.0,21,5,4,1,0,4,1.0
5,9,4,0,0,0,1.0,24,5,1560.0,2,1,501609.0,188025.0,-0.534933,51.581935,43,6,5,477.0,25.0,0.0,2.0,2,2,1.0,32,6,0,0,9,6,2.0
1,9,16,0,0,0,1.0,53,8,1598.0,1,14,308351.0,88507.0,-3.298799,50.68897,50,2,1,580.0,0.0,0.0,2.0,1,1,2.0,53,8,0,0,9,9,2.0
2,11,17,0,0,0,1.0,28,6,6700.0,2,4,550570.0,182050.0,0.16868,51.517309,1,3,3,15.0,0.0,0.0,2.0,3,3,1.0,53,8,0,0,19,6,1.0
2,9,4,0,0,0,1.0,50,8,1968.0,2,3,406965.0,184176.0,-1.900931,51.556426,54,4,5,635.0,4042.0,0.0,2.0,1,1,1.0,24,5,0,0,9,3,2.0
3,21,3,0,0,0,1.0,48,8,12419.0,2,1,391969.0,310418.0,-2.120256,52.691386,21,3,2,254.0,5.0,346.0,2.0,1,1,1.0,31,6,0,0,9,3,1.0
2,9,7,0,0,0,1.0,72,10,1968.0,2,4,388570.0,418140.0,-2.174434,53.659622,4,2,1,82.0,671.0,0.0,1.0,1,1,2.0,27,6,0,0,9,5,2.0
1,8,5,4,0,0,1.0,53,8,1968.0,2,2,531350.0,182160.0,-0.10811,51.52309,1,2,1,3.0,201.0,0.0,1.0,2,1,1.0,39,7,0,0,1,3,1.0
1,9,9,0,0,0,1.0,46,8,1596.0,1,9,508310.0,428661.0,-0.359218,53.743085,16,2,2,228.0,1105.0,0.0,1.0,1,1,2.0,46,8,0,0,9,7,2.0
1,9,18,0,0,0,1.0,24,5,1398.0,1,5,364423.0,390840.0,-2.536702,53.41316,7,2,1,128.0,6.0,62.0,2.0,1,1,2.0,32,6,0,0,9,3,2.0
2,9,18,0,0,0,1.0,31,6,1360.0,1,9,375830.0,429270.0,-2.368086,53.759221,4,4,3,75.0,680.0,0.0,1.0,2,2,2.0,31,6,0,0,9,4,2.0
2,9,4,0,0,0,1.0,57,9,1586.0,1,11,332170.0,433430.0,-3.031149,53.79274100000001,4,4,4,71.0,0.0,0.0,1.0,1,3,1.0,9,2,0,0,9,7,2.0
2,9,18,0,0,0,1.0,24,5,1248.0,2,7,375290.0,428030.0,-2.376177,53.74805,4,2,2,75.0,0.0,0.0,1.0,1,1,1.0,59,9,0,0,9,1,1.0
2,9,2,0,0,0,1.0,35,6,998.0,1,6,393420.0,394280.0,-2.100533,53.44524499999999,6,3,1,110.0,0.0,0.0,1.0,1,1,1.0,76,11,0,0,9,7,2.0
2,9,18,0,0,0,1.0,61,9,1339.0,1,2,637586.0,263456.0,1.476734,52.218043,37,2,1,415.0,12.0,1119.0,2.0,2,1,2.0,59,9,0,0,9,5,1.0
1,9,9,0,0,0,1.0,24,5,1199.0,1,14,297580.0,516050.0,-3.584159,54.529338,3,2,1,63.0,0.0,0.0,2.0,2,1,1.0,36,7,0,0,1,3,2.0
2,9,18,0,0,0,1.0,41,7,1398.0,1,13,460970.0,304922.0,-1.100453,52.638627,33,2,1,364.0,526.0,528.0,1.0,2,1,2.0,41,7,0,0,9,5,2.0
1,3,13,0,0,0,1.0,20,4,125.0,1,3,531800.0,174370.0,-0.104533,51.45298,1,2,1,9.0,2214.0,0.0,1.0,1,1,1.0,20,4,0,0,3,6,1.0
1,9,11,0,0,0,1.0,87,11,1798.0,1,9,406230.0,298780.0,-1.909479,52.58679100000001,20,2,1,307.0,0.0,0.0,2.0,2,1,1.0,41,7,0,0,1,8,1.0
