RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,target
0.005920663,32,0,0.783073704,4300.0,6,0,2,0,1,0
0.046714896,33,1,0.376381434,6333.0,15,0,2,0,1,0
0.039640004,63,0,0.233985376,16000.0,12,0,2,0,3,0
0.681551614,54,0,0.644510276,5400.0,15,0,1,0,2,0
0.9999999,42,0,0.424242424,3200.0,5,0,0,0,3,0
0.9999999,40,0,0.009996002,2500.0,1,0,0,0,0,1
0.162160796,38,0,0.481666147,9626.0,12,0,3,0,1,1
0.9999999,54,7,0.128733533,23000.0,10,1,2,2,1,1
0.0,65,0,0.25914817,5000.0,3,0,1,0,0,0
0.126561598,80,0,0.456744726,5166.0,11,0,2,0,0,0
0.264453661,65,0,0.182077897,10500.0,9,0,1,0,0,0
0.884235085,53,0,0.067023374,3550.0,1,1,0,0,2,1
0.149077983,50,0,0.003250975,6151.0,3,0,0,0,1,1
0.9999999,55,2,0.012121212,2639.0,0,1,0,0,1,1
0.848191968,51,0,0.147221709,10833.0,6,1,1,1,1,1
0.756949537,39,0,0.755688176,2680.0,6,0,1,0,1,0
0.059696997,44,0,0.058224986,5306.0,7,0,0,0,2,1
0.513945853,57,0,0.538973051,20000.0,27,0,4,0,0,1
0.157943445,59,1,0.480923222,4245.0,17,0,2,0,1,0
0.725116039,45,0,0.52308528,1840.0,8,0,0,0,3,0
0.390361534,48,0,0.243559322,5899.0,27,0,0,0,1,1
0.571214393,43,0,0.401554404,2701.0,3,0,1,0,0,0
0.0,62,0,0.372214941,4577.0,11,0,2,0,1,0
0.018314826,39,0,0.2505434,6900.0,7,0,2,0,2,0
0.664447403,55,4,0.226412399,14000.0,6,1,2,0,4,1
0.9999999,27,98,0.018490755,2000.0,0,98,0,98,3,1
0.924520562,52,2,0.607856892,2850.0,7,0,1,0,2,0
0.946487433,66,5,0.698974359,7799.0,20,0,2,0,2,1
0.906632555,60,0,0.578005788,3800.0,15,0,0,0,0,1
0.028047149,56,0,0.274523641,2833.0,11,0,1,0,0,0
0.029093242,87,0,0.309603151,3300.0,5,0,2,0,0,0
0.90085438,46,1,0.532114184,4483.0,9,0,1,0,3,1
0.663733501,34,0,0.463445116,4800.0,8,0,1,0,2,0
0.9999999,40,0,0.005782918,2247.0,0,0,0,0,0,1
0.222688866,46,0,0.465543645,11100.0,4,0,3,0,1,0
0.119348888,38,0,0.838397523,5166.0,10,0,1,0,1,0
0.913242009,46,3,0.64583854,4000.0,10,0,2,1,0,1
0.00694116,64,0,0.093396475,3800.0,6,0,0,0,0,0
0.074822551,52,0,0.384146341,5083.0,17,0,1,0,0,0
1.136212625,37,0,0.062298108,2166.0,3,1,0,0,1,1
0.14510852,30,0,0.24635073,5000.0,9,0,1,0,0,0
0.0019999,58,0,0.416791604,2000.0,4,0,2,0,0,0
0.259718167,41,0,0.425661914,5400.0,11,0,1,0,1,1
0.152726117,61,0,0.604889701,7116.0,12,0,3,0,0,0
0.899240304,43,0,0.521319389,8700.0,4,0,2,0,0,1
0.391629986,50,0,0.595613369,10531.0,11,0,3,0,0,0
0.238139232,40,0,0.069986003,5000.0,11,1,0,0,0,0
0.39405608,48,1,0.670424804,4966.0,11,0,1,0,0,0
0.31534221,75,1,0.530747588,4975.0,12,0,3,0,0,1
0.290721541,47,0,0.379842304,5833.0,10,0,2,0,2,0
0.035754916,74,0,0.019940004,5666.0,8,0,0,0,0,0
0.873260612,42,4,0.482551745,10000.0,10,0,2,2,3,1
1.357939254,43,1,0.433028788,5800.0,6,4,2,2,4,1
0.268943475,55,0,0.127325922,8544.0,5,0,0,0,0,0
0.945091514,62,2,0.937250428,1752.0,5,0,1,0,0,1
0.038958467,38,0,0.257088332,3667.0,9,0,1,0,2,0
0.018475688,49,0,0.162335066,2500.0,6,0,0,0,1,0
0.150699873,24,0,0.013904077,6400.0,6,0,0,0,0,0
0.043617004,58,0,0.138953682,3000.0,8,0,0,0,4,0
0.0,32,0,0.088182792,2800.0,4,0,0,0,0,1
0.144350314,63,0,0.174277956,8101.0,12,0,0,0,0,0
0.963190184,36,0,0.160541017,3400.0,4,2,0,0,0,0
0.460321168,43,1,0.502492154,10833.0,15,0,4,0,3,1
0.457051432,54,0,0.063968872,6424.0,2,0,0,0,2,0
0.392142203,62,0,0.740221014,5700.0,14,1,3,0,0,1
0.162921774,67,2,0.727963526,3289.0,23,0,1,0,0,0
0.912537181,47,4,0.494822045,8400.0,12,0,3,0,3,0
0.830845483,55,0,0.2909007,13000.0,22,0,2,0,0,1
0.590640666,67,0,0.554328159,10500.0,8,0,1,0,0,0
0.064557936,45,2,0.259561703,12000.0,12,0,3,0,3,1
0.116676791,31,0,0.343593791,3800.0,7,0,1,0,0,0
0.9999999,53,1,0.034510563,6200.0,1,3,0,0,0,1
0.903169091,54,0,0.328969293,4200.0,6,0,0,0,0,0
0.9999999,79,0,0.269932517,4000.0,1,0,1,0,1,0
1.006662225,38,2,0.363454618,2500.0,6,0,0,0,0,1
0.895300276,40,1,0.284821986,1600.0,9,1,0,0,1,1
0.016899495,74,0,0.047213479,5400.0,16,0,0,0,0,0
0.9999999,53,0,0.16003729,3217.0,1,2,0,0,0,0
0.094044325,73,0,0.302914477,6278.0,5,0,1,0,0,0
0.886940471,39,3,0.053733208,3200.0,5,0,0,0,3,1
0.00582514,36,0,0.420352391,8342.0,8,0,2,0,3,0
0.054660832,63,0,0.026212283,71950.0,8,0,2,0,0,0
0.309016012,35,2,0.555904523,3183.0,10,0,1,0,2,1
0.473675722,67,0,0.669553631,1500.0,22,0,0,0,0,0
0.944140781,30,0,0.343503419,1900.0,4,2,0,1,1,1
0.484555918,57,0,0.534271806,7600.0,30,0,2,0,0,1
1.027841053,47,1,0.253960929,6500.0,8,1,1,0,1,0
0.758326658,46,0,0.522033159,4583.0,12,0,0,0,3,0
1.06723059,33,1,0.948346661,4626.0,18,3,1,5,0,1
0.9999999,54,1,0.083666613,6250.0,2,0,0,0,4,1
0.295633818,33,2,0.266919272,9500.0,5,1,1,0,1,1
0.049058192,50,0,0.222505308,7064.0,9,0,1,0,1,0
0.841881879,44,4,0.388193467,13500.0,10,1,2,1,2,1
0.0,62,0,0.344275954,6000.0,9,0,2,0,0,0
0.021569145,47,0,0.201133447,9351.0,14,0,2,0,1,0
0.999815872,53,0,0.728395062,10772.0,8,0,4,0,1,0
0.277827606,81,0,0.508862018,6036.0,30,0,2,0,0,0
0.970956991,52,1,0.339441536,4583.0,10,1,0,0,0,1
0.106842089,49,0,0.785062367,6573.0,14,0,5,0,0,0
0.141177397,50,0,0.359213251,6761.0,9,0,2,0,1,0
1.21012152,36,1,0.314171457,4000.0,4,0,1,0,2,1
0.042750146,71,0,0.41732146,5726.0,8,0,1,0,2,0
0.9999999,27,0,0.002719565,6250.0,0,1,0,1,4,1
0.856682591,46,1,0.361919154,2646.0,10,0,0,0,0,1
0.9999999,56,4,0.523646165,4080.0,7,8,1,2,0,1
0.0,57,0,24.18964683,6200.0,6,0,0,0,1,1
0.665670613,45,0,0.5104979,5000.0,10,0,1,1,1,1
0.140249288,58,0,0.284593055,9300.0,15,0,2,0,3,0
0.9999999,35,0,0.822435513,5000.0,8,0,2,3,0,1
0.9999999,30,1,0.146083614,2080.0,1,0,0,0,0,1
0.478041757,32,1,1.005621487,1600.0,10,0,0,0,0,0
0.915850261,58,0,1.202870348,4110.0,8,0,2,0,3,1
0.96424589,44,1,0.322289747,5100.0,7,0,0,0,4,1
0.024799008,70,0,0.171880039,3100.0,4,0,0,0,0,0
0.239103582,41,0,0.149328335,3200.0,4,0,0,0,3,0
0.98960208,48,0,0.510638298,1973.0,1,1,0,1,0,1
0.9999999,63,2,0.006499188,8000.0,0,0,0,1,0,1
0.394480276,60,0,0.570791909,5833.0,7,0,1,0,0,0
0.9999999,58,0,0.031521739,2759.0,0,0,0,0,0,1
0.056941779,68,0,0.006306385,11416.0,3,0,0,0,0,0
0.031538707,59,0,0.221447721,3729.0,20,0,1,1,1,0
0.9999999,29,0,0.075434439,2531.0,2,2,0,0,1,1
0.007294611,79,0,0.016563147,2414.0,3,0,0,0,0,0
0.354780458,74,0,1.466533467,1000.0,9,0,0,0,0,1
0.003820637,80,0,0.218446602,3501.0,12,0,1,0,0,0
0.0771958,62,5,2176.0,0.0,28,0,1,1,0,0
0.0669775,76,0,0.224702991,4881.0,11,0,1,0,0,0
0.9999999,47,0,0.502832389,3000.0,6,0,2,0,1,1
0.196434693,37,1,0.440888178,4998.0,8,0,1,0,2,0
0.0,72,0,0.158581116,5750.0,12,0,2,0,0,0
0.047920362,69,0,0.284026137,7192.0,12,0,1,0,0,0
0.9999999,40,0,0.0,6164.0,0,0,0,0,1,1
0.897131553,24,0,0.554447853,1303.0,6,0,0,0,0,1
1.012676743,32,2,0.387910519,2100.0,5,1,0,0,0,1
0.550898204,44,0,0.075291622,6600.0,5,1,0,1,1,1
0.786697903,33,0,2.35514942,4048.0,15,0,13,0,0,1
0.221186397,35,1,0.237351655,1600.0,7,0,0,0,0,1
0.0025785,34,0,0.000399968,12500.0,14,0,0,0,1,0
0.022141803,45,1,0.540429286,3400.0,8,0,1,0,2,1
0.020935279,71,0,0.104548789,2725.0,4,0,1,0,1,0
0.092123739,34,0,0.362987483,9666.0,6,0,2,0,1,0
0.0,62,0,0.50609878,5000.0,11,0,2,0,0,0
0.191054516,71,0,0.689277204,6294.0,6,0,2,0,3,0
0.75864827,39,3,0.277222117,5298.0,5,6,0,1,2,1
0.864003149,48,0,0.612596119,2730.0,12,0,1,0,0,1
0.16573001,49,0,0.233630442,5833.0,3,0,1,0,3,0
0.161722213,53,0,0.481722488,5224.0,9,0,3,0,3,0
0.359589985,56,0,0.613030048,3560.0,10,0,2,0,1,0
0.875078076,25,1,0.5933897,1300.0,10,0,0,3,0,1
0.0,54,0,0.231256742,7415.0,6,0,1,0,0,0
0.92358804,39,1,0.180880975,3200.0,3,0,0,0,0,1
1.197732997,38,2,0.22242217,5556.0,4,1,0,0,0,1
0.491773137,74,1,0.174935843,4675.0,9,0,0,0,0,0
0.086804817,57,0,0.619689646,3930.0,4,0,1,0,0,1
0.891821742,63,1,0.761144286,7200.0,31,0,2,0,0,0
1.088359223,55,2,0.285573123,7083.0,5,1,1,1,0,1
0.075624555,38,1,0.296347665,4325.0,11,0,1,0,2,0
0.038299043,67,0,0.20688156,16100.0,5,0,2,0,0,0
0.970572269,46,0,1.089810492,3640.0,11,0,1,0,3,1
1.010346926,32,1,0.176950535,1960.0,4,0,0,0,0,1
0.825587206,45,4,0.089334549,2193.0,6,1,0,0,2,1
0.784245702,60,0,0.617184084,4573.0,10,0,1,0,0,1
0.937091568,44,2,0.45098358,6150.0,11,0,1,1,3,1
0.063464561,54,1,1.140964759,4000.0,27,0,4,1,0,0
0.0,32,2,6.471502591,192.0,25,0,0,0,0,0
0.058828689,31,0,0.007593975,7900.0,2,0,0,0,2,0
0.083967661,62,0,0.258471017,3570.0,15,1,1,0,1,1
0.643927439,42,0,0.441481861,7800.0,6,0,1,0,3,0
0.0,63,0,0.243438762,5943.0,7,0,1,0,1,0
0.004188394,73,0,0.328009663,7450.0,6,0,3,0,0,1
0.358502117,41,0,0.52408289,7141.0,13,0,2,0,0,0
0.099520424,33,1,2.257722235,4240.0,10,0,3,0,0,1
0.966804426,29,1,0.227621483,4300.0,8,1,0,0,0,0
1.062583222,38,4,0.141199226,516.0,4,7,0,0,0,1
0.847892221,26,3,0.191120259,3400.0,8,0,0,0,0,1
0.585804617,62,0,0.534616346,4000.0,11,0,0,1,0,1
0.676353765,39,0,0.250983146,7119.0,10,0,0,0,1,0
0.009280834,49,0,0.375,5415.0,14,0,3,0,0,0
0.014084678,63,0,0.496441203,22900.0,22,0,8,0,0,0
0.044665012,37,0,1.232010467,4585.0,9,0,2,0,0,1
0.9999999,24,0,0.679738562,764.0,2,0,0,0,0,0
0.962557636,52,1,0.601036269,7719.0,10,0,2,0,1,1
0.9999999,38,1,0.8814448,3432.0,6,0,2,0,1,0
0.519800077,35,1,0.618531664,5352.0,8,0,2,0,3,0
0.096116534,57,0,0.929519451,2184.0,6,0,1,0,0,0
0.396500243,62,0,0.755401356,6340.0,11,0,2,0,0,0
0.0,41,0,0.354929014,5000.0,8,0,1,0,0,0
0.05337689,82,0,0.182626215,8437.0,8,0,1,0,1,0
0.170584222,57,0,0.101412339,18833.0,7,0,2,0,2,0
0.185032952,58,0,0.856516129,7749.0,31,0,4,0,0,0
0.213138598,46,0,0.458807308,2900.0,6,0,2,0,1,0
0.0,40,0,0.382923415,5000.0,20,0,2,0,1,0
0.420327041,63,0,0.181563687,5000.0,18,0,0,0,0,0
0.974471589,44,0,1293.5,1.0,6,0,0,0,2,1
0.070136824,56,0,0.661785413,3550.0,11,0,1,0,1,0
0.281131894,54,0,0.931785196,6200.0,10,0,3,0,1,1
0.98608998,27,0,0.221203916,4800.0,6,1,0,2,0,1
1.033793241,44,1,0.464635854,2855.0,1,2,1,1,1,1
0.000307677,60,0,0.351557533,12583.0,5,0,1,0,0,0
0.073930923,59,0,0.012589928,7783.0,5,0,0,0,0,0
0.241251122,26,0,0.134621793,3000.0,5,0,0,0,2,1
0.850037491,41,0,0.229293994,4744.0,7,0,0,0,0,0
0.007069439,43,0,0.082602677,6500.0,5,0,0,0,1,0
0.783892683,56,1,0.83983119,4975.0,10,2,2,0,0,1
0.9999999,31,0,0.004663558,1500.0,1,1,0,0,1,1
0.005907389,34,0,0.473253787,7458.0,5,0,2,0,0,0
0.9999999,49,0,0.0,3683.0,0,0,0,0,1,1
0.073567646,64,0,0.341530864,10124.0,11,0,3,0,1,0
0.716197338,36,0,0.700562527,2310.0,7,0,0,0,0,0
0.0,64,0,0.304316233,6880.0,6,0,2,0,0,0
0.152395353,45,0,0.290628571,8749.0,15,0,1,0,7,0
0.720797721,49,0,0.128540824,4200.0,3,2,0,0,1,1
0.769761691,51,1,0.534883721,6750.0,10,0,2,3,2,1
0.936497387,63,0,0.886157448,3416.0,13,0,1,0,0,1
0.019921544,29,0,0.217223358,4400.0,7,0,0,0,3,0
0.447889641,42,1,0.381809095,2000.0,18,0,0,1,3,1
0.076421259,56,0,0.022035562,9166.0,9,0,0,0,5,0
0.335851572,40,0,0.35035956,9455.0,4,0,3,0,1,0
0.007209167,76,0,0.004213101,7357.0,16,0,0,0,0,0
0.013297085,42,0,0.003683241,3800.0,7,0,0,0,1,1
0.637932849,29,2,0.492922565,1200.0,13,0,0,1,0,1
0.110993063,65,0,0.252766298,7500.0,8,0,1,0,0,0
0.21169699,30,0,0.498692509,6500.0,8,0,1,1,2,0
0.019344161,71,0,0.144454677,7600.0,5,0,1,0,0,0
0.068124761,57,0,0.084993033,12200.0,6,0,1,0,1,0
0.331394741,34,2,0.396095974,7376.0,6,0,2,1,1,1
0.008195906,75,0,0.071566317,4666.0,10,0,1,0,0,0
0.622289402,60,2,0.631648142,8366.0,13,2,1,1,0,1
0.150233991,41,1,0.263770224,5500.0,10,0,1,0,3,0
0.722346219,49,0,0.603189717,4200.0,14,0,1,0,1,1
0.074438202,61,0,0.306088865,14583.0,12,0,4,0,0,1
0.9999999,39,98,0.0,2200.0,0,98,0,98,1,1
0.839231219,43,0,0.304188424,9000.0,8,0,1,0,4,1
0.039475185,24,0,0.139144342,2500.0,6,0,1,0,0,0
0.173520326,49,0,0.62619409,11200.0,7,0,2,1,1,0
1.257881381,25,0,0.669402985,2679.0,8,0,0,0,1,1
0.823696051,55,0,0.271954674,6000.0,8,2,0,0,0,1
0.185362927,33,0,961.0,0.0,2,0,1,0,0,0
0.170144809,39,0,0.740076448,3400.0,11,0,2,0,1,1
0.04423823,75,0,0.003142558,10500.0,6,0,0,0,0,0
0.0,50,0,0.0,5250.0,4,0,0,0,1,0
0.940211958,46,3,0.265036148,6500.0,5,4,0,4,1,1
0.0,26,0,0.122944749,6750.0,8,0,0,0,0,1
0.904789851,50,2,1.422040674,5752.0,13,1,2,6,0,1
0.302587177,60,0,0.283097352,12500.0,5,0,1,0,1,1
0.111980828,70,0,0.050928056,6518.0,5,0,0,0,1,0
0.135938598,66,1,0.196974505,9452.0,7,1,2,0,0,1
0.888111888,26,0,0.192898273,2083.0,2,1,0,1,0,0
0.028982068,51,0,0.053595712,12500.0,5,0,0,0,1,0
0.17708286,40,0,0.080538133,11000.0,2,0,0,0,3,0
0.9999999,26,1,0.215653622,1200.0,1,0,0,0,0,0
0.070178687,29,0,0.179606798,3000.0,4,0,0,0,0,0
0.346232688,75,0,0.248981859,5401.0,8,0,0,0,0,1
0.87367909,69,1,0.443901355,4500.0,11,0,0,0,0,0
0.297683767,59,0,2.7995152,9900.0,13,0,2,0,2,0
1.610556348,45,1,0.207700852,2700.0,3,4,0,1,2,1
1.00909909,78,1,0.331839821,3570.0,6,2,0,1,0,1
0.322154247,54,0,0.409646515,3026.0,12,0,1,0,0,0
0.949236022,57,3,0.521766429,14333.0,15,0,3,1,1,1
0.083059904,61,0,0.314779789,3700.0,7,0,2,0,0,0
0.180685044,62,1,0.249255952,5375.0,18,0,0,0,1,1
0.271818787,25,1,0.011994003,2000.0,1,1,0,1,0,1
0.078873028,60,0,0.678292556,1920.0,6,0,1,0,1,0
0.034524497,57,2,0.108789121,10000.0,8,0,0,0,0,1
0.557852666,52,0,0.584522677,6305.0,16,0,1,0,0,1
0.914376264,33,7,0.668148062,17100.0,14,0,8,1,0,1
1.000893275,44,0,0.597652219,7751.0,11,0,3,0,0,0
0.080564168,60,0,0.487288997,4916.0,15,0,2,0,0,0
0.000399973,65,0,0.0,2040.0,2,0,0,0,2,0
0.942649683,61,0,0.338591424,4500.0,13,4,0,0,0,1
0.945928825,38,0,0.700085958,12796.0,9,0,3,0,2,1
0.909494725,23,0,0.149140344,2500.0,8,0,0,0,0,1
0.381735363,33,0,0.728049446,5500.0,12,0,2,0,0,0
0.012199756,78,0,0.011242973,1600.0,9,0,0,0,0,0
0.27906253,46,0,912.0,0.0,9,0,0,0,0,0
0.401532612,53,0,0.439246866,20500.0,22,0,5,0,1,1
0.229267145,35,0,0.545884108,4020.0,6,0,1,0,0,1
0.9999999,39,0,0.070158184,12200.0,5,0,1,0,2,0
0.164962002,57,0,0.206499294,9200.0,11,0,1,1,2,0
0.016420903,42,0,1.228238234,2400.0,15,0,2,0,0,0
0.845820129,44,1,0.199502023,6425.0,5,0,0,0,2,0
0.9999999,43,98,0.0,1958.0,0,98,0,98,2,1
0.9999999,36,1,0.255794928,3666.0,3,2,0,0,2,1
0.713540007,49,0,1.633517495,3800.0,20,0,2,0,3,1
1.095182139,38,0,0.124704957,5083.0,4,0,0,1,4,1
0.9999999,59,98,0.0,2180.0,0,98,0,98,0,1
0.064811055,53,1,1.219945014,4000.0,17,0,2,0,0,0
0.479346946,56,5,1.189905047,2000.0,9,2,1,3,1,1
0.983813378,51,0,0.151426286,3750.0,7,1,0,0,0,0
0.053165401,64,0,0.014397906,4583.0,6,0,0,0,0,0
0.728895367,74,0,0.680479826,5501.0,15,0,3,0,0,1
0.993067591,55,1,1.054486378,4000.0,12,0,2,0,1,1
2.198801199,51,1,0.094492126,12000.0,5,7,0,0,0,1
0.094099109,60,0,0.644794235,5272.0,11,1,1,0,0,1
0.26318282,50,1,0.512986221,8200.0,13,0,2,0,4,1
0.967536684,30,0,0.808282756,2800.0,6,0,1,0,0,0
0.066113797,63,0,0.621679828,9750.0,24,0,2,0,2,0
0.025234659,64,0,0.497370082,4752.0,11,0,1,0,0,0
0.011129742,34,0,0.546431312,3908.0,15,0,2,0,0,0
0.9999999,53,0,0.142771084,4979.0,4,0,0,3,0,1
0.043454528,40,0,0.875515561,8000.0,16,0,3,0,1,0
0.155084492,35,0,0.257376466,5625.0,6,0,2,0,0,0
0.386169548,26,3,0.526275314,3900.0,11,4,0,0,0,1
0.107993734,73,0,0.100838397,13000.0,8,0,0,0,1,0
0.554100702,30,0,0.37704918,2500.0,9,0,0,0,0,1
0.642679365,52,1,0.45853429,8500.0,23,0,2,0,1,1
0.9999999,32,0,0.112087246,3300.0,1,1,0,0,2,0
0.637290773,53,0,0.345851462,13100.0,11,0,3,0,2,0
0.038518496,47,0,0.372923294,2828.0,7,0,0,0,3,0
0.945091514,63,0,0.572636434,1300.0,4,1,0,1,0,1
1.054396374,32,3,0.490121317,5769.0,7,0,2,0,0,1
2583.0,70,0,0.178470255,6000.0,9,0,1,0,0,1
0.177555726,26,0,0.074405787,2902.0,3,0,0,0,0,0
0.099800399,23,0,9.0,0.0,1,0,0,0,0,0
0.059692892,37,0,0.480602586,7500.0,3,0,1,0,4,0
0.9999999,56,2,0.737290464,3638.0,5,1,2,1,0,1
0.022484138,57,0,0.167961609,4375.0,5,0,1,0,0,0
0.53002611,36,0,0.331524068,7000.0,7,0,1,0,1,1
0.147879095,80,0,0.118421053,5699.0,13,0,0,1,0,0
0.034465324,50,0,0.378210439,4827.0,4,0,1,0,0,0
0.318651858,27,2,0.115817826,4083.0,9,0,0,0,0,1
0.038249037,79,0,0.36537077,2777.0,9,0,2,0,1,0
0.0,49,0,1.701608971,2050.0,8,2,2,1,0,0
0.643065389,29,0,0.012218828,3600.0,4,0,0,0,1,1
0.191473518,53,0,0.726372849,4242.0,12,0,2,0,0,1
0.115238636,44,0,0.682399647,6800.0,20,0,1,0,2,1
0.476723717,61,0,0.31878089,4855.0,12,0,0,0,2,0
0.336897337,28,2,0.545613597,4000.0,14,0,2,0,0,1
0.900203413,41,0,0.79013443,9000.0,22,0,2,0,0,1
0.028954607,44,0,0.002499844,16000.0,6,0,0,0,0,0
0.479804705,49,5,2.663853211,5449.0,9,0,4,0,1,1
0.0,68,1,0.191634241,7195.0,10,0,1,0,1,0
0.121854242,64,0,0.517548245,10000.0,7,0,2,0,0,0
0.9999999,58,0,0.009179575,1742.0,0,0,0,0,0,0
0.206812203,41,0,1.132419113,14000.0,10,0,4,0,3,0
0.900041649,47,1,0.208908686,2244.0,3,0,0,0,3,0
0.003746466,86,1,0.13221205,4696.0,10,0,1,0,0,1
0.012048193,59,0,0.179481076,4200.0,7,0,1,0,1,0
0.082091045,55,1,0.232550279,11833.0,7,0,2,0,1,0
0.60990745,39,1,0.234301781,3200.0,4,1,0,0,5,0
0.227710892,53,0,0.335980523,17250.0,6,0,3,0,1,0
0.099096614,37,0,0.010497376,4000.0,6,0,0,0,0,0
0.660654608,55,0,0.628605914,8284.0,16,0,2,0,1,1
0.985344473,35,5,0.178084586,5721.0,5,1,0,1,7,1
0.079202745,73,2,0.179411485,10500.0,5,0,1,0,0,1
0.488430511,37,0,0.678939851,6300.0,13,0,2,0,3,1
0.9999999,70,0,0.0,2300.0,1,0,0,0,0,1
0.9999999,61,1,0.168991416,1863.0,2,0,0,0,1,1
1.472636816,72,0,0.640021817,16500.0,5,3,4,0,1,1
0.38807648,43,1,0.548631579,14249.0,15,0,7,0,2,1
0.0,40,2,0.338251248,4608.0,8,1,1,0,0,1
0.422176209,40,1,0.843457068,5333.0,9,0,3,0,1,0
0.0,50,0,0.142809532,6000.0,12,0,0,0,2,0
0.765808548,35,0,0.336024606,2600.0,3,3,0,1,2,1
0.978120593,51,2,1.068515063,3750.0,11,0,2,1,0,1
1.00519948,62,0,0.317572476,15142.0,9,0,3,0,1,0
0.016023152,68,0,0.298304246,8078.0,3,0,1,0,0,0
0.474979527,44,1,0.432684443,6112.0,17,0,1,0,0,1
0.560338081,58,1,0.502351224,6166.0,21,0,1,1,0,0
0.291880967,37,0,0.082702471,7000.0,4,0,0,0,0,0
0.9999999,71,1,0.313816494,2800.0,2,0,1,1,0,1
0.600498823,46,0,0.656268746,5000.0,21,0,2,0,0,1
0.272942745,65,0,0.712990937,5295.0,6,3,1,1,0,1
0.848804216,30,0,0.423883808,1858.0,5,0,0,0,1,1
0.000222926,74,0,0.0,5395.0,5,0,0,0,0,0
0.0,51,2,0.619670939,11000.0,6,0,2,0,2,1
0.080284567,48,0,2419.0,0.0,6,0,1,0,3,0
0.036928694,93,0,0.003727866,13948.0,15,0,0,0,0,1
0.076442018,65,0,0.228133263,9454.0,11,0,1,0,0,0
0.21117678,40,0,0.314736995,6900.0,9,0,1,0,3,0
0.934208326,33,1,0.613197067,4500.0,8,0,2,6,4,1
0.918630086,62,1,0.984992275,4530.0,13,1,2,0,0,1
0.9999999,27,1,0.38969118,4500.0,6,1,1,1,1,1
0.095872977,33,0,0.323261497,4500.0,7,3,1,0,0,1
0.004289295,28,0,0.003633061,1100.0,5,0,0,0,0,1
0.708582834,27,1,0.290903032,3000.0,7,2,0,0,0,1
0.453175728,51,0,0.74185163,5000.0,16,0,3,0,0,0
0.9999999,27,0,442.0,0.0,4,0,0,0,0,0
0.053655971,36,0,0.512635379,3600.0,4,0,1,0,0,0
0.0,60,0,0.38207724,8000.0,8,0,1,0,0,1
0.07682127,38,1,0.57117595,7916.0,7,0,2,0,2,0
1.916943522,59,2,0.085560469,5200.0,4,1,0,2,1,1
0.0,68,0,0.344964871,4269.0,6,0,1,0,0,0
0.530154215,45,0,0.255048409,7229.0,4,0,2,0,2,0
0.614755052,36,0,0.34717797,8787.0,12,0,1,0,2,1
0.307416803,50,0,0.272986865,1750.0,10,0,0,0,1,1
0.037639921,76,0,0.009427674,10500.0,12,0,0,0,0,0
0.041058216,55,0,0.318572424,12916.0,18,0,2,0,0,0
0.042837823,75,0,0.473276991,8400.0,17,0,2,0,0,1
0.512593732,30,0,0.100224944,4000.0,8,0,0,0,0,0
0.9999999,59,0,0.453566622,5200.0,2,1,1,0,0,1
0.095975545,61,0,0.225824379,5397.0,18,0,2,0,3,0
0.9999999,49,0,0.732667083,1600.0,5,0,0,0,0,0
0.639006626,70,0,0.266197705,2700.0,10,1,1,0,0,1
0.010072423,42,0,0.004248002,9886.0,11,0,0,0,2,1
0.0,47,0,0.219192091,5866.0,19,0,3,0,3,0
0.364359075,48,0,0.368947293,7000.0,17,0,0,0,2,0
0.857040828,35,0,0.518400393,4075.0,4,0,1,0,0,0
0.079991112,53,4,1.767906718,1800.0,11,0,3,0,0,1
0.263394554,60,0,0.37838446,13332.0,20,0,1,0,1,0
0.329111393,37,1,0.643178411,2000.0,6,0,1,1,1,1
0.398949601,56,3,0.212029859,6965.0,9,3,1,3,1,1
0.43967899,28,0,0.748663102,4300.0,10,0,1,0,0,1
0.06637935,37,0,0.189364462,3083.0,5,0,0,0,0,0
0.007936613,49,0,0.124928629,8756.0,9,0,0,0,2,0
0.016551561,61,0,0.265678291,14366.0,24,0,3,0,1,0
0.760592041,62,0,1.077967587,6848.0,16,0,2,0,0,1
0.878940155,52,0,0.595330739,8223.0,21,0,1,0,0,1
0.041004538,50,0,0.644660194,7209.0,16,0,2,0,0,0
0.095451906,55,0,0.587251499,6337.0,12,0,2,0,1,0
0.9999999,32,0,0.017050837,3166.0,1,0,0,0,0,1
0.9999999,35,0,0.075274961,7000.0,1,2,0,1,3,1
0.03515028,53,0,0.291733455,8733.0,14,0,0,0,1,0
0.0,55,0,0.281367521,2924.0,8,0,0,0,2,0
0.241233061,34,0,0.436912617,5000.0,11,0,2,0,0,0
0.645297966,45,0,2.040653116,3000.0,12,0,2,0,0,1
0.922505535,45,0,0.501614046,12700.0,11,0,4,0,1,1
0.080445251,45,2,0.276247614,11000.0,8,0,2,0,1,0
0.089741436,55,0,1.034881138,4500.0,20,0,3,0,0,1
0.908380294,57,0,0.116913484,6414.0,3,0,1,0,0,1
0.011595931,64,0,0.459478758,2800.0,10,0,0,0,0,1
0.905118602,76,2,0.820790816,1567.0,8,0,2,0,0,1
