CountryID,Gender,ageRDATE,p2sumstake,p2sumbet,p2sumday,p2intvday,p2bpd,p2net,Zp2bpd1m,Zp2stakeSD1m,Zp2totalactivedays1m,Zp2stakeslope1m,target
276,1,42,66.26,20,7,213,2.857142857,13.23,-0.27746775,-0.214395288,-0.063631183,-1.085699613,0
276,1,21,5275.1109,1393,125,409,11.144,711.8209,4.174122526,-0.136044688,1.168302115,0.153612134,1
616,1,18,48.9554,45,12,209,3.75,8.906,-0.469346641,-0.258691265,-0.063631183,0.032797785,1
300,1,29,1834.56,196,71,390,2.76056338,420.32,-0.239091972,-0.215983496,-0.415612125,-0.433965118,1
380,1,22,22.3,15,11,271,1.363636364,12.32,-0.546098198,-0.26306499,-0.063631183,0.182272507,0
616,1,22,5486.305,198,25,471,7.92,467.1087,1.466498172,0.521673911,0.640330701,0.305181163,1
380,1,46,11143.41,4103,396,647,10.36111111,1361.42,-0.590869939,-0.232153299,0.112359288,0.240038126,0
276,1,54,83.05,58,30,553,1.933333333,8.6,-0.622849754,-0.267189013,-0.591602597,0.030731603,0
276,1,32,2477.85,424,30,129,14.13333333,394.45,4.256356336,0.794802247,1.520283057,-0.057891734,1
276,1,26,53.0,13,4,50,3.25,15.4,0.14466581,-0.171420034,-0.591602597,-1.236570194,0
276,1,50,16303.1,3478,247,727,14.08097166,4083.75,3.667562253,0.077115234,3.456178239,0.143129784,0
616,1,23,24.5548,40,5,472,8.0,2.3224,1.231979527,-0.246730788,-0.415612125,0.307665332,0
705,1,32,19.0,8,5,40,1.6,-17.24,-0.494930494,-0.263905848,-0.415612125,0.10215541,1
250,1,31,75.49,35,10,319,3.5,23.36,0.259793145,-0.246203493,-0.063631183,0.049980885,0
276,1,27,21.5,14,6,346,2.333333333,6.0,-0.175132342,-0.247849665,-0.415612125,-0.662730858,1
276,1,30,163672.7945,10424,391,609,26.65984655,-3531.1655,2.133228865,-0.01354912,0.992311644,-0.072649676,0
276,1,21,7115.75,446,55,712,8.109090909,717.61,-0.348737053,0.001101089,0.288349759,-0.378007727,0
276,1,20,3155.52,535,85,483,6.294117647,257.99,0.413296258,-0.172465814,0.816321172,0.181827715,0
276,1,40,53.15,46,15,715,3.066666667,4.65,-0.132492588,-0.239111584,0.640330701,-0.025591512,0
276,1,21,331.05,173,47,370,3.680851064,91.07,0.08070618,-0.252867295,0.112359288,-0.216978912,0
276,1,28,110.51,30,16,119,1.875,-3.19,-0.526910309,-0.216738465,-0.591602597,2.720295921,0
792,1,20,1285.1194,85,20,475,4.25,91.3967,-0.574880032,-0.25842931,-0.239621654,-4.85e-05,0
276,1,19,30473.75,1585,106,226,14.95283019,3011.15,0.829947565,-0.086860496,0.288349759,0.089699471,1
752,1,30,279.5125,6,4,169,1.5,77.5948,-0.622849754,0.090378905,-0.591602597,1.856825148,0
792,1,26,121.3628,26,10,42,2.6,39.2934,-0.376148323,-0.22374584,0.288349759,-0.08434699,0
792,1,18,291.3986,80,37,170,2.162162162,13.0272,-0.403559593,-0.247556404,0.288349759,0.055329303,0
250,1,28,220.15,37,14,77,2.642857143,9.5,-0.303051602,-0.147062515,0.112359288,0.518991468,0
276,1,37,24143.9,2399,192,456,12.49479167,2857.15,1.487818049,0.437057416,2.576225884,0.129314859,1
250,1,21,80.16,84,7,280,12.0,36.97,2.025078944,-0.202809549,-0.063631183,-0.32630655,0
276,1,20,770.73,227,30,354,7.566666667,157.42,1.05172966,-0.201334521,0.992311644,-0.079268921,1
276,1,26,76.0,11,6,371,1.833333333,36.6,-0.239091972,-0.230989255,-0.591602597,-0.329722602,0
276,1,37,1182.25,589,134,535,4.395522388,151.25,-0.526910309,-0.242203037,-0.239621654,0.854621561,0
616,1,29,6571.0097,3380,321,551,10.52959502,383.1065,1.526193827,0.025932774,4.336130595,0.20780193,0
792,1,24,160.7257,14,5,260,2.8,105.5627,-0.111172711,-0.057883084,-0.415612125,0.9801929,1
376,1,26,98766.4962,2251,265,665,8.494339623,6486.6665,0.415942864,0.525168527,4.160140124,0.090449653,0
276,1,22,25261.6512,675,98,560,6.887755102,4104.9212,0.860521674,0.284184992,3.63216871,0.383148442,1
276,0,37,33177.3615,1040,89,682,11.68539326,4342.1915,0.848221745,1.295558093,-0.415612125,2.513040204,0
276,1,29,109.0,78,10,32,7.8,65.53,0.826901868,-0.20492082,0.640330701,-0.215871519,1
250,1,20,426.875,189,45,244,4.2,53.475,0.276582548,-0.179609986,1.872263999,0.067138815,0
276,1,43,7258.84,3657,174,576,21.01724138,619.18,-0.191122249,-0.263643776,-0.239621654,0.231188111,0
724,1,26,11025.39,234,53,447,4.41509434,-338.68,0.408499286,1.319174471,0.46434023,0.751925151,0
276,1,22,36827.37,5010,284,631,17.64084507,5988.45,2.325107756,0.656635988,0.992311644,-0.07011224,0
276,1,22,43486.14,4234,444,682,9.536036036,2716.6,0.14466581,-0.25407312,-0.239621654,-0.229475732,0
276,1,35,74964.3541,3858,275,686,14.02909091,3203.1441,1.11067678,0.93289315,4.160140124,0.056296838,0
792,1,29,7251.8095,1628,139,537,11.71223022,669.0188,0.236036711,-0.178515748,2.752216355,0.081284021,0
276,1,34,76.0,32,11,46,2.909090909,41.3,-0.217772095,-0.240906551,0.640330701,0.069078223,0
276,1,30,160.35,53,14,598,3.785714286,-0.33,-0.047213081,-0.219475224,0.288349759,0.330683022,0
276,1,22,1539.93,89,23,321,3.869565217,20.31,0.720302484,-0.230280138,-0.415612125,-0.545014932,1
276,1,30,160.0,26,9,199,2.888888889,14.15,-0.454955725,-0.228496495,0.46434023,0.225451736,0
250,1,26,25457.9767,862,98,634,8.795918367,1314.9767,2.830970287,0.229086015,-0.063631183,-0.439121318,1
792,1,18,1264.6224,172,56,519,3.071428571,-82.6243,0.003281364,-0.210049302,2.400235412,0.14593975,1
276,1,34,899.0,109,27,354,4.037037037,81.3,0.029538476,-0.177271184,-0.063631183,-0.735433875,0
276,1,24,11420.478,361,76,474,4.75,528.488,0.587463252,-0.056970744,1.344292586,-0.142531244,0
724,1,24,1643.0,71,26,110,2.730769231,-355.36,-0.281731726,-0.103597504,0.640330701,0.238554596,0
276,0,29,175.0,9,5,464,1.8,14.0,-0.622849754,-0.198913521,-0.591602597,-1.17374184,0
300,1,19,411.87,189,50,243,3.78,71.94,-0.068532958,-0.222555068,2.224244941,-0.015175213,0
276,1,46,1520.17,1111,92,260,12.07608696,246.2,-0.510920401,-0.253119732,1.168302115,0.044115231,0
300,1,33,14131.09,265,86,212,3.081395349,-140.1,-0.48853453,-0.172969565,0.816321172,-0.089635103,0
250,1,24,447.1586,58,31,290,1.870967742,51.1586,-0.303051602,-0.145909112,0.640330701,-0.100564885,0
276,1,20,72.66,16,10,362,1.6,26.35,-0.526910309,-0.26306499,-0.591602597,0.41287365,0
276,1,24,199.97,17,12,50,1.416666667,2.7,-0.51625037,-0.206715605,0.640330701,0.153986548,0
276,1,32,38.26,30,10,438,3.0,-1.43,0.096696088,-0.24399328,-0.239621654,-0.227731115,0
792,1,19,730.4579,471,93,574,5.064516129,16.0506,1.262568916,-0.149592139,3.104197297,-0.088988817,1
276,0,40,24641.09,1979,246,621,8.044715447,2044.44,0.11725454,0.102340112,0.288349759,0.41836446,0
276,1,54,16946.7,8259,227,632,36.38325991,1586.26,4.429961047,-0.175832514,0.112359288,0.532035631,0
276,1,28,27.49,10,9,293,1.111111111,27.49,-0.622849754,-0.252799058,-0.415612125,1.067334421,0
276,1,34,411.62,381,53,400,7.188679245,-84.13,1.08274039,-0.237217626,0.640330701,0.037661056,0
276,1,19,16444.66,635,91,691,6.978021978,894.13,1.587928775,4.757167428,3.104197297,-0.123863487,1
276,1,46,427.9,276,40,96,6.9,108.01,0.805581991,-0.16189821,2.224244941,0.144625636,1
276,1,32,71.15,31,14,478,2.214285714,25.31,-0.266503242,-0.239208545,0.288349759,0.014722678,0
792,1,24,1345.2403,44,10,234,4.4,272.9647,-0.430970863,-0.220313895,-0.415612125,-0.038170832,0
276,1,36,17797.75,757,144,613,5.256944444,2357.51,-0.303051602,-0.234944838,0.112359288,-0.165395079,0
792,0,24,133.6623,17,14,417,1.214285714,-57.4759,-0.622849754,-0.257449741,-0.415612125,0.183548183,0
756,1,24,23640.2712,2211,273,617,8.098901099,4047.048,1.287596597,0.03264221,3.104197297,0.045899115,0
752,1,21,19712.5512,251,58,645,4.327586207,506.2386,0.000756642,-0.211816019,-0.239621654,-0.205940067,0
276,1,22,4139.87,644,35,70,18.4,208.54,1.295939158,-0.092999557,0.992311644,0.22227253,1
276,1,29,154.05,102,15,396,6.8,73.7,1.90995161,-0.117260755,-0.063631183,0.055554519,0
276,1,24,6961.56,1083,133,695,8.142857143,1103.43,0.240605256,-0.121702645,-0.591602597,-3.117955287,0
40,1,30,5915.24,558,83,328,6.722891566,1330.19,1.631727217,0.119076504,-0.239621654,-1.394200493,1
276,1,27,64071.9286,939,249,572,3.771084337,-152.8414,-0.371931204,0.230161541,1.344292586,0.255651339,0
792,1,43,48.4344,31,19,47,1.631578947,-2.3165,-0.448414399,-0.253387093,0.992311644,0.270069739,1
724,1,29,15052.7173,639,75,707,8.52,380.7973,0.01674655,-0.077130033,-0.415612125,0.902753583,1
616,1,29,5348.4135,874,78,646,11.20512821,78.8837,1.362679642,0.232751169,3.104197297,0.313076345,1
276,1,32,3294.71,360,73,543,4.931506849,-25.1,0.03913242,0.062809037,2.576225884,0.02422886,0
380,1,33,829.82,11,7,148,1.571428571,-231.34,-0.50772242,0.418126906,-0.063631183,0.471108931,0
276,1,24,3458.89,328,23,66,14.26086957,42.5,1.663707033,0.69199598,1.168302115,0.246240031,0
276,1,32,814.55,229,28,77,8.178571429,148.29,1.381218665,-0.092942945,2.224244941,0.134739712,0
276,1,18,1525.96,413,44,505,9.386363636,333.6,1.018780759,-0.157293221,2.224244941,0.040694136,1
792,1,24,96.2584,111,29,199,3.827586207,-1.6191,-0.033507446,-0.245692141,1.520283057,-0.012832274,1
276,1,21,144.92,32,8,154,4.0,6.42,-0.143152526,-0.192104173,-0.239621654,1.033292576,1
724,1,26,161414.278,3276,309,481,10.60194175,7917.048,-0.430970863,0.109746692,-0.591602597,2.375711925,0
276,1,19,576.83,96,36,183,2.666666667,-38.99,-0.215107111,-0.212435138,1.872263999,0.096373079,1
620,1,39,548.58,29,12,49,2.416666667,53.86,-0.45229074,0.088906815,0.640330701,0.124097737,1
792,1,27,2599.0709,178,68,388,2.617647059,89.9604,-0.121012654,-0.191247527,1.344292586,-0.117690198,0
276,1,37,10380.422,871,148,306,5.885135135,1331.462,1.362358774,0.361027671,3.63216871,0.027123776,1
276,1,37,72.88,36,16,373,2.25,8.42,-0.239091972,-0.203495769,-0.591602597,-1.756778802,0
276,1,22,1173.46,41,20,373,2.05,-17.03,-0.458382133,0.363618192,0.288349759,0.368655826,0
276,1,27,119.5,41,8,286,5.125,-3.79,0.208625441,-0.200622563,0.112359288,-0.178455965,0
616,1,22,186.766,119,9,220,13.22222222,-30.4375,1.967515277,-0.19503932,0.46434023,0.113340416,1
616,1,23,85.8018,131,19,50,6.894736842,5.1491,0.784262115,-0.232544094,1.168302115,-0.135653347,0
276,0,22,18.01,19,11,171,1.727272727,0.33,-0.574880032,-0.265970695,-0.239621654,-0.108680664,0
276,1,19,378.1,75,13,361,5.769230769,84.0,-0.143152526,-0.160193527,-0.591602597,1.828757758,1
276,1,20,1690.97,101,41,358,2.463414634,2.85,-0.008837302,0.274580764,1.696273528,0.014582815,0
276,1,18,54224.75,2194,107,412,20.5046729,1294.66,4.395521246,4.065751755,3.63216871,0.277500407,1
276,1,22,5911.05,350,40,376,8.75,1043.2,-0.111172711,0.349374686,0.640330701,-0.220927769,1
616,1,28,216.0194,270,38,97,7.105263158,19.6785,0.493536522,-0.227255388,0.992311644,-0.013145482,1
208,1,22,217.5515,15,14,358,1.071428571,128.9171,-0.622849754,-0.255151906,-0.591602597,1.976718021,0
250,0,47,12660.13,752,96,410,7.833333333,925.74,1.350761698,0.299027484,2.752216355,0.034049634,0
276,1,19,84.41,47,17,326,2.764705882,23.4,-0.335031418,-0.196389122,0.112359288,-0.540727023,0
250,1,21,1247.6,1932,121,213,15.96694215,134.72,0.208625441,-0.232556859,1.696273528,0.263528517,1
276,1,29,864.44,47,10,336,4.7,200.52,1.295939158,0.972996356,-0.591602597,5.830177948,0
276,1,22,544.01,138,16,162,8.625,154.76,0.848221745,0.232871589,-0.415612125,2.059748826,0
380,1,32,37916.07,543,82,140,6.62195122,-46.64,0.246248753,4.205000399,2.04825447,0.694913373,1
276,1,18,1044.59,220,25,297,8.8,16.15,0.912181375,-0.028698227,0.288349759,0.566965728,1
792,1,20,2191.8286,333,159,478,2.094339623,282.5122,-0.458382133,-0.144034657,1.520283057,0.278421192,0
756,0,62,1012.5148,719,210,316,3.423809524,290.7075,0.164515351,-0.206563928,4.160140124,0.027535005,0
276,1,18,172.72,106,26,572,4.076923077,15.91,0.096696088,-0.254779033,-0.239621654,-0.405315504,0
792,1,29,10063.2849,1588,87,265,18.25287356,494.6749,3.757282176,1.161671166,4.160140124,0.233275179,0
276,1,41,72.5,16,11,347,1.454545455,64.78,-0.478940586,-0.245592071,-0.239621654,-0.283916194,0
276,1,32,3963.43,127,15,527,8.466666667,930.75,-0.584473976,-0.127259955,-0.063631183,0.772570781,1
620,1,21,70754.4684,247,62,156,3.983870968,1368.8184,-0.093264015,4.221873164,3.456178239,0.19022105,1
620,1,23,30.49,14,7,141,2.0,17.14,-0.354219307,-0.234923366,-0.063631183,0.396670052,0
616,1,27,833.0321,169,34,580,4.970588235,28.3532,-0.430970863,-0.209344534,0.112359288,-0.318350809,0
300,1,43,27659.02,2785,360,439,7.736111111,5916.64,0.595164077,0.157104586,3.104197297,0.161034312,0
276,1,29,2163.92,150,18,196,8.333333333,255.1,1.008120821,0.283322239,-0.591602597,0.716361745,0
724,1,30,2199.38,74,22,41,3.363636364,345.78,-0.132492588,0.367084547,2.224244941,0.122868185,1
276,1,17,109.89,74,10,266,7.4,16.77,0.741622361,-0.200383372,0.640330701,0.291556417,0
250,1,21,19562.3387,356,141,370,2.524822695,1491.4387,-0.519530351,0.131407641,1.344292586,0.148207475,1
276,1,41,4187.74,601,63,246,9.53968254,471.76,1.374948113,-0.141323384,2.04825447,0.290205712,0
724,1,21,282.31,58,15,352,3.866666667,-2.48,-0.023228219,-0.016256167,0.46434023,0.417581574,0
276,1,37,49.0,25,17,550,1.470588235,39.2,-0.38300114,-0.25364824,-0.239621654,0.273726363,0
276,1,25,1576.05,33,21,210,1.571428571,67.6,-0.622849754,-0.198913521,-0.591602597,2.032513431,0
276,1,36,22.0,19,6,117,3.166666667,12.0,-0.095182804,-0.253278158,-0.239621654,-0.045789629,0
300,1,19,336.72,76,6,299,12.66666667,176.03,3.21472807,0.467353693,-0.415612125,1.705757923,0
208,0,41,12.2843,10,7,31,1.428571429,9.8035,-0.540615944,-0.259684459,0.288349759,0.122283614,0
380,1,34,82.67,39,12,83,3.25,12.04,0.024741503,-0.20772852,0.46434023,-0.267563257,0
276,1,40,29.0,9,9,126,1.0,0.6,-0.622849754,-0.26054845,-0.063631183,0.173285783,1
792,1,19,199.576,56,17,440,3.294117647,42.5139,0.048726365,-0.143930354,0.816321172,-0.190488748,1
724,1,21,167.52,58,15,47,3.866666667,32.59,-0.023228219,-0.153072575,0.46434023,-0.040887783,0
276,0,35,327.01,125,50,424,2.5,97.13,-0.558890124,-0.244282267,-0.415612125,-0.736085956,0
300,1,25,492.32,47,18,292,2.611111111,127.32,-0.494930494,-0.183350482,-0.415612125,-0.828107841,1
276,1,18,16.62,18,10,387,1.8,4.45,-0.462950678,-0.261324699,0.112359288,-0.028433419,0
276,1,18,90.57,28,24,492,1.166666667,-17.56,-0.584473976,-0.241888646,-0.063631183,0.548971194,0
208,1,60,72.5478,57,18,80,3.166666667,15.0701,-0.143152526,-0.251734635,1.168302115,-0.133368148,0
276,0,18,1562.59,61,10,216,6.1,103.4,0.01674655,0.44069481,0.112359288,0.43677377,1
250,1,29,1698.93,733,158,388,4.639240506,63.27,0.324552271,-0.073894859,1.872263999,0.227369834,1
705,1,56,9376.8019,365,129,489,2.829457364,691.8519,-0.215107111,-0.125919206,1.872263999,0.020233625,1
276,1,24,113.43,36,27,383,1.333333333,4.0,-0.622849754,-0.260009041,0.288349759,0.231603665,1
276,1,18,113606.3281,3270,323,708,10.12383901,878.2281,0.624363038,-0.144538109,0.816321172,-0.300770919,1
276,1,33,218721.37,1868,175,549,10.67428571,19495.3,1.165735624,6.770470725,3.984149653,0.092887265,0
724,1,23,2010.96,139,29,72,4.793103448,63.94,0.074891668,-0.083357037,0.992311644,-0.06536797,0
276,1,46,196.0,201,50,235,4.02,54.08,0.225845341,-0.235824025,3.63216871,0.092202221,0
792,1,25,269.133,85,9,124,9.444444444,118.3404,1.794824275,-0.031065647,-0.063631183,0.45326275,0
578,1,31,4.6509,5,4,42,1.25,4.6509,-0.558890124,-0.261623753,-0.415612125,-0.762430744,1
792,1,28,55.1044,50,5,58,10.0,25.234,2.063454723,-0.18396577,-0.591602597,-1.17718522,1
276,1,37,78.0,27,5,96,5.4,16.1,0.592383223,-0.19404544,-0.415612125,0.013154048,1
276,1,23,1395.59,76,8,159,9.5,115.63,1.551777679,1.271742236,0.112359288,1.062309836,0
276,1,18,49971.48,2295,117,538,19.61538462,1722.97,0.755189555,0.096584577,0.992311644,0.326945152,0
380,1,25,42.86,34,10,187,3.4,7.63,-0.175132342,-0.249576158,0.640330701,-0.281970694,0
276,1,40,3457.79,5196,251,551,20.70119522,1173.36,6.67920805,-0.072078242,2.224244941,0.006701564,0
276,1,24,58.6,42,19,393,2.210526316,-1.26,-0.392595085,-0.253786412,-0.063631183,-0.717460426,0
276,1,22,247.33,105,32,79,3.28125,39.77,-0.143152526,-0.210660208,1.168302115,-0.276573239,0
276,1,21,2751.1,68,13,346,5.230769231,212.84,0.240605256,1.977200921,0.112359288,-0.16231438,1
276,1,18,212.41,273,41,80,6.658536585,21.93,1.104060267,-0.208867551,0.46434023,-0.198113194,1
705,1,27,327.4783,48,13,534,3.692307692,30.4183,-0.494930494,-0.180283586,-0.415612125,0.14436406,0
276,0,22,1707.75,200,13,280,15.38461538,140.08,-0.430970863,-0.251609371,-0.591602597,-1.992210654,0
276,1,29,9807.77,351,33,566,10.63636364,1204.42,1.295939158,5.195275228,0.640330701,0.675765925,1
208,1,39,52969.5029,3880,281,534,13.80782918,11630.8476,-0.526910309,-0.23686049,-0.591602597,-0.462445025,0
276,1,18,46.3,72,38,322,1.894736842,1.95,-0.405387011,-0.259385694,1.696273528,0.079677816,1
276,1,49,98563.48,1284,91,328,14.10989011,9775.74,0.528423593,0.080824599,-0.239621654,-0.009462619,0
276,1,29,8542.61,934,106,730,8.811320755,350.23,3.875644251,0.138323591,0.640330701,0.242090013,0
756,1,24,216.0188,76,14,290,5.428571429,-18.4088,0.336544702,-0.234553747,-0.415612125,-0.029120692,1
276,0,46,135.88,95,30,141,3.166666667,53.6,-0.196452218,-0.240201065,0.640330701,0.005689096,1
276,1,18,36.39,32,11,50,2.909090909,21.26,-0.367011233,-0.260164459,-0.415612125,0.10215541,0
276,1,33,60.0,7,6,267,1.166666667,-6.73,-0.622849754,-0.230233341,-0.415612125,0.10215541,0
276,1,36,46416.335,8435,487,734,17.32032854,1205.635,1.072080451,-0.218867393,2.224244941,0.178465118,0
276,1,40,3936.0,1158,138,585,8.391304348,1273.63,0.792257068,-0.012676207,3.280187768,0.16892557,1
276,1,27,64.17,77,20,331,3.85,23.56,-0.156858161,-0.254290903,0.288349759,-0.074235901,0
276,1,25,150.69,43,13,90,3.307692308,-20.06,0.048726365,-0.144085253,0.46434023,-0.349612857,1
276,1,37,30894.31,4538,346,520,13.11560694,9010.49,2.136236371,0.19246168,4.160140124,0.253037759,0
276,1,24,588.59,99,48,177,2.0625,102.02,-0.27746775,-0.253481198,-0.063631183,0.200877778,0
276,1,24,21915.09,2497,120,466,20.80833333,2583.31,1.186294077,-0.102682777,0.288349759,0.923258286,0
380,1,32,52336.13,4289,341,716,12.57771261,6574.99,-0.465857934,0.001339189,0.992311644,0.091512551,0
616,1,20,512.258,12,10,404,1.2,53.2318,-0.546098198,-0.02577795,-0.063631183,-0.437261977,0
616,1,24,110.2811,35,13,170,2.692307692,24.3497,-0.315843528,-0.238996186,0.816321172,0.072075789,0
276,1,18,33.82,22,11,371,2.0,3.27,-0.303051602,-0.214868442,-0.415612125,1.267627162,0
300,0,30,198.54,49,41,384,1.195121951,24.86,-0.622849754,-0.250463809,0.46434023,0.315476202,0
250,1,26,44637.2501,4347,340,723,12.78529412,2668.3601,0.749084318,0.021888793,2.576225884,0.192060323,0
276,1,20,76.69,36,13,253,2.769230769,5.51,-0.281731726,-0.245745153,0.640330701,-0.057317108,1
300,1,24,39056.24,1065,194,678,5.489690722,-86.1,0.125477921,1.741642428,2.576225884,0.011652426,0
276,1,26,11995.9171,839,130,555,6.453846154,856.7171,1.647717125,0.14796657,1.168302115,0.075200526,0
616,1,28,1065.0196,54,27,336,2.0,75.0631,-0.454955725,-0.034770024,0.46434023,0.820030059,1
276,1,19,113.0,5,5,245,1.0,107.42,-0.622849754,-0.247027123,-0.591602597,0.296768181,0
276,1,58,462.58,220,77,390,2.857142857,8.66,0.048726365,-0.253632525,1.520283057,0.051907081,1
276,1,19,136.17,218,28,235,7.785714286,9.73,1.02730871,-0.233128856,2.576225884,0.14055533,0
276,1,26,20.15,10,5,291,2.0,-4.0,-0.367011233,-0.249127359,-0.415612125,0.10215541,0
724,1,31,17491.5141,1111,82,549,13.54878049,2523.2441,1.399258561,-0.082782684,1.344292586,0.196025037,0
792,1,18,155.2612,121,20,474,6.05,43.4132,-0.526910309,-0.254418747,-0.591602597,1.067358538,1
276,1,39,63272.54,3712,229,525,16.20960699,7922.06,1.411066492,1.709789948,2.576225884,0.36211928,0
276,1,39,1811.94,464,77,316,6.025974026,98.03,-0.085588859,-0.185317992,0.816321172,0.186480309,1
276,1,43,71616.15,2671,171,442,15.61988304,5081.94,2.539843694,1.198210377,4.160140124,0.115321934,0
276,1,22,2079.22,211,58,279,3.637931034,570.82,0.473601053,0.302469226,0.288349759,-0.003808445,0
276,1,34,38280.7988,912,67,581,13.6119403,9288.9988,0.048726365,-0.038534848,-0.591602597,1.846576445,0
276,1,19,408.42,149,28,279,5.321428571,75.59,0.514717958,-0.228035851,1.520283057,0.162828275,1
208,1,19,110639.5942,3675,300,667,12.25,5009.6085,1.695686848,1.004090693,3.280187768,0.146546774,0
276,1,26,59.22,45,14,392,3.214285714,14.0,-0.132492588,-0.251029465,0.640330701,0.025686964,0
792,1,38,2508.8944,408,78,334,5.230769231,89.9637,0.510149413,-0.038115447,2.752216355,0.257242962,1
276,1,21,44.23,34,20,423,1.7,5.88,-0.287061695,-0.256580058,-0.239621654,0.161917192,0
250,1,25,1861.29,156,24,61,6.5,-61.9,0.564971953,0.302529651,2.752216355,0.191517237,1
191,1,23,8691.44,690,56,315,12.32142857,741.75,0.231883488,-0.203816205,0.992311644,0.116908285,0
276,1,26,299.28,110,17,394,6.470588235,71.52,0.650528342,-0.184122039,0.992311644,-0.079975727,1
276,1,30,153.62,25,18,477,1.388888889,72.03,-0.574880032,-0.260311061,-0.239621654,0.098391779,0
40,1,18,5354.12,114,47,530,2.425531915,37.81,-0.111172711,-0.028910242,0.640330701,-0.027993384,0
826,1,29,68534.2577,1855,121,357,15.33057851,-1534.1259,0.08070618,-0.052673272,-0.415612125,-0.165079054,1
380,1,22,15728.53,613,38,42,16.13157895,535.05,2.305079993,1.518505696,3.808159181,0.172813973,0
792,1,20,147.1626,48,23,562,2.086956522,50.1415,-0.047213081,-0.246811482,-0.239621654,-0.688504183,1
276,1,33,17.12,11,7,55,1.571428571,-0.75,-0.469346641,-0.258602665,-0.063631183,0.175015568,1
250,1,39,80.0,6,4,258,1.5,80.0,-0.526910309,-0.22182476,-0.591602597,-0.8630236,0
250,0,25,13294.41,3688,103,563,35.80582524,900.49,7.563982937,0.378656423,0.640330701,-0.35996728,1
724,1,35,14356.8167,927,104,378,8.913461538,1382.3567,-0.494930494,0.060573088,-0.415612125,-0.132106482,1
208,1,24,1607.1307,70,34,659,2.058823529,167.4782,-0.513204674,-0.050365196,0.288349759,0.365294346,0
724,1,21,660.11,100,25,293,4.0,66.19,-0.143152526,-0.19425971,-0.239621654,-0.115216392,1
276,0,34,1577.56,126,32,472,3.9375,592.83,0.251265194,0.257865981,0.640330701,0.113825962,0
276,1,24,179.64,90,23,74,3.913043478,33.0,-0.622849754,-0.266351183,-0.239621654,0.184002292,1
276,1,18,637.7,440,50,125,8.8,91.73,-0.128004193,-0.197878301,2.400235412,-0.070482759,0
276,1,18,75.23,52,13,187,4.0,5.79,0.14466581,-0.208973892,-0.063631183,0.970124352,1
276,1,44,2813.746,3930,292,575,13.45890411,543.586,1.182556177,-0.175655619,2.928206826,0.113120168,0
276,1,24,1952.67,137,63,341,2.174603175,-18.23,-0.622849754,-0.247344919,0.46434023,-0.038425427,0
250,1,30,6272.64,1995,109,368,18.30275229,786.58,2.798990472,-0.116075683,1.168302115,0.324367718,0
276,1,26,106.49,21,7,191,3.0,10.4,-0.367011233,-0.248955261,-0.415612125,0.457807272,0
276,1,19,999.84,207,15,288,13.8,44.97,-0.211680702,-0.236532144,0.288349759,-0.25784859,0
616,1,22,319.5208,18,4,75,4.5,107.1363,0.208625441,-0.003553586,-0.415612125,-0.343270895,0
380,1,31,842.84,264,67,148,3.940298507,99.17,-0.143152526,-0.247648791,2.224244941,0.176110842,1
276,1,33,27069.35,94,35,168,2.685714286,2964.28,-0.526910309,3.856375789,-0.591602597,-3.10409986,1
724,1,20,1194.71,229,42,409,5.452380952,-15.42,-0.239091972,-0.227949264,-0.239621654,0.561673943,0
40,1,36,1111.05,127,58,379,2.189655172,161.28,-0.354219307,-0.046404849,0.816321172,0.284113426,1
276,1,44,87421.7852,7877,126,133,62.51587302,6988.4552,7.033736969,0.920303485,4.512121066,0.131215799,0
276,1,48,13790.7,2167,255,521,8.498039216,3064.75,1.182233148,0.153835226,3.808159181,0.035546021,0
380,1,36,1670.0,45,11,155,4.090909091,114.0,0.336544702,0.561178248,-0.415612125,0.491776423,1
276,1,25,48058.5,1301,85,319,15.30588235,4529.25,4.315506972,4.751659745,2.400235412,0.135377912,1
276,1,37,87.79,18,13,347,1.384615385,5.54,-0.494930494,-0.226677535,0.112359288,-0.202296841,0
276,1,48,1679.93,279,27,281,10.33333333,167.71,1.799621247,0.003766583,0.46434023,-0.078427509,0
276,1,28,14903.87,932,67,634,13.91044776,1237.25,4.493920678,0.769546367,-0.415612125,3.618014061,1
276,1,31,2273.85,119,18,249,6.611111111,486.08,0.848221745,0.521431762,1.168302115,-0.24098325,1
276,0,22,179.94,56,21,402,2.666666667,62.69,-0.558890124,-0.251521848,-0.415612125,-1.276728196,1
620,1,18,738.1,362,41,220,8.829268293,61.26,1.171217878,-0.230291079,2.576225884,-0.017707157,0
380,1,28,2058.468,590,42,340,14.04761905,148.208,4.030213357,0.273829941,2.576225884,-0.277954318,0
300,0,31,121.17,115,44,472,2.613636364,18.1,0.00760946,-0.232737854,1.520283057,-0.023227898,1
276,0,24,9526.38,1021,85,288,12.01176471,797.65,3.706417728,0.095826249,1.872263999,0.166149267,0
276,1,21,1413.64,212,73,472,2.904109589,302.67,-0.207112157,-0.239672204,1.168302115,0.287157432,0
276,1,23,1611.68,52,8,371,6.5,370.62,0.336544702,0.786848092,-0.239621654,2.043248221,0
276,1,21,222.4,93,23,658,4.043478261,8.24,0.624363038,-0.167354317,0.112359288,0.010109877,0
276,1,21,27865.9,99,22,47,4.5,1137.58,-0.296655639,2.188561032,0.816321172,0.36222418,0
